group,CD86,CD11b,CD70,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD194,CD4,CD183,CD32,CD62L,CD95,CD64,CD1d,CD39,CX3CR1,CD244,CD2,CD303,CD18,CD38,CD155,CD52,CD35,CD54,FCERIA,CD226,CD29,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD88,CD224
critical,-0.294746792842662,-0.0931005861319345,-0.105845396020394,0.0767971092308522,-0.125502148793565,-0.0480923421963815,-0.248260561546182,-0.261557799630813,0.0775541512113019,-0.39896694967949,-0.0620204456673464,0.0991515568242341,-0.248631338234965,0.0011342016613113,0.127201401228226,0.123023670368255,-0.0629691458049689,0.0474119423988264,-0.134056198555651,-0.0926506375169108,-0.384004722068893,-0.321431853860588,-0.0559939869797034,-0.0704759870770228,0.034832153889581,0.0509913639209003,-0.0902816311192211,-0.0341280726853941,0.112883752938672,-0.148549500485425,-0.0174091136625271,-0.0062249572903567,-0.607772315179679,-0.0948110867628567,-0.0867342444973623,-0.0985881824383022,-0.0451179238206832,-0.004459843301525,-0.128406205778094,-0.0975531332718926
critical,-0.0603235375132783,0.111342004086068,0.125191006503213,0.260389014566476,0.271000153197757,0.0116162252038346,-0.154322530071689,-0.237843293385713,0.229979162331498,-0.0542571815490059,0.0028933008065649,0.38427790442983,0.294561506492594,0.285432388417702,0.15071647644537,0.297391779511798,0.457083500056714,0.1895142631311,0.331780130769828,0.17524774015097,-0.157289665984936,0.257447109112689,-0.150629374472809,0.178249611443666,-0.0598155379571037,0.21195081711918,0.0122781855835839,0.164642286517448,0.100011935853031,-0.0357749029622324,-0.228598183064748,-0.20162233445376,-0.358835396490856,-0.149511035114816,0.0917692370416638,0.197594932575592,0.342800613150616,0.353783599210889,-0.0004052470439796,0.333212976158475
critical,0.308178292220156,0.118097949368254,-0.0194457650881982,-0.100551106677292,-0.144364642513339,0.0955749249447786,-0.139303737618879,-0.161549985882519,-0.242501199211227,-0.0258528570529693,-0.291828383475812,-0.0288590161178009,-0.0681502008204796,0.0715596539408347,-0.316424518303663,-0.194158260368202,0.142441842939765,-0.012857820558056,-0.199157890996612,0.12291245478014,-0.123804582510573,-0.0682026774592833,0.0292004335290823,-0.440873367409199,-0.140616780797621,-0.359238309909045,0.13482116978577,-0.218448332996372,0.07911862689489,-0.188349375812801,-0.426589678240709,-0.247955397411602,-0.115381679504417,-0.096796425396038,-0.215770173668415,-0.330938585698629,-0.275981047022508,-0.333715556442371,0.126777848139363,-0.264953540921555
critical,-0.103930292653697,-0.0076089922112976,-0.177706333120555,0.430796993638819,0.0115897257241897,0.248726193374254,-0.139993736366576,0.0819728809063092,0.0652345574903199,0.0987765819715807,-0.180141284531504,0.0023212374696418,-0.0072375436513774,0.114355874876295,0.0683055596344121,0.448080629641788,0.160013132606097,-0.125458922056049,0.426942223615193,-0.0488591636253878,-0.114926307403376,0.216264454334986,0.404973858177576,0.0320644660011968,-0.337641061199411,-0.0981240835617255,-0.0710928119629806,0.0897487172102128,-0.141771844713318,0.366519589294501,0.0132874150260457,0.408786612378779,0.363753589205628,0.252045804467748,0.464915703535498,0.0104354603223073,0.176363099443789,0.218345682374542,-0.130799077677566,0.138459598274569
critical,0.134099696337917,-0.205737131803945,-0.120070298721661,-0.0895981253987368,0.220643701663811,-0.276901893202156,0.0871067081596764,0.0753600961619396,-0.0439162731533973,-0.260418259391755,-0.151618304058279,0.262643890243154,0.103993485158031,0.200766846596405,-0.146035483606368,0.394971589685397,0.0242502086928143,-0.0220794332791013,0.140549412098074,0.284723199972784,-0.239150402442634,0.0083059928913568,0.0569381640691462,0.0701900704999381,0.108769611056148,-0.301578418733661,0.168996415466556,0.288539839303417,-0.10275991068594,-0.115251342449395,-0.0205044207068819,-0.440999457561657,-0.36297720845711,-0.113834498340472,0.357100064529983,-0.0986582529299633,-0.0065188821415019,0.305724862345279,-0.433784301454197,-0.001229221746644
critical,0.0675327681618646,0.253394212455307,-0.0345223479699888,0.390651264594655,0.716720001197058,0.314110942274127,-0.421346089777286,-0.376585280701492,0.197943680072886,-0.10029211823301,-0.409377785029276,0.215848627428228,-0.317768647289359,0.392612696119869,0.291308956531984,0.565258695616047,0.546520297549236,0.100408909204738,0.140794905502861,0.293040463037003,-0.351131028820092,0.147853100929914,-0.491704219323107,0.175182095753037,0.311734016377635,0.13483214387277,0.012714170115014,-0.369315341143392,0.12963582333852,0.128270328169654,-0.412420541917936,0.110837408384295,-0.345864538524627,-0.462173156975913,0.368457225691448,0.314734574363734,0.424863923844098,0.447923657158562,0.0177779695396746,0.217360626421615
critical,0.376562064145718,-0.320139173404626,0.493421924328608,0.172708599532975,-0.0053503553394948,0.152500745390834,0.298034079791679,0.490975734195494,0.18177338324184,-0.108824532088942,0.25896919623769,-0.111288575555506,0.455475491468151,0.381249126732552,0.185809688995519,0.364713815250149,0.021550005922554,0.27385977100179,0.189903612123261,0.166807896768456,0.399719183192082,0.0530373322463228,0.466838885947899,0.507668147908134,-0.0069490130039751,0.265483892307583,0.275638792620599,0.0516271312053755,0.658437149816722,0.203090377352831,0.0542269750559492,0.478937124810667,0.459574908422346,0.440199147804727,0.496457907161319,0.205251235439401,-0.041585130353168,0.192058616511838,-0.111695155688913,0.442283896040827
critical,-0.368908766656794,-0.251881020475476,-0.0068896847734419,-0.02163959509926,-0.522571454522357,-0.193228672273239,0.0451716587770836,0.0649671063231431,0.246275673758397,0.190310209166031,0.232756472688294,-0.499411666401848,0.223877289433256,-0.0830483441599139,-0.0368659635393507,-0.0961887453238958,-0.174131942279659,-0.516547362981168,-0.541817405469097,0.263693971848999,0.137854585070595,-0.332205121021991,0.253997125623247,-0.266165945498138,-0.387280773702854,-0.303160738866848,-0.153212169979827,0.0030474347621497,-0.129498425308017,-0.436946394976645,-0.0296277481851411,-0.159958429679213,-0.0282978342766794,0.401956478075835,0.003801765202571,-0.222347939921366,-0.468969074823223,-0.434392915307817,-0.5219753124901,-0.0677229616231543
critical,0.121157002092155,-0.222126676349218,-0.352709598774259,-0.142336394858345,0.250905145313262,0.164158797913538,0.074345963240438,0.116310559367474,0.0044732175946487,-0.0685939502866709,-0.263397714764312,-0.222438831103099,-0.0565560041637166,-0.100310249637682,-0.116022872362594,0.109205539799537,-0.192837702877181,-0.167933576746641,0.184242576813752,0.0194901131396841,-0.087353119438135,-0.0114379704316477,-0.0802862089294109,-0.0726848905700206,-0.288548820636136,-0.378321053242423,0.161781692712247,0.106409957157136,-0.180677932108488,0.109673186180794,-0.163910099152423,-0.0261834822496474,-0.266847709932841,-0.154176849215038,0.124587049163771,-0.0180127178952327,-0.110646016715106,0.214874642416485,-0.202790344231105,-0.0489188035721593
critical,0.270951553824061,0.16197079232612,-0.630229629002016,0.365175224981385,-0.155104742283264,-0.380070867249227,-0.322190166487079,0.320749981221147,-0.62661613713986,-0.0680412936096107,-0.395324208406477,-0.0271644687388139,-0.108864033762128,0.0341517162988025,0.197053323074455,0.469080383129888,-0.579335927100318,-0.175920992636637,0.17086886929308,0.117457643646604,-0.340092637019593,-0.154120948604758,-0.0385533521484309,-0.0082704051467734,-0.305897915651828,-0.163528849558058,-0.239335206365827,-0.0619671944639914,-0.26030404475619,-0.0364249346818033,-0.307153876219782,0.0635046240486134,0.100515547377834,-0.0242221365379313,0.351729111360326,-0.38130197632584,0.139717827148861,0.164284806898725,-0.02795312227489,-0.230085123775283
