group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD163,CD303,CD155,CD58,FCERIA,CD98,CD22,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD88,CD224
critical,0.0841624544081742,-0.0733519769524332,-0.225528518610682,-0.392675898422733,0.106217299258055,0.0152474239343948,-0.0974042635963945,-0.350232953390587,-0.0222807615244269,-0.231615927236428,-0.468999347376393,-0.229598690480212,-0.261758783788747,-0.0850355484767551,0.060810205905294,-0.0215294159159639,-0.208158594703661,-0.0020492022887449,-0.129133881029588,0.263082236487157,0.302674239290603,-0.0606618307606833,-0.209737378704644,-0.319546611762381,-0.249172071735454,-0.0870014261987471,-0.423053449832949,-0.288856743551881,-0.0011847451259462,-0.0054490501129373
critical,-0.453853767412015,-0.338022904712575,-0.645373200219901,-0.425357724257305,0.52340022361971,0.430777593918778,-0.0171320384568783,-0.392601900741158,-0.490141098955853,-0.496039352145002,-0.458884123981699,-0.289358790522503,-0.389105900561203,-0.211969720497568,0.448687566024031,-0.467917909367322,-0.478442942975212,0.0471421277353942,0.380542919311983,0.203568361879765,0.401528057396158,-0.603594618877652,0.247684526128253,0.276956313633651,-0.663497147334772,-0.631159060471871,-0.526751083024821,-0.566309657460621,-0.132754589675119,-0.418667777701395
critical,0.264881793564038,0.142146429330401,-0.25436216027041,0.149258359208707,0.149407085622006,-0.292694175943042,-0.343809261219022,0.108988837466163,0.136391477169283,-0.366645741754001,-0.162412004526008,0.439119100761619,-0.0796324695125129,-0.0910769232812262,0.122427275659404,-0.271259585780938,-0.0420328651244688,-0.0184734319658665,0.0150597967269359,0.0910717345663909,-0.038738279093261,-0.460750658322175,-0.156644001976195,-0.248642950543377,-0.416717608777456,0.0047386125434907,-0.222757248958042,-0.362913756754095,0.116531628808437,-0.117791123850807
critical,-0.205101373998005,-0.148826729014194,-0.608214285101548,-0.0667053102792249,0.123493553811399,-0.167302131739491,-0.318222860562941,-0.106261093054716,-0.299877976282145,-0.0424637224343209,-0.5914715844409,-0.214774908570805,-0.323558267292915,-0.537649148195761,0.0247375011451214,-0.385937221828921,-0.264452189161427,-0.219987516610091,-0.26295417750287,0.0236259129120161,-0.0367357944837734,-0.494331620453002,-0.366200939841218,-0.234778862852882,-0.607699285706881,-0.160010391608712,-0.154236363720214,-0.396910223325893,-0.137113515910276,-0.412674002671367
critical,-0.0884079940048528,-0.14239737462316,0.0077517150606154,0.212078703705743,0.310740087556521,0.176663831986186,-0.166889101781907,0.221952996208385,0.0107391681534587,-0.219200319974023,0.14191227056954,0.274522918720831,0.359087323104492,0.0629164240532952,0.0733956448025118,-0.103920054190624,0.0021048017191277,0.233614742989315,-0.0473688750066516,0.242380687190841,0.235014489144001,-0.287720261646091,-0.200347980695031,-0.0603393037195254,-0.0645048160433518,-0.0276827749702742,-0.0627405534614234,-0.0856169922372428,-0.0700199550340569,-0.0849041020717713
critical,-0.104550013288984,-0.567912379248928,-0.487024645028887,-0.463634217076968,0.541403376913392,0.558774292132415,-0.316962361156415,-0.299067375352364,-0.22534597468105,-0.489760669243398,-0.512176657152188,-0.386789120879271,-0.373909319520849,0.142700808199581,0.472052600684038,-0.383651086667189,-0.367843766681858,0.407277468862301,0.188689249670012,0.295652477546552,0.450375241780834,-0.398071291828158,0.192912795873742,0.247519783792604,-0.563528430195691,-0.505258942796803,-0.367520326760846,-0.385011958508201,-0.215801610896114,-0.0610580724602321
critical,-0.393054529233619,0.289336695001364,-0.410969457072484,0.145492118881,-0.189274162134703,-0.437114611385575,-0.637946492620135,0.0462058895977289,-0.399117240713604,0.034454776767381,-0.498943539007163,0.098433651506513,-0.0249130976300318,-0.726820626210963,-0.477405782090119,-0.476344543451323,-0.348503344952446,0.236911168753556,0.127978025130238,-0.0663898231593512,-0.296013200753443,-0.440896423585266,-0.556801701382433,-0.525253621660791,-0.668167975221272,-0.0254567893840173,-0.0947951948732442,-0.464657943173802,0.0882297868467047,-0.261123209495955
critical,-0.47636676336255,-0.225460251325205,0.206052496731319,-0.662050559297442,-0.0801140641637654,0.256738027013036,-0.635026295483799,-0.119116584138619,0.30269830187255,0.134576875641774,0.35735686441778,-0.0949273557991145,-0.531484989239007,0.307526436045028,0.476126089087071,-0.0355434750023194,0.247023695300119,0.508830637077145,0.0297419404630052,0.304790099119437,0.431177321430906,0.181748292232513,-0.0016299552543367,0.709763844173339,0.209821231894276,-0.147945331895572,-0.0282906923402476,-0.168115582086505,-0.571991157122562,0.164683748043453
critical,-0.305288265158762,-0.567742566694904,-0.604578705491221,-0.0370655328303682,0.450923444321803,0.223729983931506,-0.348535068569473,-0.359798207051082,-0.505898780452617,-0.75560693112497,-0.313297552769295,-0.0491066093781467,-0.187280788146885,-0.381474054672435,0.202871497012865,-0.477539731045035,-0.409943032645088,0.176200368290473,0.0806938074345893,0.413042771438743,-0.0291825338002349,-0.465096560998494,-0.248065179467758,-0.085980632083526,-0.332760106248169,-0.323233244240582,-0.16252416970689,-0.288885006183039,-0.0343343937742187,-0.188602616181819
critical,-0.360528790413606,-0.430589550618562,-0.11978883307979,0.428470409330677,0.460805368062487,-0.101581583589957,-0.637303221725486,0.220148064186596,0.118048951432842,0.0956543588619049,0.15872206317386,0.706400253128778,-0.094912820980911,-0.647225489247562,0.117938482042196,0.0028429517692033,0.11457260935873,-0.047607364431626,0.144666392068683,0.379574030131695,0.526756390379489,-0.475639308168984,-0.364175560115075,-0.00103072921438,-0.331508873175203,0.423153763663191,-0.326008263347341,-0.256469698544091,-0.280304120138989,-0.268045295711273
