group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD31,CD32,CD95,CD1c,CD64,CD1d,CD39,CD244,CD303,CD28,CD38,CD49f,CD35,CD58,CD11a,FCERIA,CD41,CD49b,CD304,CD36,CLEC12A,IgKappaLight,CD328,CD101,CD88,CD224
critical,-0.010768517306309,0.15700648088754,0.321600492855183,0.0253371787449984,0.0816105857342329,-0.0130475468493329,0.221925470952096,-0.062385796435187,0.348703999649826,-0.126937841222824,0.256428302476011,0.0390222803424952,-0.0437222588802251,0.253690703379153,0.278148050901527,-0.0341968568181605,-0.0658263394885212,0.422204905954883,0.181492977117671,0.291910691435229,-0.115764071173015,-0.196748718513202,0.402211284411837,0.364208814070011,0.16905165635454,0.31475097813468,0.327519991198664,0.459591205102009,0.224296187897764,0.182601606814418,0.0255350385656084,-0.0004540875094114
critical,0.207420107446117,0.580900977111681,0.269042862761386,0.130633043634993,-0.477275447938515,-0.516999676700318,-0.0460012227202208,0.136098424485565,0.0792341510394217,-0.02181821138569,0.40092991861968,-0.057527937288525,0.336419595666782,0.121390212774135,-0.512745517308888,-0.131734321909623,-0.206310900322095,-0.0073744465654356,0.61131899785618,0.167037003969356,0.135823172502902,-0.45675097192091,-0.0774313831886238,-3.64271699600414e-05,-0.440957349813586,0.375440176157361,0.125331012182088,0.354539163090702,0.373317440657278,0.140223825779874,0.163054042766954,0.436632378838211
critical,-0.0783975886380428,0.108294747345467,-0.0970310527144643,-0.240556761306655,-0.269269532386382,-0.123926652668434,-0.108522941124863,-0.177145237233735,-0.166207999644631,-0.221916545319737,0.0622373443985783,-0.215782521594044,-0.394395425343973,-0.260685097691251,0.0202005004838017,-0.681067414936139,-0.413239643084343,-0.36470691085237,0.147615401002694,-0.162476129553856,-0.21164607816085,0.0167800340356621,-0.149602691233271,-0.310591272538596,0.156671346494116,-0.11113660537499,0.0719743284687135,-0.0486089931880666,-0.139477659045408,0.179775306631346,-0.108732267825195,-0.397124360411291
critical,0.302593506929792,0.17603854861731,0.504699406773512,0.175004858435264,-0.372027553548746,-0.191442176982766,0.372826864156097,-0.0438455966487904,0.0480887726368187,-0.38898980338288,0.27166393679694,0.322468607243645,0.251671140603764,0.0876572198243754,-0.214778200046444,-0.219280735855326,0.0539879244595623,0.43357364979798,0.171362558546036,0.08497490012003,0.388507894299345,-0.0704063212597359,0.558815958815959,0.422718788128473,0.0630500869863346,0.630636768860424,0.405047023905476,-0.0779438703085917,0.152674476492667,0.335243017042045,0.0842784204937223,0.260561644008794
critical,-0.0465460281665003,-0.165549753518724,0.142280536055976,-0.140577048397094,-0.0397056778544444,0.231463152497386,0.0837227482004688,0.0843427248833077,0.016971982367864,-0.104268521105065,0.220818360183199,-0.0027808716386357,-0.176085251753748,-0.253645934020064,0.145152471379768,-0.0225420441290268,-0.312618887467475,0.138775617499361,0.0196293645329602,0.0656581202939031,-0.17835758270586,0.0019919501596581,-0.0788496948993134,0.0471911446927148,-0.0890503133738821,0.221289526164363,0.107089101034364,0.0139436997474348,0.104095633834209,-0.0244369428167753,-0.0649579190035965,0.208762826638382
critical,0.119894851441522,0.55758183901243,0.226176575687077,0.166617353501511,-0.454377118203728,-0.514199595531139,0.415761280164988,0.291380349464151,0.108251630179862,-0.290166662887851,0.329846245015274,0.2041440355332,0.118860363847533,0.352035107615213,-0.395105982758608,0.197028449083045,-0.411733986123693,0.235660375896978,0.619589897003103,0.157783706418503,0.032685042294967,-0.536584157076177,0.290041803989461,0.102568885027432,-0.279117169072891,0.418676661167692,0.514450431685033,0.435317926271528,0.307589510145891,0.238720779431095,0.290927869273449,-0.0083078703535192
critical,0.134037028402248,0.0595389369136206,0.376690697513193,-0.0734031206225434,-0.279641548419145,0.116966361268475,0.232953243296039,0.278831882552149,0.165233032972149,-0.0475501872872285,0.0194991319068145,0.284815170156689,0.240814258322339,-0.0482279965441748,0.314226303775234,-0.144467065426193,-0.173855945460589,0.248850530644557,0.0364130026855787,0.186731733025139,-0.0533927325618227,-0.227350588900709,0.210639898623297,0.394218698503615,0.197957613241879,0.121918099235977,0.342669491013634,0.105866426700323,0.549679813940966,0.39988744200412,0.362211433448333,0.127789695903022
critical,0.193287794922006,0.11379511378444,0.202559312616763,0.154956669289387,-0.201688288086858,-0.0231377264139686,0.0735107779503663,0.233662205132102,0.192465557005627,-0.0944823955381952,0.294559508928645,0.248991178259305,0.422379019699746,0.296467837619508,-0.205626671585749,0.0501388559862438,0.170750564122618,0.130532249951467,0.0077884461665568,0.172151569218683,0.111931575477534,0.197355513924889,0.159670524458243,0.289913562595963,-0.0179409938933135,0.283540020210193,0.22543562469055,0.213522813056993,0.338563775653552,0.336457551975442,0.0563074305183562,-0.0251127983528966
critical,0.450357233012231,0.534063690150413,0.434073924504371,0.117804129374174,-0.424238634846716,-0.416295633118295,0.0844617857175244,0.456475287616054,0.483708251187396,-0.358097348773625,0.62964965727964,0.0760813698437441,0.232450064928748,0.0740053865025949,-0.380208307502537,0.108057492343498,-0.365204892845854,0.453288131445899,0.466423836833959,0.366386019457042,-0.184391662125702,-0.416246710875229,0.392794921137499,0.256865651415256,-0.188305592707825,0.43180095640768,0.164818755195951,0.283677677807333,0.195102007205688,0.218226396956708,0.369253269191862,0.12445052437959
critical,0.558356069470691,0.487201953350383,-0.0387248382801045,-0.243091900904085,-0.321932517413518,-0.233366585934742,0.383723352485999,-0.167492766963019,-0.104646013715576,-0.396826854025265,0.207874556409391,-0.29476954589431,-0.363520071825584,0.150106689703506,0.0651186130265913,-0.14136725079888,0.016891267998142,0.0648941030294621,0.21717869294619,-0.0673274996568715,-0.10338507077122,0.181503076895574,0.301403395728773,0.280315167330778,-0.295831444434569,0.464667980843512,0.046622460019201,-0.126456785123936,-0.0075876722608931,0.0185399782080065,0.463867250285156,0.326018483463856
