group,CD11b,CD33,CD11c,CD45RA,CD123,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD303,CD38,CD155,CD49f,CD35,CD58,CD62P,CD41,CD98,IgG-Fc,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101
critical,0.0012846671787685,-0.316762879675287,-0.408039396468905,-0.100948033759613,0.048801870967466,-0.22237910012279,-0.202413414707052,-0.186387139675494,-0.216247445838034,-0.339034456378005,-0.238363348961689,-0.230595823206692,-0.123991278403329,-0.0760620705618033,-0.0739126074579748,-0.395551001157445,-0.0751014109921956,-0.276470079315995,-0.352563255159428,-0.387049656784039,-0.0368266004192328,-0.26682284531654,0.06958555080899,-0.11341015306318,-0.296857121114332,-0.331914370423529,-0.243681925016399,-0.276016684506621,-0.147958385368109,-0.260207919631915
critical,-0.10238694124526,-0.407092345870663,-0.442780762825871,0.31682510809436,0.240042799399441,-0.065548668878491,-0.277953496289824,-0.376994904808667,-0.207805497796922,-0.44818360909214,-0.228701032753461,-0.381143988090179,0.349427377912582,0.247442915780633,-0.295718148568134,-0.55281598797344,-0.124547225629512,-0.343879736195608,-0.304068449411899,-0.440938344188073,0.231862376928906,-0.226935550626868,0.359492952409884,-0.330133167300044,0.136302377538743,0.184004133343113,-0.46568859663092,-0.28546549014953,-0.334588733086367,-0.464167031505903
critical,0.0142452779393613,-0.471840276843365,0.294081787662237,-0.0413318781946124,-0.323714230266492,-0.175813295861889,0.392206309473304,-0.299082656214258,-0.358634994455174,-0.304886746928898,0.233114499950884,0.0256235499202113,-0.0537149671955636,-0.60418907490541,-0.325297189494634,-0.466549595392278,-0.153893649385588,-0.295147136564907,-0.532426123458766,-0.659993895236462,-0.123244458928598,0.0946121582256226,0.358172878874385,-0.388748813574416,-0.427752742957433,-0.355073143395893,-0.247402203377595,-0.0191073086431079,0.189727186041565,-0.0522815942754425
critical,-0.377999257140904,-0.436848236526154,-0.0007726483816126,0.0600709771149396,0.0885565296090206,-0.660270581184217,0.373719232612337,-0.0434474969935868,-0.351007467094707,-0.0600361050641384,0.133991579488115,-0.0873994044719507,0.135154368235585,0.057724558849365,-0.32167899762491,-0.535144198993528,-0.494875470052434,-0.342217097756121,-0.761880389757329,-0.677992277992278,-0.0446918167297368,-0.399665339904981,-0.0407741265014932,-0.578330634405402,-0.475430062945457,-0.0561819891349377,-0.25415220126809,-0.454006940442111,-0.451255251491967,-0.088574191906654
critical,-0.256403083596892,-0.499824736757498,0.0166330506421183,0.286805493241904,0.0680947004741961,-0.561841429511786,0.152414955393923,0.0107976922305893,-0.511006516970713,-0.0649260346788861,-0.191010712726714,-0.115677562878716,-0.0705862421306453,-0.0342447817796457,-0.207399769168575,-0.432711913809415,-0.358769786337145,-0.511086784104322,-0.196379508793082,-0.534120468487714,-0.277581018007242,-0.195034271616351,0.0740354987896821,-0.535745891830841,-0.501103866484449,-0.519187096619145,-0.0701749267422237,-0.25949312926201,-0.361075277348982,-0.112889321959792
critical,-0.679237794366821,-0.380526806392447,-0.210147497420778,0.605040612604333,0.764362144728497,-0.322289941056568,-0.459481455392708,-0.290988326997243,-0.427549380479121,-0.269655225654663,-0.370555655177434,-0.266873040266058,0.464697971115693,0.412345320921204,-0.438969733599693,-0.292914006929324,-0.724548479037509,-0.37813483853079,-0.138677787841549,-0.363377809973503,0.372893689060201,-0.539285311522593,0.314415809817594,-0.452210515255015,0.0787956362401952,0.311457461142935,-0.538369036171169,-0.544371700127667,-0.468112966762107,-0.45489263136414
critical,0.180119370662972,-0.411157285891987,-0.0112639059778839,-0.0715994971287945,-0.453150322204641,-0.699516729365582,0.288786809985806,-0.4176436536308,-0.10184983462006,-0.330310398656965,-0.0160919258198984,0.0852686020771277,-0.441854287679153,-0.303496906951449,-0.516604311341759,-0.523599532804159,-0.0652596671507775,-0.396359216230245,-0.626508591295066,-0.458810291433372,0.091709713949418,-0.117238488053142,-0.161417572702386,-0.440145002326493,-0.619867729248436,-0.547409091671862,-0.536992742900062,-0.060401164479421,-0.16974294116884,-0.37829727494756
critical,-0.235974176613135,0.255637564747024,-0.643269304111958,-0.184217085393517,-0.0702751729710536,-0.718269103766264,-0.148940987234117,0.148517442529295,0.271869221756485,0.358083845960143,0.0653449198846944,-0.554053161531045,0.139349557567253,0.459577181472733,-0.258829407709198,-0.269802871127572,-0.577658184574216,0.0134443902334864,-0.31476214028634,-0.383517013678899,0.150941486515159,-0.252064714816005,0.0700748743670133,-0.0969445028358866,-0.235211598507759,0.499909594578542,0.129712607982958,-0.196687186423419,-0.182780061296306,-0.244317716385343
critical,-0.664659871374684,-0.498200025401418,-0.0811006530305493,0.523683722788679,0.417293617637049,-0.249535892387967,-0.402609753974184,-0.409483195134953,-0.683969870891664,-0.125110578998557,-0.14663842282392,-0.0695160891596066,0.343289595548932,0.2760885594149,-0.380278261851027,-0.384968935445913,-0.64330885993162,-0.408131930225627,-0.432827810948867,-0.503994036385204,0.189985645946448,-0.331010453300568,0.153829697098399,-0.453318524000383,-0.210997968742691,0.0964340668263125,-0.244422322024529,-0.324138405943861,-0.226493536896407,-0.20930348284287
critical,-0.125604738635064,-0.337680589802511,0.0310467133640088,0.165926003372794,-0.329527043081524,-0.258868157458622,0.208046357734234,-0.167923344669206,-0.576598062636846,-0.136691646937877,0.144608232972491,-0.112322102003225,0.0763816733313894,-0.122880751162056,-0.403828376307299,0.173952248398419,0.0688678278107277,0.025231720712709,-0.242815039737867,-0.0173812295700061,-0.14868490295948,0.074045469904545,0.178394128708875,-0.35843971744512,0.0134020729837112,0.122914458814822,-0.212634479258842,0.0562745571274542,-0.38487813433703,-0.371057063857464
