group,CD11b,CD33,CD11c,CD117,CD45RA,CD123,CD4,CD31,CD32,CD1d,CD39,CD244,CD163,CD303,CD38,CD127,CD52,CD49f,CD11a,CD62P,CD41,CD309,CD49b,CD98,CD304,CD36,CD319,CD99,CLEC12A,Mac-2,CD328,CD101,CD88
critical,0.213204372570534,0.207866191323665,-0.275988871458938,-0.0809380214865099,0.0059751958044526,-0.135229225872543,-0.259014796675013,0.108014145866532,-0.265454841985939,-0.191451485380224,0.0508198641634968,-0.101909940673677,-0.103898622863808,0.118190221846623,0.0972898675167381,0.0858927410912454,0.22378776728335,0.109311240941479,-0.0057882035586507,0.0622259401664613,-0.0186372166853324,-0.0228166779574087,0.0669151381622371,0.153946848552251,0.0753631367759398,0.214067964470812,0.212498437301468,-0.103879097186509,-0.0880438207789718,0.16708753421387,0.170783641938438,-0.054198434698194,0.0762522128933519
critical,-0.0923621856680208,-0.697216763633183,-0.742050898139029,0.0220049064408536,0.460048209144223,0.315223940809441,0.14675743778599,0.105055771491377,-0.633911010141755,-0.677281777674834,-0.449466889747209,-0.629975467116427,-0.208962283121997,0.467372942245127,0.131422863738302,0.0758205769348971,-0.324182144567999,-0.45026780161644,-0.401863932805855,-0.292946727725402,-0.487392838637463,-0.0856084850670866,-0.442801392600271,0.470962059821875,0.497244357061872,-0.319325128646512,0.31158945628129,0.299838517674081,-0.638302333574889,0.115114732424256,-0.509579468213197,-0.757691541547753,-0.15488397289815
critical,-0.238493524210598,-0.211509329418596,0.0891574010437255,0.0484296256625394,0.11037142288265,0.116862679901708,0.289888545061401,-0.203250593123684,-0.0554154511623729,-0.008895086178006,0.252566235492121,-0.136403208856694,0.189513597938713,0.198332186568235,0.0897416465003733,-0.0104968098597764,0.0985388540083437,0.140530671309572,0.210875334977453,-0.0437442893735154,-0.0893948665694212,0.227162279164638,0.13492648476652,-0.0768356975864075,-0.0468608214837835,-0.163265329491733,0.243215878188459,0.25720629939358,-0.191625919107785,0.157153971293486,-0.667645584543957,-0.0661927787171538,-0.201559956390446
critical,-0.169332318193793,-0.473799443093501,-0.0688944806937941,-0.172643926415943,0.235643232116115,-0.222682235532887,-0.0443013614057676,-0.626271861965837,-0.0310787905657603,-0.319376618999998,-0.185257922944438,-0.323944990321552,-0.466349393051335,0.101011463009246,-0.0481896986822823,0.17609419177627,0.230045420809545,-0.57775491101346,-0.356779749598232,-0.856664697881297,-0.763963963963964,0.0375085053851929,-0.798454480416102,-0.290107054527623,-0.15189339137617,-0.630636768860424,0.211097477120761,-0.0878810013532741,-0.543453111222192,0.0395516829499796,-0.335675596653529,-0.257096891333704,-0.216237292948725
critical,0.0374945605122852,0.0670157705806419,0.479464493202151,0.265609857435035,0.044123922037216,0.0484457761041041,-0.103757887065912,-0.0238956846910047,0.274516953704308,0.230256171679043,0.129226928306206,0.328320141699884,0.0326342199528774,0.0230312489870721,0.285860582319417,0.113608694103489,0.152675535863528,-0.152673660575937,0.202704435342639,-0.0280667715088426,-0.018850279173483,0.140902552266881,-0.172476590397441,-0.10643995497761,0.147062096994655,-0.202948675813397,0.0249294084672686,0.05861365228014,0.203802484037287,0.149989119731954,-0.0552482635793352,0.232852495787599,-0.0948034493566003
critical,-0.392789672208414,-0.405092944596296,-0.344479994182166,-0.133738098176324,0.550911730761003,0.487025511360628,0.4157550288677,-0.129160395858907,-0.206612723189405,-0.236230368581599,-0.328957399316476,-0.321529863715313,-0.005463336415298,0.383625119458413,0.251048455440398,0.0467323369188823,-0.246275797623825,-0.151746948693467,-0.0374117433762649,0.185521166191221,0.0418217566660684,0.0751946037668074,0.0783378979617972,0.313128298850532,0.275017599564373,-0.0450491809749401,0.117961324843239,0.40992301204446,-0.294716148971623,0.111745210907774,-0.301005615665962,-0.407140838245915,-0.0722779600317308
critical,-0.127341953398848,0.0015965449657751,-0.178157446216864,0.335319525109388,0.338760399259434,0.0918751902221732,0.003571098635043,0.122765045218057,-0.0193463684088052,0.040795308200661,-0.0009410482935613,0.193194021244209,0.330313262241334,0.461228911617405,0.332034815925541,0.309427691631511,0.0374683268727849,0.0479497063195207,-0.0709078088519445,0.0677966431227575,-0.0585475709313751,-0.0354677884879324,0.219062732796583,-0.224410175431326,0.264526570075795,-0.129338384166364,0.594887869950928,0.189260286196274,0.120197047641967,0.449392985758415,0.107554268958875,0.0126724893592855,-0.146517763050751
critical,-0.323348521247305,-0.471806685602316,-0.387255905113693,-0.063131347789677,0.160273390510674,0.255785297101872,0.113651826078215,-0.285669039190124,-0.513079298776416,-0.359719554430459,-0.263878963679013,-0.386649891557572,-0.141721657351321,0.346380597255923,-0.0171656402659077,0.0352085701838316,-0.31264005422693,-0.0648812744295705,-0.329815378815024,-0.170494271987018,-0.317349693169275,0.0923179755687177,-0.260985783872024,0.0851266259193823,0.278838653181575,-0.410020885592341,0.142189941268568,0.11751656834236,-0.269563256506106,-0.0723029293766342,-0.453436930008969,-0.36104326731963,-0.213008655964135
critical,0.194739955503227,0.296130348704651,-0.213251270691935,0.0949948355391454,0.0363348339541933,0.025902234554925,0.0317841274595663,0.381640465545082,0.139262111366788,0.232277011208477,0.0700484659214636,0.0050334545966838,0.245132486128891,-0.0151484641185551,0.220617264469312,0.0636757544495927,-0.0618771882243267,0.168104158216003,0.183301662152545,0.227122533708496,0.0427688904798866,-0.0184675513386604,0.297200303917474,-0.215077230538129,0.0458911454240287,0.258165510970139,-0.208811550640461,0.482487104881344,0.285921168404179,0.0389945812143052,-0.196014551673442,0.0476492672475004,-0.234089903727127
critical,-0.434200364460227,-0.257132926179894,0.428341584793897,0.647997609749318,0.426409216742195,-0.135915384396727,0.0046391791097461,-0.630983072390423,0.029868041456895,-0.0644164217426378,0.627194673249109,-0.0277258919984998,-0.619801771481552,0.427737370655781,-0.0007736458625103,0.60636294496801,0.273284273570111,-0.0363097957426752,0.256068904951494,-0.224771459290255,-0.422428253475483,0.646756435010582,-0.452936435423518,0.0270925411669846,0.38522599306433,-0.394064262643123,0.583202596699825,-0.17986224790932,-0.330736125219084,0.645418948107095,-0.352695938196,-0.249517206716088,-0.227360648917884
critical,0.485915919327406,0.0957378640386545,-0.137536728679651,0.0099894333035728,0.0159044028599495,-0.184251285872523,-0.281341032954485,0.227691529794749,0.026602711971814,0.0007801368311623,0.090111124891644,0.177659968770531,0.0651151786365833,0.0186181472043193,-0.0719534740547867,0.225557239146622,0.187918136180521,0.0063983243989598,0.223788768158806,-0.140879410683656,-0.113233531291353,0.142591124259011,0.0977394588236409,-0.0976290119588852,-0.19111910915406,0.120920455231714,-0.0402069646266213,-0.0494863909247977,0.0418924090005122,0.207957645248413,0.316695672300531,-0.216948717521452,0.265644906943128
critical,-0.428051303752296,-0.373838107912556,-0.208752533167262,-0.174363130578692,-0.040071446493181,0.158317551248586,-0.0639189595528736,-0.520591731062258,-0.276369524364591,-0.265058688363625,-0.256319102185853,-0.213179048796812,-0.384977410851135,0.0730375485367076,-0.155262263843135,0.0115082800943342,-0.168347143564804,-0.451855881792227,-0.326188352081208,-0.355779847222624,-0.4560346289035,-0.0129176393437134,-0.527422422546045,0.0638608526718291,0.127350844706999,-0.580951643204528,0.166498006122665,-0.192897496522608,-0.451810219852889,-0.0330884705270329,-0.409243272784814,-0.41425957465812,-0.290778712043038
