group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD31,CD32,CD62L,CD95,CD64,CD1d,CD39,CD244,CD163,CD303,CD49f,CD35,CD11a,CD62P,CD41,CD98,CD304,CD305,CD99,CLEC12A,CD328,CD101,CD88
critical,-0.0103611975027607,-0.284188531585629,-0.116732613866975,-0.0553085929662191,-0.124067251281483,0.156722277853033,0.0959304729002602,-0.310987998131826,0.0232748949513652,-0.0450817837652433,-0.170886383637573,-0.491816723498865,0.096848958392079,-0.184108344874616,-0.315638433274063,0.172751372938802,-0.0488802069865034,-0.146117814579529,-0.493840274494806,0.160249827780986,-0.0742477196153888,-0.182216571241054,-0.0645796131233346,-0.188776894787959,-0.199836262809037,-0.08216625000543,-0.0833595671562919,-0.155338551659182,-0.17174176239093,-0.142219829799766
critical,-0.258705699970718,-0.230836801460619,-0.304533038858974,-0.161677993320003,0.14052773189287,0.0327682984742462,0.107907330166457,-0.0549396775672878,-0.204765970077277,-0.197542686517639,-0.334326468480539,-0.279816508872589,-0.174451696061452,-0.291552548054613,-0.083694176274958,-0.240070691035894,0.057378923188806,-0.214972347232024,-0.303606006209438,-0.0968448044528528,-0.233570617993397,-0.236593484485359,0.0037093915222025,0.157688054445478,-0.0860644101877804,-0.137293224242582,-0.318450307328107,-0.181111526368351,-0.350624623447109,-0.0800001084141967
critical,-0.036492763153014,0.0124071775600889,-0.0990206484325842,0.222817038285948,0.147570113257801,0.0085996190203622,0.0991281146173023,-0.140252106114759,0.39665796621488,-0.0999946513167308,-0.0111620827728225,0.103369450721401,-0.0377274344791292,0.479401041291897,0.055850132760221,-0.0153328153672098,-0.108654207147721,0.0334888106820416,-0.293087009874643,0.144128975295262,-0.274090092857831,-0.189333743041902,0.108184662201662,0.0070291232225675,-0.12562084841408,-0.435966206641555,-0.196515894715001,0.28412115731472,-0.30803336978075,0.161645579593856
critical,-0.3941730441986,-0.190740669161173,-0.397708282531474,-0.291803538789042,-0.004898491696068,-0.0792619667346044,-0.27263366888375,-0.20901485337663,-0.14920398624309,-0.0759942083394634,-0.390253927001743,0.136481260790432,-0.42566371487535,-0.234970740841478,-0.359652416632364,-0.303765322098133,-0.103717127196993,-0.437435647866251,-0.171620440500206,-0.452611696858737,-0.452672341108352,-0.46023166023166,-0.378711179555764,-0.0156322529718185,-0.210600962588952,0.0441982162231276,-0.17818979055473,0.153585577375403,-0.12616672684378,-0.33505182459278
critical,-0.0747387806698806,-0.299400358688654,-0.0390510928525347,0.188313026777726,0.277003428333106,0.211843642684734,-0.0569381640691462,-0.382565226474615,0.421830889240846,0.280891134395483,0.267806176949467,-0.247501314178158,0.32972355934309,0.0926316919717054,0.14280782293521,0.0916698178496142,-0.0107693769088215,-0.0564406844099237,-0.34069087831722,-0.0199415113876633,0.0121583613529955,-0.172721162659356,0.0863663993587363,-0.0299109349819637,-0.392742859996447,-0.50295427375713,0.0002045916231551,-0.196952832845286,-0.0127738564724053,-0.222115118538874
critical,-0.143231389665938,-0.732628164979107,-0.489355180690527,-0.203293408970332,0.497317455158101,0.602697423951041,0.525116013683744,-0.402260925364242,-0.263366685468549,0.19460413548344,-0.218737812358849,-0.584782283639819,-0.3449185193844,-0.417456587924487,-0.367000666416794,0.0502088311405913,0.436597555284435,-0.448957842541496,-0.684876236110218,0.0017988255127206,-0.160867761605234,-0.352402223445438,0.245528926735762,0.483729955199902,0.13460364320169,0.35759647801223,-0.510079034695947,-0.327476346844797,-0.42493558882016,-0.284638673597586
critical,-0.346818427686613,0.188759090215106,-0.377817670430211,0.162669575497273,-0.114108766066336,-0.448245281248221,0.0220844257693449,-0.650429482692001,-0.0845229687763334,-0.367974519134877,-0.484884187822654,-0.0144823649599157,-0.499037537413156,0.0202325383115682,-0.0431513653289985,-0.794235328396659,-0.600143084223217,-0.537768624104057,-0.167783550036926,0.20754423733026,-0.629982934502188,-0.49577782820735,0.0496800304195612,-0.385711225801187,-0.526113321751209,-0.451652399251128,-0.666103701179021,-0.220968260831152,-0.477705913699288,-0.0605406516128984
critical,-0.308850674430145,-0.107541140983862,0.150161550898429,-0.507682218483745,-0.281259206052903,-0.0067144774691516,0.0453248915953359,-0.549293898046611,-0.250271546461461,-0.166577800364415,0.0765693953247433,0.225015849867522,0.146577653478927,0.0590739887691952,-0.462556896756697,-0.0281349130238086,-0.0144967029978937,0.0951712762393282,-0.413964970085246,-0.45316207247157,0.222403526954372,-0.0891584277728854,0.0738766116860557,0.164892798836255,-0.222398339147279,0.413504348953408,0.170626843020151,-0.153703516391051,-0.234311375517819,-0.501199500104307
critical,-0.45633522445256,-0.48974699641781,-0.205602046661434,0.219270459784046,0.277630751211093,0.26119976631744,0.181332522044962,-0.23794221027339,-0.101751041681784,0.115062215367561,-0.355546622982141,-0.526568849234005,0.151754918169565,-0.003906723780315,-0.0116540345166464,-0.379561447498477,0.211126049316988,-0.408964411840871,-0.504699853355732,0.290076242856369,-0.305999617783496,-0.426240646073622,-0.0011384566511652,-0.0993310850802947,-0.493052739485816,0.0416327271141284,0.0451192473724227,0.0629199410516005,0.180134159546872,-0.324953747936999
critical,-0.181113159110348,-0.0523568007041438,0.0744807722920676,-0.212689310223977,0.0152012953400541,0.0360117685153722,-0.0065721704054737,0.0263124584561828,-0.302671402867069,-0.0707228342848977,0.136864613997465,-0.186766471632602,0.0572017825074623,-0.0180599042070908,-0.141853400922557,0.0817561539033622,-0.0697791897044388,0.263567914486724,-0.167655760587914,-0.0213498581692756,0.141770989231239,0.29329215526277,-0.147907126658035,-0.124678405820889,0.132989801146057,-0.0837467486683797,0.0037349484545768,0.0633178167977982,-0.0243337213980086,-0.090300178408746
critical,-0.43804258575201,-0.509630743080607,-0.148679641835184,-0.127348112685981,0.0924895493439144,0.0736477328038687,0.294602952671463,-0.405143059840223,-0.276131118360791,0.358664241416522,-0.173766742859878,-0.312023844576752,0.0796751825866257,-0.140140262602803,-0.0949145886460982,-0.156091605513521,0.479399844721114,-0.154745629290298,-0.443482742771458,-0.199559466401542,-0.0500507343269453,-0.225658264095627,0.221490463020657,0.321982657182561,-0.216669951925483,0.282574843228017,-0.283253058992563,-0.30186133377169,-0.0916703382020482,-0.50147076619685
critical,-0.231853263764085,-0.465710707255209,-0.368704534553121,-0.317155094203667,-0.153760886788935,0.134592876296524,0.216050316999959,-0.370702102103455,-0.186293531238354,0.0929365109165882,-0.285267834746014,-0.349940707464493,-0.198350099468212,-0.530250339214251,-0.20439913008099,-0.364648052899393,-0.0228125704047738,-0.453231969782692,-0.256513493797149,-0.363163392810838,-0.259691810258566,-0.42133294626082,0.0685824579638775,0.0898615975310648,-0.267495658648775,-0.0788184403174404,-0.341330324561053,-0.508362800370301,-0.343153626370286,-0.35356110940711
critical,-0.422784636141842,-0.308069598098623,-0.0373801386684043,-0.0238325684571019,0.178222458595456,0.115865074733504,0.0551487819746391,-0.482314789820425,-0.203500108047258,0.184089854227074,-0.073607382029021,-0.268751730447864,0.0999263250994677,0.0063783990418478,-0.105178556845352,-0.162799925426276,0.224117754315733,-0.218892396989239,-0.519397201748443,-0.148163967295757,-0.149477926940536,-0.303108197795321,0.0688150722096861,0.15720753577703,-0.217004109432826,0.113775971310553,-0.0899701779189985,-0.149087001515829,-0.0108585741219309,-0.477209524871639
critical,-0.32076253400165,-0.273990989305222,-0.401188856465675,-0.345410678317534,0.441421826335266,0.296444879935836,0.268427764917194,-0.363922818989513,-0.391518194836941,0.175340127128429,-0.248547126878689,-0.330356462133531,-0.111156855571115,-0.48328800157713,-0.275696835762795,-0.0411668243813114,0.4829830273813,-0.285588694814602,-0.558509554389946,-0.348221732353202,-0.174605227008091,-0.372574953699029,0.182115441332102,0.380717839450038,-0.085349653689779,0.264074153451237,-0.28238839188419,-0.444593936257387,-0.331244073509638,-0.390942633451413
critical,0.150986423477144,0.214813500540725,0.370383790302346,0.281709035424437,-0.564971026477558,-0.352793897336231,-0.221643732807648,0.39711229725289,0.356646156630932,-0.356903203926121,0.255308034402977,0.308309814857817,0.277910997650576,0.265407656088528,0.199333593396667,0.0170140227882491,-0.214641272289321,0.501253246577564,0.2473646577024,0.1155470740658,0.38827173599497,0.470041609307735,-0.133492336698969,-0.241324007060511,-0.115634407099743,-0.399986838448075,0.305922738866503,0.471696090897879,0.302729911933764,0.236905988552363
