group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD16,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD163,CD2,CD303,CD52,CD49f,CD35,CD58,CD11a,CD45,CD304,CD36,CD305,CD99,CLEC12A,IgKappaLight,CD328,CD101,CD88
critical,0.219188969284446,0.0900526502764247,-0.489304416424918,-0.155574307264269,0.0831232935328285,-0.0616471302687472,0.297492020889526,0.0676411496747019,-0.263538382596661,-0.312888431633751,-0.323371078122394,-0.570770262215294,-0.13078790091381,-0.0696376190353033,-0.210705092315433,-0.430894984031581,0.194638058469993,0.137287078318776,0.0528291477884952,0.0818532319066231,-0.215085459846873,0.142961045099252,0.221536158891126,-0.0304914008299817,-0.159782304537903,-0.0366316094458321,-0.478816139286701,-0.41694894073703,-0.231130598378605,-0.345701191455724,-0.573203250092616,0.283456573218427
critical,-0.411774030001083,-0.054351955256555,-0.510157725876207,-0.511063753881193,0.340107894753424,0.260106056557552,0.0412218875740828,0.017956459049569,-0.386353479530917,-0.320103656371163,-0.158206672852876,-0.427390727655864,-0.216342141310186,-0.422683456882187,-0.079882779685263,-0.17340028164758,0.484417474983752,-0.173345790422877,-0.45598661262944,-0.196723156325232,-0.176560916896835,-0.216039524142133,-0.152281822187878,0.461803850364354,-0.340464061772217,0.198501765687554,0.258929443068172,-0.590614988918958,-0.368479643850643,-0.450513469696257,-0.556818272614298,-0.0620245073919566
critical,0.0069583658554475,0.21367916909042,0.12014097220955,-0.0042820021084465,-0.463988602992112,-0.230961196546871,-0.268887707551131,-0.117106676581067,-0.0274774674738636,-0.259633103400721,0.247871007765625,-0.142321378848097,-0.0866904119396849,-0.17614272639762,-0.345295002069565,-0.205211691958363,-0.228632937293937,-0.360187053316213,-0.175242817541642,0.251283063325125,-0.051662212407529,-0.403406982190055,-0.183070873659941,-0.148861209580152,-0.0195673803136159,0.13417895974156,-0.161480292603817,-0.0285757949546697,-0.119535322871283,0.0698170998139754,0.0389818904685317,0.319926728959646
critical,-0.116675221082785,-0.146892239468949,-0.520664388008184,0.147189516697209,0.237319031906875,-0.118505676648806,0.0925437634520375,-0.55402458362678,0.112966890189236,0.0453813618449334,-0.322049026413198,-0.21025520056797,-0.132567514392106,-0.256655183338723,-0.355854112474892,0.220962022305843,0.149713418388703,0.305736951744072,-0.491503620822056,-0.203210979886044,-0.14999357369672,-0.338908386460462,0.28560476468173,-0.171042901266647,-0.753929800075833,-0.701101553132518,-0.195219526466584,-0.569975580047535,-0.265910988953609,-0.356110287880595,-0.313614435297397,-0.0275773424857134
critical,0.120076968864972,-0.0460998694823179,-0.327122375557974,-0.0831652532105913,0.24095523738493,0.106804258065575,0.127408181691016,-0.399022793626998,0.09527766975,0.0708141333279841,-0.257121298694532,-0.0617060780446762,-0.180513040765375,-0.0054553820221706,0.0033222223915992,-0.0152263102303838,-0.0840479632666722,0.0369395180712754,-0.0772146014296468,-0.217210181307347,-0.209573937839266,-0.0294864174274137,-0.216422037228831,0.0310088562065001,-0.390276914485781,-0.256370562570641,-0.250570438664651,-0.195180408490033,-0.0705662289104982,-0.218161322708363,-0.115578554901351,-0.207865340811509
critical,0.139245214811684,-0.187305488317566,-0.116985249113822,0.0282945935475237,0.0383389046706902,0.0430799303351968,0.248651777419873,-0.0407493028922098,0.264494880810351,0.0186976615995209,-0.0785685672755736,-0.136931007723234,0.0317394883651488,-0.0592881089095911,0.0602505973687095,0.0951171739888401,0.179147314524499,0.149531417088996,0.045833460466187,-0.123715511526269,-0.0188637829067619,0.0970217590371678,0.0865969110490643,0.169217911356286,-0.125790146283141,-0.0098327484040951,-0.117906577049266,-0.136735007130237,-0.109206483499207,-0.264031545492754,0.0537852064030549,-0.034848643517018
critical,-0.281420560343838,0.268019126106425,-0.380822931542258,-0.0102313812632445,-0.0573359013705026,-0.442396963184797,-0.234506633171316,-0.667323754969716,0.194966314644076,-0.46532330514866,-0.0699507693161939,-0.396203281257572,-0.0666262191841408,-0.0291436236426787,-0.747289156958152,-0.0982052124636827,-0.470069759433888,-0.0860175123194761,-0.509055101337377,-0.121345149209344,-0.351412231245802,0.164321549065927,-0.176623004859544,-0.17055258283726,-0.385760888722771,-0.559429452543517,-0.536331356666326,-0.530893751411594,-0.0651919255812103,-0.207264070146585,-0.350417798357132,0.0504974737484331
critical,-0.339631015859421,-0.280884952304246,0.0608812088536834,-0.430203883839052,0.0582524297055176,0.440796372231605,-0.260160842477701,-0.489724819362693,-0.340016298113012,0.0228348965938879,-0.0752967744698848,0.0052251798357335,-0.103197714226802,-0.380350743066421,-0.0143406110072811,0.189517235509504,0.332925844786003,-0.399637909189166,0.111561381852381,-0.425013696042455,0.127789608178896,-0.403832454626554,-0.223977944351446,0.388812837123031,0.0382794882693103,-0.0128132593604804,0.530703916918737,0.176329490824007,-0.249728461731345,-0.178111172527735,-0.262338185458984,-0.524283736088521
critical,-0.316012142933398,-0.626001591040012,-0.522337886826648,-0.0640839981536037,0.444172957714353,0.425731123113784,-0.153644170501267,-0.334722283237653,-0.537069723569703,-0.434798513215072,-0.650293161278169,-0.151664291165582,-0.184615412130239,-0.208412228165396,-0.259067195539153,0.219014480676636,0.402432102167483,-0.328864118966773,-0.372654275862085,-0.609789034811961,-0.406049162443246,0.0201195828378537,-0.233742508552442,0.239858333806031,-0.27415646120219,-0.177868300548858,0.137614264297896,-0.126623524722205,-0.311149335501821,-0.429169663184449,-0.207582311592485,-0.279884194104087
critical,-0.268339972582383,-0.20633221952372,-0.253518607940417,0.1943962260012,0.419967989903189,-0.195289626393398,0.0909562789486456,-0.556431106764571,-0.184872877293539,0.0469102820104307,0.0395442600881618,-0.120201042971762,0.426729736550402,-0.176671962967185,-0.502896908892178,0.0051573059778969,0.237430489643675,0.182662177192853,0.14601173181629,-0.0339180500266318,0.0811019594337076,0.14194420855573,-0.177070276374774,0.302940878346214,-0.330043340838017,-0.162500134927498,-0.155897793674984,-0.391268048448433,0.427145780301523,-0.197017834912157,-0.352259585952124,0.0238310028610813
