group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD16,CD183,CD32,CD95,CD64,CD1d,CD39,CX3CR1,CD244,CD303,CD38,CD52,CD35,CD11a,CD54,CD62P,FCERIA,CD22,CD304,CD36,CD305,CD99,CLEC12A,CD328,CD101,CD88,CD224
critical,0.0223771317074365,-0.219627708464377,-0.0799214010762019,-0.293896161804558,-0.144135841409518,-0.194701764999735,-0.114375733253029,-0.0384897383270643,0.0758841364944528,-0.302044086378605,-0.110244401479461,-0.271644871372938,-0.123705172030122,-0.215933905931279,-0.0996155172741298,-0.458695584036666,-0.168785523815109,0.13198042406067,-0.212042627115083,-0.069256551096124,0.152186784395792,-0.287646748256246,-0.276601738893039,0.051786630679764,0.36385316363499,-0.226165766089497,-0.057839178062222,-0.272419252364362,-0.24309824610742,-0.110079960132976,-0.453791462014325,-0.0600189081595064,-0.312369395760138,0.0950051978024172
critical,-0.38110488064936,-0.138373428641855,-0.425665224745119,-0.638307579312678,0.443962708491498,0.49008466890076,0.110212609989863,0.0653734061845066,0.371355158522607,-0.572735784427138,-0.249076364378076,-0.0506865825119983,-0.396874712595314,-0.396324380553515,-0.0838017763416081,-0.429233939415166,0.599442771620622,0.287099732372514,-0.208685749948228,-0.242774899723454,-0.326948986854591,0.0035699962791585,0.0544805274291719,-0.158720527852039,0.128013511349442,0.46293206530338,-0.144690358268764,0.607127027964739,0.517562652992782,-0.326737789800888,-0.471569572425099,-0.524332146567553,-0.173351659616651,-0.181461275009599
critical,0.149063659658922,0.287356359292923,-0.207377092157885,0.159810435833093,-0.289323147362287,-0.256145795106503,0.187853896219209,-0.334537415954944,0.227727351267252,-0.134010218461916,-0.134556614247723,-0.0129404379442588,-0.270226583545633,0.44080389675338,0.0641360334979223,-0.102954502972825,-0.0788125587057415,-0.166029690118238,0.0364165330030835,0.511294423182566,-0.0559559551146312,0.313512720216115,-0.39538107702985,-0.339295367106416,-0.255686752694763,0.137614612424044,-0.360467834214893,0.450523432025192,-0.241914605018218,-0.628056242051831,0.0104882190303506,-0.375601979926205,0.397002766911683,-0.0861251983480574
critical,0.237949127681221,0.159272972558518,0.0784086578380277,-0.0910437343000232,0.0136642136785056,0.0919128995358931,-0.151191274099916,-0.178771866167098,0.224273318421027,0.0233413323336208,0.0492490915476266,0.192060689542387,-0.120329875815247,-0.0894571801220171,0.245121487343594,-0.236674493525813,0.0200992196804111,-0.138899719731284,0.0382332647723893,0.0883245693032614,-0.105285639355122,-0.045463338085022,0.18647782359172,0.187234392800616,0.216111878232,-0.0354331067361219,0.0539809614203305,0.0379983388157437,-0.111333116083913,0.092571141191366,0.16933460691983,0.171998721493154,0.0323453876818414,0.0611798224934142
critical,-0.0356460089123199,-0.0891849538492843,-0.27795017549422,0.100558337801207,-0.260325288040524,-0.126041378631503,-0.187746796776538,-0.359024846317371,-0.22487604555491,0.114948844027615,-0.265377427748549,-0.0898747788915099,-0.192963219388285,-0.332318760720271,-0.227236607753085,-0.181024827101276,-0.0615727418917403,-0.227752656276585,0.0380225308831907,-0.0511065571372302,0.0919247873982121,-0.203444897456451,-0.214221537862899,-0.225090368041366,0.0602130251151363,-0.1400294664483,-0.18536837109102,-0.139764061255436,-0.0864288136166736,-0.0596530718371006,-0.430688679403029,-0.114029322880671,-0.132754089423116,-0.0248771067773201
critical,0.354266452580922,0.532337894109196,0.446393092960778,0.300128887022316,-0.472324613418095,-0.40387434689247,-0.399621992525249,0.163574035141933,-0.422820726608963,0.518013759481811,0.249887849201361,0.275832749228556,0.302525551346081,0.339543609850811,0.0536777187572497,0.341930484792661,-0.482769346626482,-0.248412074126131,0.418053453144772,0.488558800960151,0.113172915768404,-0.314532532755211,0.3564336147153,-0.405617711371795,-0.149067111727598,-0.273112165849147,0.462694618839264,-0.0356460995542632,-0.195861654392172,0.606173412176558,0.420191482600278,0.485556117868686,0.396238443675672,0.230290346489046
critical,-0.170263252294748,0.12198908367633,0.0346544171982967,0.195428768716286,-0.253272664155461,-0.115457117897269,-0.0656894196288175,-0.428904023718736,-0.491891018707102,-0.188110562732218,-0.273005973089442,-0.209662995988321,-0.223528209449705,-0.0381124558892331,-0.465016522620748,-0.40998497647007,-0.397932203314282,-0.258812549478857,-0.214949875217555,-0.130897651212574,0.0617736023995692,-0.717600004911071,-0.226677418972765,0.272572131604677,-0.334676027964438,-0.297373734177786,0.0929883807732027,-0.117873409225744,-0.186256154669349,-0.174524987208477,0.0001890233197871,-0.0343565267073963,-0.077247994228551,-0.029692311695114
critical,0.267324533330294,0.288634440339745,0.253369263373936,0.2825334364409,-0.205173476188898,-0.0147899976685368,-0.052026274168872,0.0948715343761154,0.232166526471693,0.572411305541511,0.206057757359132,0.140329991050537,0.323552222697903,0.289598869558524,0.427300011194385,0.342555852119514,0.0878409597278622,0.02953033628858,0.256014499306141,0.242483309429719,0.0864740500148168,0.0910758716610797,0.0779997705530405,0.104340527527932,0.113510319216034,-0.0865550239738483,0.209880318522739,0.157562341252551,0.0364550433586128,0.109255490464362,0.583333736342459,0.288010562254849,0.271805562912162,0.241563361773621
critical,-0.112714800439782,0.478339635007579,0.471254382722221,-0.386766841963769,-0.126492339651007,-0.121391207826584,-0.134154372738882,0.0872267288416755,-0.0044013054835724,0.356264555559017,0.433258762204833,0.517226866188313,0.191132351400186,-0.085811642104828,0.0548891485314522,-0.013286506277733,-0.216205773811833,0.135395242356987,0.0745153547796614,0.581342480521223,-0.176489162320315,-0.377837657825721,0.655829899966878,-0.325355817832267,-0.369443528271159,0.130861109769823,0.471936882485859,0.46829600655955,0.389084986660082,0.169299001424507,0.0282432512769693,0.0693903777786792,-0.0039860509922575,0.166024706840822
critical,-0.312083958380485,-0.242311400303168,-0.0618306584539002,-0.0775523711416319,0.298486451719537,-0.112165687598059,0.108762976906272,0.152625926235812,-0.125914250813574,-0.0231734804406944,0.100779781681749,-0.172605351465896,0.178433488227107,0.15686316797016,-0.0704459522314235,-0.203108278593661,0.043757636586457,-0.041261112667217,0.0349339802535378,-0.331442542085338,0.198230198274729,0.281093206830301,-0.558835463006046,-0.305566833661686,-0.136881785202359,0.267920333522184,-0.349275432267373,0.0099226886514015,0.238613813128983,-0.292742684043215,-0.352434294324935,-0.327410865159449,-0.0796084311791798,-0.412913706977192
