group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD16,CD32,CD62L,CD95,CD64,CD1d,CD39,CD244,CD303,CD38,CD52,CD49f,CD35,CD58,CD11a,CD54,CD62P,FCERIA,CD41,CD49b,IgG-Fc,CD304,CD305,CD99,CLEC12A,IgKappaLight,IgLambdaLight,CD328,CD101,CD88,CD224
critical,0.0844424867731137,-0.388372520828508,-0.132152505877894,-0.0719565801933005,0.0110427669297479,0.0615459864947214,-0.0365125440589643,0.0183465222137552,-0.0611501844605208,0.18141253075073,-0.162997380971119,-0.407277416432574,0.0582305308862461,-0.0980277797308802,-0.217485192541103,-0.0759181749377582,0.240438835581014,-0.0146688231286079,-0.161888461463457,-0.182273971327922,-0.238838310137962,0.0757268902258415,0.0990226260964448,-0.0769948348353744,0.0627157095530704,-0.146856230394829,-0.20287292077196,-0.301255662228435,0.0805553285700268,-0.22853186333091,-0.0716624712646991,-0.173997356339221,-0.15397791498348,-0.179525327465319,-0.296601528433328,-0.141581127182312,0.0144186002561975,-0.0798941745725585
critical,-0.531537751761379,-0.523173707612465,-0.554012565600789,-0.428031521134273,0.579200868741155,0.572103090517906,0.568255089760859,-0.0344242747201556,-0.331506226685467,0.23519296979373,-0.405729757540065,-0.494929693417964,-0.298246083136268,-0.400653974626789,-0.387622089600694,0.591997534673725,0.395490692236793,-0.28490267227085,-0.37045026231996,-0.580350303088622,-0.442847499059611,-0.318207461355444,0.335247221437585,0.0034059368753835,0.196961897152768,-0.259961634283046,-0.24940226184842,-0.527899945014575,0.642900545093098,0.392197280722195,0.563811149381413,-0.546460842980716,-0.586150603150505,-0.534029472675913,-0.432746475428163,-0.530881418974841,-0.35268794968636,-0.436003183870859
critical,-0.211070430948577,0.212300593805966,-0.163146848885834,-0.301269434058558,-0.275086611539698,-0.0225739999284508,-0.357809660632515,-0.344200807612514,0.0178066269663027,0.0861492380574911,-0.220336455830647,0.132331383263314,-0.151676555690483,-0.47388716350068,-0.0072114182410175,-0.123498514321424,-0.417826098612471,-0.409303469677515,-0.0319596412445054,0.0797796928655637,-0.145051596374985,-0.555243389319288,-0.353714497601214,0.172071068339877,0.0889803639689239,0.101161370374285,0.0666209090504386,0.0661826567232546,-0.020774964191144,-0.262856276486883,-0.0198792026879699,0.113539121130051,-0.17349436247942,-0.0692819796345743,0.197554215168693,0.175342072029043,-0.0296681574656651,0.10126977141459
critical,-0.0124821463996223,-0.350271573659057,-0.0607699285706881,-0.0245959734813358,0.217982880475028,0.310722400537773,0.392015535230107,-0.0300316112595052,0.350248942641514,0.109855573279837,0.134081296360031,-0.0440220241750299,0.271708466910446,-0.0173477020786545,-0.364035277623582,0.209882236278139,0.118026106933077,-0.32782441213623,-0.380921742800541,-0.225646709898843,-0.116389863194708,-0.233622747105339,0.100714816947556,-0.464649162651191,0.345455191675517,-0.532561132561133,-0.447113857122757,-0.341227960092788,-0.0844141660478198,-0.380498619870193,0.15501590121406,0.0588386808406874,-0.156145406304154,0.0519095950601515,-0.370167272928513,0.250016105643491,-0.200773362582904,-0.0142967585195136
critical,0.157814603093634,-0.129255253100899,-0.241677999361529,0.110701867806154,0.142817548715949,0.254141776283825,-0.0835210049211513,-0.035077476428824,-0.08765545617,-0.0450178070816906,-0.289138203063558,0.123206407200538,-0.212604954856966,-0.0524297135946215,-0.146884694446402,-0.0473794054765816,-0.0715017006415319,0.282841967609139,-0.124906833460842,-0.208229235090329,-0.302828347339511,-0.0916017290399436,0.322318479195775,-0.154337946042362,-0.135833424857863,-0.0911242952913488,-0.150994054380608,0.376886997226562,0.211631734416037,0.0989166985830838,-0.0900263581428498,-0.234023589514779,0.191587019171253,0.0274248994307904,-0.0117398872955555,-0.252700204128018,-0.0301966542395097,0.0182041887241095
critical,-0.0523233825529175,-0.416104994997256,-0.211238224150988,-0.339038726192258,0.322176632177902,0.357498265303869,-0.126945039811781,0.0128742387658768,-0.275260541444838,-0.0872917243275921,-0.0754782008593532,-0.22522861594185,-0.395782432321672,-0.294403854986504,-0.240099617294942,0.174830051453212,0.229002194305155,-0.207363992256596,-0.185071693907424,-0.383886730068696,-0.277305245888472,-0.27011087353247,-0.0097169858686818,-0.0988618710624756,0.0779314040309895,-0.281738534181273,-0.201566483530134,-0.200702480101538,0.147430527865008,0.180597994474438,0.282696964700403,-0.392681255294724,-0.323687177188613,-0.299654444254158,-0.246616082674877,-0.196582351837364,-0.0631595821065428,-0.0031512611685762
critical,0.495727274318414,-0.216274718788751,0.348328545768245,-0.228845023117341,0.0595880480691802,0.274870948980916,-0.113335393522681,-0.0615828229909345,0.0831142526300612,0.138590249727863,0.213947154246807,-0.125324517692342,0.32561047835735,-0.0777305890481642,-0.278368611632167,0.402352627222524,-0.186059656535036,0.0558738207752055,0.29135780454425,0.0973220253596377,0.159801076051162,-0.119309686341851,0.0008452296877633,0.406310352897744,-0.140636129635384,0.326609125660444,0.418810256894973,-0.0875768689780473,0.307674915819239,0.390690288699658,0.295813076291895,0.543936210133087,-0.0013151108906872,0.0747945573079453,0.0878013320411205,0.393034910720951,-0.130936758139524,0.1152926153478
critical,-0.0609232201662295,-0.0491254095349794,-0.169805040789372,0.256239679181223,0.247765190526809,-0.0552129667564701,0.188589583910663,-0.0187478831654949,0.136540552563151,0.0309690095681591,-0.0322588221723179,-0.160719032059192,-0.145850671936564,-0.417925749777145,0.155258149141613,0.0417233233158128,-0.413922919235173,0.0970465145884665,-0.151721668257844,0.0007245066201448,-0.0475306725426287,0.315455884915235,0.194243865516843,-0.153191186997899,0.105159241344628,-0.12006969993983,-0.128290384450751,0.0866613875893446,0.0692074980719167,0.237339595645365,-0.116565567211266,-0.0981217495139754,0.182612240501265,0.0724572290357521,-0.0537153341492937,0.173096113740023,0.234916048545232,0.0530360542831931
critical,-0.278820822140514,-0.415327543408208,-0.400244689073514,0.0654869670397348,0.36135490725517,0.258024361030496,0.0728046680270408,-0.194038669148841,-0.622919333537192,0.0144678150186252,-0.410615364995423,-0.622722918631127,-0.22516279139581,-0.0952604624107063,-0.203016002066248,0.100778105603082,0.221839897092602,-0.0543577056143427,-0.504901042936942,-0.475619140211379,-0.373539874013914,0.123442496960014,0.166353587218105,-0.477835745260319,0.199569719222638,-0.586046944787357,-0.408770054567678,-0.168469161673003,0.098778734282814,-0.146367960298984,-0.0735813198777964,-0.148345930678838,-0.282410451422744,-0.168440156578071,-0.0013688167016301,-0.240918681073626,-0.104815022682773,-0.16661409001639
critical,0.0168446990088211,0.284996378217138,-0.116561763223115,0.0176489615388764,-0.0352979230777527,0.175928460524919,-0.0307989946452594,-0.145013982323798,-0.169938856565092,0.10304588468933,-0.257748802255114,-0.175945238297666,-0.263849663457844,-0.378096994507021,0.089754515492818,-0.0208431345870402,-0.117078407193228,-0.0986143723024223,-0.0641215541838732,-0.116585236593442,-0.006565396716062,-0.311707929271424,-0.244490515065145,-0.210336594932165,0.149549220877608,-0.107763623334038,0.067389684240409,-0.056403331857723,0.134025994852867,0.275129094425225,0.009663086384813,-0.001159121934179,-0.137660186657319,-0.0706322874257891,0.121402756174291,0.0323162120153448,0.273992124786595,0.136604972477132
