group,CD86,CD33,CD11c,CD45RA,CD123,CD4,CD16,CD32,CD1d,CD39,CD244,CD163,CD2,CD303,CD18,CD38,CD52,CD35,CD11a,FCERIA,CD226,CD98,CD45,CD304,CD305,CD319,CD99,CLEC12A,CD101,CD88
critical,0.0227335365355413,-0.283781443985265,-0.47949225541479,0.0395573089332751,0.0194701764999735,-0.0980723405641746,0.11855649182268,-0.476088858810158,-0.538361072073144,-0.140790220103047,-0.317958006391821,-0.166859822895661,-0.346637255561223,-0.000327885805379,-0.21371435390904,-0.0137148711917869,0.0743522821810883,0.180182922313379,0.193462489248528,-0.218100900386051,0.164675695847573,-0.0836899068026888,0.0875658909987224,-0.0308731796383705,-0.172929413504946,0.173086681243643,-0.425944600733238,-0.325681547572558,-0.377978019017949,0.0621361007544173
critical,-0.174093597855397,-0.246515384920668,-0.292484472428096,0.225225913901218,0.0767150074458893,0.0466837230696028,-0.103716304785161,-0.321555037350639,-0.245815008149672,-0.219122348875633,-0.236613562434349,-0.214045070744633,-0.209704652473018,0.179451895576379,-0.0046182761154078,-0.0063346774862304,-0.0967457595187766,-0.048206464631173,-0.130188618370063,-0.0900803141905718,-0.0126559875463364,0.181215753346896,0.0638878932826037,0.0261818653914506,-0.0339906719107433,0.0274626628134163,-0.0374626548625295,-0.261724043253302,-0.329805744271625,-0.063717861111443
critical,-0.0391214791428498,-0.241200219365924,0.458480082897236,-0.0722542463253965,-0.197176978966876,0.341441283681819,-0.230694302428352,0.246222669430599,-0.321910101510944,0.639916150325094,0.0242426400442718,-0.36691427173733,-0.419159057136761,0.14599452622384,-0.162637153941368,-0.150129977620727,0.162038270799435,0.24776111911033,0.222744780001769,-0.156716281177101,-0.209044573188433,-0.0593171585367066,0.210011069114915,0.31381130120307,0.288989080719009,0.342894516790286,-0.413640332853527,-0.524755507349389,-0.330811023427069,0.445787005218627
critical,0.0152413577090125,-0.346723342459456,0.0571759802393356,-0.158169718712513,-0.254955023291277,-0.449195199370109,-0.149513601120284,0.0286285954589161,-0.40440629570028,-0.0161825579091927,-0.12516935360216,-0.442625785553009,-0.163723318744703,-0.237067719307413,-0.160962172089276,-0.191083751726804,0.312195273496165,-0.0386822931255159,-0.185188762949354,-0.172921019797264,-0.369688434306936,-0.39819889033908,-0.0841456423734696,-0.219112079154989,-0.297932737901068,0.0518711404661039,-0.43206011369139,-0.385477046908136,-0.144319286522324,-0.0690722223006654
critical,0.0080719061503931,-0.392412292596818,0.136601486204954,0.106037860386519,0.0788604284973303,-0.223804709615396,-0.0922136828220627,0.271643965508769,-0.165535043331425,0.0481192170071442,-0.0898378233005847,-0.0468639158602582,-0.0558884797473625,-0.0215972830399736,-0.136914915080109,-0.103962595411307,0.199713416640501,-0.0888733374830598,0.0955077982808261,-0.0431491556643588,0.0353063513230655,-0.286630330158482,-0.314566914576789,0.0180118427917182,-0.256078169137052,0.201136333257092,-0.430330671655539,-0.292712157985577,-0.268017139577767,-0.144370438001687
critical,0.444632649519577,0.117042557367797,0.0402271987885509,-0.283684982867089,-0.380341360036767,-0.430265215400555,0.301072444681829,0.279696834992265,-0.101440999297829,0.222846431881,0.321797789320457,0.098051498974557,-0.313295658543575,-0.159872454175254,0.267674004000073,-0.0352090634941521,0.141447088174292,0.465466002838295,0.111833364854676,-0.214185914298148,0.0484941076995346,-0.104344019428862,0.15273379744921,-0.255212637009139,-0.0004773178836939,-0.110881342919498,-0.413226840653064,0.194937581015494,0.211914095089637,0.337055009595207
critical,-0.120785857031044,-0.134109777125116,0.242831039706547,-0.24370104068608,-0.311470100732665,0.300066261623482,-0.287481104561367,0.204921242077733,-0.393853321107764,0.156778645707314,-0.329604982229779,-0.632834390991073,-0.286345724762528,-0.430003789542164,-0.174777827971868,-0.260502294089165,-0.0888346797535201,0.0032156937436615,-0.0592310913251966,0.430321699176658,-0.631588985452938,0.10153238156089,-0.281431227540966,-0.172010297220484,-0.434048182857535,-0.130971509171317,-0.56261750752692,-0.479474561631892,-0.309584221532767,0.109067034378586
critical,0.323739981600816,-0.460147616544643,0.466499225185456,-0.0038925477503298,-0.206016501266336,-0.3930270320155,0.407562677510758,0.0109522087239916,-0.375167912205672,0.0054529835786949,0.294020686407118,-0.0920985906912052,-0.651106907868907,-0.182613155576592,-0.0588446339147102,-0.570632986042669,0.446893767971982,0.34649529108426,0.295751216630036,-0.415861134781115,0.162699665514654,-0.125389834754446,0.374337910632253,0.096324420139673,-0.152581922419855,-0.0571400500454859,-0.648311056797392,-0.357818520137218,0.094947044340264,0.540487964485283
critical,-0.0304375594709857,-0.172678547118953,0.27412201752569,-0.0815495026403342,-0.100297444134745,-0.127453445582164,-0.138819253489195,-0.102838319063958,-0.160862932069858,0.179436731770286,-0.0287949880080562,-0.307383295814604,-0.235286458856047,-0.204549620283483,-0.189113853750351,-0.316344870603984,-0.114649460758251,-0.319978438709827,-0.0743016648368592,0.0262735032810157,-0.173840245956011,-0.239622355937251,-0.143935699118309,-0.294679150456,-0.408780277495492,0.0213443733799514,-0.586252151916884,-0.087432683975447,0.0534921907027547,0.118856793223681
critical,-0.233344783943902,-0.20020741390814,0.305829450316003,0.384670066825437,-0.239304010134409,0.0680412936096107,0.0081280079060491,0.0579337011017359,-0.0085029676700281,0.720977175810216,-0.109742949259178,-0.72602039663159,0.180892507174737,0.126094491228429,0.103052834793496,0.0119915108689099,0.353593755850385,-0.0225690446945269,0.413022710765623,-0.165849568481914,0.18134987383311,0.151147861247388,0.0563581287514757,0.350863729158045,-0.293428078691446,0.453832471892885,-0.0619725940146009,-0.393586292316791,-0.288013411467435,-0.138735081520998
