group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD16,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD303,CD38,CD155,CD49f,CD58,CD11a,FCERIA,CD41,IgG-Fc,CD304,CD305,CD99,CLEC12A,IgKappaLight,IgLambdaLight,CD101,CD88,CD224
critical,-0.0426667494216878,-0.0161465031684443,0.42251008027958,0.294702115800423,-0.082972022752969,-0.0152221379908884,-0.244375675887219,-0.0610635266996284,0.327638905853834,0.225227245455067,0.342866515810637,0.55602963367712,0.0163926897823605,0.211484557736468,-0.127850242112789,0.157494118263038,0.228156216320702,0.0846223688228685,0.278988939368073,-0.219698975248002,0.238011051018671,0.0113334425789184,0.151836883939215,0.0714435410098152,0.108811500135178,0.465113367979849,0.498646353382048,0.10143449429715,0.0885910247534122,0.503609537104976,-0.299135540629887,0.0516650677374802
critical,-0.090525458691111,-0.519451465995826,-0.104793257798847,0.0366237907364133,0.39491132554869,0.569693763206817,0.148696872407886,0.0906428746384605,0.00023865497678,-0.0138395843301198,-0.306024895912496,0.163208191580068,-0.158131545408647,0.0215767827964758,0.395739643076437,0.256742453734163,-0.0221127475053276,0.126985077916973,-0.140719787822254,-0.0899428377580003,0.450082651269532,0.273343765830762,-0.317845630137934,0.288531872148207,0.453088501400063,0.617328195585223,0.0960466473501958,-0.214216552973656,-0.158479449272393,0.0553146053648623,-0.154138607799402,-0.324223443464005
critical,0.167310041235429,-0.206479942604936,0.349097525617812,-0.110567411585958,0.136395198042221,0.283173169170499,0.562777523676611,0.352239715684936,-0.165325321057827,0.36452610041656,-0.0781047861635623,0.493063828660164,-0.104610514761139,0.267743081501609,-0.0003060681891485,0.43127970149498,0.242939595166111,0.516094685168449,0.296981297952156,0.11530318023621,0.0294035458790043,0.595201718440847,-0.2862820231932,-0.336929306468403,-0.0385115009736596,0.258888385774869,0.422982890024202,-0.0541118980772817,0.101093572932569,0.177176513933444,-0.1446704998068,0.45188958422764
critical,-0.228357583605722,-0.227238038581465,0.147804826269386,-0.0113321762636521,0.295069670849993,0.292649639393075,0.160598230168856,-0.169092114900503,0.130118255937146,0.183588236554503,-0.174919370394588,0.424504219283983,0.0089327719658743,0.174798808943901,0.316949233421868,0.252287246042537,0.245008722065596,0.11997940665431,-0.0193124773000068,0.0576286709877361,0.391361144731316,0.118661518661519,0.0603681302465173,0.14785505935845,0.0163586068799981,0.45113106413169,0.34891208988679,-0.0447049966893906,0.132543358106441,0.114193761949422,-0.0402062189511336,0.341447809326402
critical,-0.107291540874933,-0.0582175494605272,0.199906493299043,-0.0798912608170636,0.0914664325519478,0.0723303967455931,-0.12290281774603,0.153330643433947,-0.129167203974923,-0.0477849089771066,0.350791117349383,-0.0944032740484254,-0.205877527487605,-0.0569002210914575,-0.0135495149695227,0.0074864766315877,-0.0042272564416524,0.187287102596123,0.129094505439838,-0.256655181173475,-0.19503535533829,0.202706257902757,0.289701738387722,0.0478634306804638,0.298767610441014,0.354519001640508,-0.0064007950672832,0.158145525437363,0.0684745356790098,-0.060770818320665,-0.0839771295226676,0.177768878312285
critical,-0.385285085063291,-0.601443670663511,-0.272271514634113,-0.135497119032912,0.604868774884196,0.646735537790135,-0.1306090560598,-0.360652335391362,-0.512889075556336,-0.243050502058737,-0.466297359903422,-0.0423738462665391,-0.286229692422018,-0.323481893124215,0.413406593476721,0.350581402160166,-0.276076416853808,-0.321731795197439,-0.258498741674747,-0.0297571667263897,0.426692771600086,-0.26276508547015,-0.462871765027781,0.329428317876955,0.0273789538086842,0.438817189413352,-0.405948158820554,-0.43640598247839,-0.444355370217985,-0.391770908833612,-0.372037465786179,-0.284988600954515
critical,0.038990856768506,-0.139644162761126,0.17176945543546,-0.375651264362428,0.437385656772361,0.149981060013609,0.0831510006283124,0.251161514528686,0.123967020871956,0.172850492090387,-0.121727590447396,0.30117089279935,-0.221710977963045,0.187647331583183,0.279239118799363,-0.110772146675753,0.0653750903828337,0.359575879875544,0.127240316573914,0.140968114012431,-0.0757197924345507,0.428879722319416,0.0851363560161724,0.395040597853824,0.389564109630622,0.414570150715648,0.404785373557726,-0.0556104033776318,0.0949026418103326,0.311273886780672,-0.089168401600393,-0.0585389562849873
critical,-0.330979736463619,-0.258361586493467,0.0352947693652501,-0.207046367406234,0.186615981100116,0.316442434779276,-0.0897996432782037,-0.101665768027416,-0.5510047157628,-0.0743040285991591,-0.0043723677106595,-0.132946749559622,-0.112058812542181,-0.116647541123909,0.189408485106855,0.287966070740478,-0.30535490511608,-0.0229099266303996,-0.222443547499502,-0.0508244547494104,0.0205588136192786,-0.215111678784022,-0.128973866647327,0.168453606784547,0.0991103347706419,0.173716206613216,0.0778909275431511,-0.140161117430587,-0.0276243185698805,-0.163089772872499,-0.392250958900382,-0.058203669828735
critical,-0.0301181248138689,0.19202391707222,0.319317187447086,-0.112373282073021,-0.0810964498478878,-0.0366532495978623,0.0112433621375964,0.349123810239354,0.145740472435574,0.221271277530345,0.311657668534085,0.282121863399137,-0.14223200181589,0.326902470157602,-0.185908845574722,0.283424355154643,0.11888522413859,0.474250217428665,0.323191226752887,0.0536370820124271,-0.0692458825679275,0.412074865417321,0.264220100727549,-0.0997453481784053,0.178456668973065,0.310616346642801,0.347603750318534,0.290013809730279,0.233054162878315,0.226062255543987,-0.147800958951551,0.0771638588320807
critical,0.216891822121333,0.160939131228501,0.211179451420837,0.0686634781038036,-0.284444577210504,0.191804616537072,-0.291318124632684,0.0900298823647823,0.490505335994697,-0.0462659100047929,0.0786877337565112,0.272094965440902,-0.296053429680523,0.140563824550534,-0.0727567803597303,-0.280833448091246,0.0555667845798843,-0.162235257573655,-0.20391349800475,-0.106231718527123,0.529631929301839,0.0166087304780059,-0.0922027068724421,-0.125336686738634,-0.175000145306537,-0.0234490896271463,0.49082374346181,-0.114094411018134,-0.0362183809610342,0.357409579898793,-0.278887141590492,-0.0076178576334128
