group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD31,CD32,CD95,CD1c,CD64,CD1d,CD39,CD244,CD163,CD303,CD52,CD49f,Podoplanin,CD35,CD11a,FCERIA,CD98,IgG-Fc,CD304,CD36,CD305,CD209,CD99,CLEC12A,IgKappaLight,CD101,CD88,CD224
critical,0.195335303289147,-0.301770839247991,-0.275466796332319,0.223148512605055,-0.0309096626846369,0.088349086611568,0.138994612166492,-0.118296407068946,0.0986724419769146,-0.218724489263548,0.268602998153689,-0.634209374873774,0.0141096084808893,-0.247582658315405,-0.0717050646402616,0.149084030276226,-0.0753128472970584,0.0645226584351139,-0.221620416354503,0.0585070968708538,-0.672990268981724,0.236406409974064,0.250027978020571,0.0654413505041013,-0.425410274195321,-0.244618408494953,-0.408377360052394,0.0368331588788215,0.0887950835723721,-0.113576830556249,-0.0902348426347414,-0.425838480404174,-0.10068663182426,0.0924353271669162,-0.0549193615549289
critical,-0.126005598145853,-0.414556528942849,-0.386712063446728,-0.210536211388055,0.299821881213919,0.428505735733547,0.37056469838438,-0.158295985556188,-0.31049735675983,-0.42740020385008,-0.0780824215096502,-0.461253011129638,-0.128963647988988,-0.193130304188254,-0.330607558205914,-0.239255114798451,0.228857909685158,-0.146817328271509,-0.367977653765667,-0.293563231044232,-0.43328696363558,-0.172918527603673,0.151646309421881,0.274966813051878,-0.579844432417241,0.310521145250118,-0.353180677151189,0.220921298808354,-0.094159193506568,0.291522314058503,-0.351665265416488,-0.53413938488752,-0.353277584786485,-0.163169827636663,-0.516684782213176
critical,0.107313464526236,0.0843994424149258,-0.358586366735,-0.25049712334412,-0.102717371365129,-0.406024869461387,-0.18234677874047,-0.418610384480227,0.0145830134637823,-0.209938899275141,-0.060035393902924,-0.327516322255885,-0.500578642845032,-0.0099556126785857,-0.49927563736747,-0.369674178503428,-0.291529950163956,0.0362635223602134,-0.346968545376951,-0.264148208909304,0.0218973053354618,-0.151528109855875,-0.283105344876905,-0.15228835261626,-0.0996561020405588,-0.163856672454963,-0.515325304978119,-0.267899449233434,-0.653094676933811,-0.204602870742336,-0.430929100385928,-0.226994826680122,-0.34472220786878,-0.122189988737456,-0.458773481076064
critical,-0.145844026353482,-0.0401084165714163,0.0489249424933506,0.216212772121271,-0.340316265200516,-0.280902344649022,-0.300708368844382,-0.233998760681046,0.039718952258316,-0.0300393673575838,-0.078004252915692,-0.136740977747217,0.138108808216215,0.214257066717711,0.173896455210415,-0.377643730231507,-0.348901839067649,0.0767248624148623,-0.303038115090393,-0.666495182720188,-0.344659231748347,-0.0033670684172609,0.0314636307461091,-0.236450890837561,-0.49041061031819,-0.247510672053793,-0.0390363515760385,-0.270754265053197,-0.627297349206642,-0.22447024099326,-0.0455774464280161,-0.291677557650664,0.0199549414905979,-0.16894343924659,-0.374806912538601
critical,-0.208160908243349,-0.0147226884759403,-0.166910513720272,-0.0152591431198343,0.0311910483366527,0.0943913148257862,-0.0955987972994551,-0.148703782917797,0.181819110089077,-0.063966816303708,0.143910453231149,-0.346378280415266,-0.0426790615697998,0.0105269950673765,-0.0839718211262077,0.135564313696142,0.188961594294186,0.0156597798479654,-0.070953167285674,0.0237186594223253,0.102856699996853,0.0244055905201004,-0.03565004918094,-0.0073986232897757,-0.190299436909046,0.0651631083535639,-0.326829858008517,-0.142804952964759,0.122135154395731,-0.128019938138809,-0.151280891635881,-0.16630127434624,0.0368307989822212,0.0476943279170551,-0.109254399529101
critical,0.18779527650742,0.259485603093833,0.189556601397201,0.361281102361533,-0.448649194199143,-0.368095774856967,-0.347232582201362,-0.0846684203486684,0.317596549694847,0.178401283964377,0.181724591865917,0.0565800945226827,0.109013220923077,0.485912806497329,0.115973511940646,-0.0914724107561347,-0.209922141107883,0.261125735133813,-0.0440956084235107,0.0455578292594826,0.116380826266721,0.236048007440526,-0.159182323042992,-0.196215261770489,0.0940900251493703,-0.452550130768921,-0.202558992200589,-0.235374994807154,-0.116460157960397,-0.509381621256086,0.0552437680629494,0.0962261638384028,0.232057294505761,-0.035632403464466,0.251833513750585
critical,-0.289333130299305,0.154200212006569,-0.203700354750964,0.0627024099435537,-0.0484211540215701,-0.169412568417888,0.337562797291434,-0.364071567584744,0.313674128569949,-0.15592280516097,0.247751571064012,-0.245158988537134,-0.168445143538213,-0.269798545764028,-0.0405190380322404,-0.342613159158223,-0.239455303625186,-0.30387846055221,-0.19480154661316,-0.0604979463939222,0.0716910546381005,-0.017703410443779,0.35880856187736,0.246888972465272,-0.0993101043716764,-0.0249755064325788,-0.0734514280450955,-0.365069714879094,-0.247655653748489,-0.399831130411672,-0.206145912310228,-0.0850125254337108,-0.236459264415112,0.0508729196499084,-0.0618276616942563
critical,0.112739830442141,-0.153539564118552,-0.519214184299856,0.0529043067754945,0.272659391255663,0.360585587329847,0.156350500178516,-0.0593427523971246,-0.4731173140521,-0.282672460018387,-0.176128248619689,-0.614938999811816,-0.697675098936429,-0.421333864513829,-0.0764054989646117,-0.295780792743826,0.299991147662663,0.056851876083542,-0.335046357835884,0.106674578590266,0.0935971989899589,0.0304403151440319,-0.417271141909871,0.213021524571937,-0.253377080476627,0.246882684414858,-0.68613151399642,0.0718085842605016,-0.251129508545825,-0.238520140832066,-0.374066540467254,-0.446596676398136,-0.404871945870596,0.173222296297226,-0.412593304346687
critical,-0.0315327640096719,-0.283961817961819,-0.215565141433574,0.469542006245507,-0.0697248247574857,0.0920413903886914,0.170556706752402,-0.188578485644918,0.162230846065213,-0.342187018628589,-0.0063929762189264,-0.380195924635162,-0.0115549430078349,0.142958834147111,0.0416280299077096,-0.332110574277912,-0.0162369765103075,-0.149211901911371,-0.166474276800496,-0.0792738255345888,-0.346658407622637,0.147104579710628,0.145389126964377,0.0572871386866328,0.0099552016030246,-0.255876506932974,-0.382559701727115,-0.408916054824155,-0.124248306605014,-0.397864061725453,0.0296420331283218,-0.0971691088468959,0.227466368932459,-0.0761426331589205,-0.0280183694231644
critical,-0.120785632427593,-0.313367058401649,0.0267201384132721,0.39909841494481,0.383124172384075,-0.221620811974531,-0.0944588413178876,-0.386303005275821,0.088574191906654,-0.117662328229459,0.384696211983517,-0.194782200028851,0.222751986386041,0.356425109458513,0.0032239409300581,-0.654821730318898,0.0519136457726901,-0.120270861906092,-0.288933268250224,-0.28678132430856,-0.0768637179310744,0.125770073579006,-0.104011741856052,-0.237610660091305,0.109973619649533,0.169178195860446,-0.222266184170147,-0.602706686007858,-0.0424525989966881,0.0036075522503302,-0.0374782758717887,0.151181533335541,0.02819621685801,-0.487182988219511,-0.3611380983162
