group,CD86,CD33,CD11c,CD45RA,CD123,CD4,CD16,CD31,CD32,CD95,CD1d,CD39,CX3CR1,CD244,CD163,CD303,CD38,CD52,CD58,CD11a,CD54,CD98,CD45,CD304,CD305,CD99,CLEC12A,CD328,CD101,CD88
critical,-0.210227933606383,0.162437980056202,0.0345552775727015,0.104906285832605,0.295112246663884,0.0921507064345289,0.202773355170787,-0.0478578775082932,0.126839351685122,0.149109711740396,0.31957379781134,-0.0978509710583432,0.165740045449514,-0.088446331490168,0.235333288633113,0.0365718782922755,0.349577948428891,-0.166725541229796,-0.0530471926967462,0.0561632677175633,0.240163245281991,0.145785688652049,0.0793487118203736,-0.0807080400933823,0.0921584782344248,0.376171299074522,0.291028144428432,-0.0831853795007538,0.0896756062719073,-0.0683623145014117
critical,0.215494394326146,0.33457208585133,0.246025445071269,-0.497927901157512,-0.53777198513917,-0.607733910059503,0.0646827396378509,-0.0222665877622323,0.363601705077886,0.346756063811508,0.0750484014514033,0.390235436380232,0.157375178773244,0.373059027880966,0.0949199665631179,-0.432604408541656,-0.384838888655495,0.177834666443585,0.441402292242087,0.125770780296758,-0.355062868800849,-0.448458901859394,-0.039027326881808,-0.429078338326556,-0.358842623935446,-0.461950299188175,0.186182954105156,0.341980151216699,0.287698115383711,0.369107691521892
critical,0.360907242369215,0.291705341441276,0.0212570818955023,0.084959971844481,-0.065111401154171,0.0041303381090542,0.269808030566137,0.0749544042514943,-0.460055698431113,0.378593382815185,0.345988179613478,0.0768879625330774,0.198990080065153,0.194861726938134,0.4253322982864,0.0967175477709294,0.311726094061774,0.241603805091886,0.286740563540013,0.327257555670419,0.0322531369895662,0.0929711940795531,0.176029686211481,-0.196503044755332,0.222816541347602,0.30843347555104,0.120874084540876,-0.163741449339503,0.067721480304155,-0.0377733757423674
critical,-0.0127449284290881,-0.356637080806793,0.133539395288719,-0.185498146069524,-0.109340204925423,-0.180167455251944,-0.230457171381954,-0.256020658356587,0.009542865152972,-0.258364344139905,-0.418191409953205,-0.0156647160560985,-0.262124133864537,-0.163068210408581,-0.547448029553765,-0.139663808548498,-0.166344655077076,0.287782817273254,-0.165443555536725,-0.217305415544767,0.019189907576964,-0.299850909919281,-0.0872430279823089,-0.115678671991457,-0.198235401482812,-0.246247204671711,-0.429638245000818,-0.06195486002601,-0.247183791367406,-0.0948454395770331
critical,-0.149831075477735,0.165769695277389,-0.267239629121696,-0.163913933191302,-0.201842693155047,0.207661994378535,0.0520457302476046,0.334451733892114,-0.143004453243231,0.0755838456141252,0.058661755408696,-0.0367125287586499,-0.159651286787348,0.0742929175384855,-0.0544491669844405,0.17506090399068,0.011931572131593,-0.279797823489161,0.285112932870186,-0.0320415153519008,-0.313253089198434,-0.0140308553224432,0.26654790929116,-0.199851336412228,0.0680691913394677,0.26586731498327,0.161247426421011,0.100880438569849,0.172900139666538,0.179395045680653
critical,0.0664878485398759,0.221630120871745,0.300911665926128,0.0888019151510857,0.188915459628279,0.0893522012812654,0.0392192804257952,-0.21054443003257,-0.121921584734442,0.295094555029824,0.346371774039751,-0.0326200773065221,0.220279579541783,0.108031431502467,0.189196879029776,0.0709865025349797,0.0688897899945266,0.0726060651228395,0.0472740146529783,0.0380623823915043,0.30899633255498,0.0676571164531362,0.0063997275979343,0.0251940680124407,-0.189399736249754,0.0645105956061582,-0.0134577942240426,0.171007488002144,0.222663499138242,-0.130677634164748
critical,-0.0740730946433476,0.244083550944101,0.313418183834619,-0.240792017866955,-0.0047163855350191,-0.157316292501631,-0.437512375319619,0.0015955701595619,-0.203324697111958,-0.117365296043963,-0.125675868811714,-0.0830004594921076,-0.194070153438125,-0.470622515984676,-0.0473217408100149,-0.279051015654331,-0.254212689150796,-0.134378886603898,-0.207844617412404,-0.088234550988409,-0.537002594958972,-0.125711255681437,-0.300418905551412,-0.0947514349095887,-0.0087278877850271,0.0352985454413686,-0.0140745957426191,0.0241004732728587,0.0821365051064801,-0.223765757279302
critical,-0.133229702695357,0.209591046873336,-0.200665266246829,-0.333808600682356,-0.16523058745034,-0.403622461219604,-0.146722563903873,-0.283586837351629,0.0397356994201017,0.14974074056111,0.31909946075093,0.425241836078561,-0.104559841585734,-0.140801829942496,0.107896025673829,-0.19815180910246,0.23837141086932,-0.195269899223248,0.12299127361745,-0.253714590954944,-0.0731414881813246,-0.139600379049174,-0.21827323018361,-0.16256457825468,-0.387476585183716,0.0839598141451778,0.288617341628515,0.163549786764373,0.149551782287025,-0.243561321237359
critical,0.299812242465332,0.34177943747882,0.631924340549977,-0.137501522507452,-0.0717187965522529,0.0582709003425382,-0.277910523804299,-0.269553109163917,0.174417413390414,0.366279593259401,0.52631632563138,0.316535480246925,0.101113976922816,0.133137141404178,0.0424416639554386,-0.102048036726793,-0.162745986966894,0.11763913456704,-0.0268495933685153,0.318279992161803,-0.0363940909179201,-0.213802159088824,-0.0317791890021842,-0.201423924147993,-0.43059516830072,-0.124355145771331,0.448567683004467,0.17899559734984,0.450901573620595,-0.0847941756534795
critical,0.289102043453721,0.0565382638889526,-0.331594357672027,-0.438776372273087,0.150113572700279,-0.0340206468048053,0.164624414097123,0.685284763616172,-0.412616693402363,-0.217411114702188,-0.20342705986325,-0.690404337973927,-0.346671640155372,0.107550669426739,0.674777956862238,-0.272643735654078,0.0719490652134597,-0.373574445663294,-0.0930741534453501,-0.449899738512554,-0.442454369118948,-0.182907060223039,0.0039979450601733,-0.3631077542281,0.48015503785873,-0.0394253924500372,0.226028777164911,0.407379507248644,0.169692300542727,0.327193228471063
