group,CD86,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,CD64,CD1d,CD39,CD244,CD303,CD52,CD35,CD58,XCR1,FCERIA,CD41,IgG-Fc,CD45,CD22,CD304,CD305,CLEC12A,IgKappaLight,IgLambdaLight,CD328,CD101,CD88
critical,0.186985247316406,-0.344957093989369,0.115704770531334,-0.181121547085181,-0.189973293564027,-0.224946501597222,-0.0994700877376538,-0.0414560425785964,-0.360121629707027,-0.448673573082285,-0.333254312653276,0.0087394000996868,-0.158411716292111,-0.0530418345163141,0.211110073067388,-0.0958103542446561,-0.421732738519288,-0.100193654736202,-0.162620645827808,-0.116633716851047,-0.216344889872912,0.280644395618818,0.190560778565642,-0.204938864343082,-0.20656297513506,-0.56296669613648,-0.243195938028055,-0.223266516023887,-0.177022545400994,-0.351445730902097,0.258097986054555
critical,0.17734959419219,0.157200731119567,0.0684853324406055,-0.352753728599905,-0.567942840656415,-0.571463692399079,-0.276512758083409,0.0864437253773291,0.115250331576688,0.380211422124065,-0.0487387457621886,0.163626799424725,0.157074056848816,-0.462898571691604,0.071193139980606,0.457523962202205,0.175274682829239,-0.0778775657966718,-0.450307344682785,-0.0608337826675087,0.359304384204308,0.115837505260984,-0.086134817164922,-0.453571520712497,-0.416315263321845,0.112823922242782,0.30153787439531,0.255772238910102,0.275820424297664,0.136479319039284,0.193244947543438
critical,-0.284365217959291,-0.119987926385079,0.0643829602734278,0.0947571577869076,0.0672613059092616,-0.114884589625917,0.10305237713912,0.314686080007935,0.22232422399567,0.176390493406862,0.0490763375338266,0.0676981662143829,0.0088991969782769,0.214553800593106,0.128834961296623,-0.134446392199549,0.126404288937948,0.551821209481544,0.30358006530574,0.127292177525347,0.204661841460596,-0.0202051465912309,0.0059063258819207,-0.0153078683513693,-0.172996107548344,0.0105440099030599,0.282635309448853,0.204022430093868,-0.135251063316759,-0.0978369015680795,0.0743233223108929
critical,-0.370391270531951,-0.121539857141376,-0.227416173654655,0.174025362886628,-0.149616644047893,0.0461043237885605,-0.026840535231055,0.0153459588270766,0.0349384916476618,0.0136351402312039,0.0676372428297697,0.0379319157391476,-0.0507896244276528,0.210526442037127,-0.138595584799911,-0.182322541598265,-0.508046902838846,-0.0191228308340039,0.0838170491187333,-0.387387387387387,-0.387308537125311,-0.0642707513834169,-0.273944634378592,0.0326974624660537,-0.210085730876196,0.061284927965355,-0.330069745009276,-0.22580029811525,-0.417804833368681,0.0710653400181294,-0.230283696364345
critical,-0.107055864782951,0.0846253270579646,-0.180157277868849,-0.0570860556330295,0.0261495415643889,0.227752656276585,-0.0553685412112245,-0.342442603184538,-0.318546551821667,0.418013333312427,-0.307974215895654,-0.0671205897192889,-0.167826322208928,0.110034937981437,0.158236953005796,0.424854338468228,0.087787771701955,-0.144293979737176,-0.352897405491195,0.298331240004518,0.583378399739602,0.0207175233042202,-0.260258505906041,0.165578390078728,0.426923652382976,0.0386678167763273,0.348972510660119,-0.080198826373836,0.414819183511047,0.16144166887207,0.186095659848141
critical,0.213492559062995,0.164436483404929,0.137196322019234,-0.219379489375613,-0.284293045606159,0.279989323031999,-0.259054293005709,0.0315894695704671,0.0533427669534852,-0.0913249460677559,0.303500761706908,0.213715107423716,0.0211087101766556,-0.216531756252421,0.170802949197899,0.117335863409892,0.295138012320573,-0.0569604442506697,-0.0297019392777843,0.0560232112345554,0.0164738672558139,0.181733160116865,-0.0968576720980937,-0.122371187488998,-0.19335192832674,-0.0712404085732299,0.0272204938769217,0.0005918628717348,0.390728072112384,0.0185011945348102,0.0946629087746974
critical,-0.0874195981826895,-0.0471450336952438,-0.0133289554071626,-0.0767606666465975,-0.102439893820616,-0.178930836871629,0.195590387862889,-0.267749982201474,-0.176330072181434,0.159779294459723,-0.158293315691044,0.406344653159774,0.0965500047775195,-0.168822572665832,0.314208074477038,0.0186321078676857,0.0504832524459924,-0.327309289656729,-0.0786835721889334,-0.0919497107576084,0.201623917004122,0.243831865144043,0.350932619733316,-0.299900439108708,-0.0511472993853744,-0.209336154011889,0.106805791622242,0.229081822508506,-0.0508472730227372,-0.120998805808289,0.186972058934719
critical,0.174710310745757,-0.266298581200538,0.32253977278781,0.0415959463087573,0.140731818306138,-0.0783337287311998,-0.163052058172946,-0.153738235683469,-0.318691790955174,-0.327881553376197,-0.498436719982587,-0.133688980737671,0.276664039845169,-0.0448491748997337,0.11800385425939,0.259962031640713,-0.457064000631355,-0.274362454016544,-0.392345854601542,-0.187956827685682,-0.122955086203786,0.274641239222937,0.0104244170708602,0.0477969989982169,-0.0084667120155824,-0.0991174499241726,-0.300823683423025,-0.349062700879736,-0.303893809550307,0.0894684595213933,0.354773022831894
critical,0.373327847124639,0.111948955803318,-0.23425054692306,-0.361445517813659,-0.341083890750404,-0.203970789466305,0.0476429975025888,0.163499336344416,0.219278658575917,0.480770346985612,-0.193987102025651,0.102483358702219,0.11418233040045,-0.298660587487081,0.118771586767339,0.44282406806728,0.237707192554309,-0.32994263223691,-0.429406151205962,0.588717171812027,0.266120639215399,0.276039203757917,-0.330188875571623,-0.0364551526337319,0.274632276776201,-0.197583384180539,0.140978935285552,0.159701191465284,-0.0398781932408259,-0.214285820672932,0.252933053872345
critical,-0.0463555670397791,-0.470248619514736,0.189758542677116,0.268341510112989,-0.264602600202556,-0.118685665557673,0.674817648097387,-0.114708728181437,-0.0967846752467951,-0.180621079862145,-0.436614506571599,0.230908775219232,-0.18363567537611,0.455441909796319,0.0195939667842721,0.319319740935135,0.0522657071906115,0.699388843778609,0.198450263690528,-0.353933333984792,0.51149322862757,-0.156435721225492,0.256968259336944,0.289380291440669,-0.196778513905067,-0.229119768989388,0.31511176496769,0.275440142753488,-0.368917858202048,-0.316080878476778,-0.0292412845917052
