group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD4,CD31,CD32,CD95,CD1d,CD39,CX3CR1,CD244,CD163,CD303,CD52,CD35,CD58,CD11a,CD62P,CD41,CD49b,CD98,CD45,CD304,CD305,CD319,CD99,CLEC12A,IgKappaLight,CD85j,CD101,CD88
critical,0.23965678941275,0.158467474933983,0.300234367977308,0.189726607839038,-0.210669772751081,-0.074138386360938,-0.147637678151464,0.193069615371793,-0.0504331418231099,0.0292371983804697,0.0005552976504106,0.192494127629229,-0.119362086900875,0.212291365777427,-0.219302203966368,-0.178924761796829,-0.0053432826516578,0.10500593123632,-0.0807798418701163,0.296436905396752,-0.0996522346772734,0.0670687946392436,0.0283160955584334,-0.166416695356285,0.291609036546983,-0.295700413057369,0.188851818711112,-0.0019807454719783,-0.0690680127268207,0.0252597117395048,0.147252558644434,-0.14982267868818,0.143319710164262,0.0356179758077045
critical,-0.320496625967618,-0.525869622414419,-0.495778023236545,-0.437252507120789,0.47671903124927,0.637516688774842,0.451618047912037,0.0608697204269924,-0.373299775497948,-0.468586344050897,-0.24318693852524,-0.382329221115993,-0.217219123155991,-0.347747384325355,-0.0514395584044392,0.496886439773459,-0.308546977365435,-0.478340883107132,-0.411891169028259,-0.359525110877095,0.154120451433228,-0.106753569916828,-0.182820680595456,0.386538922046502,-0.237470503446018,0.594736685405795,0.48026369306164,0.347209633101652,0.542785821387207,-0.342409585340087,-0.465484865852039,0.0042764712088439,-0.424365382637773,-0.233422297332278
critical,0.110560701925445,0.285365083882045,-0.298133266069048,-0.365346537038525,-0.29804876609226,-0.0913709520913485,-0.278262408161841,-0.0625386440380566,-0.0155040458930739,-0.120489331849098,-0.328351370812259,-0.207995723346452,-0.221950473918824,-0.193480817062194,-0.427478892437809,-0.0961054113926324,-0.207788453017594,0.0137815208405004,-0.182651904813601,-0.386913078065356,-0.243958536890759,-0.2791870448245,-0.147331757486257,0.161508636326629,-0.217817603025163,-0.179320743544611,-0.0823718215269941,-0.265298530432556,-0.104595189527472,-0.363844747524431,-0.40859068802422,-0.0951381746242127,-0.228693757415386,0.0992506917279208
critical,-0.0201028252541286,0.0540367412971815,0.277970923271432,-0.244414438050133,0.0915244501107449,-0.0460855409189801,0.0011590472460811,0.195492635505684,-0.353859756483179,-0.056984550953013,-0.0771708732476801,-0.136969170143407,-0.175049974408799,0.296874378316965,0.0560857025096298,0.0776912145338968,-0.0785331925054483,0.204629330633979,0.0082399903146695,0.220801986593461,0.308692916539608,0.321750321750322,0.370056416966208,0.145508240515422,-0.0160031589790034,0.0967896996505095,0.685644601749843,-0.0587098729156151,0.251401515601522,0.161967309622724,0.0429013368805968,-0.0482158357831065,-0.0449308037433463,-0.157087759299461
critical,0.0775079747506724,0.163325251880212,-0.252618155711228,0.243503184268621,-0.2041755490555,-0.352474641806605,-0.130574680312654,-0.0169261099894617,-0.0361468820928462,-0.189120555247422,-0.133189115324135,-0.0492921412486346,-0.193004701250075,-0.0898671533114566,-0.171726557427709,-0.122326074670853,-0.108330551808075,0.137171520558943,-0.168822637888375,0.148019465970284,0.125919607458252,0.16196627469681,-0.001790211334736,-0.137360894543246,-0.0718090426392037,-0.26899070001141,-0.171313312739665,-0.128195816953448,-0.132611925867343,-0.0337576178206032,0.0057587187636156,-0.430179666993653,-0.0633138972980088,-0.0448560765011322
critical,-0.469981625534489,-0.465198930206193,-0.473690924604091,-0.261123587010447,0.376591910221461,0.481103937306546,0.0444851771336214,-0.0755981678304867,-0.119129779312355,-0.415550276897218,-0.426013953507321,-0.359337717793853,0.230039164770374,-0.262509680410865,0.0383587775074096,0.304710899336777,-0.140873731513675,-0.405298662818572,-0.459413303949905,-0.0334122270767051,0.0843104424842244,-0.0891790265375955,-0.143427474944761,0.337419417190178,-0.0733198642414094,0.0889394868491126,0.10455170924432,0.217349688975961,0.105111402669122,-0.364792124285751,-0.361673700901848,0.0294600582210309,-0.315742264212751,-0.284313699960839
critical,0.235851783973799,-0.0844250856235724,0.428719280515514,-0.203501234667102,0.0605264425269626,0.279021368251733,-0.0540363609249929,0.557323271028153,0.210180449023816,0.225138236161255,0.481177840274617,0.157343274683451,0.139279403096998,-0.0487920666791944,0.657903646539235,0.390219974367988,0.167715367906751,0.059774071941002,0.349723200494821,-0.103489617434644,0.68773215267462,0.567836377045965,0.711930326456336,-0.0341904391860858,0.308408770060758,0.332067336498528,0.505279008974047,-0.0664758199897613,0.420860051100147,0.637485356502362,0.131980771529684,-0.161553417693108,0.544823172157726,0.18772295073767
critical,0.271468040830389,-0.0523883518657161,-0.286758659585792,0.161292514412201,0.163758578612714,0.521642310407472,-0.0247226681429105,0.224153554439787,-0.0419985524622487,-0.0118705216420608,-0.164479573959614,0.0409428183700345,0.281876661328612,0.265425271314194,0.124148718148748,0.351816860880133,0.120448122817122,0.16419131279032,0.119053017892489,0.186854613049303,0.0742854957648005,0.154692135090214,0.225200713802221,-0.0745598109309945,0.28011957584443,0.291666692072214,0.0724424557482993,0.161540157419429,-0.121456430171179,-0.155374523100313,-0.0958997119261908,0.294710032890449,0.0319206801430072,0.2645181864544
critical,-0.131607078732118,-0.22778508974715,-0.253923056306313,-0.382648449427061,0.369102110006001,0.452177712860757,0.294795518360735,0.364023503269416,-0.28849093207017,-0.0692435086663728,-0.0922582900547129,-0.219321655946061,0.290277406159308,-0.135812581234848,-0.0014572245134914,0.423748803172635,-0.111750383125486,-0.113469137736143,0.113782509502663,0.142426663159163,0.206746708315988,-0.139032837623505,0.258688686556599,0.217445220372553,0.0160482637757107,0.357048761338205,0.419551945569443,0.126340524985159,0.605167890975259,-0.0638548225100185,-0.0428141485650506,0.0424752329268558,-0.324803132539758,-0.212030735167702
critical,-0.117782313999664,-0.0185698997571348,0.188460879629842,0.0681481799566832,-0.03233495873181,0.260859441467983,0.0788660448656851,0.310461213255059,0.0257483116007715,-0.21522024988302,0.0448338295328759,-0.246517692426789,-0.370713744953619,0.0924626258740668,0.437105736223488,-0.107970026370134,-0.186271592126798,-0.294945172665045,-0.0039907313372141,-0.312484287750307,-0.243588336042765,-0.241663465947419,-0.166271086308548,-0.05262952973108,0.024245602300406,0.0329140458872462,0.0145618677611477,-0.186277424195966,0.221349098788117,0.162663444763124,-0.361599442594717,-0.103880694583992,0.241534716098752,-0.131134923851788
