group,CD11b,CD33,CD11c,CD45RA,CD123,CD31,CD32,CD95,CD64,CD1d,CD39,CD244,CD163,CD184,CD303,CD38,CD155,CD52,CD49f,CD58,CD11a,CD54,CD62P,CD41,CD226,CD49b,CD98,IgG-Fc,CD304,CD36,CLEC12A,IgKappaLight,CD328,CD101,CD88
critical,0.1349908119808,-0.261382287126267,-0.275636266585747,0.118621503206539,0.127694014707618,-0.0277469842741605,-0.355377133856544,-0.109941947703111,-0.265467096313287,-0.511403895225935,-0.0646614573849661,-0.302376526100794,-0.136365362157342,-0.0603048365683039,0.0402795100915614,-0.0683726666767022,-0.0766416883487308,0.120400288806461,-0.235501608739558,-0.230223808759858,0.262390135992811,-0.0001763313107797,-0.186400588688193,-0.142977674490044,0.116034114429481,-0.0842644453693274,0.0097832537934094,-0.010831098223932,-0.0136422294197581,-0.0186496696148341,-0.320418058286859,-0.086673974391977,-0.237179777161905,-0.380548098208659,0.128885145297094
critical,0.303930062565611,-0.0075766356794199,0.0110492849321184,-0.14935091082233,-0.444719857367635,-0.107145750011443,0.0014897856126269,0.0126248245770059,0.131574863403967,-0.100952624912056,0.0073994065934543,0.0041763849961645,-0.234470886334165,-0.248814165613248,-0.238276495842253,-0.288444766633289,-0.0406463019347601,0.0636032529890702,-0.113855671090668,0.111179760472076,0.165437172309043,-0.303261789187471,-0.473757864948526,-0.365385661972671,-0.0165807169796092,-0.339464796857626,-0.212800024409721,0.145044213502909,-0.237449211231554,0.112049358589366,-0.126436491535476,0.0399280229127403,0.0531775504779427,-0.0937211001771353,0.181362525289606
critical,0.215823619532905,-0.268136284472778,0.0154457933197535,-0.14359000646869,-0.237257346186779,-0.121705106289747,-0.0896471564510409,-0.230428201899226,-0.11014777535887,-0.332338823236882,-0.0771942890770339,-0.0510936654097626,-0.393440042322603,-0.231586087342635,0.0267809665504947,-0.46124454427875,-0.113279962459308,0.0264708412165271,-0.452634153510699,-0.168131460497875,-0.129330706174037,-0.0470804084966179,-0.381768343623407,-0.542023233712371,-0.426352987483875,-0.420860363380702,0.073915941078124,0.197325195911597,0.265232249598214,-0.284949975817032,-0.244040345147634,-0.0250687889397576,0.0222287627210415,0.0868302501416706,0.0146811500861023
critical,-0.0190869635130856,-0.467490700508832,0.0500933700745531,-0.0848212509477044,-0.0729365003339601,-0.144623339705457,0.0104455686133883,-0.209115252592279,-0.0622022111499685,-0.442411984528436,-0.0629177851509411,-0.303577577480006,-0.448556687427591,-0.286990285406411,-0.142498313888043,-0.23476371924898,-0.42524205112071,0.28326199204679,-0.398944400452476,-0.154886067946055,-0.27104900758951,0.0739262211354182,-0.482807569506462,-0.395881595881596,-0.318310626822273,-0.546759324125866,-0.240348432994224,-0.102973356497258,-0.0965291621009792,-0.333290566096408,-0.494785668426175,-0.0816800227696647,0.0249901956407435,-0.284776326304533,0.0164948590568753
critical,-0.091028948628577,-0.208009229419007,-0.128591897670788,0.1020585146325,0.0300322631465029,-0.467635035331685,0.141450694321154,0.231433463012821,-0.262710892144414,0.130378971352461,-0.327245863375825,0.0884006527678624,-0.136505120037126,0.097687344793708,0.0010535260019499,0.0802749154441738,0.0065170203475475,0.0844749993293984,-0.326501605666324,-0.278740060998382,-0.0433485578912975,-0.151772174471609,-0.287288895005961,-0.535786307112347,-0.0456613209737409,-0.495477671546707,-0.174059245124006,-0.252027652352434,0.0820473563741367,-0.433657267070282,0.0210437098102462,-0.0648075101468826,-0.481069904279433,-0.101869313057969,-0.28110393147187
critical,-0.406614646572969,-0.204743288700514,-0.165147256535817,0.211608605809392,0.2933766252231,-0.0802765086030225,-0.0785912348272516,-0.345075944617104,-0.311880053863521,-0.373964490719632,-0.114610565043514,-0.330428821314719,-0.0211800471593069,0.181643473746847,0.0915221565245124,0.284327993479906,-0.294318171361308,-0.0519843372293033,0.0174358122523453,-0.255081112990222,0.0146776507261356,0.0495394466193113,0.24124435331896,0.0652427039181296,0.0173356888941643,-0.111189893896267,0.107288980685571,-0.445214375443044,0.174279821125019,-0.107724641746349,-0.377849048043546,-0.408231053332292,-0.446642906170667,-0.286778061829565,-0.0888898476983729
critical,0.0755975460811744,-0.428437537286259,0.108321229153983,-0.0607141214185191,-0.347031647666709,-0.680088316246211,-0.206893444682514,-0.367236763663201,-0.151733536148659,-0.570476325967308,-0.161860306492545,-0.125975663487708,-0.777146921993043,-0.611433381430813,-0.542395418698526,-0.0949073222789715,-0.464586433670238,-0.199455454330314,-0.67617531064279,-0.503988009084433,0.17769327397559,-0.445717788680532,-0.738438783265048,-0.60949522559329,-0.670734735591742,-0.752445154457425,-0.10124903537979,-0.292673823658683,-0.321863335815957,-0.46503583152336,-0.665446886711032,-0.245549990589746,-0.212084164801157,-0.47122886358232,-0.283367794138512
critical,0.0958489309653889,-0.120991195240517,-0.0549408284221132,-0.142394828169043,-0.112286025244259,-0.171962712705321,0.221533312826194,-0.0448995685010773,0.0399036084751773,0.166387900508317,-0.0429876872120451,-0.098248589415942,0.306342766565062,-0.0296936712801933,0.150267387012542,-0.146700550979618,0.0827525007746309,-0.0774018376615102,0.007515904783886,0.0885428528508398,-0.272694489831952,0.126672905537563,0.0010871048160702,0.0762146154160096,0.134390286075161,-0.0010444880857937,-0.283937606196591,0.215590000248375,0.0340102810445765,-0.0485175525874928,-0.0256619151173543,0.156136859908145,0.252998299310744,0.074209921637431,-0.0417779408106453
critical,-0.404553924298546,-0.377873012630618,0.0875724127310898,0.284698374773255,0.26922900540014,-0.241067069905835,-0.120370666851514,-0.331544621940167,-0.59738563778525,-0.104946070612336,0.0291187202695578,-0.149144433950389,-0.23561498852515,0.250692289715783,0.317392071561822,-0.0830484530042524,-0.241359264749075,-0.0337470755689044,-0.215597091684516,-0.20854844360098,-0.0130799996778823,0.25788200989974,-0.21987779579116,-0.230092104973274,-0.090248400674741,-0.362282658463426,0.183701365232017,-0.217113896778691,0.164784654581768,-0.348131593578789,-0.252387204208627,-0.147722389974974,0.0321215652649215,-0.0692997898181327,0.128550144500307
critical,-0.457283781519443,-0.130760870592486,0.297971153572416,0.439420494956987,0.113585506428414,-0.277699622824321,-0.26198907053785,0.036342581117971,-0.254232185634365,-0.0264107329144815,0.313726335940319,-0.141208612736546,-0.232264726994749,0.0395788390307317,0.240019698909146,0.0502869810631707,-0.123668401960347,0.0471802094937079,-0.16352283898297,0.158470654068086,-0.0428291094183651,0.34102367045987,-0.441938838249016,-0.387408294638137,0.204662606193758,-0.52395479496918,-0.194832963511855,0.223424157016323,0.468564357250837,-0.416006917294067,-0.245991432697994,0.18595071050811,-0.0601780903450149,-0.0423587002113483,-0.208811111555745
