group,CD80,CD45RA,CD7,CD45RO,CD31,CD5,CD62L,CD197,CD161,KLRG1,CD27,CD95,CD57,CD278,CD39,CD244,CD18,CD28,CD38,CD127,CD52,TIGIT,CD11a,integrin,CD268,CD54,CD226,CD29,CD81,CD26,CD49d,CD73,TCR-Va7-2,CD158b,CD319,CD99,CD94,CD224
critical,-0.202876029201737,0.286183488170416,0.636918130054175,-0.0944150023297218,0.491940859677379,0.519738546346742,0.476602107243039,0.0859594359997877,-0.226820965566031,-0.51268655644579,0.645613826840573,-0.285514099613578,-0.469191379020774,-0.112618042026695,-0.042934428703931,-0.504466742930753,-0.170443220115032,0.375929430857048,-0.120213523470536,0.247622772042532,0.448591626615218,-0.098898757374419,-0.349959757211878,0.0945501850726053,-0.0690939086470516,-0.187524978551952,-0.215912691663895,-0.206117612437436,0.0871916430313349,0.287216693768713,-0.312724384415745,0.447754034699289,-0.25243411702221,-0.199404725477616,-0.276907233734399,-0.320758555782373,-0.45290805888386,-0.140537076216929
critical,-0.258659203540997,0.215567224484476,0.628058385083154,-0.117300617687959,0.552997083955492,0.475335270723246,0.438431050777936,-0.0097185056389021,-0.215844870964678,-0.505014878873569,0.595527250295161,-0.341660042746401,-0.623351231373148,-0.148805722213293,-0.0965543390058741,-0.592249695994126,-0.0555147297539754,0.46059560473517,-0.0894949651443691,0.201084249086749,0.316483936446082,-0.198710380640399,-0.370166534085977,0.0419715273934831,-0.132036252464752,-0.12791055499328,-0.396040412287605,-0.289559800424191,-0.0220456807768075,0.435015726438529,-0.273680461051797,0.423577334987661,-0.152827935941981,-0.271691990122304,-0.357066936798151,-0.0495855246535682,-0.408732669539506,-0.0911161391779099
critical,0.156938113392139,0.505451890135211,0.516716474027471,-0.205588481625996,0.268427538276981,0.444016784844739,0.434271889787854,0.518791256943216,0.0584014485230883,-0.330234334723744,0.653353845508308,-0.177634229597572,-0.47787335909053,-0.121679011589973,-0.163822260935865,-0.490776101926313,-0.414515605020195,0.420511736260876,-0.339578815848482,0.579328326268928,0.178458772572836,0.188823950382321,-0.36642792902403,0.092368993135891,0.0257591447320989,-0.269720501993535,-0.0779766622621657,-0.325322967643476,0.0979253491233888,0.0477787327364255,-0.430166405422931,0.548904822049188,0.066027471791813,0.0655051295540147,0.0005727528620742,-0.535385412773982,-0.242058824215188,-0.310338408992202
critical,0.0490023631441304,0.679156777888701,0.334977026965797,-0.498692129636049,0.292264266450884,0.184068392153277,0.0703109203386797,0.375635290093828,-0.0424135631643841,-0.503653086485458,0.4608701599868,-0.425545126009473,-0.331084776247355,-0.258534008596845,-0.0464845821489762,-0.430243511736295,-0.422710585694639,-0.0418452578825439,-0.170249562044868,0.0346010902740526,-0.156034394520492,-0.0663505451809482,-0.537984709792862,0.106410135750526,-0.028763675306773,-0.32245420255672,-0.15575550659584,-0.436557338283617,-0.335108950558085,-0.204599371901549,-0.387796594944161,0.47628822974044,0.0354798721928503,-0.0186741842363816,-0.188146400361492,-0.706016772031796,-0.27757137194,-0.544906469420727
critical,-0.121415104342798,0.290174553561836,0.209489202376714,-0.313703143690099,0.0471664665459771,0.288666204471734,0.180204232721842,-0.0190393700135371,-0.0251659394229857,-0.181627125087719,0.14891352538962,-0.337251663282601,-0.0296121491583429,-0.0407563115128116,-0.207303063337754,-0.273006331309305,-0.0894894002919484,0.10509036097694,-0.216935091474813,0.133457342566231,0.0449903336865621,-0.0505945692642723,-0.162747317080717,-0.0128682532092015,-0.0105876937304016,-0.20015596952589,-0.151907660848806,-0.17383999380813,0.0818095468467633,0.0881809647886515,-0.164113568436957,0.291758580482052,0.0899885575289442,-0.156356231411013,-0.166049923548032,-0.269334715118957,-0.212299843284086,-0.170339187223287
critical,-0.0080796601595307,0.378468587898756,0.380881706182915,-0.181771042648778,0.272256765305296,0.363509895901412,0.217418147971507,0.184179001885095,-0.0249391701569454,-0.608786243090582,0.410806241305069,-0.192295962839671,-0.418982048840386,-0.0797419453949872,-0.0587699352942123,-0.490975611175685,-0.317221122331413,0.273353535724793,-0.249575141121567,0.158361594005021,0.0914581929919666,-0.0355500337591945,-0.515348069517467,0.146118395311915,0.0507921515537415,-0.217572985985122,-0.120789026213075,-0.309258987518102,-0.147268882815657,0.286237129778794,-0.263955931576777,0.5308199595968,-0.0134036563602739,-0.0766699937965187,-0.148662791666394,-0.202287293573036,-0.223700540258717,-0.218195033313953
critical,-0.0841719149268255,-0.186431754866596,0.0631608388973389,0.0715623046779561,-0.23257742985173,0.0196540026659075,0.0466380225071172,-0.267017520236528,0.0318876057892388,-0.0270133767203605,-0.0711915377665241,-0.0805197334283221,-0.089500416763112,-0.126180324049171,-0.132495307732227,-0.189019923545572,-0.0059962117313294,-0.119355309745321,-0.193463860124041,-0.0192915483441054,-0.148177093817002,-0.170293185369487,-0.0338691793089376,-0.156336507044316,-0.166033059991859,-0.0541411501577531,-0.180237633289385,-0.0643430671226931,0.0413803467590049,-0.181003551957793,0.0578231972168247,-0.0506300342718371,0.103236896914534,-0.250918162687969,-0.226115991178898,0.0798238093788671,-0.107703296411329,-0.0366260365879449
critical,-0.0380783998649744,0.0457677955151547,0.110162654253553,-0.277215169860172,0.322090839397979,0.278001034496127,0.248484535404595,0.0288251237761839,0.0753882873549274,-0.174554291608723,0.189075936659808,-0.335313989717592,-0.432717074717181,-0.364607390417929,-0.133695174958626,-0.439994513705801,-0.354732997711639,0.320837712133575,-0.249733732876386,0.470062804643017,0.156878022915313,-0.295570796972997,-0.446843075599042,0.268978947843032,-0.174677125018154,-0.240722961060497,-0.195541415347412,-0.467556895608869,-0.174384139043317,0.277854296727143,-0.458197410466521,0.363925042181262,-0.0944569826579309,-0.201362803977942,-0.282319548910032,-0.37347315037547,-0.349661613083755,-0.0513684274537012
critical,-0.195008253644403,-0.536289989568106,-0.182222492332056,0.517059626263204,-0.446636582111803,-0.0475630472161604,-0.345615728132471,-0.18703414382007,-0.064792834624759,0.316736373337123,-0.127286534803852,0.625675525669985,-0.0335424295038027,0.184221024054104,0.120890932607974,0.465617555513314,0.377807005262365,0.312769917893983,0.11274314929286,-0.118195710591286,0.0909011802860836,0.231560680856062,0.467112935969783,-0.0219761194681658,0.066379895783638,0.262175382903672,0.0714472447515592,0.424536011104902,0.212043845927307,-0.19211330616521,0.268898894277271,-0.220760009266203,-0.114841123806492,-0.167961988836312,0.282108531010428,0.531277234062828,0.0999358086764024,0.234919808710247
critical,0.0145610827629436,-0.137902239820476,-0.251711553569923,0.218483474488726,0.0031530708723507,-0.16130135207208,-0.0232791450813078,-0.121346147723209,-0.0976697357793305,0.698355521303857,-0.358491768216961,0.446603478418501,0.281942702280012,-0.111073919804204,-0.0299231227214036,0.60578240883261,0.384159929316017,-9.86705904149979e-05,-0.265464105755079,-0.122995267877462,-0.38461590589143,0.588231885113381,0.552267352931405,-0.293098931839936,0.105372527792474,0.446435178927387,-0.344836888692322,0.159974093758703,0.65874587378667,-0.34766021326095,0.237199751121165,-0.167294238269693,-0.126148301742759,0.0092963370054023,0.34418651855305,0.442219747760558,0.104985015207257,0.370117778449585
