group,CD45RA,CD7,CD45RO,CD31,CD5,CD69,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD11a,CD54,CD226,CD29,CD26,CD49d,CD73,CD305,CD158b,CD99,CD94,CD82
critical,0.139999438310283,0.561610973581328,-0.04207613193393,0.491314680855776,0.502984658334015,-0.0686695852569122,-0.585369279375784,0.45663630659934,-0.312749390789726,-0.15407986861731,-0.541061026375944,-0.519529346550875,-0.0033434205678369,-0.386919683691129,0.379052235730581,-0.123363470970969,0.375843999468895,0.447153776349097,0.192289161883793,-0.0777431529087842,-0.482032968551059,-0.151888972961505,-0.259665626186392,-0.281906636449731,0.349693868303114,-0.448675072940305,0.458648530710025,-0.0607843127646724,-0.123998374036761,-0.481711052519196,-0.344676683871702,0.0607604062714934
critical,0.191616505716296,0.694617317489736,-0.101148991991492,0.602518202801342,0.616564003346429,-0.0273478336950415,-0.42901827935767,0.636035097552464,-0.33781284269834,-0.153891268289023,-0.7064732110514,-0.489308035493188,0.253586372125846,-0.180599769364825,0.450407079016434,-0.0844197331438658,0.146226048068093,0.497014489362371,0.177537709444202,-0.225304292408865,-0.319202397123255,-0.12423496948539,-0.433070693739592,-0.236450387917591,0.464665013352921,-0.315579059915346,0.408244186219819,-0.0816257665581406,-0.302485650828627,-0.156851165815555,-0.370168256867923,0.0388269785355531
critical,0.544245808101222,0.516294481498285,-0.33141485706706,0.23835345964169,0.234402121078784,-0.0909890994322349,-0.14654116638878,0.485526915523795,-0.28074097509284,-0.393688107929134,-0.276715326754453,-0.254731919387996,-0.180457938141788,-0.270618134484555,0.141495337893135,-0.352027990737353,0.416788625016571,0.194239862745579,0.0074490142935549,0.12637936396342,-0.209884307167457,-0.279310293079189,-0.0937987132712617,-0.307594652221863,-0.0614607795773908,-0.421296120496172,0.448550804505962,0.290059360232187,0.0221094133333564,-0.505894820127107,-0.0378914989132318,-0.0059657686440949
critical,0.500735614706953,0.286661257659251,-0.270199641271021,0.156618362195661,0.272599925655016,-0.216981979989418,-0.379226551899194,0.345980845488311,-0.284065095355569,-0.292358083169105,-0.306839622405497,-0.448843748967072,-0.370301802171856,-0.411765581376583,0.123234140950455,-0.16831281156431,0.115893009212214,0.0594961521119559,-0.208256420099207,0.0270815901889593,-0.401704216754418,-0.284649411664572,-0.0939428326836309,-0.317240096706668,-0.11755707693749,-0.377322796836818,0.305692782125154,0.162952911309523,0.0038366848978697,-0.62383469348328,-0.321498141181924,-0.0769576279308857
critical,0.606582302030015,0.448430116531023,-0.0996301877492424,0.425420912063002,0.360307033027084,-0.0260304232172945,-0.257061511509909,0.685097773144667,-0.0203605033198361,0.0100619447521342,-0.435531896382898,-0.169123604335704,-0.196394729328167,-0.416765659905997,0.218790904770641,0.107835581301051,0.0217003492554453,0.194767827152637,-0.174042842082127,0.25372873249609,-0.321665303879916,-0.297496527211416,0.142900774663815,-0.289716909168937,-0.136883684067417,-0.131905238544361,0.380488283416378,0.4139326931668,0.186080122647517,-0.590219761908132,0.0944027994161989,-0.0295817043800443
critical,0.147376873967279,0.139731228581134,-0.177774479514859,0.100974190220318,0.295083122657177,-0.150674457406831,-0.551961169793838,0.0973176682676764,-0.375656404418157,-0.284314277921991,-0.212002983655034,-0.603156898123465,-0.297203822583457,-0.35128070733618,0.315929407879666,-0.392719965651581,0.244096860092803,0.0934233680662753,0.186494038485896,-0.216538528713486,-0.528008689551169,-0.265346134573275,-0.330587859213058,-0.320555821488907,0.376151127849259,-0.498378901872649,0.313112784943398,-0.0972969538405104,-0.25679845420724,-0.255695424395007,-0.440981503547266,0.0779410357620712
critical,-0.123252634153053,0.12777997624436,0.0706465259597575,-0.225507366585558,-0.071471585994407,0.0766352118520094,-0.0177648217778862,-0.0270449073431674,-0.0410292623899108,0.0738121322500746,0.0204497224758798,-0.0782597162175424,-0.103877793560544,-0.0491171948717873,-0.148885135199567,-0.0360489043782166,-0.0506967559872394,-0.168409703965367,-0.127488782896132,-0.111050838497358,-0.0830600597474306,-0.0902278566580823,-0.10667533956044,-0.0849564645568827,-0.171903605535521,0.0293620432436248,-0.0811928029722382,0.069780632563523,-0.178938533254632,0.120595091350692,-0.0304794561401303,-0.0120486391822553
critical,-0.148064198897702,-0.137044450267578,-0.221730883630718,0.364716458608502,0.675001441060153,0.006326434793821,-0.37462071662759,0.424641698404927,-0.378247186297794,-0.249045615042402,-0.613176121432568,-0.688924014538263,-0.11011758449078,-0.572214420109884,0.405475177812978,-0.372434085245284,0.690325915121901,0.237630126389677,0.0245728955056377,-0.355766508551264,-0.541688382773628,-0.406175615712696,-0.127277103466556,-0.363943879326351,0.538020683339784,-0.458815946043872,0.539784672008483,0.062119795491121,-0.329855163914658,-0.501871717522702,-0.621671547926178,-0.0862371682871063
critical,0.769539104446063,0.397401971315556,-0.697198215086066,0.342002494196201,-0.0488697243374835,-0.0314816632063804,-0.576304842420783,0.294382850040185,-0.727383749441663,0.0848778620955695,-0.206830461407864,-0.697336200390421,-0.541470647704243,-0.55534131560556,-0.328029113776739,-0.251181248889674,0.0377424356091643,-0.0182150974878154,-0.0028760680243919,-0.360854539933448,-0.691459832894161,-0.491622480657918,-0.164067270569739,-0.528436074903997,0.317397006280216,-0.346150651842013,0.233135817128738,0.274942323656311,0.0745527746705874,-0.724690723669171,-0.348417744885827,-0.186993344974872
critical,0.322863380627704,0.636091945945395,-0.32663690428304,0.199051586866417,0.419119194730581,-0.119736518144066,-0.571937821884887,0.588294859356884,-0.589362456530986,-0.401994651204454,-0.346719098953296,-0.741412208286761,-0.0671374844702297,-0.619411261472383,0.356687606310857,-0.252292046594446,0.720923474858497,0.576391149826216,-0.143180782155829,-0.469115964425939,-0.720947501983883,-0.488338628231211,0.233150744457108,-0.3975842280651,0.386984298456372,-0.520888496383272,0.704055131469405,0.177374228917256,0.057335108997123,-0.482586527406106,-0.311377211225246,0.0231786115521901
critical,0.373530029009415,0.385455027506763,-0.287104069712295,0.338537883525316,0.478119997297881,-0.294709312680728,-0.663017370661665,0.739697374861335,-0.583358806659405,-0.206929664701552,-0.216486205666588,-0.62787523682556,-0.410501866498137,-0.533590720079011,0.375718734557584,-0.168168897688425,0.525866248212016,0.27300464285489,0.0461506279768686,-0.0832745607649148,-0.573474174953244,-0.270359252406729,-0.532789404365077,-0.475234687108003,0.527564210438554,-0.215576016203054,0.509041856273447,0.51536984669511,-0.0453296272291007,-0.696456166419766,-0.630358025161829,-0.0286325463368489
critical,-0.21108047203303,0.33980630131325,0.109002768026058,0.0105785780189611,0.137556411749224,0.0269637215849692,-0.703719203064492,0.0798360446949995,0.0986539755936206,-0.337566992403272,-0.2816548354308,-0.477672018505682,0.15280449382794,-0.288860711835049,0.393440277558691,-0.0176250170027542,0.550194959583811,0.413009016468208,0.228112783052111,-0.0896546335731702,-0.269858958789664,0.0831312553840776,0.144636760827935,0.0970969356629446,0.404889974444985,-0.182243794869931,0.203388132217765,-0.285499347195098,0.0833823228421519,-0.264214105930389,-0.460457524112004,0.25807560657742
