group,CD45RA,CD7,CD45RO,CD279,CD31,CD5,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD52,CD49f,CD58,CD11a,CD226,CD26,CD49d,CD73,CD99,CD94,CD85j,CD82,CD224
critical,0.168808185237589,0.67030592764089,0.0790148036821549,-0.0218618940920892,0.497338189996923,0.502686854131954,0.466013543179338,-0.616780464892776,0.556703072221714,-0.220909782129445,-0.143162814842654,-0.501424715799043,-0.505038184505777,-0.0154482229742122,-0.338371861465309,0.474923705379976,-0.0716230796056271,0.444736408794735,0.388327897168492,0.265015361910916,-0.0875700990746402,-0.490934509745914,-0.189920996903996,0.459863066844504,-0.448850628062711,0.553115430271664,-0.451730411180101,-0.402975038161112,-0.226890481536461,0.161653682683612,-0.0197460783322845
critical,0.305950641085906,0.388593245551866,-0.308905280823531,-0.328160293213508,0.377767569138993,0.478499155282072,0.203334995450071,-0.455938716399591,0.466709560080345,-0.36852436729501,-0.243382378473096,-0.354457781648514,-0.318362351869751,0.0701548641902423,-0.301641137125198,0.11917514102744,-0.0670977035197452,-0.0703171689855929,0.372659491511333,-0.117009266275615,-0.365125551571472,-0.245240921924647,-0.409031264474499,0.0519090811243563,-0.386221780259762,0.256229785472566,-0.39911224416615,-0.343555727099859,-0.270744534041673,-0.118823647418382,-0.317556822711591
critical,0.633386728404391,0.60772322327506,-0.339941233582849,-0.09473959048965,0.351343480270973,0.414528556783082,0.461982342268634,-0.368223864908696,0.704277502101056,-0.326492903944012,-0.401079871494214,-0.502174228780645,-0.484217741056723,-0.332263989029192,-0.404742626975709,0.313862922769572,-0.380376027094574,0.615380109848279,0.198119330006837,0.0746648792622897,-0.0792813416420604,-0.461509353633472,-0.121708048652526,0.0030525027654314,-0.492085465206493,0.604879107194461,-0.659486991362572,-0.221928788763895,-0.0012374792175514,-0.0167946705484588,-0.402784804552098
critical,0.688040276667069,0.365525448467421,-0.456769776328984,-0.286709789534578,0.231234248153648,0.188926071353347,0.133882619287233,-0.556514880112194,0.55690821784488,-0.333252291280969,-0.198693371279755,-0.470075080077636,-0.450311221576104,-0.499949352090436,-0.485310232019364,-0.0468087337718615,-0.0583411470316026,-0.0332437790901519,-0.0584690424693214,-0.317384495508399,-0.103633403690704,-0.506071134438388,-0.0676042068089501,-0.177592896628004,-0.359665477301102,0.385244729646875,-0.723687740255234,-0.24294503410887,0.0364593874692596,-0.181594286816446,-0.577736506617263
critical,0.533473529920265,0.559855638269472,-0.132405394625407,-0.0685042152340597,0.501701823780197,0.336350206418294,0.330957334982162,-0.467448921212036,0.708786501154159,-0.036206448697203,0.032984576214033,-0.571738913026582,-0.336741465984717,-0.217820287707371,-0.431273022866579,0.299541530003411,0.079754458122508,0.112828061197854,0.210977610230241,-0.112466014888498,0.101271059658287,-0.383363912321113,0.123800223556643,-0.0335930945795625,-0.145205042096825,0.407982791093742,-0.551156951556682,-0.0500542480352029,0.207021570510516,-0.0010492541648817,-0.429013034148759
critical,0.689084804723277,0.510644501146262,-0.367139851435059,-0.0714211818600654,0.397563047662415,0.285047133108938,0.252757846563618,-0.546066520607019,0.673527431820945,-0.192783302816194,-0.0565508819412562,-0.646431756842302,-0.404927814581927,-0.400454442063609,-0.444633992304996,0.0706691439204999,-0.03404548959314,-0.0164502127296102,0.0335757362376254,-0.14728673248017,-0.0619520051632469,-0.491138507662937,0.0218120796097483,0.0443444516330448,-0.250635948798876,0.374164437783993,-0.533379714779527,-0.0280273743443507,0.0306851990484167,-0.117718320295891,-0.466422485184914
critical,-0.101631607637346,0.137800686261726,0.0732275584730339,0.0461160744812344,-0.193948952698496,-0.0439542089019953,0.0033153451172143,0.0111306314396365,-0.0841532161535873,-0.0084227023254989,0.108291547895347,0.024405039877722,-0.0713121662109796,-0.0585445181613881,-0.0022112374328786,-0.0965927204921083,-0.0726767470683828,-0.0433856277931358,-0.170958275177567,-0.0947431409280628,-0.0912580504977979,-0.0497324558514455,-0.0741409424866405,-0.102702588375419,0.0544768259153615,-0.0818667036817267,0.176543286480762,-0.041679386325098,-0.212202249532387,0.0359772395574774,0.0599188555832591
critical,0.15658126739777,-0.222960778704559,-0.317436120844349,-0.376030842969751,0.16786276429001,0.412822720610384,0.235946850609251,-0.228532835996254,0.264961308840706,-0.343053413954449,-0.296143132330727,-0.229912426683065,-0.532092246421113,-0.263054857689765,-0.379088896926811,0.12942259254473,-0.466820735227115,0.537391538882059,0.135693764346457,-0.18215546211728,-0.298937448312024,-0.393886442383176,-0.187595183806769,0.131520767275315,-0.602591104690334,0.468913126472112,-0.393277850907274,-0.623733096906036,-0.169142293916081,-0.22710877962403,-0.164392714977835
critical,0.733205566566306,0.353808073628461,-0.75340982117738,-0.49810363143208,0.356576216199458,0.0506119604992476,0.270004111606897,-0.624482984631335,0.426558305248026,-0.779152973880717,0.027234952635027,-0.290730096764129,-0.727162235974904,-0.568304591307285,-0.702616083397649,-0.461699669709684,-0.149188027785203,-0.0450642937873856,0.0816629011774309,-0.186160039397004,-0.42859019836088,-0.759549552583271,-0.260608181770627,0.232594947427998,-0.296189865064815,0.337981569654298,-0.766684102944061,-0.446339071879883,-0.0182512860163145,-0.261877859349424,-0.319773786438362
critical,0.429211105171469,0.481302861352092,-0.387463755720834,-0.381994414230854,0.138952344560442,0.353604492625322,0.232271797673371,-0.560468023331839,0.319231709075932,-0.541057184618766,-0.265129962122384,-0.186379269851544,-0.543459792449094,-0.220790922238678,-0.696936519791826,0.0878562937055142,-0.237960266367145,0.611278519853413,0.451105882440836,-0.119296494240063,-0.168464401739055,-0.665787256543821,0.116795666966653,0.18041265949479,-0.546589301179255,0.6356141877898,-0.459440890600058,-0.160659286979013,0.0739025960895127,-0.0759721441676556,-0.190221808145714
