group,CD8,CD33,CD45RA,CD7,CD194,CD45RO,CD31,CD5,CD195,CD62L,KLRG1,CD27,CD95,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD47,CD52,CD49f,CD11a,CD226,CD29,CD26,CD49d,CD73,CD305,CD158b,CD138,CD99,CD94,CD85j,CD82
critical,0.116719497486513,0.012575748682933,0.1241521417854,0.611348482964429,-0.0590362808913267,-0.110161589596287,0.35885293356599,0.356536459033373,-0.0587844565065351,0.304110982979523,-0.226820375077705,0.456743893318531,-0.383134934951124,-0.597263682527354,-0.390597580994687,0.0985493125157749,-0.172724261894106,0.302153150404163,-0.361732615602298,0.314077691613071,0.162767570509323,0.195746538608576,0.109031733951377,-0.252303961848809,-0.367074872167015,-0.130300185215959,0.332620167373641,-0.315468240291775,0.328475625613858,-0.0066798090951143,-0.288178382042069,-0.197075980595457,-0.21143308145805,-0.337054853703912,-0.382505147039917,-0.081806803922877
critical,0.24195536230062,-0.0953248965808318,0.236869272024359,0.581943504956176,0.0778696084718065,-0.150415765718039,0.512137319927895,0.502372592474997,-0.106913901472024,0.43989075327139,-0.303888372652997,0.614815354831197,-0.326447493704298,-0.716238917029211,-0.49340463578948,0.212427491550443,-0.098832653416991,0.350152635147585,-0.111384016703161,0.0794447646960434,0.263804689778908,0.355918597432807,0.147065686965262,-0.297146403916987,-0.423514518068151,-0.167446068293852,0.430728807286355,-0.175249198343407,0.353761850701705,-0.106106294198229,-0.335028882037098,-0.282763117051164,-0.0192550052827481,-0.359700625376644,-0.354866810049827,-0.0251376395110677
critical,0.25741158231518,-0.0977190745235137,0.636977222845963,0.514281215694414,-0.0103569908288356,-0.378116870796593,0.231761784284779,0.266095562276149,-0.233627832681176,0.356126444188052,-0.148040740759147,0.520698170085512,-0.300886159329264,-0.265008276856296,-0.27491217747788,-0.212259120548811,-0.207650376065887,0.145940678975495,-0.332661148186317,0.49699506961952,0.100680320907555,0.121936016499449,0.0176488374627627,-0.237321060571133,-0.0730530284830672,-0.278267752248416,-0.123029051563406,-0.393615320109733,0.508772032538942,0.361075025978214,0.0530227746778504,0.194291648291586,-0.513159830694332,-0.117121362540433,-0.000432691662143,-0.0265828459888881
critical,0.269820115813485,0.0081527215263362,0.50209321982563,0.287695701376846,-0.310995871053535,-0.381352917980095,0.207298379502546,0.0702791021431645,-0.213019679267818,0.142257305140681,-0.32776013874226,0.479708714334087,-0.270423694739111,-0.340759248609571,-0.215750960677638,-0.22636258280969,-0.191199502979817,-0.0663307220177062,-0.141333773388238,0.0143357798003853,-0.16867356024856,-0.112536917793018,-0.318470771364305,-0.259734639619783,-0.128353428986606,-0.273216931462071,-0.249847677685957,-0.136611412274979,0.319555527022947,0.354908828622211,-0.0383355245782571,-0.0259376230978385,-0.333824214325443,-0.218411095031815,0.0023244606462892,-0.255188821358146
critical,-0.239333462686352,-0.0636719620434609,-0.180641646374825,-0.204366488290508,0.0903371741873213,0.201480291841303,-0.0522532118596615,-0.063536160448934,0.0949850565673116,0.0293812801357907,0.0340291918073986,-0.076924169820883,0.206798857979765,0.0773548736057834,-0.0800097382099852,-0.0097140709575934,-0.114705088542107,0.159006357499652,-0.0283303192806334,0.168501272004283,0.182601971263484,0.176996873481636,0.224302490992352,-0.141759331453144,0.107817161551264,-0.0598937678916539,0.201096279566339,-0.189442957926788,-0.0455810734825325,-0.153663081058187,0.0076359669543097,0.140377515377504,0.0176068580774601,-0.16472151452733,0.202870645335363,0.183086162027854
critical,0.210178179023126,0.238909885750855,0.704713686890154,0.42058154193936,-0.143033682285518,-0.30299387199967,0.449827296745572,0.194017586091149,0.0272874882396265,0.196988098850864,-0.319029299608766,0.580171553695533,-0.142302441348906,-0.532214074642741,-0.226990890247282,-0.331369561320439,-0.307258987160226,0.0428013423480848,0.0880975379720459,-0.0279318082796149,-0.195882471605657,-0.011450542039708,-0.214390311429381,-0.310301224266503,0.0589178912463146,-0.294862606617008,0.0601024013279804,-0.10908891085869,0.387491231050623,0.368226279317578,0.084809796825327,0.230273254097028,-0.498156841580943,0.0304582236049383,0.0649437074173393,-0.12639057647759
critical,0.0974318998267888,0.154174629075454,0.123328002209667,0.0061812894164773,0.135842344175567,0.0133464215613494,0.322806174766509,0.0934390847446393,0.141031698433248,-0.0665249199121819,0.0884036528521774,0.0616952814052008,0.0590084355006591,0.0333863369110475,0.059319512337949,0.162052048093387,-0.0193770521272037,0.207119296128293,0.0244064697315151,0.0907995191918514,0.150778627310791,0.179253697078531,0.151864714462286,0.0690819391505552,0.19995085884689,0.113589322756087,0.205043831244469,0.0029576364727154,0.148252225168141,-0.0432620401181135,0.174565568917509,0.250284068474614,-0.0716039358712808,-0.0063619330105936,0.271602458607897,0.113599447075678
critical,0.117267274265526,0.144903732716907,-0.0373652037422374,0.195024794611553,-0.0701752149317617,0.25319718887361,-0.269319542378598,-0.532921182510737,0.124398234090102,2.29208131541919e-05,0.35753628976586,-0.467991276290467,0.15366649719986,0.546917750309207,0.453893898031558,0.171232958374309,0.487829608125933,-0.391181564064464,0.309272749151055,-0.503589578981396,0.0716249899973692,-0.0373300988834978,0.0647414497618245,0.427319470449791,0.153611876583961,0.25858444715617,-0.413170259280601,0.38724908887186,-0.292938780643699,0.0499066449943421,0.188816334701722,0.0736575767825279,0.441839434523408,0.647601252872841,0.154440317724307,0.0707451869525105
critical,0.113255217240935,-0.0876282003003512,0.734512528360542,0.368891562228196,-0.127491770130238,-0.776591661828992,0.440964175344068,0.0060978265661744,-0.383323678298129,0.298958040887739,-0.609994630270915,0.373740504454932,-0.799372603627957,-0.24507754336155,-0.636550391026724,-0.525614226484264,-0.5683721590741,-0.403801920760255,-0.136253154843076,0.0761821910448259,0.0271165875876237,0.0438382489778524,-0.190343411068846,-0.699054455474869,-0.20893962550517,-0.695324457313167,0.259291891881474,-0.273868815475003,0.296845081547844,0.377805970426903,-0.0561328268304305,-0.0650222381985226,-0.782366277777008,-0.324769481658282,0.0056429096862035,-0.274692787886163
critical,-0.108845595146101,-0.0018573885870647,-0.046513157130122,-0.195713513147683,-0.158071574140933,-0.0480499246979419,0.11127904613171,-0.375552312339027,0.118940385428155,0.0165170763772715,0.522789998153852,-0.235435196939517,0.0543615141435244,-0.0817414868587549,0.224085160417266,0.0468121206604863,0.125342605681385,-0.12822572126397,-0.205145431639806,-0.0291219737669527,-0.0850632888387103,-0.357342519862708,0.0241802110865283,0.153321651306724,-0.262565023965122,0.0698235672601871,-0.137018521602873,0.0159676443307693,-0.0563983367338659,-0.0399777714747315,-0.0561409024691047,-0.256899261770415,0.158705423281472,0.24525988776474,-0.0674071987901736,-0.190917524454582
