group,CD8,CD45RA,CD7,CD45RO,CD5,CD69,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD18,CD28,CD127,CD52,CD49f,TIGIT,CD11a,integrin,CD54,CD226,CD29,CD81,CD26,CD49d,CD73,CD305,CD158b,CD99,CD94,CD82,NLRP2,CD224
critical,-0.0285863297612257,-0.0913874523106607,-0.5972093523993,-0.145253171657255,-0.284926633157199,-0.0505513115157778,-0.332312094644461,0.503017935059355,-0.444212235862433,0.209477036960852,0.18467866550212,0.465153387748856,0.525601448973718,0.350397479800269,-0.524180018967452,-0.55610440440596,-0.090194106022535,-0.278064746626627,-0.110011371412529,0.502831768988441,-0.359100731278907,0.106074017668768,0.223679331066643,0.242433461728054,-0.0589794673929674,-0.541047241303016,0.446723800858147,-0.602733329941342,0.101382626750203,-0.0461493504336389,0.413403791563097,0.392010633173452,-0.104508001710379,-0.0902190097188978,-0.0153568799983881
critical,0.0996349488118213,0.0808423428056585,0.550285283751668,-0.0518859804818106,0.448520024423241,-0.0037082727745557,0.355145361145433,-0.543565573277484,0.550366015953078,-0.317029864188206,-0.144746848456146,-0.578676097722259,-0.571520192246284,-0.0815936225725604,0.480906737046361,0.201553751476561,0.291849952864072,0.197620685187826,-0.162126850664289,-0.429173914103584,0.1269929981342,-0.160834413808864,-0.399739577063647,-0.295467408303147,-0.0807513759296093,0.471761135222776,-0.35356090885115,0.442819935826265,-0.131188325608791,-0.217060888934914,-0.123782028820281,-0.410718225428799,0.0103370155100566,-0.16852438269119,-0.0997221958727048
critical,0.173755405492712,0.255599464552865,0.0716467271410706,0.0345408217250122,0.217576658612694,0.137891398299739,0.131405882553596,0.230652461735904,-0.0024554521981365,0.174698722878532,-0.11300326437637,0.126787940952052,0.125493852602045,0.158203597767387,0.0528809975655683,0.200399673350608,0.123743905383725,0.0629224107205472,0.255628482589006,0.140045127734671,-0.110309890110256,0.0541370227744389,0.158968119215824,0.0191350532860048,0.364160889098076,0.0125231003043129,0.0146338377364646,0.108679526455394,0.0578690422174763,0.255452538227803,0.0159209940095437,0.0184883343011538,0.184360073367351,0.345247896085238,0.0608799854802661
critical,-0.0796902377309229,-0.698951952922335,-0.405753653295902,0.420917901615168,-0.151133225971514,0.172528744018528,-0.21683850773582,0.462411323429578,-0.65944686445018,0.257818427211304,0.153734072673701,0.467824153539954,0.349235985351188,0.420759148078231,0.0283067694264174,0.0689889295874847,0.126414532649628,0.237649229451692,0.0067685779900711,0.453590683746669,-0.110275818105942,0.344861062806168,0.0135098339178282,0.274100867584379,0.29084919318485,0.218230646524178,0.282905878257565,-0.353404801253779,-0.387642673126274,-0.0440945476819149,0.654541619010678,0.218091507677355,0.149089917565555,0.101724370312729,0.536697941245922
critical,0.0094600542540782,-0.25036104180142,0.0012908034885776,0.244913742081427,0.109060766527688,0.0533018238818513,-0.022855078512699,-0.125831015162399,0.106137037208392,0.17073892690204,-0.0036904851732777,-0.186146624273416,-0.120164869620383,-0.0352529807689794,0.23770860711203,0.303278568840839,0.246416597491608,0.221197319458214,0.0234013436399981,-0.049711863319855,0.0850641875577857,-0.0732431955354415,0.0490564455549109,0.0680607527683521,0.182146869057539,0.0394673437174861,-0.0681220015519135,-0.0680796235043599,-0.120390230693628,-0.0037078218579433,0.204793949768627,-0.0407576209561945,0.160461440763292,0.0549108072975003,0.14341018228901
critical,-0.0935474688931063,-0.765902971288472,-0.241965338458762,0.356430636726614,-0.001310331158852,0.111506793198166,-0.181334599859061,0.134680191029203,-0.484044162559717,0.0706202114130999,-0.132090329847893,0.26402276259337,-0.0811848552817854,0.214157144599876,0.274163342568802,0.323230893312999,0.162932718066871,0.26751854060012,-0.153143734215839,0.103044553645989,-0.120714383675947,0.212782805244351,-0.200791102450519,0.0781322642372713,-0.0420877597067263,0.321164596536256,-0.0618969816473296,-0.0950309161760298,-0.402346607982972,-0.28320060021951,0.422512799620782,-0.185721838912991,0.212341223369549,-0.0691644931529959,0.481209018692822
critical,-0.0890755061673888,0.125900121867272,0.0413811626607765,-0.131941613386304,-0.0539670435997551,-0.171024900040661,-0.113759349799948,-0.154594073831095,0.0342634468081051,-0.0527520143717237,-0.0200188471684854,-0.0402950269366826,-0.0696543625232434,-0.101713215513772,0.225685397201992,0.0641849991737289,0.0355144285393863,0.104016785966284,0.0641398325281756,-0.122499623324291,0.0595240152854587,0.0707434898247112,0.0515329951106257,0.010587026645552,-0.202612027903576,0.134556126064778,-0.105819384893995,-0.008653952675313,-0.137181808555294,0.153754580573588,-0.142126815023612,-0.0830312114782186,-0.0260703669497418,0.0392697206562541,-0.101897114655409
critical,-0.223545034347636,0.282391190537228,0.170457628944857,-0.236719203826531,-0.0264697467982475,0.149702701588569,0.0251212112169943,0.229861115832689,0.181544065556602,-0.25137100376398,-0.317133988793862,-0.0063190429958699,-0.007625197661412,-0.181854320058992,0.19022207317645,0.227188613796388,0.0257875407011157,-0.245270932772954,0.0910841086880892,-0.213224349664056,0.103023491310838,0.0400174148798827,-0.226043952558181,-0.459858878209303,0.0479200824074572,0.0706826369074925,-0.286840146815225,0.287684787789109,0.272997138871714,-0.212877113990122,-0.0965736726510381,-0.2886855754795,-0.040654992437238,0.0206100680825861,0.0112955551894178
critical,-0.164307184397233,-0.208852494718887,0.0775971378830287,0.271122955891594,-0.035541617699988,0.252376546590761,-0.115205242710824,0.229544409445201,-0.180802752797516,0.204026522578832,0.260010065609481,0.0804147076156101,0.33026665718841,0.0785348821124084,0.015433586692845,-0.0254521736671501,0.202283451048898,-0.268520169186408,0.125544947452082,0.0710577331114565,0.435510875492143,0.380259035722803,0.130696179423584,0.0572939643546442,0.155452242895637,0.0130867374771942,0.143342990334577,0.0864563478847507,0.200322593456627,0.00130947496494,0.151158740750903,0.235869529154734,0.143753858211451,0.108480552783877,0.222348849046822
critical,-0.15716004682748,-0.307405021507982,-0.459991892849256,0.258596317058515,-0.323523223844555,0.110020679728417,-0.301142283404169,0.490938946323341,-0.336977782788337,0.500011512514752,0.204795456018214,0.0655391681699952,0.628080421448981,0.529450593220196,-0.210424901119025,-0.651605807973082,-0.503850651177358,-0.061407345968453,0.348631802546594,0.594728694748853,-0.237195023554889,0.394975033368899,-0.288592682872504,0.202100693167834,0.28049246716881,-0.438077290073535,0.498462768554638,-0.549132353420867,-0.165067810616957,-0.134866163752611,0.358428597243662,0.125778702198131,-0.155438849020778,-0.307981803137532,0.102277785787176
critical,-0.249332829539476,-0.235614767762751,-0.671703653160666,0.0484864832054647,-0.56594495733729,0.0467841016893141,-0.514667325062398,0.612776065876774,-0.649495039064675,0.427547322543159,0.123675052334125,0.143587011366744,0.475207728565636,0.405507536339781,-0.458299734745375,-0.482161648861014,-0.533424911894706,-0.117359902714731,-0.0024043525793719,0.399328585780862,-0.360816649310987,0.257076036278317,0.335023650791178,0.260971250214831,-0.0507349322181652,-0.448156615264359,0.0765636284762924,-0.569090711986135,-0.407220409780342,-0.0516742462173222,0.401471693896104,0.575396488673228,-0.0120638461899257,-0.0834480654094262,0.102402789324528
critical,-0.0213993164222936,-0.0411130610610653,0.102778851727259,0.038619078855858,-0.159786062736644,-0.276168800581454,-0.137018802214901,-0.0989552893620378,0.0229079871287579,0.0886213679061337,-0.16735526353094,0.0730463875865043,0.0667335908206467,-0.0690242747466309,-0.131704593125772,-0.156863381715031,-0.0513335093343077,-0.399531846562678,0.0796186671284124,0.119360693310813,0.0347172068345542,0.169440566808995,-0.2476381997528,-0.0131166035895557,0.0030160966301132,-0.0950801477811375,0.161344277109618,-0.0999334928291737,-0.355410728054823,-0.0138970538070253,-0.284281000051684,-0.0237677093507468,-0.181255435747954,-0.355413844064758,0.147888000443177
