group,CD8,CD45RA,CD7,CD25,CD45RO,CD279,CD5,CD195,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD39,CD244,CD18,CD28,CD38,CD127,CD47,CD52,CD269,CD49f,TIGIT,CD11a,CD169,CD29,CD26,CD49d,CD73,TCR-Va24-Jz18,CD99,CD94
critical,0.0287376491418113,0.0968672222018974,0.686392215347753,0.0226076397470485,0.073161641006564,-0.0563627090958599,0.491268538055845,0.0157941257338027,0.372145888450955,-0.537213986338884,0.517576756267423,-0.278985321628728,-0.161623275962323,-0.64266732370668,0.0025227071265449,-0.556752392004485,-0.364658846030502,0.514722712169047,-0.153234524798052,0.492330705180742,0.232179187115171,0.335387662883082,-0.0573245193257046,0.288136455748851,-0.0057099542713269,-0.495639423681768,-0.0335787643909478,-0.249324543371289,0.524513527143383,-0.476683290783517,0.528484294517965,-0.0441575553333944,-0.451096537088462,-0.428220929833492
critical,0.107068652146616,0.141467518357401,0.639783479958801,-0.0606819536311862,0.0094121004528077,-0.109295692694135,0.535148628336537,-0.0154927495358629,0.36589933470146,-0.488302387388502,0.602736213731434,-0.279920529683527,-0.13057429164259,-0.709378860988809,-0.0513158965838571,-0.533008281604508,-0.264871233413833,0.533324760661112,-0.0748698979624679,0.278044666416505,0.287995549961087,0.400305047683772,-0.138784059403921,0.297365063439033,-0.0883477361134419,-0.446272755833627,-0.117516799476658,-0.323034378320182,0.575929711210075,-0.421062942705157,0.529715581258846,-0.1250604314295,-0.252386782673106,-0.411799084597869
critical,0.140400272129876,0.470055524950419,0.482243580430761,0.0913079210133651,-0.261240472902878,-0.145697686982302,0.440584163845645,-0.306155705559955,0.38199859960123,-0.539691466975113,0.632269281306078,-0.364245975195297,-0.339842986497491,-0.530807241244747,-0.211544779948979,-0.597958751819807,-0.434954955474539,0.368100864919012,-0.407277859518624,0.678712158718871,0.0955297577331277,0.192166879273609,0.0585553223731965,0.0899165966608979,-0.0089078647247874,-0.556425943578313,0.100812007183691,-0.391510387715974,0.0682839658296301,-0.548181921305896,0.634458560214781,0.0090230453686383,-0.613412478933753,-0.342986465453701
critical,0.0881588697886152,0.56768001243598,0.415635707366026,0.0675840656322489,-0.404242489249779,-0.31366706816654,0.251001496339828,-0.366087787891356,0.114401584636625,-0.598519200935465,0.494586436127721,-0.379983377510241,-0.250123945923464,-0.35001992074342,-0.0459836227730461,-0.496994496441308,-0.457093503690237,0.0325282245046275,-0.222505957106712,0.119813236764874,-0.0939749600077186,-0.0512348886626942,-0.026299068128408,-0.242207457056366,-0.090558923592416,-0.586412771791465,0.0099880675345548,-0.364983174584809,-0.0610739920812964,-0.412495061171279,0.501237466478462,-0.0825148452984035,-0.644337951854165,-0.300442109292805
critical,0.292640619568427,0.431152249995317,0.504486607050062,0.0419338399441347,-0.233538259072072,-0.0602488138367176,0.337639467617005,-0.230850252333034,0.216499396771867,-0.434122181139585,0.344617010252088,-0.149167643466551,-0.0830522367357858,-0.240403233137052,-0.0699479106975029,-0.333387080990522,-0.32704022318418,0.193046235019578,-0.124712244248454,0.250153653547645,0.156487929257113,0.175548215016691,0.130486699554291,0.0361238066532382,0.0563420538124737,-0.338409717535189,0.145653149825273,-0.229863693128678,0.0429722699739212,-0.184254441905804,0.578975145328388,0.0850874596052537,-0.427661636564603,-0.156937297328784
critical,0.226186373661984,0.608074176731598,0.423210486779193,0.117951191654055,-0.31926804192201,-0.132729477828835,0.357956389739471,-0.129467079707568,0.263018251495796,-0.587808757572627,0.585566110816848,-0.238233462671095,-0.14151651706076,-0.531415163495254,-0.132003533962429,-0.501062562928905,-0.38247989021482,0.216467840462804,-0.128522008296302,0.111622141809442,-0.0876916194086038,0.0886405459773712,0.0962913544879804,0.005739189363866,0.0101268298847981,-0.500640274823976,0.187687071443267,-0.334170014928118,0.154250682491105,-0.352788880451479,0.433304799252048,0.0246847399002458,-0.4395920821227,-0.173300168452979
critical,0.197945076650633,-0.302627869993471,-0.0404790765705213,0.0807071414914559,0.228214421782432,0.0183504593816096,0.285114932316167,0.0487297531819539,0.214440601696592,0.299360264893341,-0.144031554867379,-0.0438828999538588,-0.0184665618150024,-0.124131056776103,-0.145617659216945,-0.195665920317808,0.0548947290829359,-0.112403229115365,-0.473298357285945,0.153219099640974,-0.119275172318907,0.122135544818091,-0.0748960066695756,0.195620176824819,-0.108898251943719,0.0414593735186101,-0.071297289226789,0.105550529030489,-0.0984521221613158,0.202203451235476,0.163442792316017,-0.161394830606873,-0.10038309925675,0.0139239377641201
critical,0.0209716562333505,-0.242896719669973,-0.261851151966111,0.0974742833804934,-0.129463334535393,-0.236210407693961,0.67497854335531,-0.152190060766084,0.337188082311317,-0.398369444047985,0.492877145076611,-0.274108424672855,-0.155171752040052,-0.591929484113121,0.110334583998226,-0.747567051207561,-0.493568509920272,0.508650749284995,-0.251636597085395,0.649827773205638,-0.147924163603012,0.304870108182284,-0.28223692614608,0.106169565297424,-0.460072134399863,-0.553695858241007,0.0037181665433628,-0.265340319142655,0.556674643161449,-0.41964202614498,0.506356429261156,-0.350141651033505,-0.382929036294123,-0.477294401036764
critical,0.0473929524454372,0.629607061676545,0.384410989804802,-0.315027737105506,-0.730489429856426,-0.606932996282786,-0.138159327627894,-0.44878626080201,0.134478792021264,-0.669780911818429,0.242088862147519,-0.799808371510441,-0.0464492557885412,-0.346750310195155,-0.331679638116708,-0.540269855104885,-0.510651644381239,-0.513580935711056,-0.202675475356699,-0.188450683110885,-0.121545090344525,-0.139881490277243,-0.22043960446417,-0.501133064856166,-0.487881615237395,-0.711537570751206,-0.0946070144730892,-0.697602199015339,0.152067889484996,-0.332810337048101,0.146853776396981,-0.186494694305392,-0.760062740236817,-0.354548776092969
critical,0.278452465195253,0.369514617528781,0.592404131540076,0.0425185745859763,-0.320902740558309,-0.445595474607451,0.462705802544286,-0.28621576798592,0.37034824141503,-0.593391080417021,0.587063042065043,-0.582234371212058,-0.36858034313123,-0.244224966890919,-0.0766675679456448,-0.734486011447516,-0.62033386740274,0.359772706771165,-0.292117922315738,0.768310834792883,0.392233351968843,0.585822072316013,-0.0584260646214275,-0.123393386137508,-0.416478147033576,-0.721487320593035,0.0973351844885871,-0.390788763134547,0.372831315859661,-0.522315588154185,0.687625621829615,0.0297827925185619,-0.48003524698544,-0.310710493007443
