group,CD45RA,CD7,CD45RO,CD279,CD5,CD195,CD69,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD357,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD11a,CD54,CD226,CD81,CD26,CD73,TCR-Va7-2,CD158b,CD99,CD94,CD82,CD360,CD224
critical,0.103420637354099,0.565334699646822,0.0860770055765363,0.0336292148869489,0.255299184084263,0.107036947714426,0.0494658415045154,-0.213627443387652,0.299694468020079,-0.21505531531793,-0.245242683547581,-0.398978886417138,-0.318903458186771,0.0822558774704683,-0.190770986105247,0.417762665602051,-0.251558159926245,0.449003195603464,0.0523847457376771,0.195835030998854,0.0785656554207959,-0.314567854533495,0.0188743424248665,-0.197874796409117,0.134360637136773,0.407779457079248,0.473170826359466,0.102441023903361,-0.0076179802530488,-0.268461465000293,-0.206084410762521,0.0577259423293193,0.137248215627373,-0.0178965326808771
critical,0.0881400296068546,0.611346834822127,0.149847312664808,0.0718229036924635,0.340053099434226,0.0931491607708701,0.133408997215268,-0.428558038958543,0.498873487228811,-0.157400562141146,-0.0293738614206083,-0.60575272391624,-0.502732960152269,0.0667071120300129,-0.209050104779538,0.594702477859334,0.0139145911917268,0.406046757443947,0.251773789617381,0.41228021207251,0.0720586817611061,-0.426509108480405,-0.047954046705209,-0.26839607671736,0.0930998711821032,0.66378706244341,0.580128722440876,0.169568857651398,0.0260618124833122,-0.152230335710522,-0.312716928504867,0.185175797535179,0.051102597424763,0.0726047815868077
critical,0.610294140507121,0.567113835424677,-0.364610370648699,-0.0866798580722583,0.370300663517266,-0.253821477237051,-0.0008711063559229,-0.330033515627838,0.614424726567366,-0.37163674346845,-0.460502864367125,-0.411338432777668,-0.414207273985894,0.151130823583185,-0.359318959493974,0.224417541769397,-0.446505496207342,0.578239383507092,0.179798764826182,0.0918490024190838,0.0989577847037968,-0.366745857992506,-0.326764972931681,-0.124729401318798,-0.040057768180469,-0.02440124615688,0.615423532374077,0.0184412702652482,0.0786598712862829,-0.570168167629367,-0.159131482158304,-0.0136598279684957,0.271863926312035,-0.362640275161984
critical,0.301696372707712,0.157095447364918,-0.118603237592051,-0.132803115394771,0.0693194550159694,-0.0496641997914554,-0.0018644737085387,-0.131283726322745,0.540415138995891,-0.0233491616788335,-0.181327665471665,-0.402741784026373,-0.176769594412352,0.153881578816574,-0.160437723250757,0.114527433517053,-0.120309509809082,0.101068424873232,-0.0529629878382776,0.010044997061754,0.0304481494189431,-0.187697914911615,-0.154387881739832,0.0053197603645736,0.0206779084985881,-0.114007024116533,0.114597242914947,0.190197209053267,0.0136927295831306,-0.195509459640824,-0.200037487819383,-0.0419262497154231,0.0510373837788811,-0.193086022144379
critical,-0.0684933513985039,0.115539633340116,-0.0889838724488001,-0.20715469858193,0.215318543388535,-0.374102401935916,-0.0270230494690257,-0.482383159316817,0.0416733321499537,-0.183685120029841,-0.271104299453377,-0.0950798385422542,-0.490295503762075,-0.121947857536817,-0.292676556663135,0.221068117287446,-0.350123905012215,0.334796824121919,0.150930094671362,0.22208665966881,-0.113133385200318,-0.404012027333587,-0.0561715670539609,-0.130433929264476,-0.12649137166252,0.357701046517943,0.320593891175078,0.0186607778674492,-0.12382659648143,-0.139863556954842,-0.303255391214127,0.1324636043513,-0.0550047230594281,-0.155599318780648
critical,0.193039984160788,0.396039970079247,-0.0312675879523417,-0.13924341667045,0.338057865349156,-0.0767733100641501,-0.0344336278039199,-0.425765357584149,0.307338480419976,-0.186080321754686,-0.260327519713319,-0.315917151475362,-0.454945434705608,0.0376887449760454,-0.267348821176257,0.348070881872004,-0.251575351993785,0.355864797591515,0.16405576763103,0.162030061179621,-0.0576381194604338,-0.45464219071099,-0.21789703960186,-0.134015570781305,0.036177495124364,0.483672890089207,0.489304554552138,0.0996639952581853,-0.123971373853502,-0.119565417342071,-0.23282118504735,0.123199101153416,0.0503913704002741,-0.0706084713622251
critical,-0.0295597951457862,0.344682799438442,0.0301053938425721,0.14911347138263,-0.12845703633465,-0.0739945321937595,-0.0088931438827771,-0.101742971629866,-0.0907486719690579,-0.0962431951054601,0.0816914259569374,0.012276040223091,-0.169209058611965,-0.113625793104108,-0.03081722219144,0.13282519794933,-0.0018945052944746,0.060262586669876,-0.113702641987467,-0.0009985410414152,0.0002506790936734,-0.0993420954207188,0.0359528822527354,-0.0114148259404395,-0.0727074814357399,-0.039257022837395,0.0259885471629486,-0.121676039102574,-0.03071805782794,0.145037466025624,-0.110776308218863,-0.0793023290694039,-0.1048598975447,-0.0382222356096301
critical,0.251665636969775,0.0827079299357339,-0.321607182427893,-0.591190303740637,0.130333735965073,-0.364985565347862,-0.103652674411807,-0.179867410954462,0.273225117261152,-0.517442334037021,-0.62777572362153,-0.220983344188901,-0.411462993327064,-0.155040788873207,-0.339490474545877,0.0957878609952572,-0.348705597819685,0.377646319975666,0.0813475529044076,-0.208583347870781,-0.327788220071224,-0.45864431580076,-0.280832001389446,-0.378419239795759,-0.186748391995744,0.0878185186178999,0.441725434189626,-0.163557492154697,-0.120533265167341,-0.373541837198124,-0.323021819044029,-0.231944294508053,-0.0454970550374053,-0.476085884951141
critical,0.501089151910021,0.0891059268724218,-0.534140982532812,-0.399128207469298,-0.246265081465358,-0.139151746231513,0.129589339403549,-0.480821350431031,-0.0531670093933786,-0.486578417581213,0.159267182561468,-0.126328630598737,-0.280207755359483,0.0472263312202678,-0.57982880668738,-0.400662886178659,0.137564121695319,0.0062758784384753,0.0193480939822728,-0.272790694434748,-0.219703658041143,-0.596046930816984,-0.0451213957926759,-0.0672649670100046,-0.123401134388503,0.136800029094936,0.379466672066738,-0.186969099571459,-0.022261074403981,-0.538944075092268,-0.130941309352517,-0.142882094365415,0.30350833706345,-0.126320684951218
critical,0.116559052367214,-0.173810390533932,-0.0603533883779542,0.0250129092670318,-0.295486823826809,0.270115100000084,0.23790639025634,0.579843038548169,-0.239644454958161,0.211554207454393,0.0770515596987737,0.171801128401471,0.39289887540227,0.0731100492574726,0.334134917763578,-0.0909545502445451,-0.193449381109479,-0.0573293622755217,-0.231011564418836,0.263128307371569,0.395046753748857,0.408346445208451,0.438476746395974,-0.119518115371822,0.409100336942973,-0.0672217279500372,-0.042145835777331,0.0804228046440227,0.0645861199048144,0.39592189868346,0.298353101881438,0.0132872279170562,-0.048895314092484,0.0768876759122051
