group,CD8,CD45RA,CD7,CD45RO,CD31,CD5,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD18,CD28,CD38,CD127,CD47,CD52,CD49f,TIGIT,CD11a,CD29,CD26,CD49d,CD73,CD305,CD99,CD94,CD85j
critical,0.0337706859353332,0.103255647073926,0.660964218226146,0.139661736390081,0.34074252370925,0.364729807085702,0.385578349603686,-0.464978247016276,0.443200733865484,-0.216292501254736,-0.194798345990668,-0.563819303323473,-0.51673847218192,-0.342063712466294,0.557510695463342,-0.156449682760396,0.572142851661302,0.129986953367422,0.198527898194822,0.323964383936937,0.0987785942046145,-0.493817047169808,-0.245828478797687,0.54881011073098,-0.444297027460481,0.60227234069004,-0.0824272713758677,-0.404824034352174,-0.349861850069956,-0.194018803276067
critical,0.141081742169391,0.184282076043422,0.668659259650839,0.0321893227644865,0.442673832766965,0.389512189109827,0.398214547833669,-0.538488941702835,0.542131635302463,-0.227542717153677,-0.0873270479314997,-0.592699837001989,-0.531747305305141,-0.213091770703275,0.558676138769856,0.0045257393754203,0.330328129374193,0.193265570188169,0.273872397173345,0.307169603784956,-0.0190125105191843,-0.442636485879978,-0.369724611050177,0.591589039961745,-0.381917446347176,0.58380888991278,-0.0905441088815236,-0.159475966141862,-0.395913873847676,-0.162958133621141
critical,0.047588573892667,0.515450201903512,0.441680193990678,-0.299353319698227,0.359751751678592,0.449095003414204,0.407665822407636,-0.448478776729523,0.548589769876742,-0.457653742777337,-0.378535110436525,-0.42557643268984,-0.544217658305704,-0.375068698573259,0.326329470298835,-0.499759387779519,0.711149439516466,0.162147862432109,0.120524364401727,0.180900349762316,-0.0250543363579666,-0.548948273024316,-0.405920074156117,0.11900301493122,-0.580654278362234,0.611198633253982,0.223349676436039,-0.622585685028178,-0.353426931046395,-0.104016897918755
critical,0.14721500733361,0.637322927344264,0.309332315325498,-0.348646646965455,0.179971688500305,0.266007622764156,0.229590349512797,-0.437359925322665,0.542846603750396,-0.307951614683411,-0.244461938550764,-0.316288041547855,-0.38489501466447,-0.329703538357318,0.0655559230413061,-0.112657259931233,0.0816302996644149,-0.0323629239101801,-0.0386454075179585,-0.151779792146332,0.0334017128410043,-0.437772875644485,-0.273704911988309,-0.107480227983694,-0.339736855798361,0.403157150017296,0.328110999170203,-0.553567732489273,-0.288613393320738,0.0513050880082291
critical,0.279126552586001,0.218855598368359,0.35089085726181,-0.227668614598759,0.136708878765277,0.331696787379196,0.16710924414696,-0.412605767797799,0.283028877439037,-0.170240766995814,-0.281845431351602,-0.269436272373774,-0.428830421769706,-0.31584990314954,0.328491213565582,-0.275077900589012,0.279194723710706,0.169142838672295,0.198767192603373,0.0526393470014338,-0.110934467182757,-0.329314863087537,-0.193265910568529,0.249518926607033,-0.19507009718386,0.378518605892981,0.167612246303818,-0.242230849640509,-0.141633534660773,-0.051632987177454
critical,0.177717977177312,0.574186368135343,0.314350817351717,-0.285191319056542,0.294017581060765,0.303370803295434,0.259728197665865,-0.449117617865153,0.409568439156861,-0.26544390957572,-0.161044446237186,-0.370973365669026,-0.467797030502841,-0.363065963121962,0.187202474978548,-0.18194715396754,0.113123578381059,-0.0590411172531403,-0.014042784683443,0.0691443459411281,1.20181107248704e-06,-0.475712825563284,-0.261925378067503,0.222462961499158,-0.322186541488899,0.418661490659525,0.196919968086504,-0.351637449655422,-0.157694091981866,-0.0294552410595812
critical,0.027725581650721,-0.2061855747248,0.0620869268851304,0.104453469294451,-0.124479669002401,-0.0415912065137261,0.114150303336954,-0.0900618309674628,-0.054748283333179,-0.049571697760051,0.0771413173133468,-0.0488130353447597,-0.134884466074223,0.0722910817731125,-0.147514762445387,-0.147289457929283,-0.0757575594842094,-0.139162130272623,-0.12550308844999,-0.186404182564711,-0.139965451833113,0.0030652280544569,-0.0476475685082403,-0.228801739506579,0.0140217983000577,-0.102723522889692,0.16411299788294,0.198715663725335,0.044347937723893,-0.229317425105062
critical,-0.0071431842192198,0.103967763598958,-0.0431529598417808,-0.301554001737777,0.257039140505885,0.333802741197968,0.198402558662685,-0.1518132247539,0.26727517519843,-0.494017981982862,-0.532043653653591,-0.252853300168071,-0.528978051580417,-0.364052974225645,0.180769474678235,-0.488738062742935,0.559910890729042,0.0057739915161027,0.176184325589416,-0.204140531721579,-0.297449764749707,-0.473172444515108,-0.517145915155924,0.21943129062723,-0.554345329656961,0.567568887497167,0.101967203959974,-0.388240817246006,-0.470949411398755,-0.0507380503274451
critical,0.121357321243555,0.760651764245259,0.308034481057012,-0.69362507423375,0.519854263313797,0.0078400627279385,0.463873342906034,-0.43386511762437,0.3004066983951,-0.707948501882893,-0.0039662552381107,-0.0952256505133931,-0.59093923134636,-0.53478931416189,-0.359768241212872,-0.0981477183378926,0.165177633901539,-0.0294707607865492,-0.0032246823303788,0.0010458429179606,-0.326678415349271,-0.593340800931904,-0.508462032284947,0.335980173497832,-0.16592561472427,0.390883790587809,0.403173191791515,-0.626851377350286,-0.271604682476358,-0.0018515797407855
critical,0.328252908449848,0.49368778298006,0.555598463801619,-0.390995001042142,0.212118070544113,0.319058703297639,0.396600591802004,-0.413774298145068,0.552941044355222,-0.585634020759923,-0.283457343816902,-0.232605852798777,-0.643781116468237,-0.534893968209304,0.308227190338371,-0.303003485964245,0.738465088519296,0.438298333803605,0.506119596964653,-0.0642679366191573,-0.290290787493749,-0.632279003853772,-0.300426910224197,0.363999696659014,-0.494036811126876,0.728955901483914,0.254021312002983,-0.410526006452276,-0.167273659793253,-0.0410001178557057
