group,CD3,CD8,CD45RA,CD7,CD45RO,CD5,CD223,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD52,CD269,CD49f,CD11a,CD226,CD29,CD26,CD49d,CD73,CD158b,CD337,CD99,CD94,CD82
critical,-0.0494807774660784,0.0601626399237114,-0.0935319282385294,-0.646069590444264,-0.10213016069747,-0.435395250374119,0.0045271208406694,0.608858469894408,-0.557387579099064,0.222116025410285,0.127443560419056,0.58443456424565,0.540359291916695,0.0814178584514812,0.348070806123335,-0.518173119331222,0.0997220099910857,-0.464685392941839,-0.349124995955756,0.0166623466175765,-0.324399756178558,0.540245239950484,0.229802498548688,0.301996751145718,-0.519922811681349,0.499241772106832,-0.559106512551053,0.0492136316541622,-0.0465450847646698,0.461461684907435,0.396704711634077,-0.152571181858771
critical,0.0319317132348085,0.0189578830242859,-0.113443661067764,-0.596618649068187,-0.0961134694619885,-0.407931738923449,-0.0554890755761985,0.591787507006993,-0.537813940824996,0.220425795643537,0.100484904755392,0.583975749792102,0.476203399313308,0.0878608478703299,0.362714547046481,-0.583815354096284,-0.015274829372449,-0.412470339997983,-0.301890302138323,-0.0329412494919109,-0.337742449553707,0.53318228983582,0.344289185069389,0.407026927131749,-0.600573470472996,0.562837782050935,-0.641943396505297,-0.0429553658274529,-0.0847817883761934,0.409856378404085,0.415982031528681,-0.157028374247455
critical,-0.221965984963701,-0.165544471632628,-0.591508085397733,-0.498089658072887,0.324666292845232,-0.40267407274883,-0.197792841162313,0.352737334349146,-0.574929218537543,0.378281688776918,0.475647379121821,0.349522322157601,0.427777526872617,0.325859063754457,0.432306442972326,-0.273912974316208,0.46847109639372,-0.623126410080065,-0.112876900748242,-0.119572220395828,-0.0369157426803797,0.468523045131554,0.151934222838035,0.44047417085145,0.0770434236345996,0.546177940836365,-0.661360868011132,-0.0425885702669972,-0.225828170376501,0.595390736398805,0.21213087134015,-0.0305473618967918
critical,-0.32954913026226,-0.0613725857176492,-0.70518904943453,-0.405402522014274,0.440775696114961,-0.163094818228565,-0.0180556541797912,0.528167826695541,-0.596291531331795,0.304174224348258,0.199069184834838,0.453784344919413,0.409737108512109,0.508887005385072,0.428350269839507,0.0309047446836989,0.0702895433952965,0.0159662550325038,0.0661521786174672,-0.0838233510974111,0.32038533983321,0.514861556071382,0.0650722038033441,0.384739614140085,0.179419114510969,0.348718629525991,-0.401631314487808,-0.0453289157223543,-0.134086641608457,0.715100530175623,0.219002170525702,0.155880409569284
critical,-0.630613031961352,-0.48223570077193,-0.620834221437318,-0.591812630349716,0.161477975002437,-0.253626241635418,-0.175507177830269,0.228627791671023,-0.714219733996802,0.0235670349390349,-0.106017692762067,0.62311812619815,0.165239401731793,-0.0550686993173165,0.255613354026589,-0.106811826745312,-0.249659377933429,0.040785445034276,-0.145791867975725,-0.211876748974629,0.229840772886907,0.0902344781344605,-0.13915952849101,0.110500635166465,0.174032839501098,-0.200977374285389,-0.318425143594962,-0.103674294989628,-0.270485542814011,0.421916770152339,-0.13802643709587,0.147531620465964
critical,0.130028800854523,0.116897736588785,-0.324640379447354,0.089838965069057,0.305829156020763,-0.180586945706761,0.0607321727159017,0.400116698250206,-0.117050747348573,0.312468381806896,0.171911729974212,0.158382702752135,0.506675630917563,0.410684058147375,0.260589989569216,-0.105082514373838,0.271432740939764,0.0472312351170035,0.0981980608172139,0.0575746752528756,-0.151984146563671,0.369455016784444,0.210748819084924,0.140227056304381,-0.086270555940127,0.408435992950933,-0.12381726308552,0.0672517850988964,0.0868778082285025,0.316825794840069,0.201718106883227,-0.0289488434765004
critical,0.140815715670787,0.232026808116382,0.0096803618598911,-0.0569913995444445,0.0138534628855498,0.186191731334588,0.10011149966227,0.107488218887595,0.0645737740179243,0.0799498928269743,-0.0619001583507821,-0.0391408693088706,-0.0217879602812196,0.224140306971093,0.0942084995330602,0.149166484752023,-0.13024557325191,0.109682467478941,0.244138043575221,0.139176342268738,0.140355253990844,0.0823128040546954,0.111249842510804,0.244463055849009,0.036252267317416,0.0774624355041664,0.022441116035443,-0.0039355938982602,0.126239309120805,-0.0822024297331389,-0.098348947908653,0.112378751100563
critical,-0.0579888013394499,0.0087458217043012,0.0803397671148964,0.232792228397668,0.229637566302821,-0.498002182625505,0.294049722639346,0.288900864424566,-0.29652905700681,0.590417319370944,0.515067441869198,0.410669109481591,0.710814972389043,0.125344906945837,0.447680251172742,-0.186046410733064,0.479086185249043,-0.601716164066158,-0.157221551432646,0.283703925518561,0.234324200199147,0.555781125927136,0.204128841363958,0.500279214346129,-0.333379153705563,0.61326657058091,-0.46056180158534,0.370912165750917,0.213457893840967,0.502741750609648,0.489182666820614,0.349050839803592
critical,-0.309101463878066,0.0322341772147275,-0.748801977310854,-0.345525233067913,0.788095432377912,0.0520928612367471,0.0836459503509777,0.69290991124922,-0.371819857153365,0.772267841337476,-0.134764539090473,0.300400771244446,0.737627511618582,0.588691418590116,0.69474510412135,0.408772058847781,0.212289232273144,0.0423621794597087,-0.0910754874390771,0.0263341616092482,0.114519799516696,0.78835674168251,0.221834981874963,0.607981823579864,-0.242104643328092,0.394367606620006,-0.2660798690445,0.0398080389341778,-0.104771989944418,0.788726270903703,0.389670826293878,0.227443187430974
critical,-0.168441327413124,-0.261232058424223,-0.425719659534475,-0.625492387360008,0.318357876611669,-0.449548945969354,-0.169638179055417,0.616850238352068,-0.595237829547261,0.608195331395756,0.329114105272672,0.212977637991168,0.694257502550252,0.141679161645012,0.636479471183991,-0.338795339248937,0.241880914291395,-0.7009276144252,-0.583816192706956,0.0014869696626624,0.176297872999385,0.756852022646264,-0.195102226408065,0.44583929341743,-0.33867053376141,0.59854333339222,-0.721905287258992,-0.15483778342284,-0.324955369966183,0.518422811665471,0.222525456654718,-0.0253503724301637
