group,CD8,CD45RA,CD7,CD45RO,CD195,CD69,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD21,CD244,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD11a,CD54,CD226,CD29,CD81,CD26,CD49d,CD73,CD305,CD158b,CD99,CD94,CD82
critical,-0.111913684518226,-0.0230620495013933,0.516210576712178,0.12364717772126,0.0333165062795796,0.071555503875698,0.135948063528388,-0.436111177876352,0.241916694223073,-0.185475360454108,-0.0148105540597694,-0.413151543617441,0.0621315160034381,-0.321202325890023,-0.38676966690638,0.399443065979704,-0.0213213058717695,0.390556238535147,0.309759392566614,0.219226480409858,0.0680597949940471,-0.433589303006108,-0.0941430295152586,-0.241664967133117,-0.237907379471927,0.232357194399308,0.390794220762551,-0.474983493687577,0.381418086082375,-0.116837715260718,0.0148015967442975,-0.447277382965909,-0.259704915065394,0.144480942349862
critical,-0.0553173708706048,-0.111542860106978,-0.626040638513576,-0.0677009325570094,-0.0112150408976696,-0.0552125295093319,-0.382326932084683,0.571493688772001,-0.551949460668866,0.229477353267366,0.0595377543634506,0.618234503898221,-0.229950858583627,0.586670466383111,0.227549918443483,-0.583839068591598,-0.0175196736478785,-0.372768136661366,-0.239168115732681,-0.358650231459052,-0.0029474654887282,0.49824730151731,0.141167620145266,0.34664282809341,0.39039390650171,-0.0228157196404839,-0.620974990772048,0.434025956311314,-0.607881215429663,0.125294935174659,0.0431581033671309,0.219408390000829,0.433101720596386,-0.119077929861969
critical,-0.0812438959627588,-0.37864192047809,-0.421132115052825,0.255098726530464,0.374814191024126,0.004691402620132,-0.338661684139157,0.517486411569105,-0.55153009260105,0.453584041713134,0.454773246169851,0.50877719615054,-0.105812496990243,0.603714747543279,0.466842989277732,-0.362215147081475,0.510697155249424,-0.650284848728416,-0.117851405369975,-0.209710762884361,0.082019575791232,0.533435029974593,0.316883216596136,0.276109943714734,0.331229082740685,0.211457157810101,-0.132750777655187,0.593026842533337,-0.581907625277941,-0.186626290491093,0.15141522810643,0.569565209700689,0.359015310026052,0.0110563702842684
critical,-0.0275492432845431,-0.362209115459954,-0.0405923971209159,0.378226750985614,0.371017908237835,0.19122160031289,-0.0487129941276501,0.463666245001532,-0.231844068687447,0.450787027295628,0.29968395536088,0.0818040786575391,-0.0163228211183224,0.491457131851009,0.344731491744346,-0.0109525066305506,0.323459528635976,-0.0684270986882274,0.245446045748661,0.0327351294672438,0.13813286153481,0.567333074238428,0.258961295730853,0.216402217588186,0.262175004397493,0.36445520994264,-0.06314893755154,0.418909374852689,-0.344486068650278,-0.146739929303069,0.148677854254925,0.399264607139492,0.398209651756334,0.0132998816364679
critical,-0.306965229888548,-0.478150172395607,-0.411469573438036,0.354361244716676,0.314051557199534,0.156470595549367,-0.157925614146408,0.342312050890454,-0.382166111423646,0.234147862763878,0.220938194658623,0.317030912734673,-0.120896129152827,0.318257122664771,0.234051008394487,-0.179672768097081,0.0852393735804138,-0.0868979410620014,-0.0778661702244296,0.0988303292688986,0.069284983316335,0.306141772043992,0.222192595324738,0.0236161789803569,0.247282293245032,-0.0357507558762773,0.0138037457096363,0.106424107722116,-0.429374387019208,-0.317574396097616,0.0580427021977812,0.413700374640551,0.0488706569235789,0.112624789077055
critical,-0.095336019687826,-0.0374209809640649,-0.195420301112382,0.150338613676602,0.210163837350353,0.0144347638611917,-0.0866081390022678,0.503664151037001,-0.0114660650660309,0.305784716894657,0.303279089549061,0.163862257454556,0.0395905936108463,0.578970827074756,0.256608212104182,-0.315222675765231,0.41153186778384,-0.332512602130221,-0.0892915396664913,-0.264327422316268,0.149422280006381,0.502428320489751,0.126414972719002,0.282465239190868,0.239516599335071,0.247100785581504,-0.323865729251517,0.406602021319991,-0.452499365223919,0.0855990783855881,0.275661441406739,0.0867122004704921,0.316718318747087,-0.206093981836164
critical,-0.0305977456045708,0.123211994514682,-0.232564163476952,-0.168507718912309,-0.0500666238846194,-0.111092907769829,-0.113397218924461,-0.0595333235454923,0.103995738052359,0.0595841888449522,-0.0637852880804418,0.0865684721618586,0.058173601344834,0.132096576858823,0.0935554320914356,-0.0431273973601617,0.211459809595745,-0.0898276136214496,-0.0280424139268186,-0.154528476056113,-0.0496559050715893,0.0587424358773148,-0.039288137395806,-0.112806947149967,-0.157848418134409,0.025230691671296,-0.0321098322340827,-0.172440109489931,-0.114633550280158,-0.053327777318631,0.123512375862718,-0.0385847837959038,0.0909947189775321,0.0075505594678925
critical,-0.0919227071800244,-0.269317948296531,-0.0674680370548076,0.0196635760367087,-0.343270334438493,-0.0771549982463824,0.0125606056084972,-0.434003985866821,0.505036748895268,-0.177434314826661,-0.0179626673340273,-0.312723943045607,0.278246278992668,-0.352545174760058,-0.30884473896411,0.31835984650783,-0.0649724960040096,0.241727584337108,-0.159145311129709,-0.259904744728315,-0.125111756839489,-0.333413679485439,-0.323162958858263,0.0375785762484019,-0.243395224764788,-0.455045799289961,0.277969302644662,-0.21490675004182,0.174781299416017,0.113309623276869,-0.0571586863552832,-0.317287329444781,-0.561749190911628,-0.154003128059887
critical,-0.139129678410594,-0.0735383836223366,-0.17481152972525,-0.0728572134764939,-0.0985439410419391,-0.395308529957126,-0.533205794045402,-0.127602253463454,0.531844698233929,-0.107286052667468,-0.0977461568681065,-0.0781495045841844,0.0154656903350878,-0.281777546706034,-0.169663331066896,0.0510965073559726,0.0142458397943691,0.0232730492093461,0.272790694434748,-0.0400906451884933,-0.140889329918447,-0.0998649222106956,-0.274481218119856,-0.107693651845033,-0.0324140165309149,0.0517883033916363,-0.142819928334446,-0.0444677159797044,0.122973696436878,-0.129015421373285,-0.0366652990183216,-0.0091479353192189,-0.171055770679241,-0.0185685699205816
critical,-0.301695740466575,-0.409248715427752,-0.587824806415663,0.3447205628186,0.280052643437243,0.0732769059911896,-0.329900809059856,0.661887612486971,-0.584421551508742,0.590210724986837,0.277656202834014,0.238011009439264,-0.289853870660373,0.725632582249394,0.603423818707764,-0.285638203172697,0.221236561439838,-0.7030002356942,-0.598409788944654,0.107466143480023,0.427292514915736,0.717353100025382,0.470139468880453,-0.275855043836729,0.379000711724405,0.374369563491139,-0.433045703892108,0.504631487822456,-0.733145492212716,-0.179472437061455,-0.133632370267863,0.478016579229912,0.242342170415544,-0.0589731794773356
