group,CD3,CD45RA,CD7,CD5,CD69,CD197,KLRG1,CD27,CD95,HLA-DR,CD57,IgA,CD244,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD11a,CD54,CD26,CD49d,CD73,CD305,CD99,Phospho-Tau,CD94,CD82
critical,0.346482001689925,0.478582866593039,0.0599336958882359,0.163395779362193,-0.250656891822461,-0.0716808004350799,-0.0820686443199445,0.161238300975872,-0.359432676845285,-0.261247163716355,0.0444230753322743,-0.186553431533664,-0.0938644825260343,-0.0225687070105647,-0.217724113454995,-0.227577334623416,-0.151158378023919,0.157209256681374,-0.343794356202286,-0.17754368498314,0.0514217096494782,-0.240421006273575,-0.340818000590941,-0.0648261081380246,0.026144509696928,0.103376617433492,-0.174725505628155,-0.216372111306595,0.0717016013593857,-0.216043926304577
critical,0.0788115555635395,0.192456974926509,0.43842576830848,0.421772159171239,-0.166201724543469,0.115647679877971,-0.599330935535927,0.458043455094927,-0.353381028929963,-0.184484493220094,-0.478819817696294,-0.0843555486354519,-0.502012805435295,-0.395073224978481,0.379271512846438,-0.0527237082485011,0.242244582213321,0.300946422799783,0.115179547475139,-0.0854713302685278,-0.508816838556246,-0.265280966707337,0.291607942092574,-0.57328261269399,0.478696735965857,-0.164901380623587,-0.507444972059129,-0.0870657464921573,-0.432005543790516,0.0085323773368941
critical,0.345792410448383,0.60242708479772,0.528474997782885,0.357267474564226,0.074779109537096,0.608123421275533,-0.263474184625731,0.61621342289132,-0.202804817692142,-0.169995481573879,-0.379992616854099,-0.0652305111993028,-0.313710687314094,-0.293420016705107,0.276528432270613,-0.202444157972811,0.469156276027027,0.173252895643115,0.0781947404472427,0.180136403313727,-0.385536540142672,-0.309883560958873,-0.0742321920396174,-0.444074760987545,0.542043582126023,0.364624216019392,-0.570783775025081,0.21935453693502,-0.187192088301878,0.0192072423963538
critical,0.327649299311573,0.681477694603949,0.373406019247417,0.0541057414289677,-0.174651931294935,0.434206709986149,-0.418252969243038,0.380048044427712,-0.312226849364164,-0.105260574292942,-0.373977370487276,-0.123787556419916,-0.27348401505973,-0.376910315404091,-0.259757935759416,0.0963323355693206,-0.166748846526169,-0.109357159463476,-0.367405724092617,-0.0068425830192364,-0.373233633409844,-0.34966571489737,-0.237562657163247,-0.252789314057646,0.235265271664742,0.268409490230642,-0.748032498282246,0.0198740566548773,-0.0027749321803883,-0.269580901618408
critical,0.11104070455441,0.0622913312166561,-0.0140277523930643,0.0571663184790226,-0.0614475873891954,0.18654750157613,0.288197308255324,0.130834357554316,0.184542442596203,0.234859311587639,0.0377629981178773,-0.0193228731364897,0.177382831745266,0.169093469571916,-0.0403497565684295,0.269052453293796,-0.1681994421151,0.0132632096859482,0.041709018745495,0.207822006385453,0.272734336854737,-0.0385235560722227,-0.170939066558015,0.189366179406455,-0.154911023446708,0.0692455391637551,0.0701103901356515,0.136084709603548,0.144628888505061,0.10144381218631
critical,0.378409127670455,0.663435061372356,0.463309974746857,0.313794618355481,-0.0851503056901709,0.447011954704113,-0.509221886456977,0.6588440728333,-0.0987481291971004,0.0025391990339695,-0.665361220034885,-0.269679587348811,-0.397565377783146,-0.327971986748291,0.139994341277278,0.0247000779337106,-0.022266128588171,0.059097792780177,-0.144926705811682,0.131450767016432,-0.371355203395411,-0.319386633759247,-0.0752325767151506,-0.223840864315874,0.309350308608501,0.297608165102928,-0.459277995823109,0.119537013704246,0.0014448915097611,-0.0729435568480272
critical,-0.0414553915985799,-0.16106449259563,0.0944457473854076,-0.0023164516845603,0.0260838921070591,-0.158641630568995,0.0481795326625332,-0.0437050871952158,0.0080028975763866,0.0210210868045451,0.0779100732612819,-0.108738180236685,-0.0654311390405307,0.0162073400041768,-0.158540101635574,-0.015821599315443,-0.0341551156355503,-0.160396635371555,-0.108418940253974,-0.105390223564996,-0.0398235494229296,-0.0561825244539219,-0.140302637179481,0.060932336807208,-0.0629604155702015,0.0655474477054489,0.157303728181856,-0.111128718261316,-0.0815479435075944,-0.0098099567454688
critical,0.208479723058529,0.0430432494089499,-0.293751799921373,0.527105165480672,-0.178905157847004,0.298631031935616,-0.34587948913232,0.402541913600534,-0.399542051801574,-0.254528472632226,-0.274305993237383,-0.144059347664945,-0.641890513047151,-0.443915531595657,0.159684673659159,-0.335454326581041,0.525076984969809,0.317649369027064,-0.0598177102150285,-0.307761173280434,-0.476334718588578,-0.405671675742829,0.232863981793509,-0.491552514193298,0.585510470083584,0.0551539460520576,-0.371389650088309,0.14165266598704,-0.38276092726037,-0.0921497883822626
critical,0.207841080254354,0.276901638805433,0.461920939892456,0.301145520560927,-0.0460452026952046,0.209181776701328,-0.0326424369325114,0.528439914381151,-0.397594615978057,-0.217262648043176,0.139919848787291,-0.105825589661738,-0.227270902728544,-0.0676904217761738,0.0013951264807091,-0.157228624478957,0.135890201188654,0.137615497288328,-0.128464371756172,-0.0387968761223447,-0.18794508524443,-0.221679584745448,0.197086266406544,-0.197750548709744,0.0747777686341896,0.065902471998786,-0.211535113857748,0.134206892040135,-0.207754371761986,-0.156481610363587
critical,0.293132345666849,0.131899057397547,0.220320806201282,0.242412287958318,-0.270253023030388,0.190408568637578,-0.375918701544527,0.222181633350297,-0.327497381202866,-0.162662937207338,-0.0306949771262704,-0.074763108980214,-0.575321613426588,-0.546769224541473,0.12862040362563,-0.163645867560935,0.472972173585599,0.398564989992448,-0.0819970225830628,-0.232535221797055,-0.554894031285694,-0.412628283711305,0.20412170432874,-0.278447306822394,0.42439830605553,0.0580591952628258,-0.30415470911948,0.000712216356592,-0.241814076777681,0.0039683994224788
