group,CD45RA,CD7,CD45RO,CD5,CD69,CD197,KLRG1,CD27,CD95,CD141,CD57,CD244,CD2,CD18,CD28,CD127,CD71,CD47,CD52,CD49f,TIGIT,CD11a,CD54,CD29,CD81,CD26,CD49d,CD73,CD305,CD99,CLEC12A,CD94,CD224
critical,0.037057526694019,0.70232315196182,0.168142030856842,0.381057456332957,0.0767730741947954,0.22853128357235,-0.541085192395305,0.492897826438206,-0.211280739773948,0.0791497377717091,-0.592309078680981,-0.554821373744509,-0.119595912891199,-0.337570430133269,0.572154257399145,0.575180720276328,-0.0640548436931577,0.16992031485871,0.216216106460299,0.334901145201833,0.0844435198168166,-0.512713279789938,-0.0707882972162556,-0.270902121782891,0.107851514443295,0.585750418607567,-0.524235594970443,0.587326270907736,-0.120718982294092,-0.447926095793644,-0.030329017216855,-0.377211829364818,0.0482852859887887
critical,0.103695967768048,0.60730321313991,0.101455798217635,0.333131223488654,0.0507415793206769,0.220832396742798,-0.554843746286454,0.502292459945046,-0.195832199323409,0.0387671772145965,-0.565649611504736,-0.560868099709007,-0.0929848260722378,-0.293621036974809,0.590188157336493,0.386265508663982,0.0399245303724595,0.140128640290159,0.22355704191538,0.351110715746848,0.0605915564852014,-0.509645321064302,-0.146022764207657,-0.382610750807454,0.0622133116372356,0.633151945134283,-0.442719233037263,0.618835709681898,-0.129062832665588,-0.255041389855613,0.0471748629874171,-0.417674460341588,0.0043305023343276
critical,0.725625954593231,0.608689722293519,-0.3536389164972,0.394555666522324,-0.0311515513646367,0.58451683297671,-0.348110987887376,0.708800604317505,-0.355583747420792,0.217868581170054,-0.449269405682144,-0.384145576908089,-0.275143372992042,-0.275678811773274,0.249547499254598,0.566593225010779,-0.203125755943041,0.134568243520122,0.230285701197066,0.022825811046693,0.0928146721837558,-0.341123694742736,-0.317816378841768,-0.389345919972551,-0.0126467593972048,-0.0214097652828073,-0.486437670857025,0.55970908227682,0.392521487041498,-0.600197533872186,-0.0655031715917673,-0.162095494679589,-0.393892554287416
critical,0.512224684647713,0.0634840925768806,-0.400748945259092,-0.0322033472742913,-0.0656159592179453,0.260879007115207,-0.244668559650737,0.204105831198328,-0.260697719149538,0.0046616296541252,-0.196749433905579,-0.204180744030403,-0.401278925728598,-0.405285336817698,-0.159124543550073,-0.246860512607394,-0.0676057808073168,-0.225778265854883,-0.190675493863264,-0.257833363603848,-0.165039483106428,-0.391366133052504,-0.3171212655598,-0.168877693541963,-0.321806706815184,-0.295846655689354,-0.304579259670652,0.0650617807315214,0.142301280073921,-0.426830121571312,-0.079065074075147,-0.111169530445986,-0.418858332683527
critical,0.599483688551514,0.601135128835503,-0.20788747709007,0.31461964929799,-0.0566886906037714,0.374379575906422,-0.420029275656002,0.680737132929164,-0.124355079100342,0.163142993855119,-0.529817630769306,-0.301586065815764,-0.166677196214778,-0.357459418083513,0.215119914694272,0.0763616643284899,-0.0876168879851927,0.0163448440647269,0.145123535562943,-0.0932850467371175,0.0883696825384688,-0.288859858341735,-0.346626248912816,-0.226364121018044,0.173054323317863,-0.0472359090680635,-0.0766278165476693,0.401702351416425,0.476618480790949,-0.526244384114552,0.0621018980115448,-0.0826959646604466,-0.474413053469458
critical,0.741057896791455,0.547218604733589,-0.373468859559835,0.169694765995517,-0.0814682568182983,0.498900331780593,-0.397022199433736,0.639530018453622,-0.14692842804432,0.220388385170592,-0.579152091209204,-0.263255539226874,-0.353496647597911,-0.394315210729319,-0.0154417962583593,-0.0287958512604471,-0.0258394643171231,-0.208334213403836,0.0270961919849537,-0.226214470102042,0.123723676502373,-0.351699861414213,-0.32318540110702,-0.311997300935082,0.0338964767867459,-0.0678665495713811,-0.146644053607066,0.35132150518518,0.370187480190396,-0.535911696583803,-0.0564852627698423,0.0736361870891274,-0.464089482349299
critical,-0.142111643064586,0.0828297225581812,0.0781612331655081,0.0188079620985003,-0.123399491955005,-0.162806776707722,0.0002231594433227,0.0079831631039135,-0.005845485494241,-0.13943910594407,-0.0094490190425477,-0.114865174640418,-0.0125165365529851,0.0310611032224212,-0.0887780325271809,-0.0255915394405938,-0.0757001555769816,-0.0494490318457312,-0.141718446702093,-0.0646863903801781,-0.143338157869233,-0.015027977852312,-0.0232839403603583,-0.011282269651142,0.11338052242858,-0.163413848741532,0.047410129275655,-0.0936217858045541,0.0853461826853253,0.143408122166919,-0.218569826291809,-0.111039540221626,0.0041140217602469
critical,0.19570941273814,-0.0963207064338846,-0.304395823915576,0.336367284140359,-0.0919166794319648,0.231632095590972,-0.252716689569963,0.415220956805618,-0.356242491943888,-0.293485439497456,-0.231469292348714,-0.323372496620001,-0.293944568955738,-0.462739129481086,0.0165879337723523,0.39638187034123,-0.225059804354198,0.0513014563672775,0.0132831026702017,-0.323592743238267,-0.0283678305800892,-0.353808055756369,-0.311870122260792,-0.464638542743959,-0.140778145397111,0.161330301096372,-0.451920419792664,0.455055433528127,0.0361582579435592,-0.394628691752796,-0.219221636310378,-0.562413467805138,-0.223940682396287
critical,0.517556870517393,0.273595301884207,-0.455880482889401,-0.0219521756382279,0.209209169064007,0.280507618027583,-0.216714360704347,0.101968911283196,-0.469583470164352,0.0047184463973526,0.051489807368175,-0.334801609967337,-0.217633737403894,-0.27093659775528,-0.146139498854283,0.242492969664423,-0.586278477674487,-0.0258087135882206,-0.0420951774479179,0.118877478341532,-0.143504849657032,-0.288159185504813,-0.189998604720804,-0.34166125532586,-0.0888173769802599,0.323067925853667,-0.104193961952445,0.145459319173033,0.17199150430371,-0.44432828693349,-0.0111682841765586,-0.131817170953537,-0.156613205806831
critical,0.440993912292925,0.513272603851406,-0.450940685118567,0.392009889553947,-0.139155029882658,0.238099539177531,-0.688589093063447,0.406091296296336,-0.555017447655744,-0.100251167256536,-0.350888039719804,-0.45749733614132,-0.314395436580864,-0.576615526388528,-0.0325415607188663,0.222375812788455,-0.129220550231187,0.104921039899604,0.372810811143044,-0.206850296362999,-0.352920712436599,-0.584011320411054,-0.487345468469026,-0.349784835288288,-0.335912933751636,0.0589499056413033,-0.448705273906121,0.402240172357991,0.165501922646791,-0.548906667413437,-0.204975941473253,-0.0369797569913892,-0.379127384571626
