group,CD8,CD33,CD45RA,CD7,CD45RO,CD279,CD31,CD5,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD35,CD11a,CD226,CD29,CD81,CD26,CD49d,CD73,CD319,CD99,CD94
critical,0.0311792574084946,-0.0124177548771225,-0.0560368239481239,-0.651973208450586,-0.183610331888192,-0.0845875992723646,-0.348928454691128,-0.351401248686984,-0.332702513334353,0.451999076791257,-0.43981675008897,0.188761219548571,0.153489307023289,0.562543634432921,0.534217213307839,0.105228840311016,0.331245511075849,-0.599293909213735,0.149208652951059,-0.61831643833199,-0.180721480693413,-0.373108379936016,-0.124170271779595,-0.187632393256364,0.486657568658619,0.19327387666507,0.25929391542873,-0.129252061003767,-0.6053989763826,0.469310679454181,-0.613863654540339,0.0368202039726655,0.422182234861051,0.386656402474819
critical,-0.138406303691956,0.0291479397013677,-0.101339621701388,-0.626288475343951,-0.0281694260341203,0.0649493137967518,-0.440476383056997,-0.42442760681769,-0.349692559721565,0.526204209471833,-0.509691348875045,0.282469469735126,0.124963434279497,0.593304923319365,0.569452322433023,-0.036363793025549,0.2537649313933,-0.532672746490421,0.0918152362696201,-0.32798665927551,-0.287412234057477,-0.308846974500182,0.0633512845444181,-0.0660782057084906,0.44356801315748,0.373801916761011,0.311213665896518,-0.097090663510443,-0.580227511860462,0.387603199018858,-0.558274002594291,0.184844253827258,0.197846509269707,0.386674624421307
critical,-0.336164989127883,-0.0334668162431686,-0.682747012104743,-0.503501395413253,0.292288929043576,0.0317790833568147,-0.310637455145057,-0.387830445489856,-0.464374004269853,0.203747394919395,-0.628809690049368,0.241813888546643,0.410807686827997,0.357164385116583,0.293465639060275,0.117866458191551,0.153011511148734,-0.241631754821985,0.324426745382924,-0.564547005974232,-0.219689879894225,0.0103773702679598,-0.152335596428869,-0.107569379777672,0.195587365489012,0.0787711140640257,0.322461065569041,-0.150308006962008,-0.0229733338990847,0.366673592969425,-0.51790331150976,-0.0223387711849522,0.466288401842294,0.102234878165812
critical,-0.165130792669549,-0.0379304643681698,-0.550022712118173,-0.30860853707926,0.307880079262957,0.236724646459468,-0.1499046272872,-0.263094539139788,-0.25266421680848,0.44747692912317,-0.50283947303856,0.307860251080536,0.309242074457769,0.284850867417228,0.403219169550925,0.317094783085083,0.345009343495461,-0.0905649645130154,0.227987672483276,-0.18390537878435,0.0310785018334502,0.132104642524839,0.0060660833583799,0.0013887735488658,0.473145556582777,0.0647248177150999,0.285037817623859,0.203056726980009,0.0725589563563193,0.362894287208918,-0.499944300628745,0.167525441478125,0.490072928540708,0.273264881075779
critical,-0.320632229576199,0.0087050169372523,-0.409648007995633,-0.419522816441993,0.263516075747755,0.199443275840012,-0.262316096987958,-0.374804611910546,-0.267736817862404,0.499270815494578,-0.414733638946989,0.289609319892713,0.210496573585683,0.220799078548961,0.479557468252098,0.204049418279831,0.392751041984816,-0.230185529279365,0.188110281807881,-0.255830806450388,-0.085466183030146,-0.0780161383809171,0.0229759306933424,0.0507292869999431,0.379003582960763,0.0564520889317814,0.28501763423392,0.0297158849801918,-0.128584305253579,0.268665680952181,-0.509300625476515,0.131991925909721,0.453204659090647,0.214585146765529
critical,-0.0782843805990635,-0.0158120365661147,-0.165888229227891,-0.198847068809459,0.116880229434864,0.172813619637559,-0.0584362386506524,-0.315384250383041,-0.171701471014927,0.400417616561048,-0.145667636571849,0.278329537151452,0.268274696614999,0.199318074631684,0.536977912743136,0.229178455611196,0.285603148463217,-0.337157810211949,0.328243736032289,-0.315109166823042,-0.0608673094702716,-0.266790942714933,0.121703432089523,0.0411626747617919,0.466815970757011,0.208965435696446,0.226292748426358,0.173961388653408,-0.430770362132888,0.44430645910259,-0.373981529354225,0.235120046222517,0.158239162041543,0.304517312804005
critical,-0.0813700969287097,0.151224474088026,0.130657176264187,-0.0726712555516627,-0.0700648327787871,0.0332569266684718,0.151756902710986,0.0597105137573587,-0.125881126574926,-0.0014542310743679,0.0047546667127856,-0.0374793993441604,-0.115795743040194,-0.131890217627353,0.120353000044538,0.0113806179959505,-0.0579717812397845,0.115212270557303,0.082704521282396,0.0093267404318827,0.15396755404797,0.091428221186577,0.132406626772551,0.0286750034645793,-0.0024407886438941,0.107554028414718,0.0133776651482038,-0.116308886678037,0.176319471136046,-0.0461700208295739,0.0896317598216418,0.171220004342279,-0.222151613758292,0.0863090414452062
critical,-0.0921287605709635,-0.207552734613494,0.0204226481238209,0.050967701905534,0.238071361153065,0.153747503533928,-0.437802065267792,-0.551559914252755,-0.252106023882957,0.254388490053752,-0.386274016452855,0.25558418145505,0.215919061236099,0.514154886080621,0.558929278430647,0.144739707125436,0.435261267689794,-0.438490442956014,0.36470799803521,-0.641411681425757,-0.263967312718525,-0.0567718620302663,0.294241770984592,-0.296040539324974,0.444757807912913,0.156680450147206,0.386785160804466,0.255910215096981,-0.445302912635553,0.460648644050838,-0.57633318998823,0.299388112569147,0.390324317533167,0.63825556416415
critical,0.0431241019494328,0.169378899361045,-0.75411695527408,-0.304372593651296,0.814676114328068,0.571179759432795,-0.328825056935771,0.0209068339411694,-0.290236977851341,0.623784750686254,-0.394605718321956,0.821596765634622,0.0395744133758159,0.2501306885855,0.787424781556417,0.604896332584161,0.649180879644106,0.491520498234842,0.301697171596087,0.0134234066600723,0.0641450323015892,0.137702650864825,0.485789199446527,0.144384028684441,0.777357633117346,0.286050371365084,0.604915632826939,0.370640066769147,-0.195254123159737,0.398552803418096,-0.310876807363816,0.486547664663077,0.715368541962919,0.429084598339786
critical,-0.122903338436083,0.0363065631420802,-0.126027379518384,-0.457629855895716,0.101163273785841,0.373023178827165,-0.157521891389046,-0.264287781124134,-0.208295396480558,0.0269711260699821,-0.389563865359282,0.311104100114223,0.399790349625063,0.327156640309197,0.461713568025419,-0.0687090671135583,0.391171734386732,-0.450562806031686,0.44102347154634,-0.6084952855779,-0.391021567331502,0.0827401185451998,0.269642186044783,-0.122882464120496,0.402013451281569,-0.109443741080233,0.242318750920084,0.130062665250443,-0.347166274826909,0.462325122097646,-0.447108913255768,0.171954952409139,0.182429701007671,0.140017426909025
