group,CD8,CD45RA,CD7,CD45RO,CD5,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD28,CD38,CD127,CD47,CD52,CD49f,TIGIT,CD11a,CD54,CD226,CD29,CD26,CD49d,CD73,CD158b,CD99,CD94,CD82,CD224
critical,0.205254245921377,0.246867555675849,-0.515580509298052,-0.212040368326112,-0.298677606043062,0.403729345180175,-0.367313265971196,0.175453153550107,0.0805038152340002,0.706441924934844,0.464837569688244,-0.513618360106177,0.159652479567449,-0.490857106478954,-0.16625634212224,-0.187730740637592,-0.354298744415754,-0.0091039057673249,0.448438570215081,-0.0205240803359333,0.29142914635615,0.344798998094842,-0.553035499539074,0.509374855388799,-0.421272627019131,0.0405127892499654,0.369341159073211,0.357501534627007,-0.0869883849792093,-0.110825167486393
critical,-0.0252071742943289,-0.0699598024954208,-0.574289895532386,-0.0957802893278106,-0.340671570103171,0.551198495482316,-0.496528215653083,0.201774663370985,0.056807718561395,0.55785373134885,0.575009147401274,-0.608626465550861,-0.0321192433448868,-0.382864023787772,-0.180519371515949,-0.234780897582613,-0.368897856897126,-0.0181291971812104,0.46923985949173,0.103639388096019,0.305255074249253,0.387216361074117,-0.620344812880803,0.403160919695229,-0.566997809526206,0.0367884696553264,0.153759278431336,0.386374939060544,-0.145648460036059,-0.0290846478129948
critical,0.097044312178202,0.326938706858449,0.242690297485988,-0.0298577811172528,0.181337453153637,-0.0379801461150497,0.343764721355809,0.110472684235049,-0.0018723287627709,-0.201288798086801,-0.0941180419818261,0.253119146138569,0.221541742963795,0.125467385256792,0.0114607409996961,0.101923248588512,0.262761273837089,0.250634303207967,-0.0936608409615219,-0.119556953445397,0.161342574512775,0.0858826997101667,0.0797307338502071,-0.0086561083424339,0.200895641619316,0.210506388069397,-0.207148140667445,-0.0700443454847138,0.07009590554024,-0.160037999860099
critical,-0.0305719972992699,0.717766192677852,0.364908840479508,-0.448935911431439,0.111260670141776,-0.397189729609435,0.50618971748363,-0.24617957710575,-0.055711471599361,-0.405261261556382,-0.250406101999848,-0.110664325876455,0.0762781997343473,-0.166193659685264,-0.183362161754836,-0.0651329805579432,-0.307365157131832,0.0018626442824535,-0.405911435875191,-0.377437582419472,0.0225428612531243,-0.271308951852691,-0.25921076125685,-0.300114711551105,0.246189389771003,0.107935717406718,-0.702159973390092,-0.112979314674517,-0.176933031690366,-0.547437123700851
critical,0.204895091133391,0.618373838791516,0.331441834062535,-0.191257682101445,0.200080948276218,-0.0025003751334131,0.437836960215755,-0.155813060310351,0.0962200069072199,-0.155462356702183,0.136578296807355,-0.100376891705798,0.183534229795386,-0.179753324175773,-0.0396945472020019,-0.0841621830160665,-0.296374829085312,0.118173750423773,0.0589213948457453,-0.205165403907074,-0.0295846475127057,-0.0920774550951018,-0.390912059230552,0.169881295390043,0.182847534131364,0.116322095987783,-0.442447519221358,0.156624384939722,-0.202916157860416,-0.353593400685863
critical,-0.0021412917307368,0.530260056969474,-0.0552351579947794,-0.255220560539952,-0.207022532790392,0.207405169748328,0.307679855980313,0.125467631676295,0.286604475597907,-0.0658759807798153,0.350394420743368,-0.399368077917,0.405399402033453,-0.547473451857596,-0.329119029056959,-0.24588420552987,-0.377874182302633,0.196749415146909,0.214624794111959,-0.052440779489289,0.294187954770408,0.11767733358872,-0.482419285333963,0.297490184660379,-0.265149626570891,0.30071815548441,-0.212793271930151,0.360955360136509,-0.284601150173192,-0.352831635763949
critical,0.139333572410005,-0.0395674908201901,-0.093079286928494,-0.0320995592838149,-0.0145260362573433,-0.104114225449808,0.17327725519959,0.0503957863080442,-0.0217112385065951,0.0027945096980697,0.005685165388349,-0.0414021826902186,-0.0687396704149962,-0.0308929771368751,-0.0662760597261966,0.0232638429039428,-0.0152441961355954,-0.047674874711851,0.0943465801362165,-0.0124345646189669,-0.0970400617790436,0.125225534300984,-0.10903693784997,-0.0351679383284956,-0.115843457824586,-0.134887707530668,0.0306279698863668,-0.0142566748462641,0.0669903154828208,-0.0226877722855188
critical,0.053688355750226,0.0391281453403699,0.278213984322474,0.292065982531253,-0.456855007023039,0.130377536359021,-0.256414169845844,0.46569352109235,0.506579335977001,0.328796291535102,0.589063693212684,-0.192975257205056,0.620127397463817,-0.658519050547803,0.121437123156128,-0.210353962113453,0.185773838156321,0.342361677461319,0.504336884659452,0.430868674236173,0.217960322201273,0.535736052696966,-0.346121809366725,0.570450163393173,-0.524435671049004,0.35001667487224,0.41839433239096,0.486571371446126,0.292033015009991,0.163361680528497
critical,-0.246025179606461,-0.530539357673469,-0.605693614464495,0.233648551830718,-0.0618493837426261,0.0539385722574654,-0.284168498481851,0.234966042235169,-0.0505036500319432,-0.16466283574594,0.356429846297605,-0.0942582328529119,0.167541563716599,-0.160296395116058,-0.150318318331393,-0.0854976585432867,-0.323862690261828,0.0441150995908009,0.299245588582399,0.0548962436239713,-0.302430959186173,0.109594418054526,-0.544582768884307,0.245793120287817,-0.305298978468026,-0.341947562511347,0.127809724888516,0.0802289226534484,-0.181326879975633,-0.202095636255749
critical,0.291675160123295,0.408755573388629,0.57960044376406,-0.362422820555956,0.373421966746684,-0.673975622659277,0.628569356267665,-0.646005747063504,-0.287674555521186,-0.292996313365972,-0.77313589998256,0.277270937105505,-0.0817076206062247,0.637498823843767,0.28869406413113,0.546414758816108,-0.195743313353713,-0.482357644807197,-0.748879823430617,-0.531287855032965,0.281990416691854,-0.42093579657281,0.395921291189614,-0.471440095344123,0.655851818358909,0.143674261625012,-0.518337330620448,-0.180561815955992,-0.0206514716214573,-0.267405636194874
