group,CD8,CD45RA,CD7,CD16,CD45RO,CD31,CD5,CD195,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD18,CD28,CD38,CD127,CD52,CD49f,CD11a,CD54,CD226,CD29,CD26,CD49d,CD73,CD158b,CD99,CD94,CD150,CD82,CD224
critical,0.176982884422005,0.237508143210987,0.619314980391813,-0.011753537906932,-0.0911401499924325,0.555456558189147,0.520631836576019,-0.120473703675389,0.478012294527892,-0.538191456994551,0.622101940444587,-0.323658192014223,-0.261037957233295,-0.494668098448758,-0.466560587867746,-0.232196852124363,0.328531153700093,-0.18203365481874,0.254111570418354,0.462351542762218,0.103256548403827,-0.345228408938182,-0.222769552066632,-0.29221104539427,-0.215513517526892,0.31028844876264,-0.40238828341997,0.361127109870409,-0.264625563679857,-0.354964075943762,-0.457731351584296,-0.233723148564512,0.0120198001668193,-0.0789428107315119
critical,-0.105135973945749,0.0141752477040065,-0.409526124708324,0.106262638904645,-0.147425903821476,-0.263904122301088,-0.117671910258837,-0.0561395476328512,-0.336682019809297,0.341070267263938,-0.310036562300892,0.0843970401770911,-0.0071219987716475,0.444535212907963,0.422262701978944,0.0440928478807341,-0.435381231617035,-0.0373144136655659,-0.284548599814175,-0.0838348701879356,-0.331451408935187,0.320463084874046,0.0382477996559156,0.171161719700752,0.24368855146848,-0.573769172747428,0.170325117664644,-0.408694724399662,-0.04571624957248,-0.0479647376785685,0.177940854074262,-0.0591351593280668,-0.0974803991573559,-0.0966993784659442
critical,-0.102579304894356,-0.200778744542518,-0.211206087352381,0.157918359248645,0.220700823295082,-0.170455306399802,-0.345433127324376,0.369631044385323,-0.154034756711788,0.538817810067222,-0.306751524241315,0.378981600528952,0.371785207373558,0.32484087257649,0.520120881755363,0.265794277606974,-0.266253619758338,0.419189457467044,-0.55612269361836,-0.0203771558777676,-0.0564951120533203,0.422053288532314,0.146065708304489,0.362351996332926,0.342042875632094,-0.125880182087353,0.435810450510529,-0.494853034849437,0.170288544922839,0.32264761317331,0.308284624643078,0.0931594202855031,0.0405132909784249,0.179209833961814
critical,0.0480660232955999,0.616246341986755,0.399764188603092,0.199287319975334,-0.329459709746234,0.27609619305611,0.258482021018639,-0.282003070899977,0.138012910450058,-0.506332820785891,0.509677462788355,-0.275204920838332,-0.226705407755216,-0.396586301872957,-0.391005052917565,-0.442714145767992,0.0185130844690159,-0.147649154871699,0.100771365527431,0.0327146870287797,-0.325166000892471,-0.470514373432824,-0.282894234628476,-0.0235091542592618,-0.388591117692411,-0.192634851975949,-0.38281778648073,0.481882377613025,0.0582798928362147,-0.679556740192801,-0.199345937107733,-0.0930943280795517,-0.125853771909186,-0.52078781920858
critical,0.0454982574284813,0.273510463810893,0.233417614834218,0.415663612353947,0.0899972392362937,0.225798119559001,0.0547179145218392,0.104527037878018,0.0848538640987511,0.0183055391697358,0.353014893295758,0.285165038542949,0.176262251242781,-0.189556448388722,0.203122920642828,-0.178651639470373,0.0854674673833372,0.204407914981533,0.0414446435884688,0.237906117876856,-0.287226551927747,0.124662305285191,-0.0089749875614956,0.38672264351027,-0.0266902279579964,-0.245285656791718,0.117914947082691,0.165609157303196,0.364050895156282,-0.2365964165612,0.396270684945164,0.175527279228891,0.0041632952648583,-0.0566061693027428
critical,-0.0782311785097349,0.539435978911609,0.128432349418676,-0.153707706699336,-0.429303395847716,0.16033732954633,-0.054784902341746,0.0046473103225786,-0.105227229104124,-0.168553673259562,0.196966120506364,-0.335187777795686,-0.0438245184800786,-0.0889346300061432,-0.090762640249521,-0.233574241526582,-0.222318602467064,0.045634382267485,-0.181877809616745,-0.179101417007121,-0.257186077718744,-0.27215402578009,-0.191900275546459,-0.0993600636211484,-0.194850033159367,-0.0740561709827133,-0.154981649722692,0.134023331535249,0.0925057822875993,-0.47144252111704,0.0835641342704307,-0.178419264896489,-0.241112202856138,-0.267456325313758
critical,0.02333346882806,-0.113380896541561,-0.153536830070963,-0.14424180820899,0.0660203282219003,-0.0628640342778721,0.0847643980534948,0.119994902847907,0.0746935578035261,0.207900362181618,-0.0063777611576938,0.0549449029115407,0.0047502600502001,0.0690832057697058,0.0844733388670289,-0.0070147300795611,-0.144959603713053,0.0102446909984138,-0.0393943750622856,0.0940798262851767,0.0134932385285542,0.0961629293695478,-0.0323233616370553,0.0589416206481698,-0.170187308438966,0.0546488513241906,0.0002209728399155,0.0022715421054706,-0.0008022158303335,-0.204508886334062,-0.0780837807746061,-0.0670037220505278,-0.0478083729114395,0.0224969384821848
critical,-0.0599386419420433,0.0712961056699309,-0.0308693770084327,-0.339851751505851,-0.238346376202529,0.195178050698476,0.261125426027002,-0.124627539590729,0.0420138505116338,0.0224891517134304,0.191153694205521,-0.405380966536482,-0.494443638633833,-0.132081735663673,-0.42579744899086,-0.233573303029569,0.187170627544745,-0.554100302018669,0.590273031101144,0.197803720280227,-0.213346779618379,-0.361828316087634,-0.267637936723841,-0.207495112362443,-0.476288975047182,0.173359920068913,-0.485390067144875,0.450466793480451,-0.262696001134453,-0.310258377926557,-0.442133537880291,-0.341814389573306,-0.210058433303113,-0.0892417595593962
critical,-0.381495843306194,-0.0350265760855205,-0.0095034696957866,-0.035424531707838,-0.199050090407072,0.0614365286843903,0.00679472103088,-0.178271765455089,-0.396023472482854,-0.2514514994721,-0.0252303213705853,-0.350444531093329,-0.0866406422013965,-0.149677646461125,-0.0572101735187739,-0.128646783504847,-0.225574512849661,-0.083115298432178,-0.21895842552014,-0.137266882982341,-0.577741058596787,-0.155995293698001,-0.330162940587414,-0.342162597730943,-0.453621020532642,-0.35046282963926,-0.389136110622394,-0.185811425091017,-0.215103087574154,-0.283673118089303,0.0791778887322242,-0.251855684923471,-0.424113111096853,-0.195460963100053
critical,-0.17901595828487,-0.0627539682852536,-0.195937215811807,0.104327219123741,0.133996621810588,-0.206937555353006,0.085358476789489,0.247607157992015,-0.119829382861312,0.359713665056735,-0.0353933385511325,0.221884670587268,-0.0635881608306368,0.0921704143913738,0.059152220489388,0.0541635581543271,0.0406391271722572,-0.0889361093001786,0.0197326704308837,0.0182107561884575,0.150565709283969,0.250587748260647,0.0319586972480431,-0.20113895982822,0.113825688574348,-0.197199980406384,-0.148831861140709,-0.151482972787685,0.0691650112332382,0.169778506344365,-0.0716623066580723,0.252503063040775,0.100012878977466,-0.0318659699363945
