group,CD8,CD45RA,CD7,CD16,CD45RO,CD31,CD5,CD62L,KLRG1,CD27,CD95,CD57,CD278,CD244,CD18,CD28,CD127,CD47,CD52,CD49f,CD44,CD11a,CD54,CD29,CD26,CD49d,CD73,CD305,CD158b,CD99,CD94
critical,-0.0155556996316494,0.0206360529805058,0.641795392511694,-0.172597788851018,0.115151489515827,0.34811508077557,0.442283540500897,0.326979925429791,-0.369947078082102,0.456277331288537,-0.22666190251015,-0.601904425743576,-0.0471980357893509,-0.502436484602948,-0.261539207218911,0.522154367789531,0.529300198650013,0.219814109811367,0.302390486453674,0.314650123358232,0.0248952919723901,-0.426147439604362,0.0286704693511143,-0.316370534755607,0.55410796048599,-0.449651535195138,0.533467165899225,-0.0654787638334005,-0.0604944410626298,-0.363147072887267,-0.338084886305024
critical,0.162538281456035,0.163080441541124,0.714792831562259,-0.148710784706138,-0.0292253421047017,0.574175008999367,0.56608247644931,0.44003417928906,-0.410029528729536,0.617927043018547,-0.289727333306234,-0.707243097066762,-0.0930755990325762,-0.509748819485839,-0.133996298432602,0.513046850411525,0.239185849010106,0.328723385976406,0.429240036895437,0.269229550329874,0.17376692663658,-0.353941305783211,-0.0744254863448218,-0.279362682642181,0.517149531443213,-0.316091804693233,0.495661424791652,-0.0531198713438156,-0.218133854819132,-0.111289061548192,-0.345378577215782
critical,0.164329199097014,0.525731369892332,0.496322828395627,0.449870212333967,-0.178256374800901,0.338192057324391,0.373819451264496,0.470084917966095,-0.216282635494712,0.628880842089652,-0.120375451714632,-0.448332016788065,-0.0929252830027362,-0.367521735425488,-0.295686591298737,0.380765212315077,0.56065745611795,0.161412737023151,0.260025941708398,0.146680137441355,-0.0811843500022984,-0.322462156560563,-0.27373150369823,-0.233107811087122,0.0883362287292868,-0.387232201776006,0.529105766603396,0.281731837625669,0.151646243702242,-0.477230190827754,-0.166333297705889
critical,0.110705457505413,0.645869714926366,0.398728345491482,0.204696026751326,-0.394677360985037,0.212922873989538,0.184992268446893,0.198709631957544,-0.504437499890481,0.667638555724187,-0.281772683630704,-0.472652308005302,-0.187568027122366,-0.43567465035792,-0.439729594119368,0.0039593461969542,0.0148680621243394,-0.184394221134193,-0.0853709846747165,-0.251512541420768,-0.171987193080038,-0.509583601640185,-0.361467459748096,-0.3180699770538,-0.166084902020825,-0.346943834716104,0.35014364012268,0.365628926896234,0.0190464604442208,-0.645923520104673,-0.194260309263316
critical,0.383586848078248,0.350651184093361,0.409958357205733,-0.0010694959953704,-0.227447167506507,0.287546883829675,0.303800378752067,0.13531981560658,-0.166828133603007,0.34729770814291,-0.203853724166644,-0.321892012766412,0.0857281750699259,-0.161945589604656,-0.152102763155049,0.135100425940067,0.146819089638127,0.036598249072896,0.198793635546005,-0.180105393920071,0.0239954766589707,-0.117040570221269,-0.189507965491599,-0.0544856255283578,0.0151192286591744,0.0909620550294775,0.334092761644424,0.233722497587041,-0.0817235531011687,-0.26464466849964,0.0366696813534341
critical,0.255514302498577,0.128828758123121,0.401278043824438,-0.0634101086002447,-0.125945099530653,0.210976283720869,0.288787215575038,0.0984413600844083,-0.538505161514026,0.214007580994102,-0.190859543739514,-0.286940128550613,-0.0823276991434293,-0.425951750443023,-0.219514909646133,0.325345261315341,0.406446188223279,0.121633340190319,0.225201414547778,0.0574173050456238,-0.0560097824911078,-0.435807794591371,-0.17052569528399,-0.295194449412962,0.391807533985418,-0.301777956531843,0.521087067302343,0.0327558261162014,-0.139655520047131,-0.134970354582408,-0.199511182273842
critical,0.0448846738391183,0.130411860628931,-0.129066448772088,0.0530199024680294,-0.102080870678295,0.120368253371261,0.0502732822054593,-0.0029739074346122,0.0366616974205751,0.0645791586914382,0.114528352663625,-0.0062547658895188,0.14732994263892,0.0426461314232629,0.0482150574410754,0.198912648892397,0.156610776201203,0.0881332311723527,0.123607921226068,0.167812545735874,-0.280442600267687,-0.0139699821685386,-0.0020413742961688,0.116550240026953,0.179103694140797,-0.0203686703709424,0.0059791080550329,-0.130096677147422,0.129567477268428,-0.110261873881249,-0.076790542648673
critical,0.113626997692269,-0.0635116882236314,-0.102920840493594,-0.391339578411897,-0.22328930224435,0.273061047995892,0.455183474569517,0.285180757264456,-0.246327205529182,0.261490509304118,-0.441284567729953,-0.413164673563293,-0.250160545179265,-0.648576872558059,-0.350210743097701,0.286009934171707,0.613870193067075,-0.0427550324168557,0.264562762148569,-0.0771996558709269,0.0759538025329326,-0.459125531420636,-0.379741673656952,-0.438235492021268,0.409651078204504,-0.50655772912533,0.482885535417288,0.158243934954512,-0.334259043441229,-0.38098290965227,-0.455464887950041
critical,0.200810212107965,0.514507292997509,0.344566167318797,-0.0383911181070165,-0.656499269280417,0.230386982566463,0.0563613398330692,0.0424715769872605,-0.67117737970859,0.382208813011842,-0.700366140727678,-0.387959580728398,-0.0532950026974704,-0.637073654808908,-0.496833702985069,-0.3316913207886,-0.0611898147751348,-0.103147662752922,-0.0362558878226374,-0.302945831902614,-0.377171755146491,-0.70088764023573,-0.506633854113121,-0.64363724176387,0.245594439988677,-0.304385875461075,0.221893005760661,0.362202078247296,-0.166827110533363,-0.643491907311913,-0.228862636346573
critical,0.288420444066915,0.377358863564437,0.643072784964076,0.0506444091065024,-0.312301494971214,0.248559407390321,0.418810163116877,0.363691418916504,-0.58453881616679,0.625058347623005,-0.612660248306783,-0.268015546848684,-0.100202911351021,-0.682424427418437,-0.601183204305468,0.36046340090407,0.715587297559582,0.407208912411054,0.567848075687969,-0.174200106522202,-0.116779906327857,-0.720908003061262,-0.459168670977646,-0.426965203260463,0.394202385439152,-0.556901190104563,0.73544088807512,0.217259916022023,0.0985715222574243,-0.484736704461668,-0.231192793486152
