group,CD8,CD45RA,CD7,CD16,CD45RO,CD5,CD195,CD69,CD197,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD18,CD28,CD127,CD49f,TIGIT,CD11a,CD54,CD29,CD81,CD26,CD49d,CD73,CD158b,CD209,CD99,CD94,CD224
critical,0.138610602434157,0.238555049828364,0.375697525439358,-0.169608584116249,-0.0604706010976007,0.220959551036613,-0.0596987178541138,-0.116805290296542,0.180956581650687,-0.59844642615549,0.368687884822698,-0.259930338267872,-0.086759469787851,-0.276551055910364,-0.432261359292216,-0.430871590224427,0.251703408787911,0.284887199749789,0.0112294577445005,0.0820596306658823,-0.510306713600926,-0.257975797346591,-0.27687084008101,0.0134825817073531,0.255996014069576,-0.28672527361745,0.469619541494751,0.0527347864979341,0.100524927673365,-0.494523643338773,-0.275588419038136,-0.197125730248725
critical,0.251480256317648,0.279807518775272,0.578921612796427,-0.234854544371632,-0.286518465291702,0.479130933340302,-0.247075004626078,-0.216061513137966,-0.124691831297338,-0.510540130036289,0.613520554498934,-0.451356457969897,-0.253142029136506,-0.538628875739221,-0.550174448831225,-0.243588865040049,0.26637613535999,-0.0016860863058336,-0.0725011064749561,-0.340688297448687,-0.394637015459951,-0.306563293843588,-0.195485647977089,0.0446394578811453,0.213424056817483,-0.308915123964738,0.346790895140817,-0.386652130505723,-0.390984515784285,-0.240199123045033,-0.505125402834998,-0.326524991677481
critical,0.264465782779131,0.672105717570264,0.624142910339506,0.39734899961257,-0.319568085739726,0.417641330559477,-0.226401687077136,-0.0222974143328406,0.610214966404102,-0.357465028765859,0.740132475937288,-0.275082183892826,-0.320305827293314,-0.548342037897397,-0.429337655240406,-0.316574529717494,0.289651656608857,0.572812006566324,0.040673744860299,0.140236875777037,-0.344730803172382,-0.346541628732993,-0.305008115642314,0.050801930213436,0.043013861819634,-0.386912577201586,0.571007216702216,0.0376677502586387,0.111424833431607,-0.613840686817833,-0.0940810172740576,-0.401479520109576
critical,-0.053911499554413,0.136434050588226,-0.254037068368527,-0.0772692184805914,-0.169769664374049,-0.16776241761703,0.0174161650361853,-0.0152890339442232,-0.0683789604237908,-0.138157178653625,-0.0152630637089631,-0.192049086524438,-0.0202844325523899,-0.0045728767499013,-0.0998933116405843,0.0291175684450814,-0.178144612501091,-0.277547611418643,0.0028370011105512,-0.126478204844947,-0.0619266831067182,-0.108729954964446,0.0638502794731074,-0.281812627204345,0.142158136050521,0.0286597551578461,-0.121863933431748,-0.0686174699714461,-0.0182777183235711,-0.102434037992807,-0.0796574556764605,-0.117062060871992
critical,0.167387697156925,0.564172583718783,0.371839673653665,0.219473078178958,-0.234525176675245,0.377835697647928,-0.220319193382166,0.038689067905712,0.369729547000411,-0.401968530272688,0.486147253125026,-0.201353588999584,0.0069206062794439,-0.275112742577289,-0.36792531383589,-0.486214157349964,0.193459542475345,0.0745343347930287,-0.0749713797532131,0.142762099944196,-0.452275734987425,-0.256547642971969,-0.341244619458863,0.0081364057796703,0.100863642846541,-0.171179008015799,0.472609184996205,0.112654285661346,0.163046644695694,-0.560762577658394,-0.15900825582372,-0.366235245401107
critical,0.0814740121108408,0.719255730397266,0.390364649406027,0.129335452868689,-0.426850831279626,0.190583866383484,-0.119616134768702,-0.116354427975262,0.378244936340035,-0.407702116002738,0.554951206290172,-0.264645847619096,-0.0447190789145643,-0.526662815678181,-0.377326600459843,-0.376545868021092,0.0376016613486599,-0.0679521699247848,-0.105381012270325,0.0323859425463529,-0.44159343325707,-0.360618823497345,-0.328850107286701,-0.146572506671111,0.0404486779245633,-0.270583799111615,0.280501635975217,0.0265129615373309,0.134795939836032,-0.531519485135321,-0.0297621383643217,-0.408560649242481
critical,-0.130129642847578,0.200923111007058,-0.0862306908064994,0.0477160623886095,-0.147889023897888,-0.0479427914197805,0.0311849944431434,0.0319793636653198,0.124142358156797,-0.111596717248106,-0.027539528067374,-0.0641739555561972,-0.101124644935713,-0.136382713387339,0.134959854382804,-0.0859847422148047,0.14896530868681,-0.0086383381619104,0.0527829829249653,0.138742374485219,-0.0265201785208805,0.0353081599107364,-0.0457187339023573,-0.124121064068138,0.204481324322182,-0.122891938656164,0.0767668544181716,0.271375406412979,0.204904432616023,-0.227977349351047,0.122305278407284,-0.0056599235004332
critical,0.0252300929794239,-0.275934703125885,-0.0256213537456776,-0.254963317386042,0.0242013243528722,0.609514005209818,-0.444141824164273,0.182756031199764,0.250627348063513,-0.559114205633084,0.602974684118155,-0.115015171425257,0.0604490784484828,-0.575696870040398,-0.49884363679838,-0.470061968170662,0.629194323337469,0.389731552586012,0.0756652812214602,-0.254966761603112,-0.470308065825371,-0.190237338624743,-0.135554043701613,-0.430454928853966,0.383291721909032,-0.217357983626136,0.464530975226581,-0.126795031369184,-0.103439007147344,-0.340091354565794,-0.550868793517931,-0.113299230043957
critical,0.182689377349415,0.651128365888295,0.298792574747348,-0.0868162784465487,-0.611268535076708,-0.166122218024208,-0.309984581856615,-0.149123667819697,0.236386743075157,-0.278158947871428,0.220088720329569,-0.580704280197675,-0.134235705058725,-0.059940757139263,-0.342214513548276,-0.16983824171748,-0.334743159965152,0.11959035024428,-0.196444161423617,-0.21726250628513,-0.394222018097466,-0.161459540070504,-0.490327704117651,-0.151260272300698,0.124062271283801,-0.091551179958215,0.271832005093284,0.0123963630014326,-0.111775761319226,-0.493901384044305,-0.384941173648369,-0.244348028457815
critical,0.261606843909503,0.477308892053974,0.569020623649036,0.0990940513946205,-0.403883717671123,0.241011782985574,-0.17620993356302,0.0975862496693663,0.367966631554332,-0.566097695098702,0.567801898956256,-0.624489976617439,-0.226779074464177,-0.230093967352711,-0.625061310006233,-0.515730125027313,0.212615388226238,0.496922463805144,-0.168755120180171,-0.430377635680172,-0.646222123538944,-0.370527517898437,-0.34970558788385,-0.424385563621357,0.445420508126273,-0.474938771943781,0.609351965215069,0.131784978953801,0.254585616933475,-0.460775709995407,-0.0362074200460139,-0.291045157882509
critical,0.0404879915857681,-0.0156669907054669,0.500458141039269,-0.338207241300546,0.0801877165207607,0.218571319820302,-0.0373173190240381,-0.136841589443622,0.220700302748897,-0.409827135386552,0.348998952609872,-0.0899939066359129,-0.0147122738836134,-0.142405068362928,-0.302505716341726,-0.135041732825958,0.240641721767752,0.175428583782383,0.0579743425825126,-0.023242074933929,-0.0990209685035423,-0.252686467730135,-0.232192465729987,0.112006238621593,0.425365108380228,-0.0043107573581569,0.0440256540612724,-0.0095933696749614,-0.120756397549066,-0.290561802391473,-0.231228034678242,-0.187222419601171
