group,CD45RA,CD7,CD5,CD69,KLRG1,CD95,CD57,CD244,CD11a,IgG-Fc,CD26,CD73,CD99,CD94,DR3,CD45RA,CD45RO,CD5,CD62L,KLRG1,CD27,CD95,CD57,CD244,CD2,CD18,CD28,CD127,CD49f,CD11a,CD226,CD73,CD305,CD99,CD94,CD82
critical,0.0541847598685571,0.503691220137523,0.183563187617448,0.0219434689581699,-0.67088904226955,-0.138219895414096,-0.397486969786187,-0.560451058924807,-0.620571534960172,0.161659193713721,0.538648087137251,0.641568041751066,-0.546937853052352,-0.381170748745951,0.207528327478429,0.0989556815892512,0.0611873748609392,0.277663043652295,0.280151459350077,-0.535547619945489,0.213530958180917,-0.218278156678828,-0.386820451307088,-0.456086230320065,-0.194361324326866,-0.418511675985887,0.29638640055222,0.381300114337772,0.216504439874312,-0.490837961619757,-0.148673504942072,0.475733396879039,-0.0856614258763637,-0.47056602968353,-0.257622853991862,0.0826878099336669
critical,0.222939356205978,0.347296156762235,0.193406903693807,-0.151579195042086,-0.598180590362237,-0.252720688816108,-0.408307681844809,-0.453922542040905,-0.541652928523629,-0.0099736129179999,0.360678787422311,0.587474040086299,-0.502658225008346,-0.435121081810629,0.102341904887201,0.348733360491718,-0.389062132829973,0.26298012186555,0.0858502597915701,-0.451834689789463,0.24625156709529,-0.356102106389298,-0.0587515272271686,-0.32294687549734,-0.101643553678828,-0.366330358580815,0.0061489752822815,-0.117008191442405,-0.23616076516562,-0.314422676059554,-0.331691806894656,0.235522046240827,-0.037348809574151,-0.410415015548541,-0.329756891422765,-0.189560030814885
critical,0.297894430705285,0.203337499180245,0.286161643748206,0.0395745916053218,-0.390248276969087,-0.342522944385344,-0.194350714187272,-0.450320278476409,-0.545743624160378,0.021708658943768,0.20436700815217,0.449950349241127,-0.462234481906897,-0.366789012287056,0.020553386633811,-0.203430287457372,0.0609545015347773,-0.458711961782197,-0.365884425153022,0.480858509926958,-0.559403466383177,0.174342676739612,0.592558672031122,0.557309966359923,0.152459987527756,0.335287596456314,-0.415327223638356,-0.507217262086048,-0.259919583333052,0.371041421175161,0.107649156005576,-0.36235451396531,-0.161562185958155,0.382162418576434,0.341138432853415,-0.0104766776707384
critical,0.675560790721817,0.266317333932069,0.158101791500463,-0.252697559887936,-0.55674684127959,-0.479136396753693,-0.207973619559742,-0.425757363538952,-0.526593172004728,0.0028209113913992,-0.11386744281228,0.45423492971253,-0.71755715169623,-0.313595926416694,-0.0170119554901362,0.667699174653276,-0.458449189085755,0.125582672103404,0.140714312928298,-0.493828190567111,0.557561478634043,-0.359542255298189,-0.398934274693797,-0.40975329365695,-0.541370949599921,-0.431766669040287,-0.091315951287631,-0.121532066316834,-0.31505502435452,-0.507067432043206,-0.112350920985572,0.33656242844942,0.343446510132368,-0.671849774408845,-0.288985005161131,-0.183404443961753
critical,0.196606657744423,0.436756548778832,0.280203581054617,-0.0142982296971594,-0.175883167386615,-0.125344915832286,-0.281054778638279,-0.173661110007926,-0.120041157082497,-0.288012498505381,-0.0136308744301587,0.22112219149041,-0.180451436080415,0.0016751243227743,-0.147952453553271,0.427121079440375,0.0128187786949209,0.114393289776802,0.298215189545465,-0.0516439608120583,0.527020189802608,0.086993086133414,-0.394538279235178,0.0422567239309802,-0.141958130392376,-0.31158427576595,0.0465522223798408,-0.16470283498099,-0.146632754512705,-0.173932102770564,0.205941459689816,0.097373288460968,0.368317353743218,-0.349265117192833,0.18181696138304,-0.0618580075894561
critical,0.451008302828218,-0.0686229514836717,-0.191376511904402,-0.236936787554676,-0.0396823530425933,-0.148669284444433,0.0369391528989194,0.190874060893255,0.0422344115640241,-0.0926711550364802,-0.363654698020751,-0.0578467790494327,-0.180845548514884,0.0700008579347336,0.022052610713126,0.71939501421633,-0.352831484593989,0.0406970182464687,0.206621135176401,-0.204131896584826,0.605975205189328,-0.0354976294714591,-0.404844204484733,-0.031195038222474,-0.416756743512274,-0.255420456715282,-0.207975037408113,-0.32126986728434,-0.24618802078517,-0.166708080373053,0.200828056105481,0.0387528219610738,0.350178627790128,-0.422795044545691,0.172328089559486,-0.199811888575026
critical,0.223670963859405,-0.0146170534296187,-0.130797132821094,-0.0255209037953718,-0.226225299383474,-0.142896954222034,-0.246373491979422,0.0902937597501865,-0.148109037728581,0.0336356802878995,0.122847041573831,0.0117632371369136,-0.186993994051581,0.0941364964487097,0.0258856902973396,-0.190809013370374,0.115042206919078,0.0509272087575601,0.102301972325099,0.094808772238672,-0.0335965165314533,-0.0095941645215252,0.0513829202548301,-0.156971762286576,0.0004574714292806,0.0230849333337941,-0.133778371631003,-0.0068100009502635,-0.0776984666452524,-0.0235570507491933,-0.120228874957802,-0.0645447123976789,0.0427274387814519,0.0873513041129359,-0.0743918779942837,-0.0216913975699205
critical,-0.330883532158587,-0.369149164700693,0.696685567546261,-0.0195752728765331,-0.515464182042658,-0.167496710924896,-0.669063019812708,-0.725103631069888,-0.567330300804158,-0.170256203425004,0.349410978607783,0.381522476764104,-0.383364052837597,-0.701636742244906,-0.377139614156019,-0.357968725802623,0.080258558602044,0.693434093458587,0.11542921504451,-0.345993996014772,0.470234310004589,-0.158681094560428,-0.490481369929427,-0.590300211752373,-0.0946841779724217,-0.306641000675084,0.529552004702163,0.554154926051249,-0.038450970693351,-0.396911226279539,0.0102591116144327,0.458726345566269,0.0357228923536177,-0.304122355102831,-0.679875947457512,-0.103035426154353
critical,0.0993290963619238,0.0325210476745727,0.114552027635991,-0.789308957564955,-0.49548426327772,-0.413805181206448,-0.500435623558033,-0.507042604936207,-0.351884179572827,-0.744107067799789,-0.232682192344512,-0.0737319257162289,-0.365394673607658,-0.273093647198092,-0.726305981997698,0.0603816348936958,-0.250207009439012,0.0446012457411614,-0.528845262527203,-0.233384696143143,0.253350839506707,-0.340160409066716,-0.322791431978153,-0.195787865167146,-0.279839697574582,-0.181644710631929,-0.167938350115364,-0.411418697633385,-0.461391033973659,-0.201999501744362,-0.377450566175311,-0.240631024707456,-0.109663108167292,-0.292298314247423,-0.0401144613267242,-0.426466873481152
critical,0.296167958243156,0.479348752786071,0.423570564996062,-0.0985143887050075,-0.837683320814359,-0.60908305419839,-0.270751003250682,-0.717528997723326,-0.763678753105907,0.0506356680065924,0.273786781065832,0.500297642021572,-0.533848852559502,-0.301165200503061,0.121103134269777,-0.315012559364859,0.20391133364698,0.20912892564832,0.105732969210778,-0.0160208883458855,-0.100732353084667,0.0315897803248447,-0.263465220333821,-0.0527456528527079,0.145716616636659,-0.0847545347880278,0.192920738379404,0.123429531381443,0.246418512329179,-0.001612872673686,0.204538732353515,-0.0203428636172417,-0.131180762469899,0.0100801878476341,-0.138875424417145,0.210502858917761
