group,CD45RA,CD7,CD45RO,CD5,CD69,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD2,CD18,CD28,CD38,CD127,CD49f,TIGIT,CD11a,CD235ab,CD54,CD98,CD15,CD26,CD49d,CD73,CD305,CD99,CD94,CD224
critical,0.464774590498944,0.308404298090014,-0.488899300008656,0.367985399930342,-0.232263781815883,-0.405397822873467,0.533882294261535,-0.432373606936023,-0.396928221730282,-0.110779736392109,-0.339643652818824,0.278397052655795,-0.0413317444681765,-0.0794708934754915,-0.234391827893087,-0.239750831678744,-0.23490067681171,-0.428869209005488,-0.100555761684102,0.605580410673264,-0.411663930122225,-0.307370652806917,0.279773751695672,-0.166290075659147,-0.094649915404732,0.0221706462426936,0.0094439735905358,-0.149774951063073,-0.34464361337063,-0.342177921536703
critical,0.396069996273144,0.513726761989035,-0.327816249455215,0.546688302652845,-0.197747790174033,-0.517858426936172,0.582197754920016,-0.407432942687038,-0.264368576410031,-0.452156891954965,-0.493448024386434,0.147110581988041,-0.171860904516192,0.2377460426045,-0.112513256144239,-0.0088585379536887,-0.0547209513038964,-0.295259204412614,-0.300418629316603,0.375038083854388,-0.270131051420067,-0.176869175933617,0.214338336999013,0.14435244843631,-0.256553913029033,0.319141754237587,-0.0106004575883892,-0.216639127781885,-0.426310219263094,-0.30331308468613
critical,0.575815653124009,0.57829874975777,-0.291283345178832,0.434547340203173,0.036517041132567,-0.396069684732898,0.713195067414765,-0.290439953006067,-0.39811986722566,-0.517269470836452,-0.495892646901386,-0.274389659486078,-0.440869320712392,0.356306461960827,-0.384563591970151,0.64112489087509,0.0535728460849412,0.14062172853392,-0.433335305576165,0.15701219734969,-0.30779896662645,-0.0671589483783502,0.343153740881233,0.0208525884747853,-0.453170001626506,0.654995847367392,0.306873261455781,-0.624193572837988,-0.236649925332577,-0.33186763180692
critical,0.632269525693908,0.393766852318948,-0.357450310317263,0.229161279455227,-0.227002834386365,-0.470994294595148,0.544298879752111,-0.262308977389277,-0.203871670427166,-0.453963417725049,-0.34596372301698,-0.413607172771739,-0.479825014610709,-0.0309885240440115,-0.0910726040205335,0.0204478472347123,-0.354800560442133,0.0214446894190747,-0.442575187732496,0.227469902831509,-0.337485948960135,0.0375447432207061,0.283038638269088,-0.285538570539791,-0.400503220079389,0.35142405136417,0.273964322685195,-0.704234062100216,-0.16302499538517,-0.555600704903211
critical,0.615691835079326,0.596341086755843,-0.140811827041927,0.302524336757443,0.089022614907223,-0.389620851327927,0.6423570728811,0.0005627313880842,0.0447937109678937,-0.491500160187288,-0.2310990062338,-0.181846309021139,-0.420565219781494,0.264559321862425,0.153382021684857,0.120401318288366,-0.0961558265656058,0.215180612770044,-0.340618486475241,0.339805014190715,-0.261822140540828,0.144683275848484,0.439359757095335,-0.0485352988954881,-0.0486052129476608,0.474326326450256,0.508203737621003,-0.487355000757814,0.0076958194486361,-0.366264561177192
critical,0.726078882629176,0.456127346683872,-0.311475700147501,0.253922265468032,-0.103750744067085,-0.43013820402186,0.688454777506687,-0.048721243448508,0.049156948236536,-0.647045770788063,-0.25646566020034,-0.336166894057809,-0.328679978461267,0.0378749249366611,0.145694989093726,-0.0882087047578576,-0.211251771656664,0.168435485855159,-0.334063149124937,0.387633639422861,-0.323888396599488,0.09744076314505,0.407437742228887,-0.0915563748830101,-0.101807657997602,0.259443308930551,0.328212456984833,-0.500595142090994,0.0392342256275764,-0.455091166601074
critical,0.218386333066188,-0.160059549444425,-0.122134872439525,0.0327051944057445,-0.0115571661040467,-0.0120860789900215,0.0960064210358578,0.0738457248288788,-0.154508731586012,-0.113946834891255,0.163492850978906,0.0037270249076939,0.0579235980573718,0.171126596785697,0.107062129212647,0.0878201437761111,0.153423502808951,0.209643147879049,0.0601533434080532,0.148159237370421,0.0228528931982191,0.220868127822744,0.224225348323081,0.156706233084112,0.0058716696091265,0.0796707807977828,-0.0411709577113653,-0.133942410225875,0.0706637438427944,0.0228874820797055
critical,0.426677657438931,0.232471388547543,-0.224228936996687,0.0746007223777597,-0.0015357649680652,0.181882732085605,0.273130673736347,-0.264811956506689,-0.428557584248997,0.0411653598064281,-0.088250786147393,-0.183071342899519,-0.1087636668063,0.0133529425387401,-0.371058520756844,0.327126837166193,-0.251820651425901,0.104809739154546,-0.0886353341752355,0.105089586504762,-0.0114302747710713,0.112239083727452,-0.0710864142132764,0.0874044973148296,-0.320424337792872,0.390676813659219,0.243942214237726,-0.111982416533008,-0.297527329993114,-0.0984523339734854
critical,0.639801363671585,0.218231051821597,-0.75114392697835,-0.0358900649323408,-0.325107037211596,-0.767446384886559,0.387359639866044,-0.725204910029245,0.105943084360202,-0.375588087249074,-0.740592673050958,-0.606987289228554,-0.729464868262359,-0.441383140334357,-0.186856475339639,-0.137284840841649,-0.223374616561105,-0.500348925991317,-0.793943590477514,-0.240500693625565,-0.573748657526212,-0.0149731428365516,-0.310394874903857,0.103472470986349,-0.392187816621001,0.229213906186385,0.171206951065629,-0.787245176613925,-0.3819632442049,-0.300218960295257
critical,0.552963456082697,0.314927294655209,-0.402825001662314,0.216387881000006,0.135152841700602,-0.414214938341773,0.387844590957301,-0.546659701862056,-0.111059841251474,-0.0322468225850965,-0.477269556178138,-0.0999697528306466,-0.492987888844008,0.150827864508366,-0.301402280173333,0.544849363244476,0.0917361829363803,-0.0687278075625354,-0.510595989566374,0.150516811646885,-0.247573023896602,0.123768221455608,-0.0942087201316095,0.163658267812131,-0.498719250485816,0.649643068519052,0.133502604084012,-0.278602452122803,-0.0434489040552166,-0.103370258114611
