group,CD33,CD45RA,CD7,CD45RO,CD31,CD5,CD62L,KLRG1,CD27,CD95,HLA-DR,CD57,CD278,IgA,CD244,CD2,CD18,CD28,CD127,CD47,CD52,CD49f,CD11a,integrin,CD54,CD122,CD226,CD29,CD26,CD49d,CD73,CD305,CD99,CD94,CD101,CD224
critical,0.0271237396581137,0.0612904167317548,0.640248701426057,0.209276482817979,0.304810297714513,0.302820982156185,0.3266027687853,-0.483496213633081,0.402003334642495,-0.135681587627217,-0.138745469383785,-0.480596481299226,0.0719933944767195,0.202579709511409,-0.460597582175854,-0.193706000064483,-0.335428066303717,0.589672173328334,0.602411439243549,0.0862376617939078,0.143699620974627,0.335709243334828,-0.5041482480221,0.467544943715575,-0.0124584532925527,0.161826907383967,-0.156915005353296,-0.265623076625973,0.561867886204136,-0.448953935382433,0.664747358716252,-0.0684493774002884,-0.419561805852428,-0.32438047679625,0.347492009119396,0.0743929621211953
critical,0.0043781493267775,0.105429501057871,0.642035363349964,0.048029349887135,0.447099834587721,0.351736398913118,0.310529687600148,-0.593758753436757,0.50823623413932,-0.23263824289108,-0.0604109031294058,-0.609608108219952,-0.0271431637265188,0.040777019746904,-0.563953233736412,-0.0822233857799169,-0.233196807953342,0.553241684304525,0.370470650977127,0.157761494780189,0.234796223684328,0.324203404317324,-0.47139357202444,0.262809179969179,-0.143076564006476,-0.041895329667562,-0.360450135977679,-0.375717601765346,0.594165774891424,-0.422285908463123,0.586360215461443,-0.125843167065899,-0.209200919863388,-0.415700686262586,0.263371999252055,-0.0290536771368189
critical,0.0874008688581144,0.638805017264309,0.601214493119668,-0.354750869205046,0.319214755908648,0.365984365052239,0.437810142689656,-0.354222363411164,0.67607066578698,-0.335537881317855,-0.332783934763903,-0.494698083655914,-0.237388816315176,-0.216068103808717,-0.477818538633321,-0.381935535972592,-0.335482346974057,0.285047419424966,0.584295104786768,0.0366428859042653,0.155869997184305,-0.0138233767545575,-0.426838659564484,0.0215021915795564,-0.395036493462911,-0.131652597611796,-0.212964141416419,-0.406897621662962,-0.0007195889188692,-0.492862031071323,0.537760993997072,0.301886401088971,-0.640920853246331,-0.297913878353173,0.237953143831152,-0.452674426304935
critical,0.136672566990887,0.748489039057264,0.445017150875206,-0.49442519101847,0.231051463459461,0.0672922084573136,0.155470050539139,-0.479812840393537,0.606186851817971,-0.272403724412873,-0.115327967960885,-0.478943491949984,-0.169326133628878,-0.206266243223326,-0.281105523806571,-0.474354520478614,-0.355640881590066,-0.164006918224022,-0.124539551783055,-0.254431851729567,-0.126299232960474,-0.376531197660705,-0.387399508272747,0.0825130363072959,-0.363714653123535,0.0336815965779148,-0.0119590177114581,-0.311075964076956,-0.263069245614773,-0.223078570244548,0.344455143093343,0.437865037798713,-0.660842823252947,-0.0942991848152401,0.31344181287992,-0.570766057936013
critical,0.0223838271720582,0.584080635628619,0.532089603694478,-0.217008556094699,0.371083215584094,0.336845796971558,0.302448275084782,-0.37171949447575,0.515901902565309,-0.11228799168941,-0.032313745080505,-0.367851503975577,0.0431728435345102,-0.0774556060397922,-0.248073187387484,-0.19058526532126,-0.402484150387711,0.201879546782955,0.0872810028990048,0.017894938203069,0.083486591756287,-0.112780524997959,-0.35404532606209,0.152552515811267,-0.194979701255993,0.17592313014983,0.137034191638078,-0.261542852103083,0.0101555387530937,-0.0843181191517851,0.539754450998361,0.445956511648437,-0.504566528241948,0.0320623071848321,0.399865654671141,-0.373311762429935
critical,0.170636161265706,0.510504106574984,0.312729892431098,-0.342585561854967,0.2301409995334,0.0651331657779158,0.141852566120934,-0.380396925426273,0.459407680561882,-0.237747971129908,-0.0439667650471368,-0.484931951539932,-0.16760608741428,-0.308665832038939,-0.417751607314791,-0.43185308230829,-0.428429335522351,-0.0040789859800278,-0.0449622434477454,-0.304139120956977,-0.20679234396732,-0.0929395874212543,-0.364953252923491,-0.037500233546463,-0.321582071558566,-0.116387015687407,-0.0736614757348819,-0.199813402290247,-0.0368929872014446,-0.249834655079586,0.162288324689918,0.144650304213414,-0.411598928843544,-0.0501258684999569,0.205179288659685,-0.458573010599994
critical,0.0695589926132859,-0.118987688831681,0.0693362032820248,0.0271621889548668,0.0581780879734295,-0.018128174044339,0.127364385079217,-0.0433683037371217,0.14555849442811,-0.0894472361827712,0.0061446481829133,-0.0257919501641516,-0.016841595780178,-0.0020598902438355,-0.0718967951530212,0.0091767734044884,0.0960602162971671,-0.0631291977332029,0.0267529406896116,-0.0104291938978834,-0.107365953761772,-0.0105877871341772,0.0032982830477356,0.0156441227007324,0.0043341311568785,-0.166121620459684,-0.0260148066007607,-0.0280409721751939,0.0344611856734712,0.0300404815949373,-0.0063905655839286,0.0056632249481204,0.148778675983275,0.0435131373555806,0.0964857871538149,-0.0595216549925988
critical,0.199324910724636,-0.13386908473092,-0.0631825333424268,0.461773185971612,-0.23100927934017,-0.216062742896421,-0.221117084498489,0.337955612866692,-0.447355366120553,0.532211353660611,0.536494174040311,0.507812948001432,0.544183978181278,0.106275178866282,0.492592348625511,0.278488264208124,0.510877037731996,-0.223810918325445,-0.478455964292707,-0.0357208443396988,-0.0020153673016857,0.294554130469256,0.540428056150143,-0.308679449294808,0.402579316836828,0.306301369814012,0.407341690619484,0.592402652420339,-0.419886604863741,0.621651163962778,-0.323889157765281,-0.218622268085867,0.49921582704676,0.496054496753475,-0.246581735186932,0.302093093656133
critical,0.427454635611469,0.274636238362091,0.070796489843842,-0.203930477912674,0.418885422848115,-0.032579816224989,0.473902565397893,-0.0105607884193419,-0.0835481576181664,-0.232961509975745,-0.124452275471385,0.0565429525921245,-0.225566083429883,0.0724161886280323,-0.0818035712814176,-0.103850846671514,-0.183831093764234,-0.187818902465469,0.172848151993009,-0.0762926499651791,-0.0820986690599145,-0.0402649523414867,-0.156257177235267,0.199878038972365,0.15919037896681,-0.198289770291992,-0.040951469552723,-0.0804218031767024,0.161403095552061,0.164268974325026,0.394718547953665,0.43089407287037,-0.140878203915971,-0.15888129442506,0.289865608721712,-0.290790740547689
critical,0.0801840036770873,0.440586248207249,0.62642667495723,-0.367611186586704,0.222386944366383,0.379819578664429,0.436416546924116,-0.681861109164497,0.632851074127005,-0.618854580751829,-0.263922216047448,-0.285848618392481,-0.0262326454739433,0.0881266270034229,-0.723626418872405,-0.0816499651975359,-0.533015806136791,0.308069317393707,0.628714857513247,0.34410890158469,0.585986488677411,-0.129055382804764,-0.728643208741185,0.464786396787408,-0.487010030403653,-0.0721530984951519,0.319618073151693,-0.3746024807781,0.432347604238664,-0.458300328716085,0.657239579181165,0.324676333585998,-0.483000781701215,-0.147060875804029,0.554312855867046,-0.232571563730327
