group,CD8,CD45RA,CD7,CD45RO,CD31,CD5,CD69,KLRG1,CD27,CD95,HLA-DR,CD57,CD244,CD18,CD28,CD38,CD127,CD52,CD49f,TIGIT,CD11a,CD54,CD226,CD29,CD26,CD49d,CD73,CD305,CD158b,CD99,CD94
critical,0.0028226602046521,0.07547670504573,0.682720805460038,0.0927265223290997,0.465898215428367,0.485426356320384,0.075400730622612,-0.546365369848862,0.554441602498275,-0.246417365165854,-0.18156460827328,-0.624258328290456,-0.512039751894552,-0.34859568049865,0.524784130452874,-0.136467553166624,0.48094400669068,0.415588238310352,0.276965451609123,-0.0020910105539246,-0.487926263721211,-0.11098340190146,-0.2759723287401,-0.317712740754701,0.504744522574941,-0.506631060713789,0.518976812715528,-0.106736618928768,-0.075937706673686,-0.445782617418024,-0.416884650435816
critical,0.205836930065789,0.21347914742156,0.628329699361596,-0.223510232849715,0.580569052933825,0.62732171347056,-0.159490329801875,-0.42316266331047,0.635412650074783,-0.426254325036051,-0.283293924252379,-0.688861113119554,-0.481828340539079,-0.20047698605707,0.325811165455759,-0.168439986433157,0.0523171192037301,0.476956057157804,0.0436261991166552,-0.355639878546507,-0.316116888333533,-0.201765500398045,-0.511458824857326,-0.254238051492634,0.332561323060223,-0.345706384694417,0.315889961130837,-0.113694023502526,-0.400652150603705,-0.174148798784871,-0.412457197526038
critical,0.186850845151043,0.561706560058183,0.544725700074798,-0.287596516731579,0.291627286910097,0.35974008559768,-0.0144565189428288,-0.298815999487786,0.626326907928473,-0.252707026470536,-0.400676470180111,-0.451746924529196,-0.415286171063589,-0.416439948121482,0.339724552273918,-0.339382736301267,0.612781453842624,0.231759177474251,0.0958759017881423,0.161559874808828,-0.391172382905878,-0.321345309305887,-0.076806063764024,-0.299980796288267,-0.0009167365678744,-0.451300057268828,0.562694840247349,0.339936398732699,0.0153385903829243,-0.55175850810534,-0.139969037571397
critical,0.0658794370362122,0.690011337129849,0.396372290742771,-0.392152451574081,0.234329336187893,0.272809664884101,-0.23054105263857,-0.49477643383182,0.53833740676369,-0.312000884478838,-0.253182935739032,-0.382058409246418,-0.371647561256644,-0.393390868327243,0.0346020984404818,-0.116993480339671,0.0613147507846107,-0.0120623719200013,-0.293066869356717,0.0252438665614883,-0.45432303400479,-0.342356315961794,-0.0369576094594385,-0.352688442831429,-0.185819272969273,-0.381322211463669,0.413183961050661,0.323571741490087,0.0429343782212893,-0.686212787826789,-0.268456072708874
critical,0.20468850237735,0.45094262241493,0.392666730826667,0.0370895355891435,0.295911586444755,0.332560701246367,0.161904478185969,-0.27961109480923,0.510650744019089,0.106323557622158,0.0403629353066627,-0.245576061841334,-0.153292768543911,-0.32539815116267,0.294057228057388,0.0387570171472129,0.203990549756901,0.218718133574253,0.0530959441183023,0.305247537326786,-0.292767720318555,-0.177209813181098,0.257349567917689,-0.162176333381611,-0.0527649347800034,-0.208161613061233,0.425150572021743,0.324195094998619,0.270447294794623,-0.398033876885089,0.0657298549255481
critical,0.17187618456661,0.189909700399581,0.41736330454341,0.0621114309960723,0.241921539395061,0.356132713928409,0.0983929341894094,-0.235270556958814,0.31398505977313,0.0809288428641588,-0.0707016673126409,-0.446123498095828,-0.332438645712318,-0.310132628004188,0.363070150120972,-0.112396090376784,0.426577649597028,0.287738563939227,0.185007147760656,0.139652942692145,-0.259698225158681,-0.101743487065331,0.10897106258787,-0.0841321021801886,0.255406579987078,-0.276891444975522,0.310754671764667,0.0714705932139483,0.0400244013335809,-0.195661513121408,-0.0732019372039735
critical,0.0855058061259563,-0.226789132476209,0.0222144254442634,0.105217726917225,-0.194605029660912,0.03933091123364,-0.152088222229543,0.0501133348584788,-0.0281526116088867,-0.0166007649116385,0.0503143571141127,0.0196325020300667,-0.210477505650948,0.0437911000158592,-0.128847702165529,-0.166773471348581,0.0232953847723636,-0.120601819393116,-0.0499174436077433,-0.166549267224151,-0.0540391641558128,-0.0435971302962304,-0.156774645539611,-0.0183834147884521,-0.196747040401304,0.0880469606321602,-0.10739782869093,0.0107925879805152,-0.290181595232571,0.135383326563504,-0.114304800121066
critical,0.0436833188790751,0.0092268242084078,-0.0575449188330916,-0.143282840770982,0.208101165192566,0.173518807298546,0.0280563629986845,0.100857662063083,-0.026892793688252,-0.263392298806436,-0.41197136651911,-0.181031423798347,-0.373497294460334,-0.110783760237907,0.133231163784302,-0.469961607475721,0.395189399571329,0.217316140064731,0.0273897325486884,-0.271510843734634,-0.254585977943864,-0.170698211611268,-0.181824433523651,-0.299855012080411,0.173014902316355,-0.296530537527056,0.279815270107343,-0.0057743225613288,-0.361393363649214,-0.160910329869961,-0.252860435429517
critical,0.0805854430368188,-0.208155448428628,-0.173416524999263,0.386422110711452,0.152631375950282,-0.191733089602141,0.486962901231103,0.530395960531743,-0.388058057066614,0.412497877558997,-0.197078815831457,0.522042175550093,0.575415739141571,0.505929056815459,0.153376717472962,-0.0055060607794187,0.239616525380122,-0.230608363410333,0.251089453887063,0.532955738732344,0.522283067820447,0.571304945568388,0.107432259486186,0.356904603640398,-0.0558367465693618,0.347632909041336,-0.0963918556053773,-0.0790655318821414,0.30781391509191,0.445548011642719,0.0951185698707914
critical,0.232057967227941,0.52563681188807,0.368767262317668,-0.406211577715337,0.293182930237222,0.147118773545279,0.107473234290168,-0.319931089685528,0.55306620226188,-0.566906357486577,-0.192876388196716,-0.0797424994880638,-0.544748999078242,-0.500533487345858,0.180803989876442,-0.217612433106498,0.597586059977898,0.382952012314081,-0.154057602698966,-0.173667960131939,-0.61831613470729,-0.302769028692975,0.075136945597713,-0.358693564337185,0.29636964627017,-0.406431790480179,0.687770317270798,0.22580403006376,0.151888555146464,-0.416246661003771,-0.0921655421481213
