group,LHX2,FOXK1,NR2F2,ARNT,HEY1,ARID3A,KMT2A,SPI1,E2F6,GATA1,FOXM1,SRF,E2F1,IRF4,STAT3,HOXA4,CEBPA,ZNF384,TEAD4,MAX,ETV6,GATA3,FOXP1,ONECUT1,NR3C1,JUNB,FOSL2,GMEB2,TAL1,TBP,ZEB1,TCF3,GLIS1,MYC,POU2F2,ETV1,CEBPB,SPIB,ELK4
healthy,0.0551722495214957,-0.258503266533395,-0.449329071373643,0.239969422225261,-0.107824792112883,0.0413605226453432,-0.0907654429712564,0.179216488465968,0.186887596230966,-0.482402557893295,0.0560681453188678,0.0240958640501526,-0.53455115909866,0.391282489502245,0.0171900006120763,0.476971189621727,-0.0704584715641565,-0.144183229889565,-0.0683307190453978,-0.16126124352697,0.344826559509348,-0.465529853709454,-0.625615234002374,0.109859222152748,0.0850541072630095,0.312406330341947,-0.334411770864898,0.245848738395515,0.487068681837941,-0.25936183333921,0.363211087851254,-0.129046323813133,-0.630374680425913,0.163071699617493,0.119452772982941,-0.0201949844324284,-0.381483629218488,0.1629783771386,0.292024700951733
healthy,0.443371964850132,-0.61915963915895,-0.676644322663267,0.0124401083114011,-0.15944478691933,-0.399140468631817,-0.439469185772045,-0.410279650583856,-0.467764334088173,-0.173511053179934,-0.0283764562135881,-0.508662206510622,-0.604361601821205,0.303115841731394,0.479472671322433,0.414832892841623,-0.163022334407576,0.0195952032878932,-0.178633450719923,-0.317263415889458,0.343932406256383,0.104480648236277,-0.162453179125355,0.32425589507103,0.410360958481316,-0.0176438137488499,-0.0917153083350355,-0.329784832098319,0.453372836237729,0.160745713278693,-0.33027267948308,-0.615094244285943,-0.360844448928092,0.292545815061576,0.333687611176406,-0.328727829431337,-0.460934470701522,0.205627672676689,-0.030653077342472
healthy,-0.0257732871787361,0.193546464502905,-0.216509907217576,0.168463353746583,-0.0395946842722468,0.0858007672834708,0.136415938507783,-0.345215525304092,0.065857125614441,-0.22598475635634,-0.0866696301582891,-0.301249723689893,0.182045757710002,-0.15082700089423,-0.298792784969327,-0.0818316944594294,-0.129060757410671,-0.11225976372331,-0.175974885489549,0.333147489024804,0.332178115020508,-0.211872993777672,-0.003806021436222,-0.0316945094952999,-0.339562332666136,0.0604250574613353,-0.0763035823381562,-0.0609946205283756,0.196838762388463,-0.108817815933863,0.306427163648322,0.169611414203283,0.26383724771764,-0.280517628049627,0.312390823997332,-0.120687063534851,-0.173062296315351,-0.111971631818808,0.375301856727749
healthy,0.400084716401927,0.0917474401484182,0.0006611778312582,-0.181643582369313,-0.0070445492566788,0.268774799114038,-0.165438714795929,-0.353213218873274,0.0264350918352164,-0.055731280467514,-0.0266755201374921,0.0876361161795033,-0.315237568528822,0.0244996440018968,-0.0080904123715782,0.126212837279644,0.180994425953169,0.12709040058295,0.117713696794197,-0.25240163172906,0.369033401163017,0.269964919210302,-0.145423058631475,0.161014834034056,-0.0865662102343763,0.37742434891244,0.485003992765715,-0.17217070725965,-0.1929677554065,0.0164092316303185,-0.361051181527462,-0.231568519336868,-0.342177559798818,0.1062933524361,0.122846841047784,-0.335024817806115,-0.011708858320828,-0.0230690956033562,0.192210406254332
healthy,-0.372117511123742,0.0058752516931677,0.44435176497912,-0.363886531267317,0.100644460559509,-0.24757264860529,0.0544881331032988,-0.0817751873951537,0.0767112315989539,-0.0074501661752394,-0.347823966740739,-0.0491365502453609,-0.364758010000573,-0.0677987006614533,-0.0934404968963548,0.154702716260753,-0.0038665518326594,-0.240236595340414,0.082485657501458,0.0202800526383696,0.203596190375134,-0.0625838969768962,-0.153820295193627,-0.0625471619989025,0.0454599260648818,0.21498872312485,-0.268520965205035,-0.0709461848397673,0.0528936787393156,0.112659143149288,0.0241716155198758,-0.259869487089873,0.194714141653416,0.0577364430722765,-0.0714213947678564,0.243289506490277,-0.0124750422076162,-0.313271984354166,0.0982754452765511
healthy,0.311401190757039,0.004456468468863,0.0256197332457525,0.0493505270514526,-0.324965045811869,-0.186544674785677,0.06433505504649,-0.0830617466801186,0.0287031490964262,-0.238934965725954,-0.124630319441776,0.338179685171899,-0.21958920990609,0.0709265012858325,-0.167528292859772,0.0775139791650067,0.119153982409691,-0.164698852059862,0.375486239112934,-0.163393261564531,0.221053534808147,-0.349104580714891,-0.159135211104077,-0.0466480737769239,0.140182322940862,-0.0359930267253679,-0.19394169813916,-0.482913717225661,-0.362358903676604,0.0006666845082537,0.129090756270807,0.163444850246717,-0.435305300288038,0.112927625305821,0.251721022187821,-0.440519725549023,-0.0994629792551953,0.391982712332047,0.0035675557911913
healthy,-0.0428164071946636,-0.147421019022972,-0.0916393977815338,-0.0210015385908891,0.198698335169721,0.152569579306717,-0.0219392503320282,0.0101360567702263,0.0613906047362102,-0.106203865710566,-0.125725050918748,-0.100405569009062,-0.109095846300706,0.0859924673188199,0.112905300249084,0.0236772214637616,0.0294375711973237,0.0554337740353052,0.185019296492664,-0.111502948967147,0.209608088452982,-0.192677416256292,-0.0418521325759653,0.017032285744179,-0.0631833881549708,0.0038794450225812,0.125019237315031,-0.0197648890689642,-0.0045367708339282,0.120831578586167,0.0207645808577415,-0.0168353831438589,-0.168384189012942,0.263293772165103,-0.0494647159780633,-0.0363966234848689,0.173854876891215,0.0009899942303033,-0.170192572851856
healthy,0.336694478928905,0.0880785028321743,0.191865728157185,-0.141511818153552,-0.0620443840940465,-0.0935651018190339,0.428144367278159,0.139206958380667,-0.252821054273005,-0.300670130926716,0.544543071759652,0.194701973115998,-0.394041831070306,0.409980570118889,0.604686298607226,0.0101995912719445,0.390585949675606,-0.151011032484326,0.405048827395074,-0.0516316754418801,0.0515668952690373,-0.0874701325133028,-0.206954814214134,0.420397034143394,-0.249083519952901,-0.305701391017507,-0.0404988741437655,-0.386056031792033,0.217238901363699,-0.614062524493907,-0.0887863905180217,0.0569736925936993,-0.187037258172685,0.305961450551963,0.0485851296320992,0.321387581276311,-0.395235100630932,-0.135092009140522,0.183131670940423
healthy,0.210590639029077,-0.443013923770977,-0.224090775526817,0.0445814945073592,-0.364446233760608,0.688982701598822,-0.653282027061717,-0.376106908625649,0.286907634340368,-0.380304912844933,-0.189660085459412,-0.633309001465239,0.224806401696251,-0.601787180587955,0.359759386312908,0.539834112798637,0.674703439708162,0.638912051994651,-0.650290508088648,0.215385334364283,0.620328953845566,0.38664173217906,-0.413676274596739,0.251322871084228,-0.623064460076331,0.238058588845146,-0.0230068773852045,-0.42816216094477,0.631405032684872,-0.525613310510551,0.625450216615837,0.425485114316579,0.256286897682061,-0.182130891817623,-0.0470670355409136,-0.620475102851999,0.253717698941375,-0.537384857035645,0.603879631190412
healthy,0.162590030692113,-0.0394466465682975,-0.0736252847041742,-0.30058176557114,0.197109349104555,-0.0961205066021905,-0.338885437185595,0.0117984511364407,-0.218501415821314,-0.294551282234027,-0.294427398497094,-0.22611289161071,-0.247473987393236,0.310990949086265,0.121845554498807,-0.016733153324257,0.209196862293838,0.0067442896308679,0.0383803615468417,0.0791676071255172,0.352363692802586,0.28067482889118,0.219735828771464,0.0081114351563029,-0.257974608904668,-0.0991453345122955,0.0834607685327896,-0.126946909808926,0.468787859004199,0.0300462306253383,-0.393170110864358,0.0388758964945722,-0.267852862118653,0.148197395112048,-0.0286009203611244,0.178093195485396,-0.0876300462031293,-0.205461177702763,0.33233729680487
