group,NR2F2,KLF5,SIX5,KLF10,KMT2A,MEF2A,GATA1,SRF,ZNF263,KLF1,CEBPA,NFAT5,STAT5A,TEAD4,CDX2,MAX,ETV6,PRDM14,TAL1,TCF12,VEZF1,TBP,PAX6,E2F8,EGR2,RARA,ESR1,ZNF143,MYB,ELK4
healthy,-0.691251177076169,-0.224404472012798,0.345367906237545,-0.65543333730116,-0.375369488371802,0.6695322403164,-0.675311686199932,-0.228490577064213,-0.589945221206874,-0.496296110839329,0.265891322399679,-0.0003681175721994,0.450502284857714,-0.217631108684328,0.250099078552321,-0.13973743040692,0.271302650711011,-0.332336544181684,0.177948034401225,-0.399554812865307,0.633751212298612,-0.510910378455648,-0.299610892013151,-0.529169010036742,0.426869136722508,-0.197126959912817,0.246859643916966,0.283303283564714,-0.369148301401631,0.303770620579005
healthy,-0.658479301818534,-0.51686126165148,0.241001965321495,0.0659857382346776,-0.424773056940677,0.221141393002703,-0.278129076023561,-0.280966300640532,-0.293369025394715,0.0732003951178303,-0.405236738863825,0.434743874880315,0.302204953487565,-0.269049957249257,-0.128485743368506,-0.305771750148899,0.277399503979198,0.17923153223203,0.47584310004614,-0.0179150468671545,-0.12054151444099,0.354815204242241,0.406614819392068,-0.0886024716099541,0.0556906660531002,-0.0944390479648642,0.322714034290235,-0.226977969357613,-0.319552555431326,0.0398022081980672
healthy,-0.160080331570044,0.198942416804299,-0.197985981878367,-0.341925486020699,-0.0483829601787597,0.29272046607089,-0.202894627242034,-0.468787488861575,0.377708799323957,0.053730300901016,-0.226161290088984,-0.164277579054919,-0.178967945251983,-0.36916807256801,-0.0599510801300119,0.265315838895631,0.49948035512103,-0.257118954447767,0.258802596094243,0.0278591313755985,0.0439960065928731,-0.140469463378,0.445848859480957,0.0248554514429194,0.271224393500046,0.348023746726125,-0.40908539798914,-0.0003082724141433,-0.0484145778622615,0.263177693048816
healthy,0.162076207620762,-0.15011101110111,-0.0294149414941494,0.0923972397239724,-0.263282328232823,-0.101710171017102,-0.174305430543054,-0.0440444044404441,-0.483720372037204,-0.175001500150015,0.267602760276028,0.0878367836783678,0.0146654665466547,-0.0792319231923192,0.417737773777378,-0.426678667866787,0.37958595859586,0.232667266726673,-0.314563456345635,-0.214257425742574,0.26981098109811,-0.0651905190519052,0.165928592859286,0.146630663066307,0.0626342634263426,-0.36949294929493,0.0166216621662166,0.202136213621362,-0.177965796579658,0.239423942394239
healthy,0.33294524697485,-0.425776036991205,-0.0797471709444917,-0.262417406213846,-0.163243362793056,0.299383989350275,0.0794913322476258,-0.370259742624874,0.0731712730107635,0.35553988045877,0.111088817017686,0.332368204199776,-0.0255473213013201,0.128859766499984,0.205501027550382,0.102268707657879,0.302564401722028,0.0965791080668647,-0.0037469123433844,-0.0439473247223408,0.0511522765947914,0.261365234430307,0.340217672789331,0.0569381671239117,-0.166476489182021,-0.0337032340442639,0.102165388184145,0.478672796128911,0.111651099867941,-0.218759657159387
healthy,0.0235595845773074,0.0165954802766965,-0.153813981841765,0.358826953714536,0.0225100368470171,-0.221399331737042,-0.123499413376272,0.39170226081521,0.0902453221323356,0.0896968742582365,0.267390039798186,0.402513391570833,-0.185545045176333,0.162885072939274,0.0432090120090594,-0.389571600009357,0.305047496707552,0.232964085111031,-0.26246979160393,-0.0791264292603121,-0.0272330016333237,-0.198692011482075,-0.238152638740098,-0.491961688735053,-0.374424179947009,-0.488264597670083,-0.153616698433815,0.154974008280507,0.24546001617054,-0.145989721882495
healthy,0.144112551682029,0.374251973348832,-0.18593107794302,0.10616528376042,-0.274991335444888,0.0808996252464223,-0.451384049315578,0.0937394627056011,0.165545074159223,-0.236464444557175,-0.263551775250357,0.389914090950604,-0.218182545925438,-0.0495577636019007,0.340954396590249,-0.20773047634289,-0.0482710334105282,0.0163745537510569,0.280756411396294,-0.293396209246238,-0.360896050094515,0.403847587584864,0.33699541596321,0.352045117220315,-0.433025496161449,0.348329217511875,0.443784593750794,0.466639938940398,0.335691469248092,0.0908040454069649
healthy,-0.0664167743500576,0.340913641738753,0.0115211922591282,-0.0740272898242229,0.388787760403761,-0.12566459108001,-0.449521615817429,0.139546152810318,-0.260848337237913,0.0313455216315651,0.534549938125055,0.461223592496387,-0.294151509083185,0.338640659109895,0.158213184477297,0.0635450300238097,0.0919189366521877,-0.475399217886571,0.309555173908325,-0.420062077941582,-0.018245817839703,-0.601293141632145,0.264157478140015,0.30711065414454,0.425291879917784,-0.121760849758723,-0.426529166637642,0.162356892841785,0.245554715103103,0.203819406520143
healthy,0.0586518561728498,-0.306065888874864,-0.369117034014332,-0.404877996552382,-0.633127839062695,0.648682753447277,-0.340710039640948,-0.690323592549411,-0.229369152742619,-0.522836805199222,0.679567720785843,0.383166875890116,-0.652128130256095,-0.719625535416572,-0.533070498751737,0.0796679051685365,0.643992643697086,0.272890333096614,0.684428225531219,-0.0987976166075462,0.103492723278417,-0.43955112945841,0.29187163599143,0.312556888838105,-0.460572175374776,0.118757316571494,0.438799092896079,0.215438237579018,0.0557256594226776,0.669909672495657
healthy,-0.043226744857222,0.395584438838378,-0.1176676377838,-0.20752144834417,-0.436419294954653,-0.0642325480161419,-0.470778333775995,-0.380719293255753,0.278507390867158,-0.455397898581894,0.14743927023593,0.225016195067305,0.0019710934994839,0.0393613345338894,0.0049491426294158,-0.0299340446505898,0.399709708679246,0.232123943461699,0.516896015765793,0.103515629399865,0.441792185774595,-0.0679606462080497,0.26435242953416,-0.204989294522736,-0.546285241314279,0.48889467627687,-0.0015414394108323,-0.128798779276391,0.431700482352144,0.444094009569124
healthy,-0.322588564323727,-0.213340827383389,0.409311410064811,-0.244288067688223,-0.42999784789098,-0.365972226549589,-0.462803949447899,-0.451894455499167,-0.224691445485871,-0.153439865141936,0.329370433925145,0.417035181773881,0.0861210749500833,0.146237802544715,-0.314332966776465,-0.0415785242791763,0.180497573021112,-0.346351882368229,0.120272177831467,0.12064981080611,-0.33043582986469,0.375653933658363,0.225410256335063,-0.271278795861966,-0.257194917384128,0.386626744359888,-0.425916097664835,0.414140402629695,0.0254805451278065,0.352709372742254
healthy,-0.139314948168738,0.377904206196434,0.36301305971759,0.325619736337382,-0.258444119999487,-0.206159650140436,-0.106223511549085,-0.111849055774426,-0.146264149858865,-0.104899854084299,0.387500722816133,0.39444992450626,0.346136427041567,0.38584615098515,0.212777937464367,0.376911463097844,0.318008705914862,-0.268371550985383,0.163802611267281,-0.188952103098217,-0.143285920563096,0.366984032111948,0.278298981971279,0.364336717182376,-0.233625542534748,-0.159831638872922,0.402722783661173,0.373602319435879,-0.15056603661942,0.345474598309174
mild,0.566611855081572,-0.626812622763628,0.0287448530872443,-0.0659649405135659,-0.168529211379291,0.0314179090596588,0.388859967171865,-0.423875733559324,-0.378243754352513,0.186999901463558,0.470255154957473,0.681312560172762,-0.621681875517998,-0.468392883734986,-0.113522533501453,-0.547051672989591,0.0907065438980472,-0.0991437727019717,0.496352289095738,-0.588604391423333,0.630423148603145,0.0551713685301669,-0.152997616013508,-0.221977662315863,0.367551530462855,-0.350651735831571,0.0651668242753568,-0.169225979523759,0.699086482112561,0.103565083291416
mild,0.137354326552729,-0.324495182781384,0.532274497588462,-0.214399863966111,-0.266057802204323,0.0557538513179331,-0.0043254254505679,-0.585627296411386,0.0713253829399777,-0.0193320035443751,-0.0872500105171708,0.0301543945696738,-0.334011118772633,-0.133770402607973,-0.486495607003472,-0.16766761430222,0.241023298984301,-0.293140261964206,-0.140708738126639,0.303009293910603,0.17587709525942,-0.217771930337779,-0.424827398436803,0.0201264694434591,0.0573957475093732,-0.222273903765921,0.134617832900329,0.457947799029723,0.04537283023657,0.170668929920981
mild,-0.202259369524601,-0.21176879038563,0.0484319969854494,-0.0210483085071828,0.273709866694585,-0.246278193605265,0.136747673628468,-0.366169155633238,0.151356165069922,0.0910649125939367,0.203045470358616,0.0778112807586843,-0.0626185061120554,-0.172731897981937,0.0114400957998675,0.0679208056334103,0.556975727549162,-0.0199291380199764,-0.118506464867885,-0.189664820435282,0.254868850295839,-0.442380008482096,-0.133059915137837,0.138300116927241,-0.230448917206139,0.248935694270347,-0.328642367165624,0.0140891285924102,0.277447021108358,0.163427117373928
