group,RXRG,NR2F2,MAFF,TP63,ZNF76,ARNT,HEY1,HOXA6,MITF,E2F3,SPI1,GATA1,ELK3,SRF,TFDP1,ZNF263,FOS,GMEB1,KLF1,STAT5A,PBX3,ELF1,OTX2,BACH1,FOXP1,HNF4G,CTCF,NFATC1,KLF9,VEZF1,TBP,TCF3,TCF4,ATF2,THAP1,MYC,MYB
healthy,-0.146669275333091,0.143679076039858,0.0174179108830837,-0.188008780562041,-0.100545451234968,0.18255166685189,0.230170590596629,-0.0436569096812055,0.134633723177827,0.114449877948503,-0.082379990528576,0.150257514484971,0.118411892012037,0.131045484025947,-0.103236630598878,0.136203577806775,-0.173282049042867,-0.151304084237602,0.154144773566174,-0.146519765368429,-0.188158290526702,0.212453659784222,-0.158480562541362,-0.0386483258650398,0.0257904689041368,-0.0494877983030103,-0.106899624733089,0.100620206217299,0.265081167345128,-0.10248908077557,0.162218311657904,-0.106899624733089,0.137250147559406,-0.153023448831212,0.258951258793999,-0.0366299413421073,0.223218377239862
healthy,-0.0793806600374275,-0.307341553491603,-0.0209984912323455,-0.158125002158723,-0.131558729160225,-0.0163851863403908,-0.0556778176615223,0.0887663493003698,-0.229869847202571,0.0289524651839916,-0.222393111688023,-0.0598138841163782,-0.0894026672165015,-0.19169077223467,-0.0314977368485183,-0.295887831001233,-0.178805334433003,0.181668765055596,0.163692783924875,0.322931342436829,0.0389744723630656,0.022112047585576,0.276957372996315,-0.150171028207077,0.14762575654255,-0.090357144090699,-0.180873367660431,0.0951295284616866,-0.0637908710922012,0.0475647642308433,0.213961899299278,-0.154466174140966,-0.0289524651839916,0.200281064102447,-0.0609274404696087,0.235914867405821,-0.161942909655513
healthy,-0.141354634426218,0.143345544770249,0.121445530985905,-0.0915818758254368,-0.133390993050093,0.0457909379127184,-0.141354634426218,0.135381903394124,-0.135381903394124,-0.143345544770249,0.139363724082187,0.139363724082187,0.143345544770249,0.133390993050093,0.141354634426218,-0.137372813738155,-0.0358363861925622,-0.135381903394124,0.141354634426218,0.0716727723851245,0.12940917236203,-0.12940917236203,-0.133390993050093,-0.111490979265749,0.123436441329937,-0.0657000413530308,-0.0696818620410933,0.131400082706062,0.101536427545593,0.0557454896328746,-0.137372813738155,-0.139363724082187,-0.141354634426218,-0.139363724082187,-0.125427351673968,0.0577363999769058,0.141354634426218
healthy,0.237612385966297,-0.240061998192754,-0.237612385966297,0.0514418567555901,0.225364324834014,-0.137029823334515,0.180726946485248,0.159224794719684,0.240061998192754,-0.237562898850611,0.0324635478900116,0.242462123303524,0.0047012759901693,0.0094520390960247,0.24251161041921,0.225215863486956,0.227467527250668,-0.159175307603998,0.24251161041921,0.232564700166326,0.0023011508793986,0.237513411734925,-0.141978534903115,-0.202921917870416,0.24251161041921,-0.115131774643463,-0.0751214416113379,0.222766251260499,-0.242462123303524,0.0400350765899686,0.237463924619239,0.0684406809937288,-0.237612385966297,-0.235113286624154,0.24251161041921,-0.240061998192754,0.242462123303524
healthy,-0.13278787539896,0.0023991648597051,0.0292304807169324,0.144017540165239,0.0655908074300509,-0.169653206649761,0.188583797309979,-0.192392569851189,-0.0563040728944184,-0.0449674289737394,0.134910153035512,0.106043086798968,0.096086159325477,0.172744589567348,-0.148131517941061,-0.228619172621308,-0.0842791217700099,0.126620841792374,-0.0591390204860175,0.22555453449232,0.117974408960282,-0.0698023250231202,0.0738250558731307,0.0050830830568573,0.0207099057135467,-0.172379601864101,0.0172079116298066,0.108173230549815,0.0890569995922556,0.120197372859799,-0.140109654583923,0.120140736836882,-0.228323406723849,-0.141287998505181,-0.072915733060731,0.144384101091345,0.146032838647391
healthy,0.0917532144616996,0.0063422275093161,0.0214660008007622,0.206331478476158,-0.0017075227909697,-0.118759952482139,0.182251922383095,-0.142909203382997,-0.0072831074145443,0.171971938233379,-0.0127193024225296,0.145940927522065,0.0041468410637836,-0.162632833988892,0.0586481807592254,-0.156604233114652,0.0048089417378331,0.182147380171403,0.136323044046399,-0.123882520855048,-0.123568894219972,-0.126565770955144,-0.101127166110084,-0.0285051763880252,0.14980898935467,0.0769779152092269,-0.210408624732147,-0.0598678398956323,-0.0457546413172091,-0.04941361872643,-0.160716226774538,-0.0077709710691071,0.107817867658374,-0.0303520887945843,0.0850973603173075,0.171902243425585,-0.164026730144785
healthy,0.21103780311406,-0.102552598946338,-0.204472587246489,0.105414786037664,0.213808938610502,-0.233668479084006,0.160662518553734,-0.130218823989819,0.186084123845097,-0.15491755879311,0.154271488345939,0.185139562517309,-0.128835631500595,-0.158584166931402,0.207770238487255,-0.255000680135619,-0.181678810158752,-0.191544844279086,0.125011464515505,0.196554265503655,0.183901260826899,0.123334531663658,-0.0636767349432489,-0.148167072723776,0.198581153181053,-0.152142464531673,0.11464029198182,-0.040818034109596,0.205443276423243,0.191768118624799,-0.126381988956745,-0.183902052579898,-0.217005245467399,-0.21243208014527,0.0638913000059734,0.239105446928026,-0.225287773589765
healthy,-0.163205730201666,0.0919781042078727,0.0016177779355447,0.175037794847602,0.137820648361014,-0.0351123843765685,0.16633398447499,-0.0606584186138697,-0.0566469896512434,-0.115080963603739,-0.0002682539944143,0.109039058252623,-0.0206390496317841,0.155442872301769,-0.0043787305857474,-0.0069168260713597,-0.064706990437261,-0.166523825763345,0.0780247695137991,0.101647628960376,-0.196663193781925,-0.0461479410083202,0.170382556298381,0.102427629036442,0.0313568284547681,0.0507288938360107,0.0727587372542198,-0.0201727003799561,-0.0988949302792325,-0.127412393377738,0.0594327042086227,0.0674142922885808,0.103508898983159,-0.165690174888396,0.158913666291037,0.0254923834384184,-0.056634608697655
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
