group,VDR,NR2F2,ARNT,ARID3A,MITF,EBF1,E2F3,TFDP1,ZNF263,FOS,SMAD3,STAT3,PPARG,RELA,TEAD4,CDX2,BARX2,E2F2,FOXP1,HNF4G,CTCF,NANOG,STAT2,TAL1,HIF1A,TCF3,YY1,ETV4,RARG,MYC,BACH2,SETDB1,HES1,CEBPB,SREBF1
healthy,-0.0130280340448559,0.0412554411420438,0.163108918299685,-0.108825443112785,0.181255108576448,0.0377916384396417,0.158249254806762,-0.0038256925369815,0.0627620370256155,-0.008788753125498,-0.219667129589654,-0.061055984948313,-0.201934527695267,-0.159851909788471,0.174172407528253,0.126144456624796,-0.0086336574821069,-0.17422410607605,0.0189216684937194,-0.181875491150013,-0.0626586399300215,-0.240243151612879,0.215065958835717,0.086129780629881,0.0925404005567148,-0.0219201842659481,-0.10225972754256,-0.151269950854161,-0.122370462635611,0.115546254326401,0.201417542217297,-0.214342179166559,0.188389508172441,0.019645448162878,-0.204984742015293
healthy,0.0307375326315077,0.0711354326614892,0.05422978971416,-0.144246849563575,-0.003732414676683,0.189035825683772,-0.23404435560848,-0.0160274277292862,-0.0197598424059692,0.107581364210277,-0.0985796582253354,-0.107581364210277,-0.0267855641503138,-0.204404591999526,0.0535711283006277,-0.0972623353982708,0.0801371386464308,-0.161591600119926,-0.154565878375582,-0.0533515744961169,0.0625728342855692,-0.152589894134985,0.222408003969409,-0.0076843831578769,-0.151711678916942,0.0248095799097169,0.207039237653655,-0.0221749342555877,-0.0346895011127015,-0.0162469815337969,0.252047767578363,0.0450085299247077,-0.0410565614435138,0.0805762462554523,0.278174670315145
healthy,-0.0976592212879321,0.080719043820598,0.15110194332247,0.201270396821144,-0.0245292659805461,0.050667918190585,-0.146800997364343,-0.216642810116644,0.0154140353531599,0.147022981671859,-0.121161809846216,0.0094343330694408,0.140280208331053,0.0903614871783353,-0.145926934153498,-0.0909303219663457,-0.0200479577725617,-0.0961885752506369,-0.169554388884759,-0.0472687834817424,-0.154778558415708,0.0688290093492586,0.211065454390299,0.0223926670207021,0.142097704848842,-0.016121610333368,0.0838406981450453,-0.124810676901014,0.0690232456183353,-0.233749475814616,0.0173009019670481,-0.0798033585520934,-0.124144723978465,0.0003884725381534,0.0572996993776331
healthy,-0.0495931078726444,-0.125679469024367,-0.202561157993007,-0.110992415338634,0.218997932875958,0.0140331174807126,-0.150723458281508,0.264632075615504,0.171331285715401,0.190772632351149,-0.141550677459732,0.0065570360016931,-0.110214761473204,-0.199927739221438,0.269492412274441,-0.227675843056096,-0.286883580537692,-0.0544357705800944,0.0312475462290931,-0.24128478570112,0.0132377896637957,0.175926513102032,0.212546940583187,-0.0817243516760897,-0.154081509064046,-0.0156767949690077,-0.0618234823016786,-0.213607377672409,0.202419766381111,-0.084251726738737,0.131900699947807,-0.252772854167698,0.134622488476811,-0.0399961522151797,0.0877688430846587
healthy,0.0644624534707142,-0.0377210532740933,0.0695701044610378,0.119602436726303,-0.0799334858564546,0.208011291439863,-0.146448363568644,0.140984668691338,-0.184226035442502,-0.0826577115605241,-0.139621467020077,0.0290834503522777,-0.185546773163939,0.0597315339326719,-0.134820863051555,-0.306863011352355,-0.0913301566975797,-0.122864539128139,0.0803733688238583,0.0400968568257638,0.130927245498496,0.0382589299718592,-0.0986176237788493,0.0577945245291789,0.176172039625955,0.245219510858394,-0.0496142256823869,0.18838096960986,-0.0251898327992192,0.120129425231807,0.0464109195187689,-0.146802229817174,0.0352918975803368,0.0145390031280732,-0.157591339530053
healthy,-0.0039726040442969,0.0136601823277578,-0.0124056757874535,-0.0002439318272813,0.0310141894686338,-0.136845755104859,0.049518160938122,0.164863067838322,-0.096387919180046,-0.0086770035704379,0.113672231513127,0.0259613159035193,0.0992105588957307,-0.122209845467976,-0.0213614585890702,0.0277385335022837,-0.0455455568938251,0.0170752279096972,0.20040741981361,0.0594496710488643,-0.168661434863132,-0.126914244994117,0.0235568450346027,0.170368957654102,-0.109908711892214,0.162597986584994,-0.162632833988892,0.0106284581886891,0.0752703924182572,0.0615056678788074,-0.111093523624724,0.0154025525226249,0.046869758241924,-0.121931066236797,-0.0275991438866943
healthy,-0.032241448640839,0.144234686211088,-0.105232144728323,0.0563559615029195,-0.133198947768851,0.0239383250064791,-0.235331858320171,0.239927295868467,-0.0549114688027782,0.149393677181518,0.115258441326517,-0.134347420100003,0.0100105047165849,-0.0497057214769956,-0.143241655538129,-0.262011158542438,-0.0144687696461957,-0.0610418153145462,0.0770324888452423,-0.0321665146143794,-0.150703474420874,0.0543869306175607,-0.0118919061412491,-0.0004935737114737,0.158410222290931,-0.143665868828417,-0.109555714197149,-0.109860404618786,0.17382805305737,0.0721586806779917,0.0391053435355941,0.196426545284961,0.187784051018371,0.154425094520123,-0.0470957259851432
healthy,0.0281666694135025,0.192837479123124,-0.006215238701353,0.13611620375035,-0.165719063780102,0.164064142983792,-0.214462878057447,-0.0865511195516448,0.197170812879047,-0.161121603014293,0.0746695310913555,0.0162603190460366,-0.182610811459144,-0.0462015918072031,-0.0557184181321169,0.105073026119821,0.0795765156968727,-0.133078743136674,0.141221283613281,0.195317796825324,0.0963403268555023,0.195206368243029,-0.0768073090776111,-0.179577477829998,-0.16889271488325,-0.223562878944886,0.0205523829566656,0.219733037301555,0.219720656347967,0.210488591955585,-0.174732397992423,-0.0455660361896676,0.173077477196113,0.147238427057221,-0.129389218967345
healthy,0.186243741423858,-0.239746699078247,0.257590648708374,-0.110017826661039,-0.0448717009015035,0.256785305505071,0.0015204012941274,-0.26136095500545,-0.0559225986687953,0.132274912589084,-0.203401524199153,-0.244322348578625,-0.0903790089948513,-0.190584649631794,0.164235842406252,0.229985072717139,0.0275369593057517,-0.0048428934333131,0.213813203370102,-0.216456751463454,-0.262202412253743,0.189111196596156,-0.14192097400622,-0.224383784339011,0.0665834647501827,-0.267937322598338,0.0558287021518184,0.133954215681173,-0.0575513420978962,0.0812782696570816,-0.0926108569753043,0.249464988585365,-0.260042792363273,-0.197193519865175,-0.155337341720432
healthy,-0.142006701342023,-0.0229535761106722,0.114984307052249,-0.104348490535451,-0.140213453208376,0.0139811518281869,-0.155579734629449,-0.0088487519974062,0.10024875428508,-0.260849583688739,-0.0145995132535822,0.175305464099558,-0.0437861725322387,-0.0098752319635623,0.164428486626855,0.0026527705149456,0.0206099863084242,-0.0296689811904648,0.268492530906624,-0.17469946990267,-0.107013628278905,-0.0363967534987653,-0.108188514987156,0.0857667297023232,-0.292596259268531,0.105585213386241,0.127450473388218,0.0002720790271739,-0.128167772641677,0.226549075422063,0.0605623180032122,-0.104756609076212,0.198351794424039,0.0533213057118337,0.268523448977894
