group,MAFF,HOXA6,ARID3A,RFX5,MITF,STAT1,EBF1,KMT2A,E2F6,REST,ESR2,XBP1,STAT3,KLF1,STAT4,RUNX2,BHLHE40,IKZF1,BARX2,MEIS1,JUN,POU2F1,FOXP1,ASCL1,PBX1,TAL1,KLF9,MAFK,HIF1A,HOXA1,PAX6,MEF2C,GTF2I,GLIS1,MYC,RBPJ,RARA,NR2C2,HES1,MYB
healthy,-0.0803284791474293,-0.0427412878092738,-0.0884996076992022,-0.0143309023831095,0.107733187213375,-0.0866139626487931,-0.0135766443629458,0.168828086846632,0.0848540272684112,-0.0111881606324276,0.0353244172776645,-0.0862368336387112,-0.082465543537893,0.0902595430795841,-0.0760543503665019,-0.209180890925387,0.0287875144362462,-0.0574493192024651,0.19057585976135,0.108864574243621,-0.0076682898716638,-0.0842254789182749,-0.063357673693747,0.058329286892656,0.0059083544912819,0.15273724908314,0.0813341565076475,0.13337795989894,0.0750486730062837,-0.0750486730062837,-0.0470154165902012,-0.058329286892656,-0.014582321723164,-0.0559408031621378,-0.0402270944087283,-0.0165936764436004,-0.0927737364801296,0.0203649665444187,-0.0118167089825639,0.104841864802748
healthy,-0.286298161082043,-0.302984250224861,-0.153248555548517,0.247217583879126,0.0862846451727323,-0.0346895011127015,0.369069945382603,0.25973215073624,0.15983516968384,0.284102623036935,0.0676225717893169,-0.197598424059692,-0.233605247999458,0.0801371386464308,0.305618895878991,-0.221968896360388,-0.227018633864135,-0.249413121924234,0.197159316450671,-0.302984250224861,-0.0265660103458031,0.284980838254978,-0.0105385826165169,-0.0731114169020861,0.194963778405563,-0.232727032781415,-0.0608164038494831,0.0015368766315753,-0.0346895011127015,0.0540102359096492,-0.260610365954283,-0.153029001744006,0.314620601863932,0.294421651848942,-0.277296455097101,-0.135025589774123,-0.0886997370223508,0.350188318194677,0.0759656163607262,0.360068239397662
healthy,0.0112152342760943,-0.0204348752646274,-0.0209537295193934,-0.0200197918608147,-0.0397442359150703,0.0901768694783187,0.111801118342333,0.0612407668086803,-0.0018279634514061,-0.0992767748695981,0.129274533168219,0.0096826186312472,0.0814681003714013,-0.0640824916501676,0.0545435557356247,0.0292234681030473,-0.0890034606252327,-0.159176502989037,-0.102717177697354,-0.0296545162531605,-0.157492222254336,0.0508237698476105,-0.0371579470143909,0.106029862554705,0.107011694452186,0.0112311990223948,-0.0866965547848119,0.0090360464060774,-0.0291037325057936,-0.0255835059465355,0.0517976193719404,-0.0001995593287561,0.0835195702710143,-0.0121571543078233,0.0647450286216379,-0.0468485480187884,-0.0534739177334918,0.130447942021305,0.0334221963800762,0.0716258342771492
healthy,-0.273415064924052,-0.0796493987112088,-0.36970135607064,-0.256402571995445,0.112437112355435,-0.218201792419389,-0.309406429834055,0.252094213396641,0.19946595605126,-0.167473631686813,-0.151654222677874,0.203288243423532,0.0259385281794616,0.237799300507279,-0.10097025023862,0.0538434354117103,-0.0964630443198717,-0.225073072030814,-0.171406389792388,-0.188308411987693,0.157354512516291,-0.0985840823992826,0.225537049110685,0.0106051903970542,0.202956831223624,-0.0396148049623294,-0.187424646121272,-0.0994236599723827,-0.0825879202170592,-0.0424649498815377,-0.243521684492356,-0.218002945099444,-0.020945251034182,-0.145489955759587,-0.0450941533341407,-0.125627317911771,-0.0507502548792362,-0.0024966385726398,0.37389924393614,0.107046140570265
healthy,0.0287419200803747,-0.069603954705767,0.0668501688171281,-0.0376577339742188,-0.0783964819510401,-0.0397132795915124,0.0824937466456007,0.145724818610756,0.0561737754932255,0.0891569867267715,-0.172639330984277,0.0953247757903212,-0.133684206670892,0.0455642104461182,-0.0997734650438921,-0.0780127954653009,-0.14115745155529,0.0364986090353189,0.185613234375939,0.0138829983984139,-0.0481301858327285,0.105018332560664,-0.0420499648560143,0.0649616938918231,0.130825569520384,-0.0616663685188076,0.0528796023318788,0.0479999859141444,0.156848270062187,-0.0011141886838132,-0.0643141509339089,-0.0388306854531453,0.0302962536217027,-0.0168176815190679,-0.0636274327792525,-0.0237563001891027,0.131753099913838,0.17229481969528,-0.119096054731119,0.143416938637976
healthy,-0.153141891272468,0.0379424955913736,-0.0656468650113027,-0.0199643460343169,-0.0614492332810104,0.0669982976659334,0.0948664771046056,0.0192476772023158,0.0293219933550173,0.141695666212793,0.122263702739391,-0.148207114457832,-0.0305300922432478,-0.0067776395254963,0.050617295791622,0.0796526216138389,-0.0450682314066991,-0.0187357708937436,0.0771749950803493,-0.0468291891081875,-0.0252472191387824,-0.0107705087323597,-0.0912421804399142,-0.10573936709868,-0.0345024851977683,-0.141470427437021,-0.0506992008009936,-0.0231381651474648,0.0952555258991205,0.0106066987136166,-0.0367548729554861,-0.0004300012992006,-0.081843580614528,0.0364272529179998,-0.0127362289572771,0.0918564680102009,0.0253700766528397,-0.0332329575525091,-0.0732230783781717,0.0804716717075545
healthy,-0.122581318902495,-0.13703369828437,-0.036820166840471,0.0058954680383878,0.0238634502632986,-0.144483736681801,0.198830668165173,0.126799688868811,-0.0802768587529321,-0.169915306041642,-0.104291701430886,-0.169712664054711,-0.0268435834373798,0.123271715439364,0.194209370527169,0.0314684155286451,-0.107784919403272,-0.0531322577128729,-0.0904767017869735,-0.109275280528084,-0.1522984128406,0.0773721272484067,0.149093252808938,0.107425583321795,0.0587090358822792,-0.150054624095774,0.0268871750275917,0.0955745615395922,-0.0592203534539539,0.122676749140526,-0.1072152833528,-0.0151380633143976,-0.112749059007538,-0.215942723625518,0.231030126443183,0.189488519122328,-0.0953895918189634,0.115198435117012,-0.0122604292848688,-0.124777392528305
healthy,-0.205614637793477,0.108305142577381,0.0590254566163329,-0.0961611491108627,-0.0191881165266666,-0.0439884245371394,0.0695484615257693,0.0026666370431476,0.0893585988594371,-0.193147380230262,-0.0071188122377245,-0.0031182731638032,-0.0913658705067955,0.152084670820987,-0.105698023472614,-0.0002964226735052,-0.059719832564111,-0.0092334495778485,-0.171788609480289,0.0234664059796991,0.064618975805745,0.0190527423923099,0.0283573800925358,0.0815057320483472,0.223380158890998,0.011847570793013,-0.026038514532477,0.0244828790057742,-0.089265237387467,-0.0215163182339225,-0.107691290899177,0.0342438209002542,-0.21811923994548,-0.004889807094437,-0.135791926943795,0.11803690901187,-0.177391464816898,-0.0056483690541945,0.220281725039988,-0.193642196031704
healthy,0.0352155017049243,-0.122303172133723,-0.0113001177132967,-0.0765862373590743,0.0445908740934287,0.0386134391991324,0.0658223390177872,0.0808223703979501,-0.0309398577649531,-0.0681478377679761,0.0380377089260273,-0.0151975858856401,-0.14718939540941,0.120113139330147,-0.0101063240587701,-0.0947414964124304,-0.0482174103725462,-0.104729287767914,-0.0461459102722565,-0.0624244015235791,0.0746106923043022,0.171466021925339,0.100823352973908,-0.0087742422504094,0.0550386852259523,-0.0212822646543383,0.0969004849365743,-0.0182907249999691,-0.0562804564032377,-0.0949926728551086,0.0034628482602934,0.0641911032439896,0.153265607556445,-0.0806445713430206,-0.12759198846607,0.145067095579141,-0.138846950863829,0.110469657255638,-0.0831902022564555,0.170723781426189
healthy,0.16238212752057,0.0475026832671417,-0.150031099187624,-0.0419720019051999,-0.0038111272165249,-0.0639045843465029,0.126040012024163,0.0777271542077387,0.101718241371199,0.0186918842441712,0.108001227671761,0.123369742846425,-0.205933143088148,-0.0033564374184579,0.108522054167729,-0.0114829841730003,-0.143863852108389,-0.129396449442621,-0.175626001275176,-0.081472144726363,-0.0206263826577652,0.0247433921020806,-0.126908056184109,-0.0776444833353629,0.163762731089247,-0.0476762920991309,0.0457252595110618,-0.146988811084194,0.0313735960666208,-0.174939833034456,-0.167499454520633,-0.122485164512003,-0.101734775545675,0.0045055625444817,-0.0549761301299152,0.062085825154235,-0.116962750237299,0.129057498865881,-0.0565964792284811,-0.125758931058086
