group,HSF1,RXRG,RUNX1,EPAS1,SIX5,HOXA6,E2F3,MEF2A,XBP1,FOXP3,ESRRA,SMAD3,STAT3,PBX3,E2F4,ELF1,ZFX,BHLHE40,NFIC,MXI1,ETV6,USF2,SP1,NR3C1,CTCF,JUNB,NFATC1,NFYA,RFX2,IRF2,TBP,NR5A2,AHR,ZKSCAN1,GTF2I,HOXC6,RBPJ,ESR1,HES1,MYB
healthy,0.120056501623315,-0.155789383177452,0.262016213069564,-0.151304084237602,-0.150481779431963,0.0079987831093989,0.0306495427556408,-0.180159507417303,-0.161396006852265,-0.0231740445225577,0.0924719131432383,-0.0778199366063953,0.126111655192112,-0.0305000327909792,0.0347610667838365,-0.0502353481263186,-0.0121850621199255,0.147043050244745,-0.0429093598578971,0.137025882612414,-0.0460490691157921,0.0951630925071482,-0.151902124096249,0.220003912999636,0.0815576857229369,0.126560185086097,-0.0233235544872194,-0.011512267278948,-0.165283265933468,0.0701201734263197,0.167077385509408,-0.0503101031086494,0.0856692097511326,0.0980037818357198,0.100545451234968,-0.0530012824725594,-0.0926961780902308,-0.0352095966778215,0.0958358873481257,-0.0473199038154162
healthy,-0.0743127654064822,0.144611556623125,0.110872476270693,-0.0512052923676782,-0.232810503010673,0.0209377572605125,-0.161860797060542,0.0105231215247135,-0.370370483354351,0.0375360829644421,-0.0778927964406631,-0.185185241677175,-0.210462430494271,-0.110113075748291,0.223155267797276,0.154266791836522,-0.136475122454532,-0.118032538339055,0.103278471046673,0.009112806268824,-0.119985282539517,-0.292694658491517,-0.0265790182840703,0.17628940698618,0.0488186050115576,0.166525685983869,0.0475167755445828,-0.059884155480844,0.102844527891015,0.224240125686421,-0.0585823260138692,0.0698648480609847,0.0934062642554469,0.0158389251815276,-0.0301590493182512,0.307557211572813,-0.0640066154595978,0.011174036258201,-0.204170254737225,-0.030701478262824
healthy,0.0047619129920101,-0.224736240203468,-0.0178680291447917,0.0102764687669519,0.2452747038377,-0.175626298617175,0.0102185731682649,-0.0014980486160275,-0.262115086105797,-0.0621798729898949,0.214814381978474,0.213077514017863,0.114814209146262,0.38219779473258,0.237690380409696,-0.200434562654578,-0.047684262468624,-0.346845294784299,-0.243769418271837,0.250593861967073,-0.285468723226187,0.354625015857871,-0.0915618893235743,0.313946120830381,-0.205428058041336,0.194275918344242,0.10133900855185,-0.273108012906501,-0.241670702819431,-0.0137067829891598,0.237741039058547,-0.210739979220873,-0.122825512614583,0.143501478295697,0.119004403101237,-0.164170207026975,-0.275040278512681,0.174207856449342,-0.0090317133951802,0.231097519109208
healthy,-0.0955414565279868,-0.119238047442762,-0.0433586169908894,-0.120081974766812,0.227579068385508,-0.0394202894786557,0.297047612323105,-0.29034801382955,-0.120814859021908,0.26659960281593,-0.363695662309272,-0.365627811709071,-0.152610191099058,0.0867616512093604,0.130179491170359,-0.0783964066814955,0.276171515359761,0.248684654358024,-0.0535301621070721,-0.0295226505992261,0.249772876433773,0.0489329790523782,0.263867943319662,-0.138359663916634,0.146747117058289,0.0672624883010451,-0.17592923557939,0.0694833496801243,-0.291399221548981,-0.148479388933971,-0.228223118185441,-0.126515069894878,-0.431557783182669,0.135376306797404,-0.199588812137847,0.14067676262214,-0.0292931615900545,-0.200484559560742,0.0182850920210853,0.0361038031525641
healthy,0.110444765149229,0.0044617101405096,-0.0275430199800843,0.0006477406599927,-0.0040087446440112,-0.126148172981837,0.081418736133609,0.108616596405361,0.22640393225283,0.1211854830022,0.0119954322782717,0.150385450768476,-0.0925127670738488,0.189202781956406,0.120040386227052,-0.0146027016761168,-0.107565716453485,0.0499611883327852,0.0348756254374011,-0.0274596743287286,0.155351764472085,0.0125643569418738,-0.0326941436062646,0.110580654798179,0.0594589688633645,0.188713579220188,0.0073715604900156,-0.117121476567616,0.0672771533329276,0.128516276597531,-0.0270755595876979,0.0454260977818428,0.156165290503796,-0.0687030887159047,-0.056398733969021,-0.0446995411254593,0.111957669907534,-0.0283873476655574,-0.0705765540094223,0.0161301013303095
healthy,0.137174210684055,0.346578045453541,0.153483559076947,-0.117602992612585,-0.110956274326793,-0.0896516389755037,-0.0069453813981937,0.150280250792957,-0.297919382689973,-0.0115424508733894,-0.228108344201046,-0.13186269219488,-0.081318352525563,0.315938723804848,0.185024726202302,-0.387155235763899,0.182629565163633,-0.375782612934816,0.0703966524348115,0.14309476767695,-0.276427350876001,0.109328267557233,-0.452041260967934,-0.272486169020196,0.192192640899932,-0.423422307432544,-0.506679042118986,0.136600309017088,-0.2466430255883,-0.245378099465189,-0.207834389394515,0.163772796106142,0.0774123075065114,0.0671992002902805,-0.158314874130496,0.24537224332573,-0.0602362504737103,0.212548581658887,-0.448984356170415,-0.0955956205262344
healthy,0.102856598561041,0.106035729127819,-0.144650921309923,0.283373167750907,0.255420748736395,0.166456508672347,0.147152035971362,-0.0262898144557076,0.103009884935104,0.0389246480595236,-0.203857422900665,-0.078801209307195,0.0090016101734344,0.236083600570093,-0.332623743372323,-0.208431507523573,-0.18004758015825,0.0207369074379204,0.0225542399354343,0.12966489576789,0.162758895354428,-0.187028597219033,-0.0078795923570158,0.3257181681947,-0.114082542983813,0.489109429907332,-0.147693103235296,0.0331886623316484,-0.238209427901928,-0.181012467428215,-0.0363461694287304,-0.0924864630166603,-0.0024948678813042,-0.131534124592673,-0.205039505910682,-0.0247944313958812,0.228924310014709,-0.125731826891066,0.0816348448803943,-0.113849490032651
healthy,0.215292246906353,-0.117756305919493,-0.10181015352032,-0.204177813023266,0.0989081598184904,-0.0299457470739863,0.0270484665869854,-0.188248493534196,-0.0958465901288801,0.302566172577762,0.195588988972096,0.0696491954767237,0.230752264861739,-0.106292420822659,-0.219638504295056,0.0040910704715354,0.254910857442169,-0.0756006391728893,0.0563646628231037,0.189019440816933,-0.006155458566619,0.25682846256115,0.0833552241993333,-0.145770981546415,0.232022812916345,-0.250532280866067,0.202747015664475,-0.0709574492499616,0.303604426472941,-0.0061170795315832,-0.279966307472909,0.0111231869963407,-0.122590044384792,-0.280283439499258,0.0579180037674474,-0.353132907844844,-0.26000382272306,-0.246611559444778,0.0058538128175657,-0.0575941385770576
healthy,-0.160683555134837,-0.0329863779339089,0.246236931074584,-0.105945821720276,0.0332019847616672,-0.0768726343745249,-0.0803472777415961,-0.0191714071131224,0.134744733713709,0.12870187568402,-0.0380333377591904,-0.0347537672362815,0.0748471035640879,0.160419546774317,-0.231351993037133,-0.248934949847791,0.100326110423977,0.13003951804399,0.0217660226117923,0.211000615223796,0.216552857716851,0.0220234307632996,-0.216749397274127,-0.266007490494776,0.282137667966015,-0.171331892342493,-0.0764531544239203,-0.0183566479782942,-0.171246822981881,0.173459359714353,-0.25674593053641,-0.20635333472208,0.0446518806861252,0.0515109645637563,-0.253560229652797,-0.0923589247887169,0.0557879000041867,-0.0759112039282965,0.107081057670514,0.360818759610105
healthy,-0.187535356354783,-0.155557338117226,0.0313207105656643,0.0951507630703313,0.0674616773918715,0.0088298330590854,0.0772117411916061,0.0260348613708643,0.0295569349794201,0.0165641533316839,0.125436214052765,0.0606749756795843,-0.088577686351409,-0.0258321915053642,0.0852144620968939,0.0102156567339916,0.137070559845258,0.169651110115382,-0.102074403880929,0.0116617336121545,-0.109118551098041,-0.0063868395452194,-0.0958299809979532,-0.100836474432199,0.116573515610085,0.0405777936114797,-0.010308775320843,0.0029524069595825,0.0163231405186568,-0.0583305783165021,0.0395315789003846,-0.16154979305931,0.148781591532804,0.0397178160740874,0.0122861759004521,-0.233010092121859,-0.0528146714365399,0.0112016182418299,-0.0070441472171116,0.17997084056409
