group,ETV5,TFAP2A,RFX5,FOXD2,ESR2,TFDP1,FOXP3,AR,HOXA4,KLF3,GATA2,ZBTB33,TFAP4,RELA,EHF,SP4,TEAD4,IKZF1,SP1,ONECUT1,NANOG,ARNTL,ELK1,FOXA1,TCF12,HIF1A,HOXA1,FOSL1,GTF2B,POU2F2,SETDB1,HES1,MYB,ELK4
healthy,0.0549359606651869,-0.101392479125895,0.214782466902808,0.148029411250528,-0.228674319025039,0.0265208085969868,-0.205581370042629,-0.0898460046346899,0.071985051906107,-0.0093815105241041,-0.110683782818037,0.129717424362133,-0.0311213570270763,-0.101392479125895,-0.161019195053134,0.0441111408296821,0.1136606082728,0.126379771579519,-0.097874412679356,0.106714682211685,-0.1967411005103,0.111585851137662,-0.0939955189049668,-0.172024428552564,0.110052334994299,0.138196866566611,0.0599875432550891,0.189975588113109,-0.121779223149429,0.147217549762865,-0.316355359692628,0.105451786564209,0.0495235507474345,0.0211083986792344
healthy,0.251250624488044,0.225481329668757,0.186827387439827,-0.225481329668757,0.186827387439827,-0.251250624488044,0.225481329668757,0.251250624488044,-0.225481329668757,0.199712034849471,0.225481329668757,0.251250624488044,0.122404150391611,-0.161058092620541,-0.212596682259114,0.122404150391611,0.199712034849471,-0.264135271897687,0.0193269711144649,0.186827387439827,-0.0966348555723246,0.238365977078401,0.186827387439827,0.0322116185241082,-0.238365977078401,-0.212596682259114,0.238365977078401,0.0064423237048216,-0.186827387439827,-0.0450962659337515,0.0966348555723246,-0.238365977078401,0.212596682259114,-0.0450962659337515
healthy,0.164457836159275,-0.100492295953746,0.0408932212547488,-0.0961894197507062,-0.0938419146300825,0.0839590770455151,-0.0420643242607485,-0.0848917201634153,0.146191808730855,-0.0824064382185562,-0.004101510075311,-0.0240844486980476,-0.0343912149725696,-0.0406070693890294,-0.0537435596689986,-0.121810609949839,0.105849694773047,0.104826966808532,-0.0379469168595641,-0.0590956593796758,-0.075120163859961,-0.0581047260669069,-0.0817599469663754,0.224502035982725,0.106421998504486,-0.0201896038590894,0.0259974269114679,0.127268691833005,-0.0675795322873929,-0.0648663886716833,0.0026972462898363,0.0112394093924222,0.170843262051717,-0.0127231598072634
healthy,0.0660323407470075,-0.0327318983038672,-0.170360190303626,0.158380153083228,-0.147496593845714,0.15257288080351,0.096693113972094,0.0607123920152375,0.0887334960222702,0.159801513431411,-0.101891231816877,0.101241467086279,0.151232741046652,-0.113059063124028,0.0309450452947231,-0.134744961007731,0.0772813926454829,-0.187985058621093,0.0605093405369257,-0.171497278582173,0.0306201629294241,0.0111272210114883,0.102865878912774,-0.0862968782825282,0.0262342509978886,0.0510471416475944,-0.0488135753861642,-0.0994952243727973,-0.0525497225871019,0.110460004201636,-0.120165864864942,0.226646060091666,0.0406509059580286,0.25572303178592
healthy,0.188419637535762,0.0347523497103451,-0.060709303975662,0.0503172535050467,-0.0206020359244913,0.0141624514536364,0.171996269601525,0.159161237633571,-0.0923511004606233,-0.225062153147165,-0.0196001266202527,0.113336024632439,0.0063259317634357,-0.0230141215402022,-0.047240906434323,-0.0834707413411168,0.0283745570027472,-0.002887661507921,0.0857084859104955,0.101776551206004,-0.015835242758951,0.152854064083981,-0.0965088033883446,-0.129860907606312,0.05963236181604,-0.106024734929923,0.0669458583672439,-0.188783767569241,-0.0471062886643703,0.166995550475084,0.042454251630593,-0.122386311100903,0.179755549587655,0.117182561895188
healthy,-0.0845417952512676,-0.122325837821667,0.100997740107586,0.187155300337193,0.0917754507696795,-0.0087499888057765,-0.0901348278685964,0.0578941020700389,-0.166200071464268,-0.132517586146577,-0.0105894750888092,0.0754686534498231,-0.195830715374739,-0.114470734234663,-0.195209267306147,-0.154715711156686,-0.0649288942065013,0.0879970465126396,0.0602556047306888,0.0518287689205801,-0.148376940857047,0.0660475007299671,-0.067936702858487,0.162869109816614,-0.071317380351628,0.0999537073523514,-0.131846422232497,0.0557811786368258,-0.164062290108311,0.130678099863544,-0.0841689264101124,0.129062334885205,-0.0222229829328531,-0.121430952602894
healthy,0.0856899828019053,0.0150871627332824,0.0107879994048406,-0.0447868528192381,-0.0554930556505497,-0.0097897583265755,-0.0192324193510051,-0.14470244365561,-0.0669386564557353,-0.0610692141696777,-0.0353667934795995,-0.0847434027174481,0.158666517908926,-0.0939056952233999,0.162545935662679,0.104846525068255,0.146000964260383,0.0374154747652895,-0.0588187321269259,0.0165955561253993,-0.0665619617092201,0.0656455172044841,0.154737053567421,-0.0385401776513132,0.0682000457212087,-0.0804108749971721,0.103120186858512,-0.133171279329431,-0.0403235582083862,-0.0080957082379619,-0.0618182985798906,-0.147330696715582,-0.0432364848696523,-0.136117570382531
healthy,-0.0701314711291943,0.0222441980307475,0.0222583273117326,-0.115877373198356,-0.0016123079524015,0.0451461925873532,0.0051823062812829,-0.0329306442157499,0.0809513605234997,0.0518889994574259,0.0583099727050621,0.0551544332850747,-0.0516723504823223,0.0448243589649166,-0.0141245712246902,0.0427128164177111,-0.0466376166913274,0.0299305268865976,0.0092876473674855,-0.0270104754830271,0.0108654170774793,0.0587636796166922,0.0284077043804345,-0.07402958276095,0.0371835577922405,-0.0373374099629663,-0.0533882731619473,-0.0335350634578868,-0.0372337952357428,0.0838902509683835,-0.0033674786347627,0.0471588301676636,-0.0214215598933976,0.0375948768609155
healthy,-0.113206223160313,0.114208048144032,-0.112204398176593,0.113206223160313,0.113206223160313,-0.114208048144032,-0.114208048144032,0.114208048144032,-0.114208048144032,-0.114208048144032,0.113206223160313,-0.114208048144032,0.0440802992836615,-0.109198923225434,-0.113206223160313,0.0991806733882384,0.0350638744301853,0.100182498371958,0.100182498371958,-0.0981788484045188,0.113206223160313,0.106193448274275,0.113206223160313,-0.0671222739092119,-0.113206223160313,-0.114208048144032,-0.0060109499023174,-0.0871587735836035,-0.114208048144032,-0.113206223160313,0.114208048144032,-0.109198923225434,0.114208048144032,-0.111202573192873
healthy,-0.0341709155226303,0.0808333597538007,0.0163204372645399,0.0209029481009452,0.0491668396882756,-0.0109005905610173,0.0067976448121427,0.0234149557022969,-0.0717520716677018,0.0435490772343435,0.029192573185406,-0.0226004562679192,0.0049555059044848,-0.0235063014332552,-0.0536732290822158,0.107247500289227,0.0240315393862651,-0.0488166810529357,-0.0171197124104245,-0.0073913920633713,0.0140596304233233,0.0197839628967067,-0.0383956555794492,-0.0043769829417492,0.0471800700399338,0.0018954239173835,-0.114600831631365,0.0445005952651586,0.0408239295940892,0.0323896737689445,-0.0133517010083969,-0.0635842408911854,-0.0348636206490637,-0.0350919849764593
