group,KLF10,PGR,FOXD2,IRF4,ZNF263,SMAD3,HOXA4,CEBPA,NFAT5,STAT5A,KLF3,E2F7,OTX2,BATF,ZBTB7A,NFE2,E2F2,GATA3,HINFP,STAT2,TCF12,KLF9,POU2F2,BACH2,SETDB1,MAF,HES1,ZNF143,MYB,SREBF1
healthy,0.339090775000834,0.279068761008462,0.104792956384615,-0.314947553179613,0.0933675773214676,-0.0385154181088003,-0.210671582272968,-0.15706018820743,0.137673232783537,0.0210413089533983,0.0104431066550036,-0.0795123665118589,-0.0882494210895599,-0.145221220761906,-0.096004203259117,-0.252650803084171,0.120974601845091,0.104069176715456,-0.124076514712914,-0.331646184118059,0.100812168204242,0.274881178636901,0.0740840189931689,-0.264696564720883,0.175878459605555,0.256734988360137,0.0105465037505977,-0.0758417696182686,0.0201624336408485,-0.0641061992683388
healthy,0.0193269711144649,0.0450962659337515,-0.186827387439827,0.0064423237048216,0.0966348555723246,-0.173942740030184,-0.0064423237048216,-0.122404150391611,0.212596682259114,-0.109519502981968,-0.212596682259114,-0.264135271897687,0.199712034849471,0.0322116185241082,0.135288797801254,-0.109519502981968,0.186827387439827,-0.212596682259114,0.109519502981968,0.0193269711144649,0.0837502081626813,0.148173445210898,0.070865560753038,-0.122404150391611,-0.161058092620541,0.212596682259114,0.0837502081626813,-0.0966348555723246,-0.238365977078401,-0.0837502081626813
healthy,0.137372813738155,-0.137372813738155,-0.141354634426218,0.101536427545593,-0.143345544770249,0.143345544770249,-0.143345544770249,0.0358363861925622,0.141354634426218,-0.121445530985905,-0.139363724082187,0.121445530985905,-0.141354634426218,0.135381903394124,0.141354634426218,0.143345544770249,-0.139363724082187,0.143345544770249,-0.0019909103440312,-0.0298636551604685,-0.143345544770249,0.143345544770249,-0.137372813738155,-0.141354634426218,0.143345544770249,-0.115472799953812,-0.119454620641874,-0.143345544770249,0.139363724082187,0.133390993050093
healthy,-0.178178360027419,-0.10998511461212,-0.0487942960663894,0.0759379790201568,0.114983313296405,-0.096153465777885,-0.112583188185635,-0.007002426869568,0.0582463351624141,0.124781762202232,0.127379835775747,0.193519365890077,-0.0537924947506747,0.007299349563684,-0.168429398237278,0.0079426820676019,-0.0416434078497634,-0.208167552133131,-0.151875958040314,-0.0628733804790545,-0.167637604386302,-0.237562898850611,0.225364324834014,0.210666651475274,-0.132180085997288,0.24251161041921,0.237562898850611,-0.181271304757794,0.146927246471714,0.217966001038958
healthy,0.0893610681844848,-0.188371392423954,0.159073482478102,0.0676197064403418,0.0257329780463823,0.0409633312322419,0.0690951876193825,-0.0059947530022614,-0.113245623341009,0.0561285417611902,-0.0697759283841054,0.0048221851778582,0.119176862252782,0.0500214176757568,0.0183034580256497,0.10257525613894,0.0304981633994432,-0.0168116911823812,0.0325403856936121,0.0783389306350945,0.129541058967368,0.0396637352268617,0.142546790419707,-0.0007735690508215,-0.0349115784051831,-0.0714728945966445,-0.0324915287009286,-0.0042196156014288,0.0011904820550538,-0.0844721117832925
healthy,0.084640463276668,0.0620696730695565,0.138246090018558,0.126960694915002,-0.084640463276668,0.0366775340865561,0.141067438794447,0.0592483242936676,-0.0592483242936676,-0.115675299811446,-0.143888787570336,0.0338561853106672,-0.15799553144978,0.149531485122114,-0.0931045096043348,0.0451415804142229,0.0959258583802238,0.0197494414312225,0.0141067438794447,0.138246090018558,0.112853951035557,-0.0592483242936676,0.149531485122114,-0.149531485122114,0.121317997363224,0.149531485122114,-0.0648910218454455,0.0536056267418898,-0.138246090018558,-0.143888787570336
healthy,-0.143583389925498,0.0595634268241075,-0.0841463768019189,0.127496117839467,-0.177660911768018,0.0774227481050492,0.0158897506789545,0.0459491227546695,-0.0779791941261264,0.0439558495838332,-0.0741484075226052,0.182896922096166,0.0166042138256925,-0.119352592399159,-0.13766113379448,-0.106150261550194,0.0856114212955461,-0.128035633454224,-0.0865629101307754,0.101092584835292,0.114768967061239,0.102941385205524,-0.0330425096694411,0.0783731082465238,0.0380505238591358,0.152079067817279,-0.0839748153512014,-0.143654497632045,-0.144107103827688,-0.0367717138350375
healthy,0.0586210945222204,0.0203927253572392,0.0637236345232623,-0.0678207765514338,-0.128487536313252,0.0556165237015614,0.0392976941765891,-0.0315683340383366,-0.0875916661682271,0.0398962837211305,0.120287440707933,-0.0434645747924741,0.12508196861324,0.0176496742405059,-0.1284759132153,-0.0936879810441872,-0.0536754663435341,-0.0958382541653552,-0.0249257335586204,-0.150902680714184,-0.0064391962655517,0.0117160827358775,0.102445985351215,-0.0179111939444318,0.123030491824666,0.0618058233611395,0.0262391436272257,-0.120153775081482,-4.0680842832908e-05,-0.0761080453913948
healthy,0.0771405237464077,0.103187973323117,0.0721313988278098,-0.112204398176593,-0.093169723485921,-0.0320583994790266,-0.0551003741045769,-0.0390711743650636,0.0871587735836035,0.0520948991534182,-0.0100182498371958,-0.103187973323117,0.0901642485347622,0.0891624235510426,0.0991806733882384,0.0841532986324447,0.0781423487301273,-0.0561021990882965,-0.0250456245929895,-0.0270492745604287,-0.0641167989580531,0.0761386987626881,-0.0751368737789685,0.0030054749511587,0.093169723485921,-0.0530967241371377,-0.0080145998697566,0.114208048144032,0.0821496486650056,-0.0350638744301853
healthy,0.0672116252094523,0.0232310311252708,-0.187855868975955,-0.138999626384001,-0.184277068153114,-0.0821378432754475,-0.012045719842733,-0.0350772359395527,-0.110394159179829,0.102189103634779,-0.0115095232037708,0.0561011320625836,0.15183093665126,0.013217870634883,0.201921678481755,0.155721479706056,-0.205762342779438,-0.125070983460261,0.0190910942849112,0.0705909110038422,-0.0337554488760644,0.201946617860312,0.0333938278869969,-0.200998921475169,0.0559390261019671,-0.0592684331392443,0.172829893395734,-0.193280183811969,-0.0357007204034623,-0.0757658320542917
