group,LHX2,SIX5,HOXA6,RFX5,KLF10,CLOCK,TFDP1,FOXH1,GMEB1,NFAT5,PPARG,GATA2,ELF1,OTX2,CDX2,TCF7L2,POU2F1,HINFP,ONECUT1,FOSL2,IRF3,ELK1,FOXA1,TCF12,MAFK,MEF2C,GTF2I,USF1,EGR1,NR2C2,ETV1,BACH2,CEBPB,SPIB,SREBF1,ETV7
healthy,-0.121776275178063,0.0,0.0608881375890313,0.0791545788657406,0.09742102014245,-0.0182664412767094,-0.0121776275178063,-0.0426216963123219,0.127865088936966,-0.0547993238301281,-0.0547993238301281,0.0547993238301281,-0.0608881375890313,0.140042716454772,-0.09742102014245,-0.09742102014245,0.0182664412767094,-0.0730657651068375,-0.0913322063835469,0.109598647660256,0.0669769513479344,-0.0547993238301281,-0.0365328825534188,-0.0121776275178063,0.127865088936966,-0.127865088936966,0.0182664412767094,0.09742102014245,-0.0304440687945156,0.0121776275178063,-0.127865088936966,-0.048710510071225,0.1948420402849,0.09742102014245,0.0182664412767094,0.0730657651068375
healthy,0.173942740030184,0.122404150391611,-0.0450962659337515,-0.0837502081626813,-0.0966348555723246,-0.238365977078401,0.0193269711144649,-0.0966348555723246,0.264135271897687,0.135288797801254,-0.135288797801254,0.0322116185241082,-0.0966348555723246,-0.0450962659337515,-0.0064423237048216,0.122404150391611,0.0064423237048216,-0.148173445210898,0.0966348555723246,0.186827387439827,-0.212596682259114,0.0193269711144649,-0.199712034849471,0.122404150391611,0.0193269711144649,0.251250624488044,0.0322116185241082,0.225481329668757,-0.0837502081626813,-0.135288797801254,-0.161058092620541,-0.070865560753038,-0.199712034849471,0.0450962659337515,0.109519502981968,-0.225481329668757
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.0116422694512279,0.0846285266495944,-0.155780299825022,0.0239869451604084,0.0502121436677418,0.140056151056971,-0.0683284352231795,-0.0294629713883515,0.0020249412512343,-0.107242656108451,-0.0281038686072371,0.0254557513050209,-0.0243952854578733,0.0795486514565053,-0.0638427865823714,-0.0221616030844274,0.0989204370608648,-0.0182640863645948,0.0403388409529196,-0.0487433375231294,0.0651805581539168,-0.109348351224483,-0.0796309289791288,0.0536921781431514,0.0479418935064632,-0.0900557958270939,0.0319373916983625,0.0179441182210589,0.0653481605148165,-0.0205891882076224,0.153866585595112,-0.0892025474443315,-0.0887911598312139,-0.0336865508830254,0.159790567224005,-0.100075369693247
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.192262823548905,0.0514649747797472,-0.138442717317978,0.148621867195912,-0.176735219553695,-0.0579781278642476,0.158935860701513,-0.0033757227247126,-0.169711513497261,-0.0831290377760109,-0.14220907482666,0.130612522847208,0.0607259527807349,-0.13314984759684,-0.204091491849266,-0.161246215833581,0.209109012941387,-0.155364563249648,0.189950924405833,0.119225441693943,0.0181704361634363,0.138382500888829,-0.156964158649619,0.169072292941674,0.136931130545226,-0.0343835810443475,-0.131435480712251,-0.118700992622975,0.186018843049406,0.163989408717057,0.150719148809451,0.149776272756444,0.21043428905301,0.135831280040163,0.0204524844271008,0.116104995455198
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.154793692998279,0.154080643741528,-0.147005955028889,-0.157614887883688,0.15832173671212,0.118750603176569,-0.151265649284439,-0.134791111239319,-0.158334137568759,-0.149101699800906,-0.0878414680034699,0.158327937140439,-0.104601225751291,0.149070697659308,0.149138902370824,0.159747835225623,0.149746544346143,-0.130562419125366,-0.144097954147006,0.159040986397191,-0.14772520471396,0.155500541826711,-0.128355066643596,-0.131467681660025,-0.0042410929705917,0.159747835225623,0.156194989798504,-0.154086844169848,-0.153373794913096,0.135597166920864,-0.0148438253970711,0.126401931722929,-0.151966297684552,-0.0035280437138402,-0.14065671642964,0.154093044598167
healthy,0.225963239410108,-0.0285680581363368,-0.216985063129811,-0.222945574604786,0.203043950516792,0.0823124189253422,0.216960123751254,-0.23194869026364,-0.202981602070402,-0.225975709099387,0.234941415690406,0.215999957676833,0.23194869026364,0.0113598869324325,-0.0593681906534698,0.234941415690406,0.234941415690406,0.225938300031552,0.232958735095174,-0.146082409894014,0.161170733920625,0.208019356538791,0.187082748240707,-0.206959432950145,0.0762521499361411,-0.18803044462585,0.151107694673125,-0.20498922204419,0.165210913246759,0.221935529773253,-0.222970513983343,-0.113274657403092,0.0003740906783457,0.224965664267853,0.219977788556577,0.222945574604786
