group,NR2F2,KLF5,FOXO3,EBF1,REST,BCL11A,TFDP1,IRF4,FOS,STAT3,KLF1,ZBTB33,TFAP4,RELA,E2F7,OTX2,BACH1,MXI1,BATF,MNT,STAT5B,E2F2,PRDM14,CTCF,FOSL2,IRF3,TCF12,MAFK,NR5A2,YY1,EGR1,NRF1,POU2F2,ELK4
healthy,-0.207118333873529,-0.0331829058594311,-0.131835888555629,0.147307672882726,0.117280196721584,-0.502466553633423,0.061948210141257,-0.245349927250223,0.27311770859517,0.307725647221571,-0.385512078687145,-0.121657083077276,-0.0950496855568613,0.281993626972294,0.503016209129254,0.251314707260538,0.12373355939486,-0.366172348278275,0.326698940633221,-0.22497195868256,-0.164204489976792,0.136945648905763,0.009486646705825,0.0405116458038454,-0.275214542523711,0.365907699335837,-0.387303548451336,0.196206654400734,-0.389217163881266,0.162494450656429,-0.39988455202258,-0.190058655891809,-0.299602960449845,0.230916381081919
healthy,-0.0101103552515131,-0.19234638818002,0.0325778113659865,0.107469331747565,-0.276973806211203,-0.127939680651863,-0.419766971738746,-0.0782616387987492,0.0473064770410302,-0.0765141699898457,-0.0932399428750648,-0.156897735199406,-0.0315792577608988,-0.28296512784173,-0.283214766243002,-0.0046183104235306,0.0121074624616885,0.201583009027081,0.167132909651555,-0.276724167809931,-0.375580974713615,-0.297943431918045,0.256503457306905,-0.0737681475758545,0.0111089088566008,-0.0368216641876093,-0.0752659779834861,-0.0795098308051088,-0.0757652547860299,0.218808058714844,0.0278346817418199,0.0008737344044517,-0.106970054945021,0.128189319053135
healthy,-0.198411354104747,0.423959464021246,-0.367542376728579,-0.0950346187870379,0.463485009193657,-0.285957969683836,0.21533606567443,-0.27279799062402,0.157741462927135,-0.0547088606472215,0.191180414129851,0.0751246567690039,0.0812278354634117,0.0873724759696021,-0.0646057951197428,0.445768377018926,0.265708020809185,-0.007993837311697,0.0354954570671363,0.199505945935809,-0.191051882513325,0.155204000046036,-0.469401609735043,-0.227571446331493,-0.249185488813794,0.0142628632532355,0.0598750023953411,0.199364975775748,0.450859887505837,0.246216823090156,0.40687719756679,-0.433454218919476,0.347997278654232,0.234673854689863
healthy,-0.0194692718404683,-0.308762761127778,0.0587616913492793,-0.119225647456782,0.171605371289568,-0.361136383653187,-0.21967757211409,-0.309952516066321,-0.184894018756989,0.709478325736501,0.191831205244802,-0.587269138972296,-0.334144199816699,0.286010985918406,-0.236547687011895,0.254125553565448,0.377933282862466,0.662412840629208,-0.333412042931442,0.282258681881462,-0.225504320659263,0.452143484490675,0.396810727887351,-0.242136484569359,0.35858603716954,-0.361587880399095,0.0319098375824661,0.104759447665572,-0.346816615239028,-0.0831669208578575,0.161568720654165,-0.670393350678513,0.249275014200618,-0.244119409466931
healthy,-0.0238183344549148,-0.0375642505820588,-0.223880932585163,-0.299839487932883,-0.142356637273753,-0.199575664273012,0.243102705219202,-0.309484373644429,-0.0922391849564321,0.0569407790808378,0.202033781417486,0.105059692276245,0.214995757482338,0.355514864261128,-0.0548656436218302,0.266286384309629,-0.143779140676915,0.0905188937529384,-0.0927730145302559,-0.130184072438128,-0.164449990953516,0.185049716059958,0.286530483565282,-0.0306260293129022,0.219901049437416,-0.185839127289185,0.279580538366978,-0.314834393311814,-0.272357034821913,-0.184777720903749,-0.25864394569638,-0.113547816978626,-0.184211845923591,-0.005703300732346
healthy,-0.655957321376864,0.27390909695568,0.275693701890383,0.0393247611833631,-0.175216478277869,0.329215986776493,-0.223543579909622,-0.128578802650968,-0.303509744139284,-0.0900868571037995,-0.29344457230756,-0.376234378122797,-0.623073001113407,-0.0194720227319799,0.0838764319310336,0.268824955786149,0.451758858959421,0.165809627377613,-0.587190544559648,0.264732261802563,0.248488391108024,-0.0315438836680587,0.398284163538237,0.140079590007942,-0.156323460702481,0.495747387705475,-0.347942441224641,0.243293207853667,-0.326836513530222,0.292151725177087,0.0401734399745329,0.112398384576329,-0.0122860135282431,0.334292196368537
healthy,0.339828562059409,0.274850284590476,-0.226824955623254,-0.389807581111885,0.465642925202467,0.0546676703603797,-0.699197098421935,-0.372718171404429,0.242110864530457,0.498981053435439,-0.294978517334576,0.201859316563186,-0.30155529178203,0.438725235230788,-0.219725899473931,0.10188263285805,0.407957536166092,-0.347276557297896,0.370040786155975,-0.0779115624056192,0.0315108594149023,-0.41277301853459,0.0403841161356155,-0.189685378816426,-0.187640509697304,0.0751731179389788,-0.570673386144392,-0.457454228374238,0.500418403823279,0.52963114179128,-0.488147754831607,0.274001397540323,0.286265899630835,0.314250486747131
healthy,-0.516008395426484,0.0850010692017905,-0.061973240483884,-0.235436058231512,0.0611916724114747,0.0409075234742705,-0.321552138851031,0.113894031444584,-0.0752300227330375,0.0934055761801902,-0.402607783036244,-0.0990374921051723,0.101706966285905,0.404030217653847,0.2985166004604,-0.37052687112202,0.34488257222336,-0.133782095945586,0.191553564794815,-0.423008540773401,-0.0137241811580542,-0.16642195913231,-0.171386024657564,-0.0965935258516209,-0.102550211740107,-0.0296832036970176,-0.286584918210708,0.0193204398466871,-0.163368928733552,-0.14323897325083,0.0594560323394533,-0.001069717090474,0.145035326995554,-0.08114237800336
healthy,0.100785455359445,-0.111176926156274,0.445673398164682,-0.251988731222869,0.293383780434943,-0.117635160116546,0.101649256824775,-0.350344998423944,-0.385380157269804,0.146529927442722,-0.404559185813989,-0.123246828086735,0.137629325254775,0.237168250213253,-0.16241444558598,-0.135857112858769,0.008206113920634,-0.08400621328056,-0.339994588612263,-0.209565129679131,-0.378426656859047,0.0586036573949107,0.149236910908016,0.224337452743203,0.181328858892547,0.203179893025789,-0.055147437682106,-0.108813131418696,0.148259558076352,0.122660315002588,0.262228631222671,-0.244648446470535,0.343718972042884,0.372093126631446
healthy,0.169778888641852,0.233847622289752,-0.0777207780865419,-0.117714903740223,0.1511149633368,-0.289907764231664,-0.155609215714896,0.299978731078198,-0.0814385877321669,0.151316805891992,-0.317657860045419,-0.0507210808045876,-0.551459904983999,0.0622619172264273,-0.0400771415433168,-0.385615318405841,0.0185695150776231,0.09146560499007,-0.0603476684771913,-0.0272910667769485,0.253379145029618,0.143342397199383,0.112094239683155,0.397442641035049,0.118116961088065,-0.0726063481799945,-0.0700361111263859,0.0107627659268271,0.0905166194281613,0.281573620017303,-0.172030084237254,0.271452192531972,-0.0444395451555214,0.157829483822003
