group,VDR,ETV5,ESR2,BCL11A,CLOCK,IRF4,NFYB,NFAT5,PPARG,TFAP4,E2F7,OTX2,JUN,NFE2,STAT5B,PRDM14,HINFP,NR3C1,NFYA,NANOG,IRF3,STAT2,VEZF1,ZBTB7B,YY1,ETV4,USF1,RBPJ,SETDB1,ELK4
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.0447889761201969,0.150833463698898,0.241728738766357,-0.0509364826464985,0.131951836510972,0.0790393696238769,-0.267855641503138,0.0893583984358831,0.152589894134985,0.116143962586197,-0.206161022435612,0.150394356089877,-0.140075327277871,0.0259073489322708,-0.0035128608721723,0.130195406074886,0.131073621292929,0.205721914826591,-0.341625719818757,0.215601836029575,-0.35106653341272,0.0147101049022215,-0.231848817563372,0.246339368661083,0.103190288120062,0.213845405593489,-0.0144905510977108,0.114826639759132,-0.172130182736443,-0.133708266947058
healthy,0.0015977738393166,0.0199916580382796,-1.94850468209353e-05,0.0099958290191397,0.105550498629006,0.139824695987031,0.0071315271364623,0.0640473489004142,-0.0242199131984225,-0.0099958290191397,0.123983352921611,-0.0853834751693383,0.0128211608081754,0.122346608988653,0.0892609994867045,0.192044621467138,0.078251948032876,0.0981656658838719,-0.116812855691507,-0.152256155858788,0.189199804631281,0.0230508103891664,-0.0257787169440974,0.0085734206012115,0.0140097486642525,-0.0838636415173054,-0.13312183988063,-0.146547037140254,0.0924760322121588,-0.165018861526501
healthy,-0.0675755319821774,0.293368775864934,-0.282972540175368,0.281551179827185,0.227539486596238,0.162197520875491,0.200046316432816,-0.0495851710037492,0.0502755460300094,0.275337804590843,0.253651906707139,-0.0649358627641236,0.277449539965286,0.101363297973266,-0.258322090708312,-0.0715147306614269,-0.223884559986625,-0.222300758455793,-0.295480511239377,0.248453788862357,-0.265104010083927,0.0379300161486501,-0.0175436477261422,-0.271520436798581,-0.287399062402566,-0.265428892449226,-0.24370238426986,0.0228229861622498,-0.201711338554973,0.163740712110661
healthy,0.160897533702479,-0.0160271674599577,0.0115143290860761,-0.173642636890523,0.125207548757632,0.0928057881152397,-0.0809120011478762,-0.103005566683999,0.0311586664793443,-0.126637907849108,0.0890641855650136,0.176298842059535,0.0304859911443349,0.118352666772299,0.0086844110558261,0.128461276889061,0.139350978878342,-0.178770246312335,0.0676309753028194,-0.1166746744531,-0.0208184392142644,-0.0111237831498161,-0.0380726847578655,0.0368049504726555,-0.131506795988224,0.253679913701666,0.0095344952703983,0.113806564233499,-0.177183422445133,-0.172506727258877
healthy,-0.160816880225669,-0.129782043690891,0.13260339246678,-0.152352833898002,0.152352833898002,0.126960694915002,0.143888787570336,-0.0592483242936676,0.152352833898002,0.0987472071561127,0.0338561853106672,-0.15799553144978,-0.146710136346225,0.0451415804142229,0.0931045096043348,-0.149531485122114,0.0141067438794447,0.15799553144978,0.0705337193972233,-0.143888787570336,-0.135424741242669,0.138246090018558,0.0733550681731123,0.143888787570336,-0.141067438794447,-0.104389904707891,0.138246090018558,-0.0705337193972233,0.121317997363224,-0.0648910218454455
healthy,0.104873078811757,0.168068507049286,-0.178233483216331,-0.186936790579249,0.0958374144109103,0.17115139163936,0.07251117756001,-0.0775140871978312,-0.100533712978531,0.108538368399045,0.117913801555801,-0.147841148495684,-0.140399393551379,-0.159835258642592,0.0017401933640795,0.0735203414768165,-0.0857169085517575,0.0389158103998975,-0.0683929929949823,-0.0804772140289338,-0.0729601716335485,0.120836358983212,0.104363230632682,-0.0078782661244006,-0.147324668779468,-0.12207762669998,-0.200396860524904,0.0905852369946432,0.0746067432968034,-0.105616201062053
healthy,0.0027488626657093,-0.149502097410937,-0.157737062310113,-0.13442112781788,0.119328535126871,-0.139215655723187,0.019892932145292,-0.145387520735837,-0.132358027931354,-0.125506211688497,-0.153616674086037,0.15635972520277,0.0918980239595392,-0.142644469619104,0.03019680847997,0.0961637009080184,-0.113999344715761,0.138529892944004,-0.114528195672588,0.100894301774588,0.139901418502371,-0.15430243686522,-0.122373786790363,-0.0454463129933344,-0.147468055269292,0.154988199644403,-0.124814637360338,-0.102870228426472,0.148188687342332,-0.109321047789976
healthy,0.111558742951129,-0.0738685043149737,0.121802613423821,0.167392657075322,0.131719228004742,0.0517825369213972,0.138043638378298,-0.0998790055424421,-0.0039524393750507,0.0296889589256864,0.0747310392235214,0.138063933317323,0.142069646907314,0.148863377745816,0.138284640779216,-0.133446834689215,-0.128055991510792,0.0907082299706779,-0.0374238675614566,0.0775824781564848,-0.14500987619851,-0.0834933791474145,-0.177788739590699,-0.118669582211891,0.112276676419126,0.0989454383473082,-0.128883010276047,0.117132240580774,0.0879937818761308,-0.122226270275961
healthy,-0.131231009963688,0.141680609578812,-0.0840706451135672,0.0274707254798559,0.0220838197116772,-0.175672982551162,0.0520734224257278,0.119571850488578,-0.0091278125516361,0.109409053726852,0.053519906381998,-0.0068957381708399,-0.0599542660495448,-0.0342043576900793,-0.174962210262305,0.0550786175417719,0.170697576529164,0.199826770683019,-0.144124668677338,0.0033044676587207,0.21788288075784,-0.0899313990743172,0.0056986480001335,0.0797311932447566,0.0799057688946512,0.0145396576983713,-0.140770322261504,-0.183840629028378,-0.0279819827402618,-0.0265978472303825
