group,VDR,ETV5,HOXA6,MITF,STAT1,ELK3,FOXM1,CLOCK,FOXP3,FOXH1,STAT3,KLF1,PBX3,BACH1,MXI1,SPDEF,PRDM14,ELK1,STAT2,TCF12,VEZF1,FOXP2,ZKSCAN1,TCF4,ETV4,ATF2,NR2C2,ESR1,SETDB1,ZNF143,ELK4,ASCL2
healthy,0.0173197117368077,-0.111134816977849,0.0604385774149018,-0.0173197117368077,0.0869593860118886,-0.0653999531728415,-0.260607537539778,0.121328188989616,-0.0059536509095276,-0.153712441664168,-0.0042397211022393,0.0110052334994299,0.0321136321786643,-0.0647685053491038,0.024716671957736,0.0656705736687292,-0.199808132797026,0.0435698998379069,0.161921263372759,-0.0519591352104231,0.0329254936663271,0.166431604970886,-0.0154253682655944,-0.0101031651798045,-0.0276032905805373,-0.0608896115747145,0.117449295215227,-0.0834413195653496,-0.0943563462328169,-0.0959800692081426,0.0220104669988598,-0.105632200228134
healthy,0.0335691809740459,-0.04663394329908,-0.0092542066468991,0.0361095514261358,0.0705860075616424,-0.0818362195637551,-0.0027218254843821,0.0230447891011018,-0.0139720374864948,0.0092542066468991,0.19506415971405,-0.110869024730497,0.175829926291084,0.0437306627824057,-0.119941776345104,0.0636907163345411,0.162765163966049,-0.110506114665913,-0.0916347913075306,0.117764315957599,0.0720376478199795,0.179459026936926,0.0898202409846092,-0.0578841553011926,0.103247913374228,0.102159183180475,-0.0139720374864948,-0.120304686409689,0.111594844859666,0.111231934795082,0.134095268863891,-0.208854742168253
healthy,-0.014136782849084,0.0930744709318577,-0.11464284318382,-0.0395047647205629,-0.0926833346474957,0.104664876746014,-0.137424536154619,-0.0516778837746867,-0.10846448636553,-0.0833599228080094,-0.0799833789654558,-0.166400550690009,-0.0378603958516124,0.17621088729166,0.0559404710369176,0.0209058352804919,0.119935156582432,-0.151489477645351,-0.0765509585108504,0.183203446171275,0.0487722999479975,-0.0342284160682509,0.0213209186843046,-0.0984386256888224,-0.103714974341134,-0.056084153753622,0.119057095535905,0.121180406793871,-0.117540444637359,-0.0282975128176188,0.047974062632973,-0.122170221064501
healthy,-0.185180786896987,0.235014312392782,0.157492745670674,0.239963023961382,-0.227467527250668,0.0002474355784299,0.225116889255584,0.173922468078424,0.0578751817947692,0.232663674397698,0.182780661786216,0.242462123303524,-0.0023011508793986,-0.20287243075473,-0.234964825277096,-0.239963023961382,-0.141780586440371,-0.240061998192754,0.149129423119741,-0.17637208030488,0.04409302007622,0.232465725934954,0.237612385966297,-0.237463924619239,-0.227467527250668,-0.235014312392782,0.0177411309734286,-0.189981037118528,-0.230065600824183,-0.159991845012816,0.0796495126966063,0.222469328566383
healthy,-0.0400892350911801,0.137724743927955,-0.169928750182656,-0.0233595276798984,-0.116898898587533,0.0336172936103692,0.118484219380948,0.160073847365896,0.0113955820218988,-0.163112741826351,-0.175660294589619,-0.0310857889093455,0.125647561070426,-0.0146239310277205,-0.13333680244618,-0.102978344779968,-0.129484560023719,-0.0676483385267122,0.0678769905642241,0.148505143087024,0.196056056335673,-0.079639504665368,-0.0999732037155266,-0.0387282110583716,0.0147513228771913,-0.111939327011979,0.037000254946318,0.104722633180415,-0.0426730031150637,-0.0979959080006624,0.0832957596271047,-0.0095903197447816
healthy,-0.206540562899542,-0.166709980244881,-0.15872992475239,0.0980605945671184,-0.114647958822253,0.145000047616837,0.0388897027494329,0.174550646121783,0.0178767181993361,0.156917859749728,0.126914244994117,0.188594149892411,-0.0119178121328907,-0.140888053956951,0.0039029092365022,-0.166675132840983,-0.140435037706285,0.0892093539771937,0.0971197146618902,0.0913698930188289,0.18441246142473,0.0099315101107422,0.196330273557621,0.172668886311326,0.0793823860781435,-0.132420134809897,0.117122124498964,-0.119526595367881,0.0198630202214845,-0.0933561950409773,-0.164061577548683,0.0357534363986722
healthy,0.0992804007437,0.122712714841551,-0.179913197998189,0.0812589285387189,-0.146697221909538,-0.209860018579776,0.128257006374493,-0.0361825255199836,-0.032810577722594,0.155671529867036,-0.145123958855499,0.132467162181416,0.124227909268424,-0.15826983042671,0.206483382011249,-0.0931366678545424,-0.0395844093177137,0.222064529176425,0.127486605209103,0.206866779220429,0.176490395067691,0.209808442097261,-0.0929130495387459,-0.0948542007897408,-0.17882792781717,-0.220342668144791,0.158860976264759,-0.190960303473239,0.0288705672681407,-0.1564264220202,-0.185696977533855,0.0509582860735893
healthy,0.0084358179946471,-0.173649934396576,-0.0646547910734045,-0.0496115496832883,-0.163564043772762,-0.0429090212371467,-0.0678550760285327,0.151319268498683,-0.0476737842758369,0.0570796737873431,-0.0184931771032597,0.0428329371966087,-0.189389820282868,0.0620394021799118,-0.169676920904734,0.0131316298715998,0.0625719904636776,0.104767723820781,-0.143187786666188,0.146792268086674,-0.113229695704363,-0.019850801701609,0.104877094629054,0.173687976416845,0.188826322857634,-0.173626158133908,-0.0757535504868804,-0.133463295234929,0.175960987127917,-0.164724325390966,-0.0394828617866714,-0.187131075329397
healthy,0.0843153241779128,-0.132163179795906,-0.0685283984841124,-0.0501158150539977,0.100685729368672,0.0637590878133194,-0.116411770245398,0.115534014132582,-0.0710475077905472,0.0258760472564301,-0.0174993111740054,0.0786657205269256,-0.0450141747566761,-0.0175601959910793,-0.0765854892768989,0.0768645446884878,-0.0585864152294114,0.058228716929102,-0.0584976248711786,-0.101020595862579,-0.137769656701466,0.0370839273327936,0.0966800157786815,0.0923774887054555,0.071696945839336,0.0511254882704741,0.111789597882534,-0.103717285885479,0.0218272069210122,-0.0449735848786267,-0.0573585714184201,0.0741500965939407
healthy,-0.0652603780512592,-0.0333689123994598,-0.09171833888765,0.0109836501635274,0.0391523388129985,0.0020023291448554,-0.0601670747895881,-0.086936077046539,0.0396966612989787,0.0782949575816046,0.0646091350769616,-0.180326263569699,-0.0598463133246356,-0.203450249179462,0.0550834915723095,0.0857891118082237,0.140989243913243,-0.101224542303517,-0.162888503929551,-0.150476007240325,0.17081034010944,0.0332133916891797,0.0859057523409337,-0.0829605788900056,-0.153285100069758,-0.0635982504601414,0.0753303440418914,-0.0248541535116279,0.211080484027576,-0.0469866945933552,0.0355656424321653,0.223444380494839
