group,DUX4,MAFF,ARID3A,ESR2,XBP1,SMAD3,GMEB1,STAT5A,KLF3,PPARG,RELA,ZFX,E2F7,BACH1,NFIC,TEAD4,CDX2,ZBTB7A,NFE2,E2F2,GATA3,ATF3,NANOG,HIF1A,TBP,ZEB1,PAX6,ZKSCAN1,ATF2,BACH2,ESR1,SETDB1,HES1,ASCL2,ETV7
healthy,0.0207271798632661,-0.180326464810415,-0.198005529987906,0.0061368709006925,0.131028289959156,-0.036699300816724,0.100547143101412,-0.107212353880972,-0.0699034301270934,-0.006543286192129,-0.0056491725509685,-0.0406415291436589,0.0814049828747489,0.207271798632661,0.165289099027261,0.093069101738979,0.0966049147744773,0.0956295180750295,0.0303185807411696,-0.0783162266598308,0.0171507252986241,0.148626072078361,-0.0569794238594099,-0.106562089414674,-0.0100790992276274,0.124769494471033,-0.0231656716118856,0.0097133254653344,0.0104448729899203,0.151877394409853,-0.120989832260673,-0.0855504188474021,0.0242629928987644,0.0562072348056803,0.0293431840417218
healthy,0.0237706092302703,0.0230447891011018,-0.0121574871635734,-0.0070767462593934,0.146797121124341,-0.0125203972281577,0.110869024730497,0.249137759337108,0.0938122516950363,-0.0306659004573716,0.258936331080884,0.0335691809740459,0.254581410305872,0.162765163966049,-0.0074396563239777,0.0861911403387664,0.178733206807758,-0.127562887701374,0.171112095451488,0.075303838401238,0.354744588131133,-0.21538712333077,-0.140627650026408,0.180547757130679,-0.0081654764531462,-0.32135686218938,-0.0517146842032599,0.0056251060010563,0.215024213266186,0.198330350295309,-0.126837067572206,0.0571583351720241,0.0092542066468991,0.0626019861407883,0.0099800267760676
healthy,0.0652160439528532,-0.11698277606026,-0.114210780489062,-0.0087266527241442,0.0507286596918555,-0.0851903824103389,0.0288949167977221,0.070725812927705,0.0256894404376116,-0.112168857825504,-0.166080179099106,-0.117530330740991,-0.0261115138373414,-0.101183542043346,0.0052816211912141,0.0005361472915487,-0.0532725074794165,-0.130888383472982,-0.107742790822931,0.125937576568043,0.012114647311165,-0.0249593675299707,0.0627406405003835,-0.112465449944233,0.0056466576450345,0.113480707581421,-0.0477969606721103,0.0203621896896699,-0.0228718153096853,0.024936552751607,0.0399486769149714,-0.0158448635736423,-0.100339395243886,0.0057151019801258,-0.0694938148960611
healthy,-0.0733915135117393,-0.200341196218367,-0.222399347968846,-0.370511833092907,-0.0203759802762722,-0.138263642460563,-0.0124806270666913,0.313616452747577,0.23292648558162,0.0853566364169804,-0.370267646911167,-0.164554354694528,0.390697890783381,-0.27484511344692,-0.174050483984402,0.332581579529353,-0.18213575977978,0.0568139849514167,-0.0574651481027223,0.0456899477832787,-0.322949791249624,0.298639700267547,0.235612533580756,-0.149957447386094,0.138127983470708,-0.212062132941869,-0.214314072173467,0.261930377612692,-0.0287597058493322,0.22199237099928,-0.312585444424676,-0.270666816559376,0.129228753736198,0.265538906742844,0.204872206479535
healthy,-0.0734149393705332,0.0708780891880294,0.0609865233493009,-0.0355664245713989,0.130285530792374,0.134297193877587,0.218378728316334,0.0605543988690608,-0.164672750003515,-0.0999680212384177,-0.0624376876486144,0.100021768064318,-0.173878506343754,-0.001718823492298,-0.12284911996078,-0.115795386529598,-0.164279323237924,-0.10768606543773,-0.137049031363693,-0.0314902652951048,-0.0426373569868691,0.219133333751977,-0.0454945382517398,0.0828227837761573,-0.099138170246514,0.109081333038107,-0.0744554779199669,-0.082693791393996,-0.0466533198181547,0.05192265862944,0.0734299884817853,0.0266895988056718,-0.124521721182804,-0.106606829173648,-0.223387932490261
healthy,-0.012031197659138,0.210188738201806,0.236280147852145,-0.262885955502163,0.0716584991218256,0.0620992696278074,0.177352999222353,0.263114576835353,-0.144260061243061,-0.155876882735792,-0.0985786611049801,-0.256398825172889,0.0653857012924176,-0.239766623183297,-0.109252419598301,-0.0673432714578593,-0.0317354988134745,-0.13970192341258,-0.183925862551573,0.25461272100734,0.208174012703066,-0.0552977849653969,-0.224920525359254,-0.272688095162696,0.181653938052995,-0.0957066056067773,0.0529401274668722,0.0205616311538,-0.0165893354896191,-0.218633438696521,-0.0254198344840933,0.276003104493955,0.234208267020109,0.140902185411829,-0.119697556758431
healthy,0.168105841455483,-0.136524120781723,-0.0574306935218074,-0.15787505840778,-0.120378242940707,0.0130498499642483,-0.0416464991707712,0.0108810392151808,-0.0999347395166199,-0.104062920040177,-0.101937975778598,-0.101279548402667,0.13369172189349,-0.114096303894182,-0.163935944762451,0.0432945028968125,-0.171413030561239,-0.139938825788186,-0.162695211268289,0.0905468811304619,-0.0845238403728394,0.141471142405067,-0.0655627661877041,0.0174541313208219,-0.149671595183813,0.0532642373375984,-0.0777916247341516,-0.0083346326228293,-0.198895384972832,0.182792513492099,-0.17873701371742,-0.0858535970327872,-0.0229933505252616,0.0390205308118962,0.104861978214234
healthy,0.0580583149170956,-0.151294770634098,0.138915584578681,0.150875137208491,0.0154655222179486,0.165613069212685,-0.122817228081793,0.0526132328057872,-0.125670058547817,-0.05304978693404,-0.098045319408842,-0.121994881933223,-0.129335082740823,-0.110268834999921,0.114417791288587,-0.140935916474549,-0.101026747214972,0.126370575637339,-0.117862846347202,0.0207278607406861,-0.0825764130503643,0.0552934721048277,-0.175413540184934,-0.121507565697034,0.0451512029391402,-0.190709855376428,-0.212892896544624,0.176134362117631,-0.0805933067003166,0.0185586266615384,0.120651378143174,0.141298019511162,0.0877913736056944,0.0620312958982491,0.0984344955696875
healthy,-0.0853248620721779,0.0054296838839283,-0.174445658862885,0.157425603541406,-0.154188930666558,-0.195451005275162,-0.1938745033851,0.155879927107295,-0.205134602080319,-0.187454001274178,-0.12489153660348,0.0552216025178113,0.0122244951028265,-0.162591069231469,0.154677734325209,0.175581797096505,0.103274084708749,-0.159935676383125,0.176154269849879,-0.0298346377239371,-0.0599423009148682,-0.113851619736483,-0.0094722222500647,0.0537860169978107,0.0636853919946241,-0.115938943468017,-0.142920024698211,0.187779870379945,0.0817623200915631,0.165708843919078,-0.188418397681785,0.13121956234655,-0.0638879592765874,0.171807880560798,0.128242704029003
healthy,-0.0849773897150974,-0.119269267576584,-0.0961710258347824,-0.0888133181933351,0.0883668954825057,0.0048031776850346,-0.196541731986256,0.181942055924688,0.0257850450940158,0.0614905948731292,-0.115383736574921,-0.10834844533574,-0.0732877283611576,-0.155570047636804,-0.190300081121882,0.229419937930117,-0.0282073016546271,0.0277278105948474,0.057406653777764,0.0181049210503029,-0.000314149315028,0.0822905863628835,0.0356311459939751,-0.230552528881665,0.209124238761855,0.0010747213408855,-0.134753521972574,-0.075726519096244,0.0366893331603855,-0.0663433750815893,0.137299784841749,-0.0544305023722348,0.133240645008097,0.267051719035586,0.003926866437851
