group,HSF1,RUNX1,MAFF,TFAP2A,E2F3,E2F6,FOXD2,ESR2,CLOCK,ZNF263,HOXA4,NFAT5,RUNX2,BACH1,BATF,TCF7L2,ONECUT1,ASCL1,NR3C1,NANOG,TCF12,HIF1A,ZBTB7B,YY1,EGR2,USF1,RARG,ESR1,MAF,SREBF1
healthy,-0.0177843004421843,0.27875856972168,-0.0149408803133467,-0.155767724512504,0.0525774231095972,-0.109756016973132,0.154475260817578,-0.127385221771925,-0.0040324867281697,-0.0364474761969184,-0.0430648903149405,-0.0276587230714204,-0.0253839869683503,0.177222621848278,0.0411520440464497,-0.120974601845091,-0.193611061499943,0.0184046830157489,0.192215200709422,-0.0732568422284162,0.0836482503356227,0.111720561789419,-0.0636409123381654,0.0345863284762247,0.0397044847081324,-0.133899238794353,0.140930241294751,0.0830278677620581,-0.0722228712724752,-0.0687590685700731
healthy,0.162765163966049,0.207040191845332,-0.174378286032746,0.059698705624114,-0.227726065526636,0.0560696049782712,0.314824481026863,0.126837067572206,-0.123570876990947,-0.0368353715553044,-0.186717228228612,-0.123933787055532,-0.204136911328657,0.227363155462051,0.0832878598220922,-0.010342936840652,0.157321512997285,-0.221919504493287,-0.126111247443037,-0.241153737916254,-0.29849352812057,-0.116675585763846,-0.193249609391129,0.248049029143355,0.28833204631221,-0.261839611597558,-0.253129770047535,-0.197241620101556,-0.0397386520719786,0.188894688616118
healthy,-0.109661842338067,0.133720715012906,0.217695280553484,0.180010496911177,-0.145135508617756,-0.163614702460574,-0.0452840028813404,0.0831763282255538,0.217391950373775,-0.0913183488388038,-0.0190060304707335,0.166320726958507,0.0434879689225352,-0.160693153887584,0.07230433599492,0.165354859807327,-0.057712557876272,0.0070085236259151,0.106860029362331,-0.11040420304104,0.1416631762974,-0.197020934094349,0.157835464299796,-0.0300775820301235,0.0883888178926638,-0.0952536588018746,0.0864810307097553,0.0796161898005445,-0.171189974580156,0.0504086864437977
healthy,0.178441639140437,0.175355256670097,-0.245854729939965,0.180675205401867,-0.198178242832347,0.161019822301282,-0.268799546989202,-0.221204280472909,0.207437390243367,0.250281252167163,-0.169060660842431,0.0551893918051557,-0.0715553409570893,-0.0809769295507583,-0.0549863403268439,-0.245692288757316,-0.247722803540434,0.20560992693856,-0.192817683804915,0.169710425573028,-0.219823530420388,-0.216980809724023,-0.183680367280882,-0.131861630015703,-0.0550269506225062,-0.100875974425318,0.189162757195302,-0.164552918023908,0.140633453878774,0.0369959793484156
healthy,0.149627141825802,-0.107116771066648,0.105869980885275,0.133627078500222,-0.184756563991475,-0.0610101744780202,0.189023001143741,0.0510259969781742,0.104410053647205,-0.0355717123584717,0.0747741467174427,-0.174089855107755,-0.0873874252519224,-0.151449278859646,0.100104192299481,-0.0531462794901726,0.0007305796220889,-0.158610930365891,-0.0326087376685495,-0.103762018434357,0.276313097913126,0.0784319728523197,0.189486235440378,-0.174521057245581,0.282754025846146,-0.081169490424464,-0.138743599867061,-0.117310389604867,0.0248372431388075,0.0640433735161027
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.133953539449597,0.0474704933127568,-0.151692511213361,0.146634208735886,-0.243760871985236,-0.23146834266695,-0.0924502592931558,-0.132629962654187,0.0299686965244146,-0.0815733681094232,-0.0147118701037654,0.0319819531825663,0.0974668220956807,-0.0182909497082106,-0.0301227822403553,-0.127101601220487,0.207113047287818,0.176100858889628,0.0644706338208465,-0.0744136485388524,0.252186825059462,-0.0417775137217733,-0.0646372024302305,-0.123716396554833,0.131868116063726,-0.211580752869258,0.261087518174952,-0.182386775919168,0.319774281336931,0.0843855299479459
healthy,-0.179527954015645,0.224045736134832,0.117726360687117,0.196564146153218,-0.221660339076809,0.224053990103891,-0.121052710217854,-0.224049863119361,0.172966048613818,0.112963820540131,0.19602351117986,-0.186770811864831,0.0668488954080461,0.131246362005598,0.223092402708529,-0.0094425406033837,-0.100207311359598,-0.11116858226982,0.203885416708464,0.184690811661988,0.155475888178005,-0.171500969105863,-0.117070170146934,0.0057282545268778,-0.163808269942966,-0.0101895248032143,0.134044457516566,-0.179527954015645,-0.0268542883331372,-0.207636845645735
healthy,-0.144310950994599,0.0427720313881034,0.130056896696926,0.033616041650232,0.0616287517924198,0.102898798228913,0.12564567939489,-0.0074803192728029,-0.0730584427973807,-0.0428963744261474,-0.0818098242368551,-0.157063020340662,-0.111488336349029,-0.142254356619333,0.118352861528661,0.0789420395657779,-0.0087336181483253,0.0523207872302724,0.146174122866242,0.10158826208191,-0.10358564548668,0.0072276857986818,-0.121471305974843,0.0020171203949352,0.143251074622701,-0.031243655432314,-0.0672853731739114,-0.0160520941017694,-0.170213776888073,-0.0529543446145916
healthy,0.0910493075755101,-0.210384140229882,0.0001907713753697,0.137054558481985,-0.0476414823183002,-0.315998108578813,-0.0154598187655411,0.113237486003131,-0.0046959107783323,-0.174453085415048,-0.0948427230011317,-0.106523801062233,0.125520227632706,-0.311463619733486,0.241971477574758,0.235984191332384,0.237055445978691,0.0817895585094859,0.199055255477155,-0.0673863196690696,-0.0849226114819046,-0.259859962695968,0.0263631366039816,0.200720836331344,0.0370756830670523,-0.0360631273054744,0.0345883178266544,-0.0466949628020426,-0.0448019237695273,0.169456342852478
