group,LHX2,ARNT,TFAP2A,ETS2,ARID3A,MITF,BCL11A,IRF4,NFYB,AR,STAT3,HNF1B,ZBTB33,E2F7,ZBTB7A,MEIS1,FOXP1,BCL6,PBX1,ARNTL,ELK1,RFX2,KLF9,MAFK,ZKSCAN1,TCF4,CTCFL,ETV4,THAP1,EGR1,JUND,NR2C2,ASCL2
healthy,-0.305189530315593,0.233163749689863,0.0387072853910173,-0.239406860236801,-0.324247446722036,0.414542540316701,0.262210642971408,0.305189530315593,0.131105321485704,-0.209177061798995,-0.101401258672903,-0.348694153284784,0.0301640814846807,-0.242429840080582,0.129988133282567,0.213120078986535,0.111258801641753,0.0341728156253463,0.332133481097116,0.262013492112031,-0.252878835627563,-0.242035538361828,0.281137125471599,0.406590788988496,0.299209287581157,0.226657771330422,0.072222931485107,-0.222320452424128,0.327796162190822,0.180195885470576,-0.350862812737931,0.27279107242464,0.268322319612094
healthy,-0.127196455216464,0.0007202517282925,0.259722773222293,0.320223918398867,0.0145490849115095,-0.152549316052362,-0.194612016984646,-0.152549316052362,-0.145058698078119,0.193459614219378,-0.166666249926895,0.269230096035754,-0.379572660810172,-0.132958469042804,-0.187985701084355,-0.267501491887852,-0.0208873001204839,-0.0180062932073137,-0.100403090923981,-0.177037874814308,0.0767788342359856,-0.257417967691756,-0.212186159154984,0.175021169975089,0.151396913287093,0.154566020891581,-0.185680895553819,-0.0842694522102281,-0.139872885634413,0.20008593011967,-0.280177922305801,0.253384558013318,0.0917600701844705
healthy,-0.235983192908998,0.12150866032671,-0.0638204884109231,-0.0455622791177112,0.0478514922889726,0.0385558994117294,-0.144844760654356,-0.0392634743919375,-0.0146787123345123,-0.0717980494622885,-0.193376079885097,-0.0213104935215604,-0.0932334091568268,-0.0761267434588555,0.0062294346296748,0.144137185674148,0.0476433820006761,-0.0286775977272561,-0.119385935386085,0.0882803842953704,-0.141834098483667,-0.0165239568907412,-0.185093290410897,0.097132008557581,-0.0265132507289726,-0.189255496176827,-0.0797201144367748,-0.0673999853696227,0.0764319718816903,0.0165378309099609,0.0426071130239011,-0.0092123487619245,-0.101890797149961
healthy,0.348856770040722,-0.202174081667358,0.0365460938213747,-0.128245104122344,-0.195272915507108,0.217885047135718,0.289670338189537,0.173836050595162,0.108651057422126,0.339736700319411,0.0173563388716896,-0.023317291658608,-0.198159370563234,0.208642749675875,-0.0793822151103335,0.129081894024608,0.11402907791758,0.140561899312979,0.339652081115812,-0.158717419552,-0.208219653657876,0.195348132576975,-0.207758949104944,-0.138719081101251,0.20007740584483,-0.0404667835881648,-0.0214274627782127,-0.135860832446325,0.251366045360034,0.0959393726146918,-0.286304374313013,0.0826541576495252,0.195301121908308
healthy,0.001051513371818,-0.129636967804878,-0.0315604423081037,-0.0889520147943794,0.0743593610830115,0.140824851300606,0.101233800367422,0.0571823637139894,0.10886650211188,0.177243586209581,-0.201268410582588,-0.131430967211673,0.0998171971773001,-0.0773894698371711,0.0863539973607588,0.0583446346711355,-0.0665324917198303,-0.106293097474999,0.162371987468498,0.107802682341692,-0.101209187570682,0.0208921622990996,0.0598268719858959,0.0977825393134962,-0.0415258902324337,-0.171224390029161,0.1005501115691,-0.0695161096357041,-0.121498336349662,0.0304091103717308,-0.0765471652376394,-0.021712588857085,0.160468597853971
healthy,-0.0582421129884505,0.0303515236700376,0.0117577974577623,0.0377094688021679,-0.0879721885898959,-0.209726294188458,0.113799570320583,-0.201746900987735,0.062989976232494,-0.0418358839776193,0.0168785295429611,0.0012428961371841,0.0519282006115548,0.0322407257985575,-0.0454154248527098,-0.166249787309755,0.0964238823227483,0.0476277799768976,-0.0390517966303268,-0.0249324965119146,-0.193891797400731,-0.138309482145855,0.0667435225667902,-0.0255042287350193,-0.0508344520108328,-0.0349005235321316,0.0773827135010868,-0.0867292924527118,-0.0142684476548743,-0.0019389179740073,0.025131359893864,0.0896873852592101,-0.0273437150180519
healthy,-0.0268841410475254,-0.0195152417264091,0.0032538918523672,-0.0296732636119455,0.0456649763418349,-0.0374197563022228,-0.103314614169818,0.069786350335271,0.0699759072749571,-0.0795845181374458,-0.0276195611530994,-0.1039887070302,0.0547277240384358,-0.054413992098153,-0.0067008885015804,0.0090855553497717,0.0026421399106526,0.138425222297682,-0.0175248938597041,0.0100191486195631,0.0585472456894388,-0.156837080447362,0.0620768567268041,-0.0164417837524598,-0.0105710938262964,0.0823979688652481,-0.0624427928510111,-0.0277219421739994,-0.0428119923485366,0.0203464539753004,-0.0294401187128662,0.0006705450032214,-0.0319317281125916
healthy,0.0917338837223121,-0.0394688129565359,0.0673717289237922,-0.0747564202518098,0.100549785326526,0.0436613874549435,-0.0753829694989355,-0.029940464224542,-0.0259196854874431,-0.0301589985385596,0.0290701165808533,0.0734490039800858,0.106466633458656,-0.0440491911220152,0.0504258455564717,-0.0076891235226895,0.025459879185117,0.0559801541040757,0.0367339760209974,0.109609485327303,-0.0677557429784822,0.102257637306594,-0.0876853144944133,0.020439905983348,0.0315131533629925,0.210845190494936,-0.0628355629027674,0.0937929064497614,0.0113549419000257,-0.135318215725492,-0.0846030964238756,0.0126775166212768,-0.108937460731596
healthy,-0.140860549033188,0.172458830749612,0.120437781704931,0.29170100633663,0.249497706756329,-0.128964982330861,0.234659755918421,-0.285040732480905,0.115683924069547,-0.0410295386901222,0.161111915343839,0.175218891253719,0.117331558361344,0.0811903094772775,0.0654953535513364,-0.201362587645131,0.0228131393630168,0.0025945408939671,-0.114016965153215,-0.101902946173546,0.242008154447772,-0.250395041495564,0.0225073061747383,-0.220298199085331,0.0275964040357354,0.293249496902556,-0.0974339166997732,0.283961914311263,0.108565740632471,-0.166340486581908,-0.0101336650654591,0.187857195699008,0.0470689039575561
healthy,0.0156277321381065,0.0045825108364053,0.0578522962735555,0.008586498710075,0.0104058011849935,0.0995135617347619,-0.0285988259341774,-0.0891382091267546,0.0794098887797014,0.064353067460084,-0.0249982817055732,0.0783974735949142,0.0247546930896845,-0.0246176744932472,0.0346276441774216,0.0674512101684178,0.177812077454471,0.0483980131193771,0.0413415554028526,-0.0544572799396074,0.0594508465653248,0.0771110212172522,0.114296345861505,-0.0259574118806348,-0.109409349255239,-0.016746717342345,-0.0542898127661839,-0.0600293695280603,0.0595117437192969,0.109607265005648,0.0355030407657714,0.051907211617023,0.140291818463372
