group,CD155,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD4,CD14,CD31,CD107a,CD1c,CD64,CD1d,CD35,CD58,CD11a,CD244,CD169,CD62P,CD41,CD2,CD29,CD18,CD38,CD71,CD36,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101,CD224
progressive,-0.332624526145618,0.664307492355333,-0.769992092939251,-0.597226405143541,0.543370656690756,-0.399257640796979,-0.559316952994741,-0.57886857419127,-0.332196953821956,-0.411269109383356,-0.449582750427916,-0.604959213402133,-0.723700128715009,-0.725768733185021,0.162004425552736,-0.503941004440257,-0.760713142426324,-0.5759253991754,-0.621624444801527,-0.453743408316312,-0.28229469148616,-0.739862917295837,-0.689657519802027,-0.482854601004144,-0.701710477617707,-0.680717499854551,-0.681772307658629,-0.828344231646001,-0.652790656339527,-0.634992210152528,-0.630139403242264,-0.74000218937404,-0.606780517712737
stable,-0.0206014505202257,-0.0578201053077608,-0.0442123036969538,-0.0826963091739072,-0.290586928383395,-0.395626957557641,-0.372019245021904,-0.562249991170868,-0.0779929131908708,-0.3994883108792,-0.122676679029972,0.0408157089527833,0.142134358653882,-0.0184933873025936,-0.0586555500540357,-0.397504779599839,-0.0938821795110569,-0.110129387381207,0.0482886845298832,-0.170572377809774,-0.199728620353421,-0.163586512691794,-0.280122504769607,-0.413041131048894,-0.458251607645493,-0.277120521018031,-0.191001291723392,0.168526418809155,0.151630916126725,0.108630185699656,-0.118211586142387,-0.242670156823088,-0.248846908588436
stable,-0.639812639115587,-0.0071447631988935,-0.57390717560297,-0.148830633864905,0.126914565991999,0.522652377222474,-0.50312380411335,0.125040005320041,-0.385660636132213,-0.414471003132337,-0.184566620079609,0.163605925602565,-0.690834580295719,-0.222813782030249,-0.688290920662528,-0.413730340148442,-0.383167805084998,-0.199873066610742,-0.122955846264799,-0.380559395878895,-0.291898019314828,0.0845132020078329,-0.49274606918296,-0.502731677140454,-0.085049717329916,0.0467032612160798,-0.548122243497341,-0.653444014689828,-0.597968294680593,-0.489066644699026,-0.649767608914262,-0.417556667822996,-0.437042443660768
stable,-0.0648575618266175,0.212015053859282,-0.59536219788131,0.137820146147397,0.571048069735391,0.609909179941504,0.375487454377083,0.138436711826345,0.0074790732716139,0.343337782538204,0.107126701060278,-0.259003601808141,-0.416647677146066,-0.272259788219869,-0.034948778417707,0.0966359680000923,-0.220655578681094,0.0693834498035665,-0.460463847716049,0.428267015294478,0.399195515892439,0.097241784022159,0.202029527312829,-0.132277939644399,0.513579296005117,-0.126959838521987,0.169011572540543,-0.416004827620449,-0.376438121174191,-0.0639901533720574,-0.166226917997736,-0.251483688846321,0.0116681527012315
stable,-0.163346459994072,-0.0291642502517139,0.0118205286705121,-0.264045951643728,-0.229051104686068,-0.312464784341211,-0.474364644038414,-0.213609148381391,-0.215423384421727,-0.456170984164545,-0.0531429530093681,0.499952924770721,-0.175986697421699,-0.161478111994107,-0.0651796561049003,-0.0969972862584775,-0.061313027579641,-0.167712864545824,-0.127314984039085,-0.460405758815384,-0.501211313898795,0.160689981629449,-0.26051050896512,-0.0149961239443262,-0.0515542260258718,-0.16859893499023,-0.38905619139399,-0.0630643675096005,-0.196217944678652,-0.199556657796542,-0.0931126393871966,0.105550560311051,-0.174044320441594
stable,-0.206837867993361,-0.17680637438311,-0.382676548716291,-0.396998591749698,0.0065024566161396,0.0671868690892303,-0.436087968065741,0.0128625342679286,-0.309303694095026,-0.304992991759399,-0.498052590450693,-0.0104807972916447,-0.442439412063173,-0.290928291463005,-0.341294082456194,-0.425076728243779,-0.374516962478797,-0.460645349441927,-0.286734572760207,-0.463635878729521,-0.375419067206353,-0.188941406225405,-0.411555065042151,-0.133005214579343,-0.162860550261637,-0.0440976276795801,-0.443913851696664,-0.435348574590983,-0.381475867934737,-0.286926213613402,-0.435485145013487,-0.454632550990041,-0.49409497844696
stable,-0.477736131814873,-0.182553712121598,-0.686210505599807,-0.475026249114599,0.164494433346073,0.325975296116563,-0.682790717633064,-0.0916896110704859,-0.601523224520965,-0.560697021124182,-0.596796675923577,0.10728224810148,-0.703435337920139,-0.348978772935451,-0.683938634200272,-0.615971232520325,-0.41713835579295,-0.495674906782294,-0.362906767334232,-0.602560932948534,-0.662045223005389,-0.0931205558239439,-0.678876352358791,-0.701238273752191,-0.307147561037137,0.0307118399291594,-0.640013482467929,-0.603957040802994,-0.530987402479042,-0.236796773636768,-0.610425252755862,-0.552252886284706,-0.600470131329669
