group,CD155,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD14,CD31,CD32,CD62L,CD107a,CD64,CD35,CD58,CD11a,CD244,CD169,CD54,CD62P,CD41,CD29,CD18,CD38,CD71,CD36,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101,CD224
progressive,0.31174959775993,-0.740294306981853,0.794535875349499,0.655495561142987,-0.559040433914936,0.318885841215322,0.727440608731193,0.419530641553147,0.539965344354716,-0.608103739215861,-0.144616586235032,0.422958869545742,0.769030001421131,0.0403794814440753,0.576822219409508,0.662787694869228,0.642879756809032,0.617127826297564,0.392405937588369,0.550042408227054,0.555876785281092,0.70577374076035,0.542116125578196,0.546151822360072,0.612468308543588,0.834296503994875,0.779493911119177,0.670978665190109,0.672100247179183,0.589787088788699,0.63650243104432,0.594582620222362
stable,0.0219947853380187,0.270731404611272,0.741447158224901,-0.006361254551839,-0.380923236093034,-0.653601386269965,-0.118779510526236,0.219302240637188,-0.183095648844198,0.185980820072735,0.43430501515909,0.516150768066843,0.664109177164028,0.349419491036184,0.396370348151209,0.303776448908665,0.327467773643631,0.622947283413597,-0.660517774869392,-0.328450643723722,-0.192072988226022,0.120225223924587,0.351135322812528,-0.38263553719902,-0.498695858413114,0.253853775965037,0.668962140012641,0.715446969660745,0.483498951960768,0.38167413541205,0.538913893637054,0.0575600296157445
stable,0.725244002319774,0.0428685791933613,0.783575527011924,0.283258303162239,-0.23300303910733,-0.341448532733667,0.412821770880716,0.318050556736846,0.614855383673892,0.466297800655425,-0.604485594245684,-0.0091057535523146,0.840163836265494,0.608045674895675,0.361479765881329,0.358511941319865,0.276700098796354,0.0645232691699176,0.263777612145615,0.347250613469095,0.377329457553756,0.455713871233754,0.629840070121873,0.119139893284469,-0.113409617330367,0.793332528890561,0.817611470281681,0.689809107734657,0.484701537195465,0.639383195073167,0.383646533421504,0.304586842718887
stable,-0.0144316564273887,-0.312425597862193,0.552011542444313,-0.267642096762979,-0.709502251255126,-0.692775826932246,-0.417134946680114,-0.16834592605124,-0.341546454977135,-0.0719164259685719,-0.519740097670463,-0.231227238231833,0.519075787276725,0.0286725327661339,-0.20395796113057,0.107988800674324,-0.0557853549567873,0.2744495349773,-0.422159408549623,-0.418021392919012,-0.351524466855995,-0.270361105859275,0.128500497206823,-0.635541977503306,-0.126959838521987,-0.186868647565447,0.460103580540442,0.25150813174773,-0.107244591409929,0.0405657105129609,0.0981142446259375,-0.151158610982621
stable,0.214069679201475,0.0530097665491431,0.617723529986325,0.22869085666106,-0.148655797503637,-0.215416097715441,0.29031522042769,0.0867010481425416,0.279858889494899,0.147684079752706,-0.147537107148992,0.29252547558401,0.347460915422329,0.116729629081971,0.174440130650126,0.165252110047491,0.202187037207553,0.0052120381781326,-0.183362920483578,0.176460351526434,0.339375401420234,0.244792105677582,0.272877104453147,0.0956117711110154,-0.0616579037517056,0.408154333042119,0.633105968891431,0.47795855390187,0.27027954391846,0.341380018743616,0.44394486602738,0.434509170485924
stable,0.188913820140397,-0.0739087157322826,0.530959034785666,0.0991133768767853,-0.449204948753145,-0.608955564847356,0.0910040908272618,0.0299441718883693,0.0623545655244905,0.226052073426531,-0.563619851603145,-0.083158128244041,0.163678367091412,0.059933366036187,-0.040734187609961,0.22453781929474,0.159366754788804,-0.0362345617539246,-0.120661479115041,0.189809857099779,0.185552915425694,0.208430151802895,0.223096336547526,-0.258270228523716,-0.147050002628156,0.42571898023802,0.43406485415284,-0.0207122515313244,-0.0704402337168546,0.399127771442418,0.463109777391841,0.136361661498712
stable,0.444172730694132,0.15783409798585,0.703929984146191,0.550355558038181,-0.180803408790026,-0.257403430063396,0.705903589116661,0.674361152743672,0.600972378144728,0.354324598901979,-0.158760410661877,0.60650464644211,0.715974851596942,0.707113981347128,0.647631601213271,0.347157614833725,0.510510892055976,0.311289784485044,-0.0189278077199843,0.616882485103671,0.652839890748341,0.679929608665298,0.621365210269514,0.265312561454663,-0.0379738934227645,0.714617649368797,0.614258760289217,0.577785976366124,0.247702661429757,0.652270145744261,0.510040564798279,0.617939134300045
