group,CD155,CD19,CD33,CD45RA,CD123,CD294,CD31,Podoplanin,TCR,CD32,CD62L,KLRG1,CD1c,CD64,CD1d,CD58,CD178,CD21,IgA,CD54,FCERIA,CD41,CD15,B7-H4,CD144,CD304,CD36,CD158f,CD336,CLEC12A,Ig-light-chain-2,CD85j,HLA-A2,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD258
progressive,-0.19359453157688,0.662941875661147,-0.452548337659685,0.664860195045031,-0.0762839526924672,0.0828016331356843,-0.216226569991012,0.110810147415928,0.131618290495635,0.60431119457363,0.333289419561042,-0.0603048150119403,-0.261879438545764,-0.453594571045531,-0.314752936876323,-0.260614402437888,0.167790478362495,0.619434278368135,0.121279053315026,-0.0497351711594561,-0.0543574579630286,-0.235468557827318,0.153901706906705,-0.0137736506868861,0.0449528925777237,0.0974516665022592,-0.51113195866421,0.187638025475298,0.17776655565552,-0.355106751542396,-0.37753897159542,-0.0804722871385729,0.270510463389315,0.0678822192764793,0.0714031464874808,0.0094246476178351,0.014253502123769,0.129406483203368
stable,-0.0114452502890143,-0.220351956286815,-0.650899146879853,0.441275905834201,0.659021979474634,-0.391548444207589,0.272368050952574,-0.249101915586821,-0.209534796836995,-0.0663892413951572,-0.342462188237692,-0.106771352549989,-0.467518188567901,-0.429480943805899,-0.550329857393985,-0.285196066185501,0.0513262134659598,0.136945859235078,-0.247004336718274,0.610918454778467,-0.178588508755953,0.371032863996203,-0.313276185277494,-0.0947767912042448,-0.0918396367646665,0.607791532613624,-0.0929422519101834,-0.27836657067089,-0.152925724602109,-0.60209618210093,-0.583771468218693,-0.0021168838834331,0.0500361228242464,-0.296458578773144,-0.175544622026648,-0.149836993284898,-0.0930111835673369,-0.14949893895285
stable,-0.640089414590331,-0.0714476319889355,-0.809991123883821,0.296816323690965,0.29917647921212,0.0991047489498959,-0.687119437283825,-0.091405351124577,-0.0028783278014413,-0.470044914359066,0.601234726951049,-0.178646528803412,-0.052827399303636,-0.738648067786924,-0.412912149706017,-0.314724661027952,0.155514865550269,-0.0290655788243151,0.0906395483365951,-0.314614751940952,0.155312828934932,-0.481086331982853,0.121252636530511,-0.130325600483619,0.116670934610327,0.472978698064768,-0.805990233191742,-0.0966420364847584,-0.103306189635926,-0.8074109433012,-0.635646576959183,-0.296574868172925,-0.145564389983537,-0.0918027670275179,-0.172426091551801,0.0887521408510261,0.172611454287497,0.093511535605281
stable,0.0922777090386561,-0.216439016412148,-0.258850260699144,0.417508081512537,0.25319624213168,-0.11530994434011,0.448362653989021,0.0978847438216272,-0.115632320195589,-0.186190967048908,0.308212570988821,-0.117683770846495,-0.432701793432776,0.134503579514023,-0.131644994497786,0.14624023280287,-0.104250932289851,-0.0563956361733624,-0.0378553294699558,-0.146958829045474,-0.179421729715042,0.563997369625077,-0.341297719268154,0.026890539401597,-0.0488403856339441,0.0462183577479414,0.434079604415794,-0.0463751352044615,0.0127553375200963,-0.139679009622521,-0.176088655281307,-0.0281523088846141,-0.144090973810326,-0.0148001975622466,-0.170774210210588,-0.0816089804657662,-0.0583792875221795,-0.00448816081871
stable,-0.14248702759909,-0.232629077609423,-0.272102803883643,-0.39484497098169,-0.234990872253124,-0.597065648093349,-0.412380889689754,-0.574241391775886,-0.568319830042951,-0.58051171968178,-0.142052052859897,-0.562766227623433,-0.576472869961785,-0.321876008516078,-0.480912286954304,-0.604761509657968,-0.551137200966437,-0.252994236980641,-0.565636295972421,-0.562753839573198,-0.551288108980719,-0.263414298885959,-0.561692711137547,-0.583912082426129,-0.574979559724814,-0.27425740028317,-0.215248169009854,-0.64773549834807,-0.61647515384862,-0.152061053286076,-0.470720500547867,-0.57951483821911,-0.560972940804191,-0.560554596092936,-0.593521087457258,-0.560483285237981,-0.552432703620363,-0.577712888620923
stable,-0.15696169026573,0.119261379214676,-0.558147633611257,0.430633739207351,0.555355799853504,0.141741414666554,-0.0444978615011808,0.146450291170849,0.261407765570364,-0.236441348179442,0.590198312789713,0.141439572593737,-0.158490214874743,-0.125802951728599,-0.130272735829393,0.0866050477283784,0.286196935878523,-0.0188090830184933,0.124119267279358,0.0179961253827706,0.126528099271696,-0.0613837229034792,0.287814330715444,0.103934260334665,0.216902245745184,0.497302373439981,-0.343282855953996,0.144852266896322,0.099408761747085,-0.468332262932597,0.0131547959377533,0.105972635748804,0.248286807332197,0.226115896162223,0.1686433263975,0.306334298648075,0.250634138089832,0.23052608715394
stable,-0.0917591332895263,-0.443013534493771,0.298537158783431,-0.592443745677731,-0.463102588072799,-0.388082982677364,0.109353573792575,-0.290066274109477,-0.370108218585843,-0.0668630235913773,-0.593894183316337,-0.149607433975124,0.0342412953218248,0.119192621390681,-0.027821819348969,-0.0604480471627927,-0.38435943006422,0.0152257035817283,-0.30860265948417,-0.337664794209766,-0.0896705253499789,0.0738212447492062,-0.246872923527455,-0.248299130365619,-0.279061725960172,-0.44780586330198,0.325951716429739,-0.33569497358986,-0.232036405199223,0.0985732364365961,0.152280687971702,-0.187898442926191,-0.350785515841724,-0.383672619358167,-0.212640459836829,-0.441806574211073,-0.337158944064499,-0.283312317460238
