group,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD31,CD32,CD62L,CD107a,CD1c,CD64,CD1d,CD58,CX3CR1,CD21,CD11a,CD244,CD169,CD54,CD62P,CD41,CD2,CD226,CD29,CD49b,CD18,CD28,CD71,CD26,CD304,CD36,CD305,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD101,CD224
progressive,0.734051487808429,-0.756533648014956,-0.590315864927571,0.61336449561951,-0.416217137808324,-0.638466499126085,-0.507377027344801,0.61500811535941,0.146571745129602,-0.345882896930804,-0.401323472876691,-0.681887512266721,-0.5662826606123,-0.518601578167939,-0.119107179098523,0.63117521132735,-0.641977321704165,-0.617198633333118,-0.57037621920489,-0.426334058936334,-0.499430810576708,-0.453609814628263,-0.554196180876443,-0.435220122860648,-0.660408362247888,-0.40785028646658,-0.533221955686593,-0.216619596026336,-0.617232936728513,-0.305123402162923,-0.094582462604548,-0.77475321458661,-0.509432267972572,-0.775076594901326,-0.622315204789531,-0.621324245508415,-0.664818096673228,-0.52807812592643
stable,-0.442641583663032,-0.449706622509324,0.177660752126361,0.438115676639581,0.631689974301798,0.245816015087778,0.384925608071377,-0.199470871406454,-0.368975882864751,-0.552347961015193,-0.346101361158844,-0.38575943647983,-0.437019963880143,-0.340405063352145,-0.33024259089488,0.008270606667287,0.0077039278440288,-0.376730116498728,-0.446379669675116,0.681915042530569,0.388424621483041,0.314184110574926,0.0959061501300737,0.01656646439821,0.0740545062514742,-0.0591776348722905,-0.288687160811889,-0.468205531364825,0.678574470772442,-0.114604768527583,0.483470537306292,-0.0488767799692008,0.257087300338385,-0.420332724112421,-0.520579321717226,-0.465482238234971,-0.446068155432524,-0.186748637478677
stable,0.0162543362774828,0.740334153914693,0.403981333446792,-0.498046221101841,-0.45455722824425,0.331515007883055,0.671846237547426,0.387085559804036,-0.640420857043138,-0.184916841370082,0.117757396775496,0.656468636161416,0.330033100007999,0.155879426069,0.0049723085483868,-0.0792610685702539,0.299616662502798,0.284505584943066,0.118482994272194,0.249302543181591,0.193995244533716,0.388062927322284,0.184527789254408,-0.0965505983388881,0.424955363290061,0.134854494583804,0.594663765369941,-0.0954942350730801,-0.113145259248012,-0.223222105309364,-0.679618151802306,0.689364764596034,0.314167507908171,0.68683548335243,0.509180120237063,0.366843634599305,0.389225578670079,0.0286013410855411
stable,-0.152090470188654,0.0588565976404886,-0.51604886377589,-0.450495712170024,-0.281573405811789,-0.684246517758345,-0.661862361082343,-0.142645241233076,-0.4213983528097,-0.563240756252805,0.5047180838552,-0.451257175295683,-0.116277617885569,-0.656464951219739,-0.569779459894175,-0.096317003627604,-0.169724924061659,-0.535565940453151,-0.119671210168847,0.0047619422552989,-0.729620514712216,-0.732298621694184,-0.323648497956752,-0.564111164209888,-0.640748572599461,-0.720010252756561,-0.260980799838949,-0.561483256189158,0.0259209670315723,-0.587998634804756,-0.271557934090654,-0.654405373960988,-0.841649058681483,-0.235061514069802,-0.491611045463387,-0.494025115971478,-0.13958861281795,-0.570091438193503
stable,0.0436745005944049,0.0490613719592825,-0.0446904290511246,-0.114671444766401,-0.253349135378862,-0.345019463576811,-0.3145512500561,0.217484889999006,-0.12308395035636,0.0987129114731602,0.556424445740554,-0.17678702396053,-0.0184845711283033,0.16012878533781,0.0625974829946416,0.132823380250783,0.204453591966698,0.0329796276041394,0.0702060648591344,0.194277674902025,-0.335368916776133,-0.392465696427088,0.176542767494394,-0.19981717880862,0.0251461517234893,-0.142473889332006,0.221648791406848,0.110313004936406,-0.219561079927865,0.233102549616828,-0.303806588466664,-0.324311666015193,-0.334879859480146,-0.0392072935117796,-0.0738874320198725,-0.0124470299927658,0.0897624498150863,-0.0930879154933142
stable,0.05037170215118,0.582616931109267,0.0271489621216578,-0.290691016084864,-0.69202601468123,-0.150103314064556,-0.0682920413725585,0.403591497773641,-0.528792634591952,-0.0010760770175048,0.447644178316667,0.201797105998576,0.229889171188501,0.0991415255922176,0.165905898836932,0.0288822184884249,0.181405346706072,0.26103618373431,0.125732631773281,-0.0572235107523833,0.0238834550772004,-0.0941815104345076,0.0919540344974862,-0.0833090728695052,0.107741810024423,-0.0828337520096478,0.178160808789711,-0.0875884910833868,0.185822104243546,-0.003745588252542,-0.508385068830624,0.0803655778396283,-0.339223059661662,0.393101401029356,0.0451916683818396,0.0778510459488615,0.504010743372785,0.172504017554361
stable,0.323249207070137,-0.553521022218855,-0.292370309378843,0.53516224654709,0.516681037237812,-0.33838054829933,-0.367865827626817,-0.108494411765456,0.521347496967388,-0.134016260239326,0.119358198425619,-0.421824023780361,-0.13193777248019,-0.221675253590961,0.0296381318869468,0.0202024041439391,-0.0302191404269463,-0.14582072634878,0.0146358092400419,0.313792248712827,-0.312154613531669,-0.355237343533361,-0.0709100311211925,0.0715503305652393,-0.329515286476366,-0.0767759161628337,-0.409229355783338,0.176551691760795,0.0858846899134208,0.362691150077581,0.350941700947178,-0.612518985996337,-0.0381344404503827,-0.339106030858136,-0.364529011001343,-0.247662134161852,-0.160599690385489,-0.129179852863052
