group,CD155,CD19,CD33,HLA,CD123,CD49f,CD31,CD32,CD69,CD62L,CD64,CD1d,CD58,CD11a,CD244,CD169,CD54,CD41,CD2,CD29,CD18,CD38,CD71,CD304,CD36,CD305,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101,CD224
progressive,-0.275162757083946,0.738213367257378,-0.779386997729399,-0.701403609995557,-0.315372319922135,-0.664101452825838,-0.582463368929959,0.599319298206933,-0.550752750402621,0.0768377445566031,-0.761864002690214,-0.590332147746282,-0.607083978896073,-0.682982184716322,-0.625322254024478,-0.640073806016316,-0.393122958404561,-0.47645183104721,-0.610343511091729,-0.692154399105429,-0.510031231228487,-0.602202529099295,-0.612796903590825,-0.0694684896645824,-0.786523782012429,-0.590967480436831,-0.753639619138226,-0.723305663915314,-0.649341949755136,-0.579325377634071,-0.627809878480119,-0.573398505697853
stable,0.056728631867288,-0.173227795392554,-0.648775742928713,0.159637197562817,0.705440580438556,0.273086821075944,0.207215125369655,-0.0961734558566832,0.0361564264198671,-0.315948493610633,-0.519922906613977,-0.475977345329049,-0.193534005136223,-0.187160129387288,-0.214879111736117,-0.481259136831532,0.733253363173462,0.284319565444282,0.0164586336229637,0.028639446805417,-0.301626172045272,0.517241252963675,0.570889462195528,0.620837562985381,-0.188633822693634,0.323393164252929,-0.608298680459256,-0.633357650162428,-0.379259393975802,-0.290501926254552,-0.421248756792682,0.0097572192121301
stable,-0.653005603411698,-0.0693042030292674,-0.806242375812892,-0.326554487559302,0.4488973717058,-0.455702136758108,-0.604993260415531,-0.487821918906572,0.0609118565978331,0.63734571230497,-0.76800414282748,-0.35184337624432,-0.359647942743417,-0.345879078259991,-0.27231499421955,-0.0260757754462499,-0.231339505792502,-0.406301099530594,-0.168150619538901,-0.452838429981228,-0.579575674553651,-0.168869376764565,0.0450289933611637,0.482306790344408,-0.764874517841009,-0.291970415555271,-0.816042158438531,-0.632681156594665,-0.513162038118685,-0.586937541976541,-0.381728736617307,-0.270055955310734
stable,-0.229633121388744,0.203301188224851,-0.568639191105079,-0.0003966047371148,0.516184604124805,0.0627022467319791,0.0521475356666721,0.017418290326333,0.14421642138589,0.274084539584985,-0.676518995622094,-0.092995712546031,-0.150791687950997,-0.211431398025569,-0.196011562303575,-0.306352958547132,0.382344280248374,0.0169687806126955,0.0638462917805504,-0.0177912499590554,-0.288974346474556,0.413442907833611,0.0682409132055679,0.353225972889838,-0.0607406083560868,-0.195635934676042,-0.564912275821145,-0.510202210116823,-0.134914224292171,-0.117799123525422,-0.139456738833238,-0.134084873414152
stable,-0.139754265013885,-0.0128951816856665,0.170981681960851,-0.0468256384391228,-0.144356518526709,-0.145231846973245,-0.0953687771816168,0.14850797977922,0.0968906238883687,-0.1377942481606,-0.128188472006826,0.0239119909419684,0.0165289443267251,0.375953901253306,0.109857364760919,0.121539723896591,0.489430137613873,-0.0838706245028278,0.180908753280263,0.180996302287407,0.189224739635332,0.109715837138084,0.205495991518339,-0.139823517880686,-0.0487658021753679,-0.117403441823298,0.0412248921066937,0.0113799655690921,0.105787382145276,0.0321675342023268,0.261035035038917,-0.102491484468779
stable,-0.093870778509403,-0.0689055421665354,-0.0741793176677237,0.127205157474898,0.218837001100114,0.274172529696409,0.310839700825301,0.0983038595313386,0.0559188703954463,0.237388383688565,-0.0452055371363983,0.057331692857918,0.166907700186836,0.0959548655292366,0.116488086645224,-0.0591641601008661,0.405557311969899,0.389638200749557,0.17321433068035,0.239419394452384,0.0477975260041722,0.120051356993735,0.0905461933603116,0.201158032868066,0.127582460836601,0.144641342399091,-0.0186381674934141,0.07545232402971,0.110510040831338,-0.0105590990076071,-0.0640757212741769,0.0096045474687352
stable,0.369730231849539,0.0409069876435972,0.723184826745863,0.500586000097442,-0.417411300916658,0.585951841006526,0.567552142283894,0.291229305069447,0.313703066484309,-0.290341221137209,0.626470354072205,0.317626018914625,0.463167612797126,0.297813051394309,0.383652231361435,0.113514791560709,-0.0339525150471752,0.571331300631035,0.131044538252615,0.591460129904542,0.586985596553347,0.253809561860842,0.0268422785785524,-0.351848930133498,0.62473335522531,0.13082721910018,0.503735043127352,0.490779435336034,0.272902516612516,0.389066661062429,0.430591611092591,0.367772962326226
