group,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD14,CD31,CD32,CD62L,CD107a,CD95,CD64,CD35,CD58,CD21,CD11a,CD244,CD169,CD54,CD62P,CD41,CD2,CD29,CD18,CD38,CD71,CD36,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101,CD88,CD224
progressive,-0.809973273068558,0.728576491892024,0.58103692360472,-0.614567362335889,0.291656051193122,0.666964239533425,0.303217300755599,0.480767025718559,-0.67682335153663,-0.254920133870359,0.290294574209782,0.553760090289052,0.778299779595987,-0.144814766785379,0.503000392409056,-0.67577074361846,0.606612653288147,0.592041614417937,0.583866074716779,0.287623122858585,0.471777051035798,0.48947178040601,0.601163656270562,0.62334429674414,0.475673382350924,0.555841612756783,0.586279283278862,0.797209352999556,0.746786282947295,0.640697737798943,0.626356394011592,0.518796905953724,0.587363561138483,0.291195013766217,0.503033506611084
stable,-0.358624165226554,-0.541088828263748,0.135025200784869,0.451912774830729,0.672993367593709,0.242104155383833,-0.244352181228541,0.315221837861013,-0.191892190881893,-0.373178341667311,-0.529857236526365,-0.113887197619085,-0.511557419652672,-0.428718747667679,-0.315976972824986,0.148101561251419,-0.100000004563668,-0.335153006538342,-0.501644247636282,0.704748875865111,0.386980381207468,0.289246457407459,0.145358960501876,0.0176824025131071,-0.276522940670325,0.480951612729324,0.615991545900265,-0.155947476089231,-0.549374946055158,-0.659208982822119,-0.500380158518972,-0.377408768901757,-0.478908457291339,-0.188121405477845,-0.191211241614457
stable,0.0426899601133889,-0.63057429760539,-0.17423222592044,0.449096002801982,0.723223543303789,-0.352562193578475,-0.161149155208068,-0.377291671202588,-0.400418313214666,0.734344563474626,0.0227643838807866,-0.266661071411029,-0.599865904646092,-0.310229169092115,-0.189026701897886,0.391429209561664,-0.160916538424736,-0.227674629627682,-0.0009516706367244,-0.141960314900186,-0.142502139968435,-0.211353364059944,0.0411618704079601,-0.375201516163011,-0.495977124856417,-0.190746835044677,-0.0197387368158526,-0.562002070972428,-0.591107460920218,-0.419345326841349,-0.360383275494034,-0.540774895573688,-0.45216418288056,-0.195026475009249,-0.197331813648108
stable,0.293925390822938,-0.747782310604997,-0.0265725173866924,0.583384907217052,0.534703034883186,0.0680484382954426,0.0691146503225043,0.0349640601734557,0.0044205509540314,0.309604199453832,0.0717260156297545,-0.301555310052463,-0.644110101401065,-0.0797413526468286,-0.0106860251303856,-0.121296592476131,-0.41245264931133,-0.140226207346787,-0.462399411070704,0.315743226761068,0.0724464653129723,-0.004357741324661,0.0542091156627314,-0.0697812359505172,-0.304556296529556,0.429184295141945,0.0094558629732521,-0.0352494678000897,-0.615536853164277,-0.336420968888248,-0.0519713629554275,-0.24141222510482,-0.313200713691669,0.253515704003556,-0.0073173161007723
stable,0.148763889439954,-0.587682088828584,-0.0912677873288523,0.246626850748154,0.378335049115346,0.154965110983493,-0.0478960751526356,-0.147560604068411,-0.139189670479342,0.25541819013786,-0.130993006959912,-0.27391602300204,-0.093348725231326,0.0779444905168704,-0.0716061897366255,-0.213012262654516,-0.248232147373321,-0.149031051325956,-0.101093872587176,-0.184857300627102,0.0610220134284392,-0.0192748204801956,-0.135704521864425,-0.151757931373815,-0.237295085139301,-0.0716423389235877,0.0563431381490478,-0.125208146721785,-0.417288800006069,-0.307530806156935,-0.224673428060275,-0.215786417897762,-0.331122056593774,0.0511512512052431,-0.126334188277735
stable,-0.0202688023549158,-0.697054931053282,-0.11900895173011,0.334915090602211,0.629355166922779,-0.0158465548096191,-0.081478349056037,-0.0566971384067657,-0.479633412304968,0.551277235932288,0.0111602982574455,-0.172487886153848,-0.190951660903952,-0.148039012879629,-0.0795974893513335,-0.0488359759921377,-0.353710709147092,-0.262357649381154,-0.0616148829449704,-0.0583118126795198,-0.133609247576526,-0.0756436305256655,-0.212673361306088,-0.292911039309963,-0.330505780841171,0.0687707820093081,-0.160246883402029,-0.302599056866695,-0.529215402065789,-0.118668460525368,-0.0869049045497575,-0.504895077093653,-0.627719899098897,-0.0293759606408259,-0.264624615233903
stable,-0.239421590051745,-0.693599698299534,-0.574824813697569,0.127907447873409,0.225312257074717,-0.734158060782925,-0.660252427267959,-0.647701521614867,-0.304882261292359,0.103031254371518,-0.659354643136229,-0.485432539904381,-0.704523427017217,-0.769824221796352,-0.65542716678343,-0.137653419805831,-0.345760268171442,-0.555889638016507,-0.25372567379748,-0.066920135602711,-0.647401562506,-0.678592903610322,0.0650398741158099,-0.675902928785807,-0.622773777036334,-0.280789398421411,0.0931548984362157,-0.698704905393202,-0.532120473107676,-0.557742754381075,-0.26281933235798,-0.6005297750575,-0.46770668738513,-0.625338959865186,-0.594955096988986
