group,CD155,CD19,CD33,CD45RA,CD123,CD31,CD32,CD62L,CD95,CD64,CD1d,CD35,CD58,CD21,CD11a,CD169,CD268,CD54,CD83,CD29,CD18,CD71,CD304,CD36,CD305,CD209,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101
progressive,0.147573114726582,-0.827141025795474,0.688948848503822,-0.600067941916834,0.306520948971991,0.391189767496888,-0.745510548945927,-0.358543555282572,0.508196298303281,0.672420504768996,0.36564307969155,-0.222168231238487,0.336220148807859,-0.656625017713376,0.484570511595837,0.54286749423947,-0.568978938081225,0.273543441377009,-0.0869339318830148,0.525641733872055,0.402741189239778,0.539487348552424,-0.0052995883757723,0.687460319291777,0.46566895904607,-0.0644023467335637,0.676369065592139,0.498208791456146,0.435946387746211,0.372560378292294,0.488566862964767
stable,-0.158641121397293,0.402415531847043,0.476780022886361,-0.344619139735321,-0.507245369743914,-0.209566395093835,0.291703413390365,0.43430501515909,0.252566701561605,0.591424144226646,0.464456874550384,0.565530913767742,0.321573501304893,-0.100016638767192,0.0281722067237524,0.47575593201352,0.151827101330553,-0.615076934359261,-0.172123299246154,-0.0321910404725796,0.207179137952493,-0.66071525641956,-0.40174099409499,0.328925455198981,-0.155271300588874,-0.048886149741095,0.40649056314201,0.634869424002176,0.527556630063346,0.344199843928767,0.431085713570668
stable,-0.630863565432211,-0.0248280521161551,-0.801534645677306,0.446603991688535,0.411223951621744,-0.647496393396253,-0.465164952326417,0.676707564953526,-0.493578539647447,-0.749546730376831,-0.319825890729401,-0.48636660941914,-0.26605050336343,0.0881528410395345,-0.309287336983116,-0.0741351426008345,-0.0621613853424254,-0.300226882187555,-0.0688261516193427,-0.463033176240185,-0.607558819730375,0.108651171847974,0.555065910125596,-0.739820992775914,-0.296252531796579,0.111046815036969,-0.784743105566796,-0.591601362721479,-0.431883736402371,-0.615996447935237,-0.43255035192854
stable,-0.477093583070145,-0.145454526359356,-0.823794418768498,0.103723302087666,0.322273985644058,-0.432174360474176,-0.505328354581002,-0.174815042414214,-0.621398924304317,-0.560753891984839,-0.60829748710074,-0.386947060855406,-0.574736647907716,-0.338450441545845,-0.754669751631306,-0.648146749553639,-0.237793945665477,0.0112434747694557,-0.554298776842195,-0.631523480028099,-0.521421965043958,-0.245389562893278,0.123271249391398,-0.483269539707445,-0.438475891867903,-0.586968924531364,-0.755347697623629,-0.687016052671846,-0.587005648425406,-0.599037943356705,-0.745483635578528
stable,-0.0026246316915458,-0.256187094774189,0.0357663661932848,-0.40853311305641,-0.736967717600846,-0.4629155701442,-0.198098522375122,-0.344239335619873,-0.149541055251531,-0.199936894801827,-0.261893626905291,-0.302605576167545,-0.308163824377711,0.024855179538885,-0.0196254373992836,-0.149522021491025,-0.269242213187648,-0.230935397759744,-0.300834611384474,-0.280419937539906,-0.0076753810052885,-0.181422255735584,-0.510923798686731,-0.337809787849035,-0.581541786528424,-0.402576453150435,-0.0212877239504201,-0.252055532612092,-0.295858231796238,-0.167048479538391,0.0238757080478884
stable,-0.2127715455224,-0.0345723259668886,-0.736781672079616,0.266334727375002,0.54316036060758,-0.160943894637069,-0.533719531760103,0.488488811904112,-0.201711631162455,-0.206726747421157,-0.38328976995902,-0.188974193953546,-0.159579512959521,-0.0650383230238356,-0.459323576844426,-0.0927636794301302,-0.0162434354880854,-0.158913031449684,0.0390943027911335,-0.417239013310271,-0.393759004866201,-0.201310898994855,0.440250987440953,-0.416176510034702,0.0891984885731919,-0.0947260570528248,-0.600895664987031,-0.21272646278748,-0.161724756156552,-0.558683449214328,-0.659882716255025
stable,-0.239789928253956,0.147798832343869,-0.645229653982242,0.528359353935767,0.368818327268457,-0.363459253587428,-0.365267220491916,0.400165342979819,-0.354405812943843,-0.495789630941222,-0.397280824158381,-0.296217390314599,-0.345537228372554,-0.196553200395825,-0.223656471568955,-0.111215973355467,-0.167071212477478,0.0220891974462343,-0.155667033684861,-0.40144053925338,-0.467876213710526,0.0314988002459847,0.423306570161894,-0.509560612704707,0.0338012579414978,-0.108086234828428,-0.436237107586869,-0.488806709162485,-0.367460738086322,-0.368497045125506,-0.313330660447822
