group,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD16,CD31,CD62L,CD107a,HLA-DR,CD64,CD1d,CD35,CD11a,CD244,CD169,CD54,CD2,CD226,CD29,CD18,CD38,CD71,CD304,CD36,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD101,CD88
progressive,0.682970920509215,-0.791057484994669,-0.630805790700015,0.634853546958064,-0.373514340552665,-0.663646009485995,-0.222961531045622,-0.477745377182246,0.112291292511473,-0.452963560698668,-0.359199001600911,-0.726264109912309,-0.654593935229796,0.0609422053280462,-0.719935183794471,-0.635673319098954,-0.613656172305534,-0.483728316086925,-0.68678666578436,-0.479082784516078,-0.710443229327751,-0.517377156731552,-0.615089624071352,-0.674079879900379,-0.110717515111676,-0.779421987140985,-0.826915099928461,-0.64494484860006,-0.66758754626343,-0.702766926897538,-0.300152863052828
stable,-0.13765215419113,-0.609568605688018,0.119652168951258,0.529762323283575,0.768273653782813,0.223923618058389,-0.111250798825525,0.393117128400777,-0.421009963674628,-0.395140068628637,0.320720047860091,-0.457102834715871,-0.341900287385245,-0.214816430068027,-0.122054386234809,-0.133799904696917,-0.512960696980364,0.737260625314955,-0.146897150560097,0.168690482228348,0.106396678369465,-0.240650113119089,0.529160653626423,0.616294244448619,0.644473900364799,0.0058041176213425,-0.543550648816242,-0.48792500677867,-0.281530077085032,-0.333397165875437,-0.0609140596070027
stable,-0.0234884090163625,-0.750970136813608,-0.330395278110655,0.481670148070616,0.42731916865296,-0.334746318549986,0.351319929614648,-0.666173334788192,0.636467099522636,0.175023089914202,-0.250882333785641,-0.720718009977723,-0.277688437040831,-0.445107615952958,-0.309025967402566,-0.2420577726396,-0.0773708227656976,-0.260289643720549,-0.093796517461543,0.0490166542605737,-0.446564739975715,-0.622910074921368,-0.235907532056637,0.145837542099268,0.601972888446069,-0.687531579835174,-0.719355112102171,-0.542759144952936,-0.373216691554505,-0.39419441584459,-0.0395288560085861
stable,0.195123560475615,-0.725018267795615,-0.290711272305157,0.385526171301925,0.435716027304213,-0.151541429996446,-0.0714734719416182,-0.169247281788398,0.0406222975738868,-0.245823416366433,-0.02564610507238,-0.724198747408175,-0.289473888201794,-0.388664770191626,-0.394860819061151,-0.243969721202216,-0.510988725628942,0.226324533300456,-0.0868015098945218,-0.0549146429574426,-0.287625207671395,-0.34050945401577,0.259865171153137,0.0452955673893547,0.423991562610999,-0.381371360661988,-0.650539002342926,-0.591093554194009,-0.360431637878937,-0.306804825433123,0.0166012109848402
stable,-0.212690167173488,-0.600128652467012,-0.264228023762084,-0.100674354030433,-0.0064994036274621,-0.0140967357572145,-0.213069727912762,-0.245539386880976,-0.0456837398324629,-0.195058230969653,-0.700556830309001,-0.130955558444275,-0.412401422254756,-0.0941437722331687,-0.531368596161475,-0.338024576886234,-0.33094207423347,-0.566180180786251,-0.210619161333628,-0.114008243147083,-0.354376301253194,-0.523403566969002,-0.214577947369975,-0.301285949132596,0.0850487889621907,-0.0962124885722595,-0.410428964783361,-0.462914272357202,-0.444562709403648,-0.474573965106406,-0.168222718779133
stable,0.0395052397906026,0.610905831648979,0.0169419273113402,-0.39565151289279,-0.682078826074937,-0.080546335210279,-0.11346113983073,-0.0339810908016107,-0.571071808466101,-0.030068351040926,0.164044442991481,0.166216886760847,0.230636832041697,0.140061923384485,0.215495067635129,0.190385602455398,0.0473798332334708,-0.0464794236419294,0.123168128942328,-0.079920815266414,0.164212491103876,0.262208043854765,-0.0986383639856764,0.12910001745404,-0.556737814507765,0.18722151407037,0.420963419149495,0.0561749209084721,0.0329635488098189,0.549826298789786,-0.0280353778839677
stable,-0.406096769421811,-0.483915151074826,-0.425548570963038,-0.0500539361522233,0.141381180793747,-0.638977634057579,-0.621638821499419,-0.435030610225348,-0.105807752565866,-0.634297364715903,-0.0065594231227896,-0.570219815469375,-0.30720753199537,-0.717782191594445,-0.369600217314051,-0.537904159434589,-0.397610408091888,-0.160043328359533,0.0197191681928387,-0.638173177240554,-0.565635095466161,-0.478631801565839,-0.217273012108938,0.0344794634148928,-0.0356528754895512,-0.406472471878107,-0.482248483884361,-0.360615964833688,-0.0792591778400155,-0.508302315046151,-0.609521755787879
