group,CD19,CD33,CD45RA,CD123,CD4,CD32,CD62L,CD152,CD1c,CD64,CD1d,CD39,CD24,CD21,CD11a,CD66,CD169,CD41,CD2,CD49b,CD38,CD71,CD304,CD36,CD305,CLEC12A,CD257,Ig-light-chain-2,CD23,CD101
progressive,0.637157731887578,-0.554006807729068,0.631862635122743,-0.115777283382234,-0.357185331195447,0.594230157105819,0.281901326615426,-0.0006171250598468,-0.537993997778079,-0.518745990700016,-0.41760425229817,0.0581969801678212,0.509507131625062,0.469904157754041,-0.475883315321325,-0.0169560701689073,-0.491420888414717,-0.0509703280662792,-0.535936615104885,-0.202115880112924,-0.479073677391595,-0.519508769680462,-0.0203207146637894,-0.46043303416529,-0.310804154541272,-0.523679333679507,0.0411511928830789,-0.488320480048967,0.112856822564115,-0.438065727358571
stable,-0.0716163234643043,-0.792712196473856,0.269621505433718,0.687499180394935,0.241333825709607,-0.101705892639613,-0.407027237113383,0.0415905191816195,-0.528385109880013,-0.517870994717808,-0.505233277701185,-0.586611851124769,-0.125775882152774,-0.0955928258986433,-0.490181291252421,0.15542758153054,-0.599306755674249,0.0970218725056466,-0.223575924962409,0.256993502917791,0.285154578912603,0.296795926661037,0.599656948970058,-0.111423784336037,0.250243805209591,-0.683485062997991,-0.47348056039685,-0.51203779952265,-0.252387097770507,-0.424199843826078
stable,0.123247165180914,-0.639117955999601,0.480246141720074,0.657604581561137,-0.202270596841243,-0.324953186066918,0.65500582922988,0.126753076890592,-0.289313934313391,-0.505820993588024,-0.355681984861912,-0.225996246912857,0.348392897331916,0.267996110014984,-0.164401466165391,0.0283809399445849,-0.0067568615207435,-0.254025451188479,-0.246620908657054,-0.0376786437108743,-0.295213894864171,-0.0226466757217594,0.711333665553081,-0.540964093478742,-0.0670282276955682,-0.526068203420736,-0.117153472845662,-0.347477492124779,0.0775629005868649,-0.399860633675174
stable,0.111738569327671,-0.585266839765845,0.659417373000771,0.683583224613337,0.350839129635687,-0.121730097166986,0.414440210484646,0.151185773898379,-0.430017122773972,-0.180782946981912,-0.129072772661406,-0.244019160802969,-0.0560405249496832,-0.15815297970356,-0.256432222223594,0.352815318334982,-0.298677448692466,0.450564042416474,0.0852622387090368,0.494536486208139,0.54883206674185,-0.0016531228974217,0.375097757236549,0.339948257258492,0.383716551300686,-0.374476854018661,-0.115677634648788,-0.135280389605856,0.131356355304802,-0.321245026759118
stable,0.275102846532114,-0.340019360600279,0.418316487329251,0.614219164013606,0.309062811872358,-0.0007744660249235,0.49582553155153,0.218003182625892,-0.245603539479492,0.139733608035071,0.0617637075451741,-0.067574160782706,0.278660115360117,-0.1199927841766,-0.04833916460092,0.27762825224109,0.0909290571351402,0.236196965730355,-0.0439269927442548,0.217699640428994,0.185314295937266,0.228120998359559,0.601890953189858,0.110988244556324,0.481066944816851,-0.220980574269081,0.111009115551859,0.0044712889319949,0.193962457655956,-0.150872402804162
stable,0.0404084174422222,-0.558780003603425,0.404671123778964,0.67933338824074,0.243928260359086,-0.36112255654285,0.573932738442676,0.103329785060203,-0.41110223157577,-0.0593452086776255,-0.169014359862561,-0.373413616082574,0.0523010950946497,0.0032311038878241,-0.171531621640545,0.161509466488613,0.0552946615380076,0.15643361102008,-0.110661626427934,0.225448148887525,0.146535759962922,-0.167789708168395,0.565662217620255,-0.0585782861313676,0.401442545680095,-0.3734921860004,0.198937436520266,0.0023213050256808,0.138190162718494,-0.491102239533681
stable,0.378428755532408,-0.147313927265828,0.710159104740897,0.682348429761849,0.500030682225373,-0.1190967222804,0.671644263060257,0.4500708380867,-0.355420359096399,-0.0092833968656992,0.0621987722965514,-0.216687746103787,0.418107643171655,0.0013985940409759,0.207115127311664,0.454622821985184,0.152186022257783,0.121861065117119,0.028418561757681,0.166556989367057,0.234338571379177,0.0895707631072551,0.508089395433708,0.0593280948937158,0.595532642169126,0.0471618632554495,0.345420032238736,0.048872569371388,0.468792978113755,0.0701337178545371
