group,CD155,CD19,CD33,CD34,HLA,CD45RA,CD123,CD49f,Podoplanin,CD107a,CD64,CD35,CD58,CX3CR1,CD11a,CD66,CD244,CD2,CD29,CD38,CD71,CD26,CD36,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD101,NLRP2,CD224,CD258
progressive,0.317061189858068,-0.729011711913217,0.788846919161693,0.364671836529509,0.667499785931292,-0.586576328746638,0.369392709804888,0.665825631183817,0.328179745524068,0.33687823880582,0.733101393105111,-0.0522500759890806,0.531802581502378,0.166217945661055,0.672609413045262,0.183184365003975,0.63085810844722,0.624497178161456,0.678891754493852,0.573002655681597,0.610003845689317,0.360765102255039,0.773865490227679,0.78303426014672,0.663132857450642,0.643725422716106,0.647465426442454,0.182513175937111,0.572392827979231,0.223676751895809
stable,-0.103206300432242,-0.143852701677217,-0.546397338141599,-0.0825643469385518,-0.037485964323337,0.488987658796886,0.486860885439034,0.0318159403195275,-0.286342311353675,-0.592255744872474,-0.349850978296867,-0.330451657317412,-0.43501664616786,-0.355383737461516,-0.402190350680916,-0.368295791018019,-0.317630675538401,0.0105366018988132,-0.166924902356639,0.284547220917049,0.304968787466593,-0.148886941125108,-0.167937561175426,-0.64089961695241,-0.446426814877587,-0.19712404429401,-0.433355780519434,-0.110518065969003,-0.0962863570313308,-0.22693832851687
stable,-0.659186922347638,-0.168259173333943,-0.604943322422757,0.215298354045935,-0.107804007520914,0.0546462437020248,0.0788842505046442,-0.297280581357723,-0.0353573707788478,-0.030731918239062,-0.735308155057759,-0.682958720235755,-0.277303131210604,-0.312906504615151,-0.293866531730718,-0.0879809138282132,-0.150496789075925,0.194424153841854,-0.378948303249636,-0.0229317936189133,0.112440304361732,0.133440343710172,-0.622759051618096,-0.693897386646609,-0.636780414157382,-0.421232874093681,-0.239463082778658,0.151921236165527,-0.360132739888063,0.0328601283996128
stable,-0.224030243011052,-0.335282737718663,0.491373411018743,-0.365619215989616,-0.409097786333929,-0.711848932297833,-0.649743789990108,-0.561416116528647,-0.372397656535146,-0.385708960660927,0.187118018897545,-0.143759058292874,-0.416689016966951,-0.588197774030483,0.114577501142556,-0.52510177292933,-0.282309715453135,-0.237850860574503,-0.391143925025751,-0.632962506473789,-0.0817965209644259,-0.627835759545422,-0.395776510403267,0.338222273890116,-0.0409401179070354,-0.305686707904287,0.0662007403255654,-0.357915561005451,-0.340881455469311,-0.318593415763435
stable,-0.203413871135424,-0.286839575830281,-0.298000882030047,-0.64703589488043,-0.393010943477742,-0.0747569941146624,0.0079115777140573,-0.552271998764506,-0.654498225071028,-0.689670468408753,-0.343850931885474,-0.575822927701929,-0.637085694548287,-0.673425898786532,-0.254891953940444,-0.672278663102416,-0.425289402193259,-0.0307705996304301,-0.528876102653295,-0.391431465926242,0.0629741774757283,-0.339806929802188,-0.478009395021805,-0.423819231376546,-0.505873230659629,-0.353779401186033,-0.362352372191426,-0.605147479835185,-0.602347629894631,-0.624921085699923
stable,-0.132962135518399,-0.30082161840148,-0.306582463271234,-0.341437526545297,-0.185872618817084,0.0476486018728279,0.141259723411283,-0.346304794288468,-0.605524419646951,-0.516882282753925,-0.193217611410724,-0.480694939429157,-0.528926319393404,-0.470446157841085,-0.178868401407216,-0.479520336792531,-0.452665387699112,-0.210091069729432,-0.334902679594855,-0.169329116874308,-0.0265997888003326,-0.363416310052966,-0.221573963430485,-0.274985909189115,-0.424790010192864,-0.377481351466238,-0.491673626611932,-0.551952816425299,-0.556453486034715,-0.464783394299277
stable,0.152860000467754,-0.243382987486126,0.537450338315446,-0.066704650943386,0.292151399536959,-0.583493001017454,-0.602194477965586,0.38732306738828,-0.0546171592898837,0.161427477999431,0.445717156275355,0.235983408712735,0.212692525488548,-0.0826852409076287,0.0119685779334709,-0.226322051782142,0.157401421381391,0.0122084610673665,0.34258781763443,0.0548617098254236,-0.116731087824214,-0.33627159005234,0.573004771598226,0.279215892877672,0.327610271071726,0.206798489934165,0.170664521118095,-0.269945954079323,0.0977226804995566,-0.0796654876150883
