group,CD155,CD19,CD33,HLA,CD45RA,CD123,CD49f,CD14,CD31,CD32,CD62L,CD95,CD64,CD1d,CD35,CD58,CD21,CD11a,CD244,CD169,CD54,CD62P,CD41,CD2,CD29,CD18,CD71,CD304,CD36,CD305,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101,CD224
progressive,-0.270259748993358,0.738733602188497,-0.780817363856618,-0.658675058519349,0.51450185549766,-0.308210141901408,-0.661726641125227,-0.345157207293176,-0.546625967472396,0.616693690755957,0.0899698951317987,-0.585664642678799,-0.751082133040027,-0.563816046547276,-0.0378496826066152,-0.59420732453791,0.565232528201304,-0.668200985085062,-0.614578110529453,-0.613325538592007,-0.381552849779654,-0.491604274857583,-0.486339161011412,-0.603099771105571,-0.699223485964412,-0.554699728906316,-0.592588308185797,-0.0926246528861098,-0.80177948951405,-0.577812438170233,-0.764650429416545,-0.687351115224947,-0.631388542514769,-0.558401955324815,-0.631053368242881,-0.5771616868385
stable,-0.0015923826489063,0.0317778058661956,-0.695338958143,0.0101477155946003,0.248964397527418,0.459223494733541,0.0531780716769245,-0.135162102761322,-0.0799431706221145,-0.0495645706306311,-0.257648928767849,-0.0485614381001903,-0.610207030045427,-0.437474719305616,-0.176423706396295,-0.221365390009271,0.176183155982208,-0.382552887549078,-0.11988963315749,-0.430877684272264,0.634281549150565,0.246889074476892,0.0400215224085792,-0.101289815333847,-0.163524440334888,-0.403976075274608,0.260623450132741,0.50825799501263,-0.39727657718716,0.124247456005005,-0.649522602474961,-0.583242347374781,-0.258062928954792,-0.219285538984492,-0.46415302212436,0.211633328337521
stable,-0.61065895577593,0.0316155771551039,-0.778867796876338,-0.398743891785857,0.456483035745415,0.48639392127303,-0.365836767129114,-0.163804001257624,-0.650812859624728,-0.395712635540326,0.682418548038696,-0.477275731249879,-0.726870480794606,-0.302988357474962,-0.424303292976367,-0.228192825179912,0.133759028865845,-0.290120234409514,-0.285207201675355,-0.0867923620692697,-0.249389742392218,-0.172313937348335,-0.340591321191561,-0.138986996462623,-0.434801571215379,-0.596067308701689,0.107153142714628,0.605171091513374,-0.757105306235457,-0.309361050902622,-0.78238913780207,-0.563691523996597,-0.385351690414406,-0.54793054208604,-0.322364208269194,-0.121381301192296
stable,-0.1834518208211,0.242446553844143,-0.67374968442492,0.0120964444820018,0.574199327135598,0.594255110775247,0.165797940832349,-0.0545571684188271,0.131563057540726,-0.0364860399638718,0.360431772437798,-0.30525331273984,-0.626371900037292,-0.1481995504191,-0.198857888539316,-0.0492744492123337,-0.0556293911166591,-0.299324662271785,-0.108453097924313,-0.436970113204374,0.355690631236076,0.164194361165532,0.115348092336105,0.0665232851466112,0.0117290462693032,-0.324185506339102,-0.0234743451433882,0.432820539778478,-0.0487252530419319,-0.0561634262227872,-0.589433555471724,-0.505125899200814,-0.100574823101799,-0.175212156808424,-0.272187904446149,-0.091763099209685
stable,-0.155875598250346,-0.162369363100438,0.103542888772361,-0.442385591573855,-0.295964235567944,-0.440896062566075,-0.601078543805723,-0.256634056545778,-0.417924044505957,-0.147173261736267,-0.342177222363546,0.0062788288250699,-0.208391408132245,-0.186231435490777,-0.371909895378854,-0.408879092626888,-0.0199909871630625,-0.0650751185576077,-0.287234954012487,-0.184745744341527,-0.238696267013406,-0.576364945964455,-0.554656259004344,0.044152387803946,-0.408752590048847,-0.125237899967481,0.0176496577334367,-0.427324753444943,-0.436370136580469,-0.531224829717612,-0.0479859061737323,-0.259993511489519,-0.211277817252951,-0.29510000992073,0.13364301983204,-0.335339016689461
stable,-0.252726903869161,-0.183549043175001,-0.602066998721793,-0.302641407257662,0.115589888878687,0.49630534753262,-0.24989425777101,-0.234560601359316,-0.213714816259141,-0.465842349369764,0.35462991558741,-0.218727303112196,-0.353047255132348,-0.397399387387699,-0.393812874469687,-0.388954748081351,-0.157054542437958,-0.336960266412475,-0.479551874357265,-0.209913324419359,0.0147477591443268,-0.438945355146179,-0.284884081835355,-0.158878237565814,-0.404403616669169,-0.321386635418076,-0.065373004076547,0.270826172419876,-0.427196516860278,0.114005109772171,-0.53428863000658,-0.318947090290886,-0.275772477752603,-0.6218738493806,-0.623684959519339,-0.513164174596894
stable,-0.382653219606246,0.0148984780848132,-0.712891000731606,-0.516874513887936,0.378985635679568,0.429581122025711,-0.660196872035415,-0.555331028699872,-0.57128171736783,-0.271041565942216,0.339749067482896,-0.464088319260054,-0.691327799690116,-0.295949890682229,-0.592211511388861,-0.536172030906865,-0.0815155315491194,-0.278634974739491,-0.406028282655997,-0.230554437702789,0.0756261165411534,-0.586667948787715,-0.63671026535614,-0.0158518664209153,-0.623645212039906,-0.628395831096965,0.0712341799737673,0.222070000285868,-0.731000800658654,-0.245125050989501,-0.548903809258452,-0.537683329306303,-0.242267954803819,-0.537575881487144,-0.411677508894603,-0.465276824416967
