group,CD252,CD137L,CD155,CD19,CD33,CD45RA,CD123,CD294,CD31,Podoplanin,TCR,CD32,KLRG1,CD64,CD35,CD58,IgA,CD79b,CD15,CD193,CD204,CD36,CD158f,CD337,CLEC12A,CD94,CD150,Ig-light-chain-2,CD85j,CD328,TCR-Vb13,Podocalyxin,CD258,CD33,CD123,CD49f,CD64,CD35,CD29,CD36,CLEC12A
progressive,0.011317140411008,0.0791146764969345,0.122352338260599,-0.792838035024837,0.672499638040795,-0.534853059942342,0.17888553122525,-0.0302100897670406,0.42907409215647,0.113081512077455,-0.0085972016222191,-0.719837939060055,0.142381848719503,0.670218110663622,-0.199497341656632,0.446596105434633,0.11199981060553,-0.0535045943242834,-0.0350308361582407,0.143183420371645,0.173256589120768,0.650800591135943,-0.0410448041200504,0.0803274209192193,0.645123049404104,0.136080607983519,0.0677059292255841,0.572549440822252,0.276901215357516,0.430717095580443,0.0622280755933259,0.1362686752015,0.0113007418205199,0.210166295738084,0.181959862356788,0.509250717279106,0.131716316122867,0.184156382039727,0.314347376197144,0.396089457482808,0.234669924073339
stable,-0.072891306277158,-0.0966421524811472,-0.14032872093487,-0.218646805728141,0.36363292663275,0.148993244712229,0.166282422531945,-0.0610539845291771,0.512576799871205,-0.176740496169926,-0.280944740247651,-0.155438737558753,0.311754006479174,0.268090181203352,0.0034279217564046,-0.0371337227518114,-0.134200397206898,-0.267108690724422,-0.256275423764122,-0.267159634974084,-0.304737098498215,0.63700190894235,-0.101891242036329,-0.110589774988858,0.211792626869674,-0.161789363407281,-0.18259648181213,0.292679415375214,0.123913310176674,0.0817274690275652,0.0002274036656403,-0.0709881938048511,-0.328473340274001,-0.728175883530275,0.73010046220064,0.0798428597542428,-0.495063204795003,-0.0770139754605586,-0.105489888496998,0.0351301856028631,-0.646950834862972
stable,0.0329996453826625,0.0513096768562797,-0.657895303465502,-0.187817962590914,-0.690031185614083,0.256410143494354,0.199775248755595,-0.144899183208931,-0.669751627297863,-0.280589110328931,-0.238028986973742,-0.471700615763,-0.350644117259586,-0.799381743993584,-0.69100072743679,-0.4326591792402,-0.241821778622754,-0.0183744939045033,-0.123525577085517,-0.249262960524003,-0.191166919499714,-0.679151306642668,-0.320192162396704,-0.224574159736599,-0.724673335570627,-0.247467145447831,-0.178744155355292,-0.68405270349765,-0.440672898588904,-0.671583604378749,-0.198891437223271,-0.101192046291962,-0.176885372023447,-0.440783028991131,0.309169663412821,-0.407057811312676,-0.472509758736614,-0.333830711964719,-0.382695090336262,-0.221989945088985,-0.319616512055091
stable,-0.388932340715776,-0.203864245522676,-0.0025467628989509,-0.278709640830508,0.568969104768983,-0.673832699405974,-0.685248551120386,-0.293456217822626,-0.358663585005127,-0.275634990019633,-0.283272784406088,-0.0329891862241156,-0.143843078378496,0.428450916399404,-0.0547685015279378,-0.230145319011824,-0.258260401052869,-0.337829931931565,-0.0802351350912116,-0.298282026637351,-0.154616050911116,-0.190851638277322,-0.333135750757511,-0.197577091883566,0.386407906751873,-0.355172966894392,-0.286790961301605,0.20845837813534,-0.250337978536018,0.0601218185126945,-0.276710836565574,-0.335829325169961,-0.263349436274312,-0.706213188953082,0.607311270590508,0.0944493842878548,-0.711728658479508,-0.224425331351513,-0.0345282036242408,-0.0985126369403637,-0.644540517267113
stable,-0.688524053839836,-0.668712212190367,-0.104562574168439,-0.490473520324852,-0.290677920365876,-0.417132184127802,-0.295807935777636,-0.730452566723347,-0.349069610241905,-0.688631483465984,-0.706182529566354,-0.588050404924386,-0.658671354331503,-0.333812793701624,-0.551474110009259,-0.745954142816981,-0.735664191836638,-0.684236089829261,-0.703125175341734,-0.675811420552234,-0.713115612722076,-0.331355246492717,-0.765725258920323,-0.686555073590925,-0.351548026197093,-0.651594920918758,-0.678776160252409,-0.57461415147785,-0.724962929271824,-0.582273609490579,-0.684689311502129,-0.675844309033225,-0.652957394882212,-0.216369217134733,0.553929539003365,0.179042566615622,0.0765588961401025,0.308368462322265,0.113495270254282,-0.0152569428718104,-0.167707736267043
stable,-0.0219734346450917,-0.0159223706767432,-0.154621505737814,-0.0557885016176061,-0.700436399911928,0.24720389432727,0.481355284545903,-0.08127539814721,-0.0626545386704313,-0.13439290639143,-0.0271696234321046,-0.54384340316179,-0.152219677500914,-0.134801243570671,-0.12287198205708,-0.143873106565688,-0.147876500892916,-0.0614008868221326,0.0344185776055157,-0.0090170878191009,-0.181565123446194,-0.203375766683119,-0.10215254965088,-0.176359269281839,-0.541382121244105,-0.0601293272366325,-0.150581707401825,-0.213469764918569,-0.174459537264784,-0.506806999111833,-0.0370489759176984,-0.0733808962553101,-0.0420084856731636,-0.59835223887251,0.569012946486684,-0.138833819559775,-0.194193245237595,-0.178543296806925,-0.30725026576595,-0.429408942290157,-0.551974466300171
stable,-0.280984609240788,-0.196998543770074,0.0176972198173495,-0.331859687356302,0.404975562836405,-0.63180742201216,-0.624318809958165,-0.245808747912951,0.17076183832677,-0.173508871250062,-0.164305206818626,0.0845308402347363,-0.0816675421873055,0.268851737499522,0.0589755549745168,0.0680288700223399,-0.195217078680365,-0.242330878457966,-0.211991489363037,-0.282445319776484,-0.235658780726817,0.396066737667767,-0.242605338047737,-0.0997609657928081,0.263165789612074,-0.233884547063582,-0.220447715515304,0.228767373000343,-0.0763875775416691,0.189036068227883,-0.22051404181672,-0.208150576702639,-0.0837023158987007,-0.745445579972289,0.347104999028294,-0.659329125632346,-0.727646339140122,-0.655883839291896,-0.675558594993295,-0.670249318115745,-0.650887996464768
